"Reporter Name"	"LE_PO_rawData_r1"	"LE_PO_rawData_r2"
"tcruzi-1981357"	265.97	189.19
"tcruzi-1982557"	87.01	86.28
"tcruzi-1984199"	83.76	85.78
"tcruzi-1985376"	465.03	385.4
"tcruzi-1987562"	1080.64	556.75
"tcruzi-1989081"	111.55	93.5
"tcruzi-1989292"	239.65	251.42
"tcruzi-1989991"	43.78	56.7
"tcruzi-1990518"	146.23	148.56
"tcruzi-1991307"	325.74	167.27
"tcruzi-1991562"	94.99	105.76
"tcruzi-1991977"	95.53	68.19
"tcruzi-1992016"	1338.88	711.68
"tcruzi-1992492"	67.87	76.09
"tcruzi-1993115"	55.1	64.5
"tcruzi-1995390"	71.82	67.05
"tcruzi-1995483"	83.04	96.44
"tcruzi-1995799"	627.18	404.43
"tcruzi-1995800"	197.12	146.67
"tcruzi-1995801"	154.08	114.78
"tcruzi-1995804"	137.82	107.08
"tcruzi-1995806"	236.5	162.87
"tcruzi-1995807"	190.25	146.67
"tcruzi-1997210"	100.96	125.94
"tcruzi-1997296"	66.49	69.91
"tcruzi-1997572"	182.41	130.16
"tcruzi-1998837"	88.31	101.81
"tcruzi-1999215"	115.31	103.97
"tcruzi-2000458"	60.75	72.39
"tcruzi-2000749"	115.9	116.25
"tcruzi-2001364"	47.57	52.9
"tcruzi-2001502"	80.25	62.32
"tcruzi-2002834"	206.08	158.45
"tcruzi-2002851"	192.99	249.32
"tcruzi-2004218"	70.93	59.05
"tcruzi-2006243"	549.38	470.49
"tcruzi-2007518"	369.01	275.84
"tcruzi-2007535"	205.55	155.39
"tcruzi-2008938"	107.25	69.81
"tcruzi-2009954"	347.23	271.2
"tcruzi-2010792"	680.09	594.16
"tcruzi-2012115"	142.74	118.12
"tcruzi-2012117"	263.49	194.04
"tcruzi-2012118"	153.47	141.37
"tcruzi-2012691"	112.67	86
"tcruzi-2012959"	159.66	132.49
"tcruzi-2013473"	779.78	633.1
"tcruzi-2013866"	158.05	93.5
"tcruzi-2013980"	60.7	56.67
"tcruzi-2014352"	534.18	308.62
"tcruzi-2016637"	67.18	59.07
"tcruzi-2017238"	155.9	120.65
"tcruzi-2017278"	116.66	91.48
"tcruzi-2017279"	200.03	121.96
"tcruzi-2019830"	232.04	206.15
"tcruzi-2020258"	68.8	55.22
"tcruzi-2022214"	58.62	81.06
"tcruzi-2024192"	64.52	67.65
"tcruzi-2025654"	93.77	93.73
"tcruzi-2026873"	176.22	198.9
"tcruzi-2027528"	73.28	61.16
"tcruzi-2028191"	387.88	266.3
"tcruzi-2028916"	88.66	105.46
"tcruzi-2029279"	256.76	210.19
"tcruzi-2029914"	95.51	81.43
"tcruzi-2030693"	219.62	256.78
"tcruzi-2030694"	207.53	111.73
"tcruzi-2030695"	129.74	98.5
"tcruzi-2030708"	308.66	193.24
"tcruzi-2030752"	63.62	72.07
"tcruzi-2030898"	313.6	215.96
"tcruzi-2030902"	153.31	120.29
"tcruzi-2030911"	180.94	198.81
"tcruzi-2030921"	143.02	154.34
"tcruzi-2030922"	413.09	291.46
"tcruzi-2032124"	90.48	113.68
"tcruzi-2032426"	93.81	107.41
"tcruzi-2034178"	310.96	233.93
"tcruzi-2034179"	556.81	484.32
"tcruzi-2034631"	300.64	310.02
"tcruzi-2035432"	204.2	156.73
"tcruzi-2036226"	161.94	104.34
"tcruzi-2036792"	79.75	86.05
"tcruzi-2036872"	746.18	630.13
"tcruzi-2036975"	172.52	124.53
"tcruzi-2038234"	144	136.23
"tcruzi-2041955"	37.48	41.73
"tcruzi-2043204"	94.99	102.49
"tcruzi-2045447"	663.64	443.18
"tcruzi-2045584"	141.16	121.44
"tcruzi-2046558"	59.32	54.89
"tcruzi-2047008"	163.96	126.88
"tcruzi-2047009"	120.35	99.09
"tcruzi-2047627"	144.26	126.78
"tcruzi-2047661"	69.46	62.58
"tcruzi-2048720"	52.39	55.83
"tcruzi-2049499"	50.68	59.62
"tcruzi-2050739"	301.26	199.04
"tcruzi-2050867"	92.9	98.6
"tcruzi-2050984"	444.65	441.28
"tcruzi-2052232"	97.67	103.78
"tcruzi-2052800"	86.14	75.18
"tcruzi-2052948"	38.46	59.15
"tcruzi-2053960"	62.14	54.53
"tcruzi-2056075"	109.48	100.23
"tcruzi-2056967"	43.87	51.5
"tcruzi-2057354"	272.73	281.65
"tcruzi-2057539"	417.2	363.45
"tcruzi-2058812"	73.92	81.23
"tcruzi-2062195"	84.06	84.46
"tcruzi-2062472"	93.94	94.88
"tcruzi-2062701"	154.61	171.18
"tcruzi-2062702"	248.43	241.96
"tcruzi-2062973"	210.06	194.62
"tcruzi-2063020"	72.34	72.66
"tcruzi-2064383"	131.81	185.12
"tcruzi-2064689"	41.69	47.6
"tcruzi-2065684"	66.74	64.03
"tcruzi-2066514"	128.17	151.7
"tcruzi-2067216"	154.62	124.92
"tcruzi-2067320"	66.76	72.7
"tcruzi-2069167"	140.66	381.6
"tcruzi-2071085"	66.37	64.09
"tcruzi-2072090"	79.49	75.01
"tcruzi-2072801"	500.11	475.12
"tcruzi-2073579"	80.72	59.18
"tcruzi-2076458"	238.96	242.39
"tcruzi-2078224"	101.32	102.77
"tcruzi-2079000"	146.29	106.46
"tcruzi-2079005"	116.4	127.88
"tcruzi-2079457"	151.53	126.12
"tcruzi-2079732"	41.79	48.38
"tcruzi-2080693"	83.08	80.97
"tcruzi-2081479"	45.63	48.64
"tcruzi-2082767"	111.88	110.48
"tcruzi-2084234"	71.22	80.36
"tcruzi-2087348"	70.34	71.56
"tcruzi-2087903"	309.07	182.51
"tcruzi-2087904"	874.31	514.4
"tcruzi-2088011"	285.06	264.7
"tcruzi-2090164"	53.51	50.08
"tcruzi-2091125"	197.45	181.61
"tcruzi-2093267"	124.23	127.63
"tcruzi-2094606"	170.06	108.48
"tcruzi-2096582"	53.78	59.51
"tcruzi-2097963"	62.47	60.79
"tcruzi-2098184"	70.94	55.86
"tcruzi-2100367"	61.29	56.6
"tcruzi-2100588"	69.11	67.45
"tcruzi-2100810"	240.05	188.94
"tcruzi-2101751"	87.97	49.47
"tcruzi-2102681"	49.04	46.16
"tcruzi-2103439"	99.41	115.68
"tcruzi-2104766"	1025.88	802.25
"tcruzi-2104796"	197.88	164.09
"tcruzi-2105159"	74.04	65.8
"tcruzi-2107135"	49.45	50.72
"tcruzi-2108370"	275.57	162.84
"tcruzi-2108865"	60.16	59.82
"tcruzi-2108925"	65.51	55.19
"tcruzi-2110107"	91.34	75.3
"tcruzi-2110728"	79.65	75.7
"tcruzi-2111365"	46.34	51.64
"tcruzi-2113592"	225.33	183.77
"tcruzi-2116871"	58.79	64.93
"tcruzi-2116891"	966.59	824.56
"tcruzi-2117979"	99.17	97.18
"tcruzi-2122439"	77.53	51.8
"tcruzi-2124577"	537.93	1382.23
"tcruzi-2126107"	164.76	170.8
"tcruzi-2127130"	338.8	203.28
"tcruzi-2127327"	319.69	229.04
"tcruzi-2127764"	403.99	263.81
"tcruzi-2128434"	58.64	57.51
"tcruzi-2128759"	141.37	172.23
"tcruzi-2129008"	53.18	48.38
"tcruzi-2129358"	194.66	185.31
"tcruzi-2129395"	96.68	97.21
"tcruzi-2130902"	60.79	60.56
"tcruzi-2134057"	110.69	121.56
"tcruzi-2134771"	64.68	61.71
"tcruzi-2135571"	204.17	236.75
"tcruzi-2135592"	108.84	229.51
"tcruzi-2135718"	178.95	122.26
"tcruzi-2135719"	259.65	164.03
"tcruzi-2135720"	226.36	159.7
"tcruzi-2135721"	148.51	167.46
"tcruzi-2135727"	216.57	139.5
"tcruzi-2135842"	128.34	95.82
"tcruzi-2136080"	53.74	71.61
"tcruzi-2136315"	299.48	244.97
"tcruzi-2136687"	161.81	141.33
"tcruzi-2137578"	100.91	83.09
"tcruzi-2137686"	339.37	316.94
"tcruzi-2137746"	77.12	73.4
"tcruzi-2138124"	190.2	201.64
"tcruzi-2138774"	84.31	615.06
"tcruzi-2138904"	63.32	65.01
"tcruzi-2138932"	128.21	94.51
"tcruzi-2140691"	47.54	46.67
"tcruzi-2141424"	238.1	294.39
"tcruzi-2142430"	257.41	177.12
"tcruzi-2143640"	364.52	176.68
"tcruzi-2143808"	84.49	84.42
"tcruzi-2144371"	261.08	137.27
"tcruzi-2144583"	260.85	170.63
"tcruzi-2144867"	127.61	122.8
"tcruzi-2145600"	349.45	228.97
"tcruzi-2145603"	379.44	257.43
"tcruzi-2145853"	282.86	220.98
"tcruzi-2147923"	220.76	146.58
"tcruzi-2150939"	332.35	288.73
"tcruzi-2152264"	242.19	204.19
"tcruzi-2153658"	106.09	84.52
"tcruzi-2154032"	149.89	104.84
"tcruzi-2154949"	70.11	58.76
"tcruzi-2155463"	96.09	107.91
"tcruzi-2157264"	233.35	127.8
"tcruzi-2157265"	222.42	183.23
"tcruzi-2157267"	187.3	117.38
"tcruzi-2160604"	194.36	274.11
"tcruzi-2161980"	54.97	69.46
"tcruzi-2170091"	58.73	61
"tcruzi-2170429"	294.58	286.29
"tcruzi-2172881"	53.31	59.12
"tcruzi-2174300"	104.88	87.89
"tcruzi-2175519"	171.82	98.47
"tcruzi-2176176"	124.37	136.65
"tcruzi-2176552"	337.86	246.03
"tcruzi-2176553"	2579.5	394.92
"tcruzi-2176554"	322.98	196.99
"tcruzi-2176555"	445.06	376.77
"tcruzi-2176556"	479.21	459.76
"tcruzi-2176557"	278.3	271.3
"tcruzi-2177050"	444.24	359.81
"tcruzi-2177500"	92.07	82.21
"tcruzi-2177889"	81	81.09
"tcruzi-2180310"	332.87	342.36
"tcruzi-2180657"	63.3	66.56
"tcruzi-2181754"	1005.41	867.03
"tcruzi-2182633"	159.38	171.35
"tcruzi-2183005"	109.01	134.9
"tcruzi-2184058"	39.23	40.98
"tcruzi-2185919"	249.65	137.77
"tcruzi-2187424"	109.83	122.32
"tcruzi-2187515"	133.02	130.43
"tcruzi-2187865"	192.51	140.36
"tcruzi-2188395"	190.62	164.76
"tcruzi-2190958"	243.45	133.79
"tcruzi-2191246"	56.05	53.46
"tcruzi-2191248"	60.02	53.27
"tcruzi-2192265"	61.58	61.99
"tcruzi-2192700"	863.44	645.88
"tcruzi-2193493"	446.27	347.62
"tcruzi-2193862"	604.04	520.33
"tcruzi-2196549"	49.54	47.62
"tcruzi-2196936"	686.2	943.3
"tcruzi-2198166"	95.1	96.4
"tcruzi-2198200"	599.26	560.22
"tcruzi-2198779"	81.13	65.8
"tcruzi-2199079"	217.72	150.36
"tcruzi-2199635"	109.44	94.45
"tcruzi-2199754"	119.32	138.14
"tcruzi-2202233"	193.52	165.86
"tcruzi-2202501"	318.24	279.65
"tcruzi-2202502"	175.39	212.82
"tcruzi-2202503"	223.26	178.07
"tcruzi-2203388"	70.66	62.29
"tcruzi-2205495"	70.84	62.35
"tcruzi-2205715"	160.11	223.98
"tcruzi-2206866"	617.59	496.13
"tcruzi-2213317"	1250.24	910.89
"tcruzi-2214464"	187.87	105.15
"tcruzi-2215700"	370.36	310.24
"tcruzi-2217759"	79.63	86.82
"tcruzi-2217977"	110.24	102.14
"tcruzi-2218148"	50.81	53.87
"tcruzi-2219427"	150.83	308.49
"tcruzi-2219977"	197.17	200.57
"tcruzi-2219978"	209.68	147.43
"tcruzi-2220710"	187.65	224.21
"tcruzi-2221017"	442.31	346.85
"tcruzi-2224251"	137.1	145.26
"tcruzi-2224378"	250.01	65.52
"tcruzi-2227134"	111.74	142.53
"tcruzi-2227544"	158.54	110.74
"tcruzi-2227572"	152.26	149.89
"tcruzi-2227945"	67.86	70.08
"tcruzi-2231789"	70.29	57.24
"tcruzi-2235193"	77.07	78.95
"tcruzi-2235464"	191.09	168.59
"tcruzi-2237433"	155.68	158.26
"tcruzi-2237698"	102.91	76.19
"tcruzi-2238388"	50.14	51.32
"tcruzi-2238412"	1038.66	877.53
"tcruzi-2241375"	1059.42	448
"tcruzi-2241485"	67.2	53.37
"tcruzi-2243261"	81.39	58.59
"tcruzi-2244082"	46.99	47.3
"tcruzi-2244555"	52.17	51.2
"tcruzi-2244562"	75.61	93.97
"tcruzi-2245558"	586.27	514.3
"tcruzi-2247874"	103.19	101.54
"tcruzi-2248251"	828.4	623.63
"tcruzi-2250233"	300.04	273.55
"tcruzi-2250349"	66.52	50.32
"tcruzi-2250450"	1659.77	1509.23
"tcruzi-2252754"	409.74	363.68
"tcruzi-2254626"	115.42	174.54
"tcruzi-2255082"	55.51	50.97
"tcruzi-2256731"	81.64	108.71
"tcruzi-2257025"	101.88	100.51
"tcruzi-2257207"	95.8	91.3
"tcruzi-2258700"	50.18	60.14
"tcruzi-2258979"	2314.63	2210.26
"tcruzi-2259631"	54.34	54.61
"tcruzi-2261926"	195.3	147.84
"tcruzi-2266201"	200.93	185.66
"tcruzi-2266689"	384.31	384.42
"tcruzi-2267139"	64.84	73.8
"tcruzi-2268884"	56.48	57.52
"tcruzi-2269312"	37.76	45.23
"tcruzi-2270124"	55.9	57.03
"tcruzi-2270394"	57.88	53.37
"tcruzi-2272111"	54.61	53.85
"tcruzi-2273770"	134.98	107.81
"tcruzi-2273947"	110.5	131.36
"tcruzi-2275122"	143.29	151.17
"tcruzi-2275554"	59.08	71.02
"tcruzi-2275941"	271.74	230.45
"tcruzi-2276219"	102.09	82.95
"tcruzi-2279196"	2195.58	1994.61
"tcruzi-2279613"	193.08	169.55
"tcruzi-2280367"	88.51	90.88
"tcruzi-2281830"	281.91	173.32
"tcruzi-2282105"	235.53	211.31
"tcruzi-2283040"	80.03	89.2
"tcruzi-2283330"	376.9	274.02
"tcruzi-2284503"	1530.38	1453.81
"tcruzi-2285042"	103	99.66
"tcruzi-2285782"	81.35	92.59
"tcruzi-2287211"	112.02	112.72
"tcruzi-2287228"	76.08	72.81
"tcruzi-2288363"	140.98	112.44
"tcruzi-2288637"	1237.4	712.87
"tcruzi-2288814"	103.39	150.78
"tcruzi-2289593"	211.1	173.79
"tcruzi-2293232"	57.08	73.9
"tcruzi-2294678"	215.68	213.29
"tcruzi-2294769"	246.41	206.05
"tcruzi-2295311"	90.58	69.16
"tcruzi-2296961"	188.26	157.89
"tcruzi-2299286"	109.26	94.83
"tcruzi-2299312"	197.09	160.57
"tcruzi-2301315"	250.36	243.8
"tcruzi-2301738"	100.89	97.22
"tcruzi-2303514"	65.24	59.67
"tcruzi-2303665"	133.95	117.68
"tcruzi-2304527"	473.03	445.14
"tcruzi-2307815"	112.47	93.47
"tcruzi-2307816"	57.02	49.93
"tcruzi-2310127"	278.4	279.08
"tcruzi-2311733"	39.17	41.95
"tcruzi-2311845"	107.16	69.44
"tcruzi-2312442"	72.47	58.29
"tcruzi-2313366"	492.53	418.75
"tcruzi-2313542"	79.31	68.89
"tcruzi-2315109"	92.4	102.45
"tcruzi-2316235"	245.88	228.03
"tcruzi-2316649"	128.17	54.62
"tcruzi-2316946"	404.74	247.9
"tcruzi-2317502"	77.99	72.92
"tcruzi-2318412"	149.53	160.45
"tcruzi-2319671"	95.78	104.8
"tcruzi-2320091"	246.85	166.16
"tcruzi-2322954"	241.37	197.31
"tcruzi-2323777"	320.63	210.67
"tcruzi-2324600"	161.94	107.34
"tcruzi-2327177"	151.9	135.41
"tcruzi-2328847"	35.19	39.43
"tcruzi-2329047"	108.75	82.55
"tcruzi-2329132"	57.91	55.95
"tcruzi-2330316"	57.1	63.97
"tcruzi-2332183"	123.21	111.23
"tcruzi-2332354"	142.46	106.83
"tcruzi-2335809"	93.13	70.77
"tcruzi-2336569"	165.55	118.4
"tcruzi-2336645"	63.68	71.18
"tcruzi-2337081"	95.59	84.79
"tcruzi-2338604"	241.73	206.48
"tcruzi-2340421"	177.36	163.12
"tcruzi-2341025"	331.49	157
"tcruzi-2341179"	70.57	62.75
"tcruzi-2341713"	84.99	66.51
"tcruzi-2342238"	236.27	212.43
"tcruzi-2346073"	118.58	96.94
"tcruzi-2346145"	207.79	171.19
"tcruzi-2346654"	933.05	1020.56
"tcruzi-2347671"	1398.71	1011.52
"tcruzi-2347705"	190.75	178.58
"tcruzi-2349059"	105.94	117.55
"tcruzi-2351337"	164.7	155.39
"tcruzi-2351875"	594.37	631.86
"tcruzi-2352822"	65.32	70.64
"tcruzi-2352955"	675.03	615.23
"tcruzi-2354210"	1155.24	1266.97
"tcruzi-2356436"	245.6	194.04
"tcruzi-2358787"	69.42	61.94
"tcruzi-2361086"	61.26	68.6
"tcruzi-2361555"	48.88	49.34
"tcruzi-2361755"	379.01	400.35
"tcruzi-2364776"	426.17	316.86
"tcruzi-2365525"	69.65	74
"tcruzi-2365566"	310.5	227.74
"tcruzi-2366253"	229.27	122.79
"tcruzi-2369637"	247.95	193.42
"tcruzi-2369815"	54.33	54.98
"tcruzi-2370676"	58.96	66.39
"tcruzi-2374197"	88.6	86.86
"tcruzi-2374199"	102.68	92.81
"tcruzi-2376403"	149.12	192.31
"tcruzi-2376504"	120.95	84.7
"tcruzi-2377187"	72.37	161.65
"tcruzi-2378066"	342.41	246.74
"tcruzi-2378352"	594.94	600.21
"tcruzi-2379397"	347.52	334.11
"tcruzi-2381715"	143.86	122.82
"tcruzi-2381730"	596.12	394.91
"tcruzi-2382370"	137.97	103.59
"tcruzi-2383464"	58.45	67.79
"tcruzi-2383942"	60.04	78.87
"tcruzi-2385019"	758.48	695.29
"tcruzi-2385210"	62.1	46.04
"tcruzi-2385549"	445.47	396.64
"tcruzi-2387607"	53.74	58.33
"tcruzi-2387631"	125.93	122.92
"tcruzi-2388454"	446.09	433.06
"tcruzi-2388787"	101.62	64.94
"tcruzi-2390828"	59.41	45.3
"tcruzi-2393148"	136.16	80.23
"tcruzi-2395876"	869.29	871.01
"tcruzi-2396913"	155.98	121.32
"tcruzi-2397550"	652.2	451.34
"tcruzi-2398360"	351.36	242.43
"tcruzi-2399274"	64.28	70.34
"tcruzi-2400607"	69.01	63.71
"tcruzi-2403447"	361.28	347.86
"tcruzi-2403959"	129.17	109.53
"tcruzi-2404039"	64.42	53.69
"tcruzi-2404537"	150.01	117.63
"tcruzi-2404848"	137.02	158.8
"tcruzi-2406171"	70.15	64.21
"tcruzi-2408119"	107.22	100.37
"tcruzi-2408462"	91.6	81.66
"tcruzi-2408529"	127.6	90.14
"tcruzi-2408978"	214.07	210.71
"tcruzi-2410122"	82.51	81.14
"tcruzi-2410199"	201.22	123.35
"tcruzi-2412108"	232.73	217.24
"tcruzi-2413044"	343.89	200.92
"tcruzi-2414595"	125.34	101.16
"tcruzi-2416708"	104.07	137.28
"tcruzi-2417325"	64.03	45.7
"tcruzi-2418530"	114.93	166.3
"tcruzi-2418873"	352.36	219.07
"tcruzi-2421948"	97.09	82.99
"tcruzi-2422307"	254.4	151.41
"tcruzi-2422858"	881.21	704.42
"tcruzi-2423643"	398.39	345.68
"tcruzi-2424368"	85.9	81.65
"tcruzi-2425138"	62.03	77.14
"tcruzi-2425165"	143.32	115.5
"tcruzi-2426358"	39.95	43.63
"tcruzi-2427516"	59.46	48.61
"tcruzi-2428353"	532.18	334.92
"tcruzi-2428376"	102.5	113.22
"tcruzi-2429145"	115.79	123.56
"tcruzi-2432344"	166.28	133.4
"tcruzi-2432477"	78.94	105.05
"tcruzi-2433061"	78.13	62
"tcruzi-2433116"	50.06	42.87
"tcruzi-2433789"	6162.7	5449.53
"tcruzi-2440169"	57.46	53.24
"tcruzi-2440193"	296.16	220.62
