"Reporter Name"	"LE_PO_rawData_r1"	"LE_PO_rawData_r2"
"tcruzi-712933"	144.57	132.25
"tcruzi-713950"	147.42	120.47
"tcruzi-714209"	66.8	54.86
"tcruzi-714603"	127.19	84.78
"tcruzi-715074"	50.41	57.4
"tcruzi-715965"	126.72	94.15
"tcruzi-716103"	65.59	51.8
"tcruzi-716173"	175.32	146.37
"tcruzi-717213"	411.97	349.53
"tcruzi-717278"	126.92	91.58
"tcruzi-718364"	119.69	104.86
"tcruzi-720581"	228.22	345.83
"tcruzi-722409"	732.76	750.64
"tcruzi-723816"	75.01	75.73
"tcruzi-725295"	362.77	342.61
"tcruzi-726076"	64.88	71.88
"tcruzi-726409"	65.13	62.46
"tcruzi-728476"	110.46	133.33
"tcruzi-728837"	183.8	151.64
"tcruzi-729910"	242.2	220.35
"tcruzi-730374"	47.09	53.49
"tcruzi-730534"	108.79	109.83
"tcruzi-732582"	102.74	94.65
"tcruzi-733555"	217.84	202.73
"tcruzi-735455"	76.77	88.66
"tcruzi-737227"	659.01	642.73
"tcruzi-737472"	188.89	200.58
"tcruzi-737530"	838.19	394.53
"tcruzi-738525"	353.85	293.86
"tcruzi-740838"	247.53	207.51
"tcruzi-741178"	134.94	119.56
"tcruzi-741306"	277.35	264.4
"tcruzi-741693"	76	64.17
"tcruzi-742558"	61.6	57.91
"tcruzi-742737"	1690.09	1537.53
"tcruzi-742839"	256.38	216.45
"tcruzi-744461"	455	379.03
"tcruzi-744582"	107.72	91.54
"tcruzi-745093"	89.91	77.58
"tcruzi-745533"	100.08	104.64
"tcruzi-746551"	299.81	241.13
"tcruzi-750806"	46.35	44.34
"tcruzi-750955"	265.57	227.97
"tcruzi-751928"	1332.43	1125.79
"tcruzi-752315"	104.79	115.07
"tcruzi-753154"	80.41	60.8
"tcruzi-753182"	112.76	82.95
"tcruzi-753372"	61.62	55.38
"tcruzi-754524"	61.82	68.68
"tcruzi-755050"	442.02	405.88
"tcruzi-756200"	240.4	191.81
"tcruzi-756994"	63.52	62.31
"tcruzi-758083"	155.31	121.9
"tcruzi-763334"	128.43	82.73
"tcruzi-763703"	127.16	87.85
"tcruzi-765339"	66.52	64.54
"tcruzi-765777"	872.4	869.16
"tcruzi-766477"	412.93	411.34
"tcruzi-767416"	91.99	105.87
"tcruzi-768201"	168.61	157.44
"tcruzi-768650"	132.44	118.77
"tcruzi-770029"	3135.27	3210.58
"tcruzi-770108"	264.42	170.32
"tcruzi-770585"	115	116.6
"tcruzi-772083"	57.68	63.33
"tcruzi-772251"	605.03	534.16
"tcruzi-773138"	94.01	104.4
"tcruzi-773706"	199.07	167.25
"tcruzi-773875"	55.88	57.76
"tcruzi-774474"	143.46	162.68
"tcruzi-775444"	67.23	53.31
"tcruzi-776803"	314.88	292.57
"tcruzi-777292"	96.64	77.3
"tcruzi-778664"	230.27	158.38
"tcruzi-778851"	151.8	135.56
"tcruzi-780226"	66.46	57.12
"tcruzi-780472"	431.24	400.36
"tcruzi-781039"	176.31	90.08
"tcruzi-781062"	399.31	330.36
"tcruzi-781661"	118.03	130.29
"tcruzi-781919"	111.06	74.36
"tcruzi-782966"	53.56	69.03
"tcruzi-783410"	57.07	61.4
"tcruzi-783657"	844.93	681.24
"tcruzi-784273"	233.25	189.7
"tcruzi-785462"	129.79	94.71
"tcruzi-788936"	394.55	402.05
"tcruzi-789897"	330.43	293.05
"tcruzi-790716"	395.34	429.7
"tcruzi-791273"	665.83	492.89
"tcruzi-791771"	102.99	95.88
"tcruzi-792104"	270.64	261.87
"tcruzi-793610"	78.07	63.28
"tcruzi-795024"	70.71	57.79
"tcruzi-795713"	160.04	108.91
"tcruzi-796033"	314.43	248.58
"tcruzi-797369"	1077.72	665.97
"tcruzi-797520"	124.24	100.65
"tcruzi-797674"	178.25	169.03
"tcruzi-799164"	4560.15	3358.48
"tcruzi-800738"	76.17	55.88
"tcruzi-801502"	318.38	395.53
"tcruzi-801835"	129.78	149.86
"tcruzi-802167"	114.21	127.91
"tcruzi-803139"	157.52	143.25
"tcruzi-804343"	91.34	76.21
"tcruzi-805816"	131.21	115.3
"tcruzi-806504"	139.24	139.86
"tcruzi-806707"	366.2	423.32
"tcruzi-807454"	347.9	319.87
"tcruzi-812203"	228.98	195.42
"tcruzi-813094"	115.18	78.26
"tcruzi-813112"	67.28	65.43
"tcruzi-814944"	218.09	147.82
"tcruzi-815168"	95.17	102.53
"tcruzi-815465"	77.86	60.05
"tcruzi-815538"	102.39	74.55
"tcruzi-821245"	40.72	49.03
"tcruzi-821806"	757.98	611.01
"tcruzi-822195"	204.56	136.14
"tcruzi-822399"	101.31	104.36
"tcruzi-826609"	92.54	67.8
"tcruzi-827231"	105.94	115.1
"tcruzi-827353"	47.88	44.19
"tcruzi-828149"	96.88	111.94
"tcruzi-829498"	80.32	94.3
"tcruzi-830033"	68.46	64.63
"tcruzi-830062"	252.54	247.02
"tcruzi-830878"	567.65	450.59
"tcruzi-832378"	101.42	103.22
"tcruzi-832577"	164.29	138.11
"tcruzi-833325"	78.85	101.59
"tcruzi-833800"	561.93	487.59
"tcruzi-833946"	58.67	51.63
"tcruzi-834879"	504.26	377.1
"tcruzi-834928"	188.69	112.31
"tcruzi-835625"	70.43	71.88
"tcruzi-835661"	141.67	127.82
"tcruzi-835700"	460.13	367.52
"tcruzi-835820"	64.56	88.78
"tcruzi-836109"	53.82	40.02
"tcruzi-836636"	204.57	176.15
"tcruzi-836923"	89.49	85.78
"tcruzi-839412"	67.09	67.85
"tcruzi-842843"	192.24	168.38
"tcruzi-843878"	248.47	228.67
"tcruzi-843885"	102.79	117.12
"tcruzi-844349"	88.03	87.81
"tcruzi-844512"	445.49	390.27
"tcruzi-846167"	200.25	165.14
"tcruzi-846409"	69.27	62.46
"tcruzi-848624"	180.16	121.39
"tcruzi-849220"	81.79	68.31
"tcruzi-849681"	42.38	48.57
"tcruzi-849698"	110.64	178.96
"tcruzi-849801"	244.37	313.51
"tcruzi-850294"	47.4	46.15
"tcruzi-850926"	266.41	228.95
"tcruzi-851129"	147.75	179
"tcruzi-852013"	69.84	79.12
"tcruzi-855208"	78.82	86.33
"tcruzi-855499"	64.4	70.67
"tcruzi-855809"	128.8	105.17
"tcruzi-856778"	64.83	67.81
"tcruzi-858343"	183.55	183.73
"tcruzi-860467"	46.31	40.19
"tcruzi-861121"	47.01	60.7
"tcruzi-861730"	49.18	49.53
"tcruzi-862875"	52.42	54.93
"tcruzi-863572"	85.87	80.89
"tcruzi-863969"	59.54	54.9
"tcruzi-864109"	57.27	52.94
"tcruzi-864569"	52.03	44.74
"tcruzi-866409"	182.45	180.71
"tcruzi-867280"	363.73	312.86
"tcruzi-867281"	607.1	497.34
"tcruzi-867282"	583.57	585.63
"tcruzi-867283"	405.29	296.91
"tcruzi-867284"	332.76	313.78
"tcruzi-867286"	155.73	63.21
"tcruzi-867287"	258.57	204.55
"tcruzi-867533"	44.06	48.69
"tcruzi-867561"	142.23	109.55
"tcruzi-867646"	64.52	57.47
"tcruzi-867649"	83.99	79.32
"tcruzi-869391"	201.25	167.88
"tcruzi-869422"	110.24	90.35
"tcruzi-869560"	83.65	79.55
"tcruzi-871282"	98.84	100.46
"tcruzi-871581"	493.24	438.28
"tcruzi-872555"	259.27	231.8
"tcruzi-876536"	186.59	105.01
"tcruzi-876681"	69.32	48.15
"tcruzi-882337"	214.04	174.39
"tcruzi-883040"	311.51	183.66
"tcruzi-885610"	305.63	168.35
"tcruzi-886699"	106.04	145.59
"tcruzi-887784"	197.35	194.64
"tcruzi-890634"	1272.99	1324.94
"tcruzi-892704"	120.25	102.95
"tcruzi-893755"	127.2	87.54
"tcruzi-895663"	74.76	87.78
"tcruzi-898688"	187.76	178.85
"tcruzi-900587"	71.67	48.21
"tcruzi-901484"	130.58	115.34
"tcruzi-905074"	144.97	173.33
"tcruzi-906744"	105.83	66.95
"tcruzi-907392"	75.82	87.67
"tcruzi-907827"	133.2	128.02
"tcruzi-907895"	90.12	65.12
"tcruzi-909455"	2579.94	2426.2
"tcruzi-909892"	66.91	56.58
"tcruzi-910450"	101.49	124.56
"tcruzi-913688"	110.89	76.92
"tcruzi-914067"	172.03	164.41
"tcruzi-915193"	246.45	82.22
"tcruzi-918191"	67.93	63.43
"tcruzi-918672"	479.63	500.13
"tcruzi-918800"	370.72	241.93
"tcruzi-919419"	121.85	122.3
"tcruzi-919631"	50.54	40.98
"tcruzi-919750"	64.99	53.18
"tcruzi-920019"	93.58	89.9
"tcruzi-920085"	157.31	104.02
"tcruzi-923964"	95.88	99.89
"tcruzi-924451"	55.53	57.55
"tcruzi-924562"	88.33	78.44
"tcruzi-925396"	221.81	200.54
"tcruzi-925648"	98.66	77.32
"tcruzi-925701"	105.73	92.05
"tcruzi-928686"	77.07	135.52
"tcruzi-929590"	295.4	236.83
"tcruzi-930155"	126.96	146.23
"tcruzi-930441"	352.16	195.84
"tcruzi-930543"	76.55	63.78
"tcruzi-930853"	60.66	76.46
"tcruzi-931554"	47.27	57.59
"tcruzi-932567"	170.5	175.5
"tcruzi-933465"	187.27	124.24
"tcruzi-934350"	94.03	104.13
"tcruzi-934987"	108.64	101.91
"tcruzi-937298"	88.32	69.33
"tcruzi-937352"	114.37	138.05
"tcruzi-939002"	213.25	165.91
"tcruzi-939855"	257.92	188.94
"tcruzi-940394"	115.03	96.36
"tcruzi-941274"	225.88	185.75
"tcruzi-942193"	94.52	72.85
"tcruzi-942199"	134.17	102.28
"tcruzi-942807"	123.87	92.67
"tcruzi-943492"	56.1	60.05
"tcruzi-943678"	65.68	67.09
"tcruzi-945265"	73.29	91.49
"tcruzi-950434"	93.16	64.22
"tcruzi-955019"	161.13	96.14
"tcruzi-957528"	92.37	96.19
"tcruzi-958298"	270.28	280.03
"tcruzi-960462"	131.81	135.66
"tcruzi-961076"	784.71	771.85
"tcruzi-961156"	129.34	125.29
"tcruzi-961296"	1467.76	1332.72
"tcruzi-961653"	134.78	150.4
"tcruzi-963367"	120.41	164.06
"tcruzi-964365"	71.74	65.24
"tcruzi-965570"	161.9	116.91
"tcruzi-966474"	145.43	140.51
"tcruzi-967105"	56.44	47.57
"tcruzi-967160"	123.34	117.89
"tcruzi-967228"	81.36	84.97
"tcruzi-969716"	57.94	56.11
"tcruzi-970131"	54.49	38.43
"tcruzi-970768"	121.33	120.03
"tcruzi-971006"	2446.32	2577.46
"tcruzi-971167"	95.67	96.62
"tcruzi-971276"	168.2	143.6
"tcruzi-972172"	75.17	69.14
"tcruzi-972827"	231.05	199.48
"tcruzi-973457"	503.9	407.06
"tcruzi-973893"	81.9	71.81
"tcruzi-976262"	81.68	103.98
"tcruzi-976778"	286.07	235.74
"tcruzi-977113"	139.09	158.11
"tcruzi-978251"	821.3	658.14
"tcruzi-979112"	194.96	130.15
"tcruzi-979514"	105.21	71.21
"tcruzi-979946"	121.49	90.4
"tcruzi-982153"	114.61	72.71
"tcruzi-984441"	274.42	208.1
"tcruzi-984490"	243.44	247.5
"tcruzi-984569"	268.28	230.14
"tcruzi-984579"	154.51	158.5
"tcruzi-985728"	111.55	105.55
"tcruzi-985731"	150.24	147.98
"tcruzi-986709"	169.2	137.89
"tcruzi-988629"	170.66	115.83
"tcruzi-990212"	158.09	94.29
"tcruzi-990730"	101.92	117.04
"tcruzi-993929"	80.68	73.22
"tcruzi-994235"	340.47	237.53
"tcruzi-994568"	310.33	267.68
"tcruzi-994842"	196.48	201.75
"tcruzi-994926"	53.69	48.93
"tcruzi-995005"	139.14	87.57
"tcruzi-996554"	63.87	56.76
"tcruzi-997567"	70.53	117.74
"tcruzi-998554"	53.07	48.75
"tcruzi-998823"	51.42	58.59
"tcruzi-1000738"	192.01	143.7
"tcruzi-1001695"	680.36	456.29
"tcruzi-1001711"	97.51	66.56
"tcruzi-1004100"	196.76	124.03
"tcruzi-1005046"	132.92	126.56
"tcruzi-1005067"	150.44	159.43
"tcruzi-1005305"	194.86	162.83
"tcruzi-1005482"	115.81	90.27
"tcruzi-1007326"	81.71	78.87
"tcruzi-1007826"	90.1	78.58
"tcruzi-1007853"	75.96	81.35
"tcruzi-1008370"	63.87	59.54
"tcruzi-1010241"	227.85	312.17
"tcruzi-1010971"	134.48	124.26
"tcruzi-1011528"	139.86	132.13
"tcruzi-1014035"	96.98	64.78
"tcruzi-1014467"	110.77	94.39
"tcruzi-1014513"	77.65	80.48
"tcruzi-1016586"	57.92	44.85
"tcruzi-1017121"	153.85	157.93
"tcruzi-1017825"	80.73	67
"tcruzi-1019097"	231.4	144.14
"tcruzi-1020644"	155.83	125.98
"tcruzi-1022489"	176.9	169.33
"tcruzi-1023491"	195.15	225.61
"tcruzi-1023539"	229.88	218.65
"tcruzi-1024789"	135.01	105.28
"tcruzi-1025150"	360.71	373
"tcruzi-1025367"	607.92	392.63
"tcruzi-1025720"	173.14	159.46
"tcruzi-1025721"	168.62	176.4
"tcruzi-1026307"	1836.12	1356.42
"tcruzi-1026309"	1492.11	983.82
"tcruzi-1026310"	809.56	690.7
"tcruzi-1026311"	1002.83	565.47
"tcruzi-1026312"	2411	1754.35
"tcruzi-1026317"	545.13	322.15
"tcruzi-1027797"	155.54	138.33
"tcruzi-1028387"	108.81	77.24
"tcruzi-1028589"	129.5	140.51
"tcruzi-1028592"	460.02	233.03
"tcruzi-1028593"	203.66	183.65
"tcruzi-1028596"	197.28	152.64
"tcruzi-1029730"	706.54	523.13
"tcruzi-1030119"	2051.46	1744.78
"tcruzi-1030161"	114.77	62.94
"tcruzi-1031344"	267.35	247.19
"tcruzi-1032192"	194.1	294.39
"tcruzi-1032967"	550.41	663.22
"tcruzi-1034083"	103.95	122.28
"tcruzi-1035077"	579.55	509.33
"tcruzi-1035078"	598.67	446.25
"tcruzi-1035080"	159.77	132.02
"tcruzi-1035095"	43.63	54.7
"tcruzi-1035330"	316.53	309.46
"tcruzi-1035452"	106.42	89.28
"tcruzi-1035831"	1399.3	1373.16
"tcruzi-1036424"	256.32	227.22
"tcruzi-1036899"	569.33	388.68
"tcruzi-1037510"	58.26	64.26
"tcruzi-1038739"	249.65	263.62
"tcruzi-1039442"	157.86	108.32
"tcruzi-1039443"	96.24	83.52
"tcruzi-1040693"	158.94	100.04
"tcruzi-1040731"	338.17	367.27
"tcruzi-1041302"	236.45	219.73
"tcruzi-1041708"	938.74	808.03
"tcruzi-1041867"	82.99	97.8
"tcruzi-1042509"	106.42	68.28
"tcruzi-1043101"	646.26	523.23
"tcruzi-1043105"	430.54	386.69
"tcruzi-1043430"	111.44	110.67
"tcruzi-1043597"	89.28	81.11
"tcruzi-1045857"	90.31	69.6
"tcruzi-1047130"	461.56	385.81
"tcruzi-1047131"	955.61	846.24
"tcruzi-1047216"	84.01	70.02
"tcruzi-1048656"	68.36	69.77
"tcruzi-1049456"	534.15	416.13
"tcruzi-1049457"	360.31	269.72
"tcruzi-1049459"	155.79	149.99
"tcruzi-1049460"	173.64	138.51
"tcruzi-1049681"	99.44	82.44
"tcruzi-1050192"	1588.96	834.88
"tcruzi-1051382"	192.13	137.68
"tcruzi-1051383"	101.26	122.28
"tcruzi-1052163"	811.98	695.14
"tcruzi-1052389"	64.4	55.56
"tcruzi-1052963"	340.48	326.69
"tcruzi-1053839"	162.05	147.9
"tcruzi-1054268"	59.52	49.66
"tcruzi-1054795"	194.39	125.39
"tcruzi-1055054"	306.9	253.02
"tcruzi-1056572"	446.31	534.51
"tcruzi-1057758"	134.8	132.83
"tcruzi-1058975"	84.18	96.14
"tcruzi-1061624"	258.71	260.04
"tcruzi-1062107"	148.94	146.74
"tcruzi-1063180"	246.05	197.21
"tcruzi-1064975"	379.32	265.3
"tcruzi-1065373"	155.67	129.86
"tcruzi-1066149"	296.52	256.25
"tcruzi-1067527"	59.61	57.92
"tcruzi-1068774"	184.52	131.75
"tcruzi-1070351"	76.32	67.12
"tcruzi-1070949"	192.45	171.21
"tcruzi-1071550"	101.09	122.56
"tcruzi-1071635"	130.44	159.79
"tcruzi-1071656"	87.2	69.6
"tcruzi-1072899"	515.96	435.9
"tcruzi-1073178"	133.95	200.93
"tcruzi-1074762"	76.73	453.37
"tcruzi-1076155"	71.28	77.16
"tcruzi-1076960"	419.43	333.63
"tcruzi-1078204"	116.26	131.29
"tcruzi-1079213"	124.81	123.64
"tcruzi-1079805"	223.68	229.32
"tcruzi-1080234"	57.74	64.79
"tcruzi-1080657"	115.62	91.6
"tcruzi-1086010"	90.05	66.24
"tcruzi-1087087"	67.33	67.91
"tcruzi-1087996"	129.15	105.13
"tcruzi-1090931"	111.25	90.21
"tcruzi-1092031"	191.65	97.89
"tcruzi-1092553"	508.28	328.34
"tcruzi-1093214"	184.48	188.07
"tcruzi-1093470"	74.4	71.96
"tcruzi-1094580"	136.19	96.87
"tcruzi-1096133"	436.25	337.35
"tcruzi-1096643"	60.89	66.66
"tcruzi-1097013"	182.72	143.99
"tcruzi-1097783"	64.27	63.15
"tcruzi-1102488"	344.95	301.83
"tcruzi-1107248"	203.47	128.58
"tcruzi-1107505"	53.46	54.63
"tcruzi-1107684"	121.71	120.92
"tcruzi-1108412"	308.94	249.92
"tcruzi-1109106"	82.61	68.53
"tcruzi-1109336"	71.91	58.88
"tcruzi-1109400"	59.79	72.73
"tcruzi-1109936"	41.38	41.48
"tcruzi-1110036"	195.46	166.22
"tcruzi-1112773"	122.74	143.07
"tcruzi-1114448"	108.04	88.83
"tcruzi-1114850"	4657.22	3266.22
"tcruzi-1114852"	485.18	408.44
"tcruzi-1114868"	3805.8	2857.35
"tcruzi-1116183"	58.21	57.65
"tcruzi-1116761"	62.28	61.51
"tcruzi-1117091"	86.54	79.66
"tcruzi-1118377"	365.13	206.1
"tcruzi-1119706"	68.87	82.54
"tcruzi-1120174"	45.99	42.07
"tcruzi-1120683"	402.95	292.78
"tcruzi-1120684"	277.2	193.99
"tcruzi-1120884"	123.17	117.09
"tcruzi-1122368"	162.52	142.62
"tcruzi-1123831"	89.9	101.96
"tcruzi-1124337"	187.67	151.44
"tcruzi-1124347"	140.68	128.61
"tcruzi-1125238"	149.97	116.33
"tcruzi-1125763"	102.87	125.87
"tcruzi-1126563"	106.96	82.24
"tcruzi-1127742"	48.83	66.25
"tcruzi-1127972"	1187.88	1273.94
"tcruzi-1128134"	53.53	60.42
"tcruzi-1133715"	58.59	67.66
"tcruzi-1134348"	58.94	88.35
"tcruzi-1136523"	115.29	80.1
"tcruzi-1137500"	63.39	55.35
"tcruzi-1137590"	905.69	969.39
"tcruzi-1138516"	93.18	87.08
"tcruzi-1139032"	1777.89	1376.22
"tcruzi-1139259"	88.73	90.89
"tcruzi-1139683"	49.77	46.21
"tcruzi-1143483"	74.72	70.97
"tcruzi-1144556"	139.89	144.41
"tcruzi-1144643"	130.79	129.92
"tcruzi-1145281"	290.17	339.05
"tcruzi-1145746"	76.98	68.31
"tcruzi-1146618"	47.17	48.09
"tcruzi-1147006"	1287.01	941.89
"tcruzi-1147752"	204.48	163.71
"tcruzi-1148892"	124.48	155.9
"tcruzi-1148997"	343.22	304.22
"tcruzi-1149067"	382.62	261.98
"tcruzi-1150857"	94.56	97.64
"tcruzi-1151645"	447.6	226.56
"tcruzi-1152294"	233.91	160.22
"tcruzi-1153790"	126.16	115.39
"tcruzi-1154199"	56.84	56.7
"tcruzi-1156021"	74.61	54.73
"tcruzi-1157570"	59.34	51.61
"tcruzi-1157822"	50.77	48.29
"tcruzi-1158841"	76.86	66.84
"tcruzi-1163050"	47.49	48.5
"tcruzi-1163963"	52.43	57.85
"tcruzi-1165792"	64.35	71.98
"tcruzi-1165897"	117.05	115.77
"tcruzi-1166423"	136.84	121.62
"tcruzi-1168352"	66.59	75.7
"tcruzi-1169433"	47.15	42.93
"tcruzi-1170160"	57.25	71.33
"tcruzi-1171358"	110.26	117.92
"tcruzi-1172245"	504.04	454.6
"tcruzi-1172744"	53.38	61.24
"tcruzi-1174014"	204.96	137.62
"tcruzi-1175905"	47.19	43.81
"tcruzi-1176260"	205.08	183.74
"tcruzi-1176263"	43.72	48.11
"tcruzi-1176294"	270.86	185.71
"tcruzi-1176545"	113.58	130.29
"tcruzi-1177409"	232.61	183.73
"tcruzi-1177668"	287.28	296
"tcruzi-1178140"	143.15	134.74
"tcruzi-1179174"	61.61	67.66
"tcruzi-1179733"	80.9	71.97
"tcruzi-1180613"	66.14	58.78
"tcruzi-1184334"	75.33	61.53
"tcruzi-1184353"	118.02	119.34
"tcruzi-1187154"	113.82	85.36
"tcruzi-1187756"	111.21	97.77
"tcruzi-1187989"	215.17	170.71
"tcruzi-1189130"	127.17	119.88
"tcruzi-1189287"	520.52	420.63
"tcruzi-1190556"	60.62	73.33
"tcruzi-1190754"	139	131.85
"tcruzi-1190942"	51.34	54.32
"tcruzi-1191312"	213.01	214.5
"tcruzi-1191745"	46.11	49.55
"tcruzi-1192382"	351.23	237.57
"tcruzi-1192513"	262.7	315.86
"tcruzi-1192644"	76.22	53.92
"tcruzi-1192731"	86.25	88.15
"tcruzi-1192920"	181.25	126.73
"tcruzi-1192981"	160.5	139.59
"tcruzi-1193421"	2446.54	2683.41
"tcruzi-1194306"	45.11	51.98
"tcruzi-1195256"	79.81	74.28
"tcruzi-1195808"	1302.44	793.83
"tcruzi-1196444"	209.51	187.76
"tcruzi-1197917"	55.55	55.51
"tcruzi-1197981"	200.65	127.6
"tcruzi-1198163"	67.62	71.96
"tcruzi-1198849"	156.66	158.6
"tcruzi-1199723"	42.85	41.79
"tcruzi-1200640"	108.74	112.67
"tcruzi-1200824"	226.65	193.79
"tcruzi-1201746"	44.55	46.74
"tcruzi-1202762"	87.42	94.61
"tcruzi-1206903"	229.1	122
"tcruzi-1209182"	91.23	74.44
"tcruzi-1212584"	112.48	118.04
"tcruzi-1212683"	66.91	59.07
"tcruzi-1213286"	161.73	130.62
"tcruzi-1214110"	97.08	110.53
"tcruzi-1215459"	162.93	137.3
"tcruzi-1216709"	53.56	49.99
"tcruzi-1217211"	120.43	97.9
"tcruzi-1217691"	132.92	109.57
"tcruzi-1218001"	179.83	144.03
"tcruzi-1218699"	167.23	123.77
"tcruzi-1221039"	116.55	106.38
"tcruzi-1221453"	5375.05	5515.43
"tcruzi-1222478"	658.38	449.79
"tcruzi-1222568"	60.03	79.63
"tcruzi-1223214"	170.08	177.23
"tcruzi-1226275"	1019.62	1060.83
"tcruzi-1226870"	61.26	54.98
"tcruzi-1227315"	58.63	58.31
"tcruzi-1227945"	105.11	107.04
"tcruzi-1228944"	98.38	87.89
"tcruzi-1229058"	58.83	63.51
"tcruzi-1229860"	59.29	45.49
"tcruzi-1229872"	1894.93	1150.61
"tcruzi-1230022"	62.6	64.58
"tcruzi-1230280"	151.59	171.66
"tcruzi-1230668"	79.22	78.77
"tcruzi-1230871"	500.71	353.04
"tcruzi-1232450"	296.38	161.86
"tcruzi-1234147"	155.83	116.98
"tcruzi-1234542"	302.59	290.36
"tcruzi-1234811"	109.66	84.72
"tcruzi-1235803"	330.3	326.34
"tcruzi-1236908"	69.33	64.11
"tcruzi-1238827"	77.42	90.77
"tcruzi-1239381"	69.85	84.17
"tcruzi-1239612"	239.31	138.42
"tcruzi-1239848"	144.14	100.94
"tcruzi-1241470"	59.59	71.44
"tcruzi-1241966"	69.9	60.92
"tcruzi-1242647"	104.89	100.92
"tcruzi-1243069"	898.94	571.64
"tcruzi-1243615"	585.45	601.75
"tcruzi-1243975"	166.74	119.14
"tcruzi-1244599"	183.81	143.36
"tcruzi-1247463"	47.74	49.25
"tcruzi-1249624"	149.26	116.42
"tcruzi-1250409"	275.5	236.34
"tcruzi-1250642"	350.47	354.58
"tcruzi-1252129"	77.86	61.47
"tcruzi-1253172"	308.39	136.64
"tcruzi-1254480"	68.86	66.23
"tcruzi-1254712"	160.69	152.99
"tcruzi-1256061"	200.76	188.26
"tcruzi-1257101"	88.92	96.38
"tcruzi-1257972"	135.55	131.98
"tcruzi-1258493"	59.45	51.45
"tcruzi-1259796"	91.13	84.84
"tcruzi-1261085"	55.48	51.41
"tcruzi-1261129"	78.58	76.08
"tcruzi-1261667"	279.28	234.83
"tcruzi-1262973"	538.36	458.9
"tcruzi-1263935"	105.42	83.57
"tcruzi-1264424"	238.5	291.17
"tcruzi-1265106"	50.15	50.8
"tcruzi-1265968"	84.08	71.1
"tcruzi-1266173"	73.31	88.31
"tcruzi-1266948"	320.7	275.79
"tcruzi-1270797"	104.88	70.24
"tcruzi-1271516"	172.7	106.34
"tcruzi-1271528"	123.55	93.08
"tcruzi-1271532"	72.61	92.22
"tcruzi-1274094"	73.42	68.48
"tcruzi-1276327"	85.5	56.12
"tcruzi-1276448"	219.71	153.35
"tcruzi-1277039"	109.63	96.14
"tcruzi-1277130"	46.61	45.23
"tcruzi-1277600"	86.71	63.11
"tcruzi-1278580"	62.57	76.29
"tcruzi-1278741"	44.19	49.23
"tcruzi-1278979"	209.1	164.78
"tcruzi-1279756"	224.56	177.61
"tcruzi-1280987"	53.37	58.76
"tcruzi-1281860"	69.86	73.83
"tcruzi-1281920"	72.84	76.35
"tcruzi-1282955"	72.93	67.74
"tcruzi-1284444"	500.04	506.53
"tcruzi-1287344"	65.8	105.69
"tcruzi-1288694"	80.94	69.46
"tcruzi-1292427"	39.33	42.65
"tcruzi-1292865"	578.88	539.6
"tcruzi-1294248"	176.5	215.01
"tcruzi-1294435"	123.78	126.48
"tcruzi-1295819"	96.57	86.67
"tcruzi-1298179"	2271.51	1848.38
"tcruzi-1298685"	413.22	353.35
"tcruzi-1299631"	152.85	121.48
"tcruzi-1300801"	6780.61	4967.53
"tcruzi-1305035"	127.14	49.7
"tcruzi-1306960"	79.3	63.95
"tcruzi-1307469"	205.08	236.02
"tcruzi-1307844"	424.5	471.79
"tcruzi-1308401"	56.69	55.66
"tcruzi-1308585"	110.95	98.95
"tcruzi-1310689"	79.86	65.51
"tcruzi-1311448"	105.75	108.91
"tcruzi-1311716"	48.82	53.56
"tcruzi-1312139"	112.24	120.05
"tcruzi-1312666"	218.15	195.16
"tcruzi-1313268"	52.52	64.34
"tcruzi-1313404"	109.84	104.19
"tcruzi-1319429"	108.65	88.6
"tcruzi-1319580"	314.36	260.26
"tcruzi-1319598"	181.87	201.73
"tcruzi-1319606"	131.88	92.56
"tcruzi-1320250"	112.36	97.48
"tcruzi-1322862"	78.24	67.74
"tcruzi-1323048"	172.44	184.83
"tcruzi-1323058"	55.9	54.31
"tcruzi-1323757"	67.88	91.6
"tcruzi-1324265"	89.89	63.6
"tcruzi-1324289"	144.67	163.08
"tcruzi-1324595"	156	122.41
"tcruzi-1326243"	68.57	49.3
"tcruzi-1326876"	96.09	97.5
"tcruzi-1327786"	138.13	110.9
"tcruzi-1328347"	230.61	227.08
"tcruzi-1329365"	104.99	130.85
"tcruzi-1330047"	126.83	105.21
"tcruzi-1330781"	59.92	62.72
"tcruzi-1330850"	375.53	359.72
"tcruzi-1332497"	465.88	437.02
"tcruzi-1333923"	74.26	83.62
"tcruzi-1334516"	98.38	113.23
"tcruzi-1334780"	259.56	204.91
"tcruzi-1336506"	287.43	236.64
"tcruzi-1338066"	106.84	125.32
"tcruzi-1339411"	244.06	234.99
"tcruzi-1340521"	66.73	396.99
"tcruzi-1340890"	278.53	291.3
"tcruzi-1341410"	177.38	191.72
"tcruzi-1342593"	137.39	167.66
"tcruzi-1343047"	519.87	494.12
"tcruzi-1346495"	129.64	123.42
"tcruzi-1350841"	146.55	128.96
"tcruzi-1351842"	67.31	63.54
"tcruzi-1353190"	396.48	356.03
"tcruzi-1353435"	62.49	71.37
"tcruzi-1354706"	209.75	205.91
"tcruzi-1355703"	50.61	65.43
"tcruzi-1356136"	330.72	269.57
"tcruzi-1357165"	158.65	121.92
"tcruzi-1357383"	100.2	85.67
"tcruzi-1357584"	145.55	203.98
