"Reporter Name"	"US_NE_rawData_r1"	"US_NE_rawData_r2"
"tcruzi-722409"	63.84	72.69
"tcruzi-723816"	100.87	69.69
"tcruzi-725295"	157.23	140.98
"tcruzi-726076"	84.08	106.2
"tcruzi-726409"	48.82	42.03
"tcruzi-728476"	1199.83	1167.94
"tcruzi-728837"	263.72	178.73
"tcruzi-729910"	283.11	244.31
"tcruzi-730374"	44.07	43.04
"tcruzi-730534"	82.82	109.02
"tcruzi-732582"	71.01	66.27
"tcruzi-733555"	103.11	93.12
"tcruzi-735455"	47.6	51.98
"tcruzi-737227"	1025.9	967.1
"tcruzi-737472"	851.68	832.66
"tcruzi-737530"	104	94.59
"tcruzi-738525"	972.67	1035.18
"tcruzi-740838"	99.3	104.42
"tcruzi-741178"	99.92	92.68
"tcruzi-741306"	279.57	864.45
"tcruzi-741693"	49.54	46.45
"tcruzi-742558"	103.88	64.87
"tcruzi-742737"	174.31	176.47
"tcruzi-742839"	152.72	122.01
"tcruzi-744461"	598.75	476.7
"tcruzi-744582"	518.18	591.95
"tcruzi-745093"	141.18	88.84
"tcruzi-745533"	87.81	77.45
"tcruzi-746551"	111.77	96.74
"tcruzi-750806"	38.58	35.74
"tcruzi-750955"	223.63	172.26
"tcruzi-751928"	468.58	390.53
"tcruzi-752315"	58.6	56.71
"tcruzi-753154"	71.87	54.96
"tcruzi-753182"	101.51	89.12
"tcruzi-753372"	89.81	52.26
"tcruzi-754524"	102.28	82.6
"tcruzi-755050"	120.36	116.61
"tcruzi-756200"	102.33	100.79
"tcruzi-756994"	73.06	68.57
"tcruzi-758083"	98.49	100.11
"tcruzi-763334"	177.14	161.38
"tcruzi-763703"	104.06	93.74
"tcruzi-765339"	71.6	151.04
"tcruzi-765777"	406.24	316.09
"tcruzi-766477"	198.2	198.77
"tcruzi-767416"	60.18	54.91
"tcruzi-768201"	221.09	209.48
"tcruzi-768650"	97.21	73.66
"tcruzi-770029"	120.02	100.97
"tcruzi-770108"	732.88	631.1
"tcruzi-770585"	55.8	45.09
"tcruzi-772083"	46.92	51.56
"tcruzi-772251"	57.18	59.81
"tcruzi-773138"	259.11	68.3
"tcruzi-773706"	151.6	137.68
"tcruzi-773875"	59.78	65.1
"tcruzi-774474"	68.38	58.01
"tcruzi-775444"	90.02	57.41
"tcruzi-776803"	569.32	548.4
"tcruzi-777292"	68.43	81.56
"tcruzi-778664"	145.8	140.13
"tcruzi-778851"	95.01	107.57
"tcruzi-780226"	47.02	53.28
"tcruzi-780472"	2826.44	2462.7
"tcruzi-781039"	161.84	129.43
"tcruzi-781062"	328.48	297.43
"tcruzi-781661"	108.4	96.43
"tcruzi-781919"	56.83	62.11
"tcruzi-782966"	50.05	41.61
"tcruzi-783410"	71	62.77
"tcruzi-783657"	251.3	235.28
"tcruzi-784273"	86.46	51.63
"tcruzi-785462"	94.04	96.78
"tcruzi-788936"	185.53	167.13
"tcruzi-789897"	158.23	112.11
"tcruzi-790716"	798.57	675.43
"tcruzi-791273"	615.09	687.66
"tcruzi-791771"	78.95	65.18
"tcruzi-792104"	156.17	88.59
"tcruzi-793610"	96.26	99.9
"tcruzi-795024"	50.17	54.82
"tcruzi-795713"	169.9	168.17
"tcruzi-796033"	1994.66	1972.05
"tcruzi-797369"	135.02	138.38
"tcruzi-797520"	87.92	72.46
"tcruzi-797674"	105.34	72.51
"tcruzi-799164"	812.56	754.32
"tcruzi-800738"	112.8	45.48
"tcruzi-801502"	83.75	90.48
"tcruzi-801835"	109.93	105.94
"tcruzi-802167"	66.73	68
"tcruzi-803139"	199.24	146.87
"tcruzi-804343"	69.97	73.23
"tcruzi-805816"	76.04	83.06
"tcruzi-806504"	167.53	136.94
"tcruzi-806707"	620.71	100.98
"tcruzi-807454"	52.07	49.58
"tcruzi-812203"	88.24	71.11
"tcruzi-813094"	55.69	55.19
"tcruzi-813112"	73.39	60.31
"tcruzi-814944"	92.89	85.07
"tcruzi-815168"	173.98	116.44
"tcruzi-815465"	1569.22	1876.84
"tcruzi-815538"	82.4	83.05
"tcruzi-821245"	52.01	45.15
"tcruzi-821806"	200.29	206.8
"tcruzi-822195"	131.64	100.68
"tcruzi-822399"	58.69	65.75
"tcruzi-826609"	47.95	51.45
"tcruzi-827231"	217.84	178.53
"tcruzi-827353"	39.73	35.62
"tcruzi-828149"	403.64	350.87
"tcruzi-829498"	214.01	273.04
"tcruzi-830033"	71.48	40.82
"tcruzi-830062"	66.9	55.74
"tcruzi-830878"	97.27	89.64
"tcruzi-832378"	813.07	532.51
"tcruzi-832577"	717.53	737.7
"tcruzi-833325"	64.93	57.4
"tcruzi-833800"	830.03	793.31
"tcruzi-833946"	59.1	58.64
"tcruzi-834879"	75.08	83.45
"tcruzi-834928"	101.47	99.25
"tcruzi-835625"	47.63	47.41
"tcruzi-835661"	73.48	88.28
"tcruzi-835700"	85.71	144.48
"tcruzi-835820"	60.27	66.55
"tcruzi-836109"	48.45	40.17
"tcruzi-836636"	100.69	107.86
"tcruzi-836923"	118.82	94.91
"tcruzi-839412"	57.35	48.72
"tcruzi-842843"	215.71	207.64
"tcruzi-843878"	192.94	174.82
"tcruzi-843885"	384.06	383.73
"tcruzi-844349"	61.88	67.06
"tcruzi-844512"	834.68	838.49
"tcruzi-846167"	359.32	390.93
"tcruzi-846409"	53.07	41.59
"tcruzi-848624"	189.62	153.31
"tcruzi-849220"	102.8	58.15
"tcruzi-849681"	55.54	46.04
"tcruzi-849698"	113.45	111.99
"tcruzi-849801"	138.07	113.26
"tcruzi-850294"	48.1	47.95
"tcruzi-850926"	197.26	184.93
"tcruzi-851129"	96.42	103.54
"tcruzi-852013"	673.96	641.09
"tcruzi-855208"	49.16	47.92
"tcruzi-855499"	54.07	48.92
"tcruzi-855809"	97.75	81.73
"tcruzi-856778"	58.36	70.04
"tcruzi-858343"	164.3	159.5
"tcruzi-860467"	38.49	40.41
"tcruzi-861121"	54.63	49.51
"tcruzi-861730"	52.46	54.76
"tcruzi-862875"	51.04	42.47
"tcruzi-863572"	39.66	41.13
"tcruzi-863969"	62.39	86.73
"tcruzi-864109"	49.52	41.22
"tcruzi-864569"	38.99	45.23
"tcruzi-866409"	301.61	289.32
"tcruzi-867280"	1225.99	1019.93
"tcruzi-867281"	1576.1	1451.07
"tcruzi-867282"	1608.1	1754.7
"tcruzi-867283"	1231.82	1501.24
"tcruzi-867284"	2146.06	2365.14
"tcruzi-867286"	85.53	85.51
"tcruzi-867287"	397.44	374.36
"tcruzi-867533"	40.84	37.89
"tcruzi-867561"	58.47	51.45
"tcruzi-867646"	44.88	43.89
"tcruzi-867649"	68.44	57.28
"tcruzi-869391"	984.7	763.91
"tcruzi-869422"	73.38	66.66
"tcruzi-869560"	84.92	75.99
"tcruzi-871282"	531.58	490.48
"tcruzi-871581"	134.01	131.31
"tcruzi-872555"	503.63	398.35
"tcruzi-876536"	267.96	334.44
"tcruzi-876681"	44.75	50.44
"tcruzi-882337"	1987.28	1868.44
"tcruzi-883040"	94.53	100.49
"tcruzi-885610"	1422.99	1168.03
"tcruzi-886699"	64.89	46.11
"tcruzi-887784"	253.11	138.56
"tcruzi-890634"	575.21	496.51
"tcruzi-892704"	135.68	123.77
"tcruzi-893755"	128.02	71.8
"tcruzi-895663"	301.35	313.11
"tcruzi-898688"	440.05	401.98
"tcruzi-900587"	60.24	66.4
"tcruzi-901484"	139.13	150.27
"tcruzi-905074"	101.87	104.49
"tcruzi-906744"	110.93	91.43
"tcruzi-907392"	66.85	66.99
"tcruzi-907827"	123.27	142.6
"tcruzi-907895"	45.15	52.37
"tcruzi-909455"	368.02	396.49
"tcruzi-909892"	48.53	47.55
"tcruzi-910450"	88.49	93.57
"tcruzi-913688"	40.54	45.83
"tcruzi-914067"	114.65	112.42
"tcruzi-915193"	70.8	172.35
"tcruzi-918191"	305.4	278.63
"tcruzi-918672"	172.32	176.95
"tcruzi-918800"	197.45	221.41
"tcruzi-919419"	62.22	60.06
"tcruzi-919631"	34.22	40.24
"tcruzi-919750"	88.59	88.52
"tcruzi-920019"	72.28	74.91
"tcruzi-920085"	126.43	90.5
"tcruzi-923964"	997.67	974
"tcruzi-924451"	94.19	95.01
"tcruzi-924562"	63.18	51.74
"tcruzi-925396"	541.26	386.6
"tcruzi-925648"	101.06	113.25
"tcruzi-925701"	69.61	62.41
"tcruzi-928686"	96.55	106.25
"tcruzi-929590"	100.03	104.86
"tcruzi-930155"	88.55	72.71
"tcruzi-930441"	188.62	139.93
"tcruzi-930543"	55.56	51.04
"tcruzi-930853"	57.85	72.79
"tcruzi-931554"	49.3	47.15
"tcruzi-932567"	59.45	72.14
"tcruzi-933465"	404.46	447.39
"tcruzi-934350"	68.09	93.98
"tcruzi-934987"	61.03	54.05
"tcruzi-937298"	495.02	576.04
"tcruzi-937352"	49.97	54.99
"tcruzi-939002"	104.08	113.37
"tcruzi-939855"	530.37	468.25
"tcruzi-940394"	56.55	44.72
"tcruzi-941274"	175.12	91.3
"tcruzi-942193"	80.14	58.07
"tcruzi-942199"	82.45	71.03
"tcruzi-942807"	127.3	127.62
"tcruzi-943492"	43.99	48.83
"tcruzi-943678"	102.45	82
"tcruzi-945265"	62.96	66.27
"tcruzi-950434"	67.32	56.56
"tcruzi-955019"	101.41	117.13
"tcruzi-957528"	53.38	56.96
"tcruzi-958298"	107.03	94.27
"tcruzi-960462"	395.94	455.27
"tcruzi-961076"	115.31	107.4
"tcruzi-961156"	79.59	62.99
"tcruzi-961296"	99.08	104.02
"tcruzi-961653"	231.64	213.23
"tcruzi-963367"	54.25	54.25
"tcruzi-964365"	93.5	82.11
"tcruzi-965570"	60.84	69.76
"tcruzi-966474"	63.43	69.43
"tcruzi-967105"	94.6	44.25
"tcruzi-967160"	82.91	85.84
"tcruzi-967228"	86.35	76.5
"tcruzi-969716"	85.73	76.59
"tcruzi-970131"	107.04	102.84
"tcruzi-970768"	87.38	77.17
"tcruzi-971006"	122	76.54
"tcruzi-971167"	101.63	118.68
"tcruzi-971276"	97.81	76.91
"tcruzi-972172"	454.46	416.9
"tcruzi-972827"	211.66	203.16
"tcruzi-973457"	269.23	256.93
"tcruzi-973893"	65.29	58.91
"tcruzi-976262"	120.12	125.66
"tcruzi-976778"	185.88	155.57
"tcruzi-977113"	288.4	230.7
"tcruzi-978251"	254.28	207.47
"tcruzi-979112"	91.35	380.04
"tcruzi-979514"	64.71	88.03
"tcruzi-979946"	97.11	88.61
"tcruzi-982153"	76.12	75.47
"tcruzi-984441"	146.79	117.34
"tcruzi-984490"	124.62	113.01
"tcruzi-984569"	681.63	620.25
"tcruzi-984579"	85.28	61.22
"tcruzi-985728"	119.11	139.34
"tcruzi-985731"	121.32	131.06
"tcruzi-986709"	145.86	152.4
"tcruzi-988629"	77.51	65.77
"tcruzi-990212"	136.96	170.59
"tcruzi-990730"	85.04	85.35
"tcruzi-993929"	59.05	56.64
"tcruzi-994235"	183.48	123.45
"tcruzi-994568"	75.19	69.76
"tcruzi-994842"	77.91	88.07
"tcruzi-994926"	58.02	55.68
"tcruzi-995005"	48.42	54.19
"tcruzi-996554"	46.92	52.54
"tcruzi-997567"	65.91	66.93
"tcruzi-998554"	50.47	35.97
"tcruzi-998823"	54.44	59.68
"tcruzi-1000738"	62.66	66.43
"tcruzi-1001695"	703.04	480.89
"tcruzi-1001711"	56.21	59.44
"tcruzi-1004100"	82.56	99.45
"tcruzi-1005046"	93.59	70.42
"tcruzi-1005067"	86.81	69.61
"tcruzi-1005305"	168.96	157.61
"tcruzi-1005482"	79.24	63.47
"tcruzi-1007326"	101.9	84.93
"tcruzi-1007826"	69.98	74.39
"tcruzi-1007853"	95.09	83.94
"tcruzi-1008370"	55.39	46.41
"tcruzi-1010241"	552.06	466.7
"tcruzi-1010971"	92.3	90.1
"tcruzi-1011528"	139.97	85.12
"tcruzi-1014035"	51.59	55.03
"tcruzi-1014467"	65.39	67.54
"tcruzi-1014513"	56.76	51.06
"tcruzi-1016586"	49.01	36.99
"tcruzi-1017121"	236.66	137.72
"tcruzi-1017825"	63.14	68.7
"tcruzi-1019097"	58.16	51.51
"tcruzi-1020644"	213.63	184.18
"tcruzi-1022489"	143.48	167.82
"tcruzi-1023491"	79.79	75.2
"tcruzi-1023539"	100.35	108.22
"tcruzi-1024789"	139.6	161.12
"tcruzi-1025150"	97.66	102.94
"tcruzi-1025367"	306.23	119.94
"tcruzi-1025720"	114.89	102.24
"tcruzi-1025721"	113.66	98.82
"tcruzi-1026307"	4844.98	4587.19
"tcruzi-1026309"	3469.05	3844.35
"tcruzi-1026310"	2486.16	2208.38
"tcruzi-1026311"	1622.18	1167.05
"tcruzi-1026312"	2827.86	2519.84
"tcruzi-1026317"	1255.17	1696.83
"tcruzi-1027797"	69.38	74.93
"tcruzi-1028387"	69.25	70.49
"tcruzi-1028589"	72.61	81.58
"tcruzi-1028592"	1795.1	1070.21
"tcruzi-1028593"	135.9	136.02
"tcruzi-1028596"	167.58	156.01
"tcruzi-1029730"	3271.11	3237.03
"tcruzi-1030119"	7167.49	5967.7
"tcruzi-1030161"	53.45	82.76
"tcruzi-1031344"	535.62	264.32
"tcruzi-1032192"	190.26	176.1
"tcruzi-1032967"	97.9	99.48
"tcruzi-1034083"	277.72	331.28
"tcruzi-1035077"	7043.76	6581.81
"tcruzi-1035078"	8786.41	7692.26
"tcruzi-1035080"	1637.54	1631.58
"tcruzi-1035095"	93.7	90.3
"tcruzi-1035330"	8142.21	8041.81
"tcruzi-1035452"	526.98	420.57
"tcruzi-1035831"	9796.8	8966.36
"tcruzi-1036424"	618.69	690.84
"tcruzi-1036899"	837.02	797.61
"tcruzi-1037510"	430.75	344.65
"tcruzi-1038739"	423.75	377.69
"tcruzi-1039442"	265	199.94
"tcruzi-1039443"	259.61	245.33
"tcruzi-1040693"	125.9	133.63
"tcruzi-1040731"	767.61	617.51
"tcruzi-1041302"	543.52	523.53
"tcruzi-1041708"	7148.97	6348.06
"tcruzi-1041867"	169.64	153.83
"tcruzi-1042509"	2878.74	2594.13
"tcruzi-1043101"	2083.76	2053.37
"tcruzi-1043105"	612.16	510.05
"tcruzi-1043430"	69.11	62.95
"tcruzi-1043597"	76.17	66.61
"tcruzi-1045857"	108.77	114.29
"tcruzi-1047130"	142.04	140.08
"tcruzi-1047131"	150.31	137.16
"tcruzi-1047216"	521.64	537.69
"tcruzi-1048656"	120.01	91.39
"tcruzi-1049456"	165.82	132.31
"tcruzi-1049457"	131.14	125.97
"tcruzi-1049459"	109.75	118.9
"tcruzi-1049460"	84.72	119.64
"tcruzi-1049681"	122.96	116.22
"tcruzi-1050192"	162.57	139.5
"tcruzi-1051382"	111.36	122.7
"tcruzi-1051383"	102.27	108.29
"tcruzi-1052163"	151.05	151.08
"tcruzi-1052389"	54.38	57.81
"tcruzi-1052963"	1771.67	940.28
"tcruzi-1053839"	125.53	110.02
"tcruzi-1054268"	49.12	47.98
"tcruzi-1054795"	80.84	70.3
"tcruzi-1055054"	201.57	150.25
"tcruzi-1056572"	136.66	159.95
"tcruzi-1057758"	101.29	90.86
"tcruzi-1058975"	71.14	66.19
"tcruzi-1061624"	1843.42	1111.8
"tcruzi-1062107"	91.39	84.54
"tcruzi-1063180"	1656.71	1745.96
"tcruzi-1064975"	476.83	527.77
"tcruzi-1065373"	108.11	93.2
"tcruzi-1066149"	213.15	227.71
"tcruzi-1067527"	44.96	44.48
"tcruzi-1068774"	272.02	337.23
"tcruzi-1070351"	55.8	51.1
"tcruzi-1070949"	246.03	192.38
"tcruzi-1071550"	369.6	339.35
"tcruzi-1071635"	90.31	109.34
"tcruzi-1071656"	95.41	82.99
"tcruzi-1072899"	2263.01	1956.08
"tcruzi-1073178"	225.24	278.37
"tcruzi-1074762"	119.69	98.24
"tcruzi-1076155"	61.53	61.72
"tcruzi-1076960"	115.85	104.89
"tcruzi-1078204"	150.52	114.26
"tcruzi-1079213"	75.16	87.12
"tcruzi-1079805"	78.68	74.38
"tcruzi-1080234"	58.65	51.6
"tcruzi-1080657"	200.17	145.55
"tcruzi-1086010"	60.76	74.56
"tcruzi-1087087"	95.07	89.34
"tcruzi-1087996"	76.95	69.21
"tcruzi-1090931"	150.21	149.47
"tcruzi-1092031"	75.65	245.81
"tcruzi-1092553"	77.79	81.36
"tcruzi-1093214"	184.09	146.3
"tcruzi-1093470"	78.66	65.56
"tcruzi-1094580"	64.15	83.04
"tcruzi-1096133"	139.88	158.28
"tcruzi-1096643"	52.88	45.17
"tcruzi-1097013"	95.49	104.34
"tcruzi-1097783"	79.29	54.57
"tcruzi-1102488"	364.15	329.62
"tcruzi-1107248"	1496.74	1089.23
"tcruzi-1107505"	64.26	54.21
"tcruzi-1107684"	123.69	134.65
"tcruzi-1108412"	140.51	133.05
"tcruzi-1109106"	76.5	77.62
"tcruzi-1109336"	100.47	85.18
"tcruzi-1109400"	71.81	59.9
"tcruzi-1109936"	54.88	40.77
"tcruzi-1110036"	244.53	231.69
"tcruzi-1112773"	884.3	715.72
"tcruzi-1114448"	51.03	43.73
"tcruzi-1114850"	549.56	536.33
"tcruzi-1114852"	150.27	153.42
"tcruzi-1114868"	290.58	310.79
"tcruzi-1116183"	53.16	50.64
"tcruzi-1116761"	45.12	43.32
"tcruzi-1117091"	71.18	57.53
"tcruzi-1118377"	1599.92	1663.31
"tcruzi-1119706"	63.69	75.46
"tcruzi-1120174"	41.71	36.09
"tcruzi-1120683"	413.79	416.48
"tcruzi-1120684"	460.06	561.81
"tcruzi-1120884"	55.22	56.03
"tcruzi-1122368"	118.51	102.69
"tcruzi-1123831"	106.44	85.13
"tcruzi-1124337"	116.98	90.96
"tcruzi-1124347"	1522.56	1188.25
"tcruzi-1125238"	99.46	100.39
"tcruzi-1125763"	55.13	66.37
"tcruzi-1126563"	84.56	97.5
"tcruzi-1127742"	94.87	94.99
"tcruzi-1127972"	3608.55	3400.51
"tcruzi-1128134"	47.74	48.34
"tcruzi-1133715"	48.2	50.49
"tcruzi-1134348"	61.23	50.18
"tcruzi-1136523"	253.85	231.65
"tcruzi-1137500"	37.23	50.18
"tcruzi-1137590"	383.79	415.63
"tcruzi-1138516"	165.4	172.04
"tcruzi-1139032"	219.62	162.71
"tcruzi-1139259"	242.34	185.13
"tcruzi-1139683"	136.31	158.7
"tcruzi-1143483"	76.33	81.95
"tcruzi-1144556"	69.89	77.5
"tcruzi-1144643"	52.14	55.75
"tcruzi-1145281"	109.67	93.7
"tcruzi-1145746"	44.47	45.01
"tcruzi-1146618"	46.21	43.52
"tcruzi-1147006"	1538.01	1461.08
"tcruzi-1147752"	146.73	134.63
"tcruzi-1148892"	66.34	82.38
"tcruzi-1148997"	220.31	170.33
"tcruzi-1149067"	197.46	180.9
"tcruzi-1150857"	83.77	68.23
"tcruzi-1151645"	365.27	259.36
"tcruzi-1152294"	55.14	50.58
"tcruzi-1153790"	137.62	100.76
"tcruzi-1154199"	50.71	49.9
"tcruzi-1156021"	44.38	44.39
"tcruzi-1157570"	94.5	45.23
"tcruzi-1157822"	52.32	44.32
"tcruzi-1158841"	42.83	47.7
"tcruzi-1163050"	40.96	40.75
"tcruzi-1163963"	61.5	49.51
"tcruzi-1165792"	56.15	58.21
"tcruzi-1165897"	90.28	99.63
"tcruzi-1166423"	92.64	83.26
"tcruzi-1168352"	98.33	61.72
"tcruzi-1169433"	39.21	39.89
"tcruzi-1170160"	50.83	55.78
"tcruzi-1171358"	163.19	125.82
"tcruzi-1172245"	109.69	65.91
"tcruzi-1172744"	48.14	55.66
"tcruzi-1174014"	108.07	98.51
"tcruzi-1175905"	41.55	49.25
"tcruzi-1176260"	105.93	102.75
"tcruzi-1176263"	57.7	41.45
"tcruzi-1176294"	1207.38	1125.15
"tcruzi-1176545"	82.86	105.37
"tcruzi-1177409"	75.45	85.6
"tcruzi-1177668"	128.5	98.55
"tcruzi-1178140"	62.87	62.74
"tcruzi-1179174"	61.85	46.23
"tcruzi-1179733"	68.88	63.58
"tcruzi-1180613"	93.95	114.71
"tcruzi-1184334"	54.74	53.34
"tcruzi-1184353"	390.49	496.33
"tcruzi-1187154"	491.62	371.31
"tcruzi-1187756"	71.41	88.8
"tcruzi-1187989"	2514.41	2840.88
"tcruzi-1189130"	86.25	109.84
"tcruzi-1189287"	912.39	670.98
"tcruzi-1190556"	55.92	41.4
"tcruzi-1190754"	537.97	501.77
"tcruzi-1190942"	62.54	43.28
"tcruzi-1191312"	3720.78	3403.25
"tcruzi-1191745"	47.65	35.79
"tcruzi-1192382"	781.04	759.82
"tcruzi-1192513"	142.3	167.57
"tcruzi-1192644"	49.82	42.65
"tcruzi-1192731"	88.85	60.83
"tcruzi-1192920"	66.84	73.26
"tcruzi-1192981"	121.15	111.46
"tcruzi-1193421"	129.35	214.99
"tcruzi-1194306"	37.43	67.57
"tcruzi-1195256"	117.27	103.09
"tcruzi-1195808"	1473.99	1651.41
"tcruzi-1196444"	65.92	82.28
"tcruzi-1197917"	43.41	41.39
"tcruzi-1197981"	887.45	831.46
"tcruzi-1198163"	74.75	75.48
"tcruzi-1198849"	432.26	317.01
"tcruzi-1199723"	69.72	100.95
"tcruzi-1200640"	131.21	125.16
"tcruzi-1200824"	98.57	88.71
"tcruzi-1201746"	54.67	43.22
"tcruzi-1202762"	83.25	84.6
"tcruzi-1206903"	61.59	66.13
"tcruzi-1209182"	104.75	105.55
"tcruzi-1212584"	99.68	82.34
"tcruzi-1212683"	40.88	43.15
"tcruzi-1213286"	400.1	182.86
"tcruzi-1214110"	113.57	140.71
"tcruzi-1215459"	103.51	119.62
"tcruzi-1216709"	38.99	46.78
"tcruzi-1217211"	81.3	78.2
"tcruzi-1217691"	86.32	81.08
"tcruzi-1218001"	135.92	144.23
"tcruzi-1218699"	70.67	54.7
"tcruzi-1221039"	76.78	80.73
"tcruzi-1221453"	798.86	710.63
"tcruzi-1222478"	788.68	516.94
"tcruzi-1222568"	70.05	74.95
"tcruzi-1223214"	103.32	119.79
"tcruzi-1226275"	312.59	308.8
"tcruzi-1226870"	62.02	61.04
"tcruzi-1227315"	59.29	59.75
"tcruzi-1227945"	159.53	145.99
"tcruzi-1228944"	58.65	53.79
"tcruzi-1229058"	84.8	56.95
"tcruzi-1229860"	41.23	39.42
"tcruzi-1229872"	134.92	123.24
"tcruzi-1230022"	54.4	47.1
"tcruzi-1230280"	426.08	398.09
"tcruzi-1230668"	91.65	96.63
"tcruzi-1230871"	163.92	152.72
"tcruzi-1232450"	3472.95	3234.11
"tcruzi-1234147"	94.5	99.91
"tcruzi-1234542"	693.03	603.95
"tcruzi-1234811"	85.04	131.69
"tcruzi-1235803"	224.84	195.49
"tcruzi-1236908"	291.6	337.5
"tcruzi-1238827"	79.94	80.41
"tcruzi-1239381"	37.73	39.37
"tcruzi-1239612"	73.16	128.03
"tcruzi-1239848"	75.11	55.91
"tcruzi-1241470"	48.1	44.88
"tcruzi-1241966"	40.66	38.35
"tcruzi-1242647"	84.54	91.3
"tcruzi-1243069"	78.96	97.31
"tcruzi-1243615"	126.51	59.56
"tcruzi-1243975"	124.82	133.97
"tcruzi-1244599"	197.15	176.86
"tcruzi-1247463"	44.66	52.52
"tcruzi-1249624"	73.28	68.24
"tcruzi-1250409"	336.99	311.69
"tcruzi-1250642"	271.48	312.67
"tcruzi-1252129"	148.91	187.13
"tcruzi-1253172"	151.28	116.22
"tcruzi-1254480"	51.77	43.17
"tcruzi-1254712"	47.45	65.42
"tcruzi-1256061"	407.75	356.29
"tcruzi-1257101"	522.9	523.43
"tcruzi-1257972"	113.05	89.44
"tcruzi-1258493"	62.05	62.84
"tcruzi-1259796"	83.12	72.35
"tcruzi-1261085"	45.02	48.46
"tcruzi-1261129"	57.31	60.02
"tcruzi-1261667"	159.65	142.06
"tcruzi-1262973"	147.83	146.75
"tcruzi-1263935"	49.33	52.78
"tcruzi-1264424"	176.57	172.77
"tcruzi-1265106"	47.53	48.4
"tcruzi-1265968"	77.86	64.23
"tcruzi-1266173"	90.49	63.41
"tcruzi-1266948"	594.76	653.41
"tcruzi-1270797"	165.29	164.64
"tcruzi-1271516"	77.97	74.29
"tcruzi-1271528"	95.34	118.32
"tcruzi-1271532"	77.93	93.19
"tcruzi-1274094"	69.39	61.56
"tcruzi-1276327"	45.58	50.96
"tcruzi-1276448"	75.89	78.81
"tcruzi-1277039"	60.35	73.03
"tcruzi-1277130"	37.28	47.54
"tcruzi-1277600"	54.29	58.89
"tcruzi-1278580"	50.21	55.34
"tcruzi-1278741"	36.87	42.6
"tcruzi-1278979"	81.74	107.89
"tcruzi-1279756"	93.57	116.32
"tcruzi-1280987"	46.98	41.75
"tcruzi-1281860"	61.62	50.54
"tcruzi-1281920"	75.75	56.09
"tcruzi-1282955"	63.49	45.35
"tcruzi-1284444"	624.88	552.33
"tcruzi-1287344"	70.8	71.32
"tcruzi-1288694"	70.7	61.48
"tcruzi-1292427"	33.17	49.68
"tcruzi-1292865"	649.27	618.25
"tcruzi-1294248"	83.78	74.18
"tcruzi-1294435"	116.3	109.39
"tcruzi-1295819"	56.01	52.57
"tcruzi-1298179"	4582.78	3598.79
"tcruzi-1298685"	91.51	74.91
"tcruzi-1299631"	90.04	96.03
"tcruzi-1300801"	105.06	82.11
"tcruzi-1305035"	117.07	133.53
"tcruzi-1306960"	54.21	43.32
"tcruzi-1307469"	123.41	96.38
"tcruzi-1307844"	118.07	97.64
"tcruzi-1308401"	39.91	39.39
"tcruzi-1308585"	83.28	68.33
"tcruzi-1310689"	64.65	59.2
"tcruzi-1311448"	43.6	53.6
"tcruzi-1311716"	57.34	46.19
"tcruzi-1312139"	53.74	50.38
"tcruzi-1312666"	154.73	163.43
"tcruzi-1313268"	74.97	71.47
"tcruzi-1313404"	70.01	64.22
"tcruzi-1319429"	230.65	153.67
"tcruzi-1319580"	109.94	119.1
"tcruzi-1319598"	148.97	190.75
"tcruzi-1319606"	52.07	49.17
"tcruzi-1320250"	94.26	102.64
"tcruzi-1322862"	56.17	65.68
"tcruzi-1323048"	183.95	172.64
"tcruzi-1323058"	53.63	48.15
"tcruzi-1323757"	84.61	77.88
"tcruzi-1324265"	57.01	59.46
"tcruzi-1324289"	529.8	567.21
"tcruzi-1324595"	75.63	65.57
"tcruzi-1326243"	59.52	51.31
"tcruzi-1326876"	72.26	81.1
"tcruzi-1327786"	71.39	59.99
"tcruzi-1328347"	74.11	107.32
"tcruzi-1329365"	79.53	101.6
"tcruzi-1330047"	91.11	100
"tcruzi-1330781"	63.17	58.37
"tcruzi-1330850"	123.61	111.55
"tcruzi-1332497"	145.32	122.62
"tcruzi-1333923"	83.91	68.56
"tcruzi-1334516"	131.23	111.36
"tcruzi-1334780"	122.65	146.1
"tcruzi-1336506"	112.95	111.3
"tcruzi-1338066"	55.49	45.8
"tcruzi-1339411"	184.03	214.54
"tcruzi-1340521"	87.87	71.13
"tcruzi-1340890"	168.91	148.55
"tcruzi-1341410"	193.97	167.27
"tcruzi-1342593"	77.85	62.53
"tcruzi-1343047"	703.8	627.67
"tcruzi-1346495"	87.41	110.44
"tcruzi-1350841"	904.26	502.2
"tcruzi-1351842"	133.14	58.19
"tcruzi-1353190"	188.86	197.89
"tcruzi-1353435"	50.45	49.8
"tcruzi-1354706"	81.38	83.99
"tcruzi-1355703"	37.65	38.63
"tcruzi-1356136"	170.23	155.62
"tcruzi-1357165"	70.54	80.49
"tcruzi-1357383"	50.38	40.31
"tcruzi-1357584"	440.14	422.84
"tcruzi-1358773"	60.54	54.01
"tcruzi-1360905"	60.73	86.57
"tcruzi-1361764"	127.41	132.94
"tcruzi-1362843"	74.97	76.78
"tcruzi-1364002"	591.48	554.49
"tcruzi-1364284"	148.75	107.51
"tcruzi-1364901"	64.88	59.31
"tcruzi-1365246"	369.35	326.53
"tcruzi-1365986"	119.86	90.05
