"Reporter Name"	"US_NE_rawData_r1"	"US_NE_rawData_r2"
"tcruzi-1991562"	73.95	81.78
"tcruzi-1991977"	58.68	76.19
"tcruzi-1992016"	382.3	377.33
"tcruzi-1992492"	79.55	84.63
"tcruzi-1993115"	63.44	53.86
"tcruzi-1995390"	61.24	52.05
"tcruzi-1995483"	67.12	75.63
"tcruzi-1995799"	210.34	158.65
"tcruzi-1995800"	126.6	167.07
"tcruzi-1995801"	108.71	260.7
"tcruzi-1995804"	124.09	138.74
"tcruzi-1995806"	153.95	118.7
"tcruzi-1995807"	104.53	107.57
"tcruzi-1997210"	60.92	56.1
"tcruzi-1997296"	75.38	52.18
"tcruzi-1997572"	66.74	72.36
"tcruzi-1998837"	64.63	84.55
"tcruzi-1999215"	76.96	71.35
"tcruzi-2000458"	58.73	50.9
"tcruzi-2000749"	82.85	76.52
"tcruzi-2001364"	44.9	41.25
"tcruzi-2001502"	73.83	60.54
"tcruzi-2002834"	64.3	63.04
"tcruzi-2002851"	156.84	138.27
"tcruzi-2004218"	87.24	109.98
"tcruzi-2006243"	842.95	883.72
"tcruzi-2007518"	123.64	100.99
"tcruzi-2007535"	86.09	121.96
"tcruzi-2008938"	80.99	66.72
"tcruzi-2009954"	587.03	494.35
"tcruzi-2010792"	392.61	347.53
"tcruzi-2012115"	106.55	108.86
"tcruzi-2012117"	101.19	107.82
"tcruzi-2012118"	140.36	132.03
"tcruzi-2012691"	75.89	89.2
"tcruzi-2012959"	62.59	61.45
"tcruzi-2013473"	187.42	160.81
"tcruzi-2013866"	62.72	54.15
"tcruzi-2013980"	77.91	72.75
"tcruzi-2014352"	105.48	106.83
"tcruzi-2016637"	86.92	64.62
"tcruzi-2017238"	93.65	94.49
"tcruzi-2017278"	84.35	159.23
"tcruzi-2017279"	215.47	228.41
"tcruzi-2019830"	91.31	94.97
"tcruzi-2020258"	478.5	442.06
"tcruzi-2022214"	57.21	56.34
"tcruzi-2024192"	60.24	54.4
"tcruzi-2025654"	68.64	95.44
"tcruzi-2026873"	104.63	94.05
"tcruzi-2027528"	94.28	89.1
"tcruzi-2028191"	211.93	172.58
"tcruzi-2028916"	134.01	111.89
"tcruzi-2029279"	117.87	129.49
"tcruzi-2029914"	71.82	83.85
"tcruzi-2030693"	5286.04	3803.69
"tcruzi-2030694"	1302.91	1097.28
"tcruzi-2030695"	102.15	87.71
"tcruzi-2030708"	753.91	837.13
"tcruzi-2030752"	137.45	105.05
"tcruzi-2030898"	301.24	286.62
"tcruzi-2030902"	80.06	58.2
"tcruzi-2030911"	147.21	160.84
"tcruzi-2030921"	87.64	71.69
"tcruzi-2030922"	170.42	151.13
"tcruzi-2032124"	96.62	100.08
"tcruzi-2032426"	206.09	229.54
"tcruzi-2034178"	169.52	179.7
"tcruzi-2034179"	302.19	276.57
"tcruzi-2034631"	126.72	112.06
"tcruzi-2035432"	60.42	62.45
"tcruzi-2036226"	65.44	75.87
"tcruzi-2036792"	63.41	60.44
"tcruzi-2036872"	129.85	104.97
"tcruzi-2036975"	344.11	380.2
"tcruzi-2038234"	106	118.77
"tcruzi-2041955"	32.31	39.81
"tcruzi-2043204"	60.92	67.82
"tcruzi-2045447"	149.72	221.92
"tcruzi-2045584"	95.94	73.68
"tcruzi-2046558"	47.29	45.07
"tcruzi-2047008"	1140.59	872.44
"tcruzi-2047009"	168.68	151.17
"tcruzi-2047627"	82.83	88.65
"tcruzi-2047661"	56.43	53.65
"tcruzi-2048720"	41.7	39.78
"tcruzi-2049499"	40.91	38.41
"tcruzi-2050739"	101.76	102.33
"tcruzi-2050867"	106.81	106.69
"tcruzi-2050984"	444.32	390.06
"tcruzi-2052232"	71.92	73.23
"tcruzi-2052800"	93.71	67.46
"tcruzi-2052948"	37.43	33.13
"tcruzi-2053960"	46.66	43.06
"tcruzi-2056075"	110.46	121.4
"tcruzi-2056967"	42.41	48.31
"tcruzi-2057354"	119.49	104.86
"tcruzi-2057539"	347.36	320.51
"tcruzi-2058812"	1021.04	1129.26
"tcruzi-2062195"	84	85.32
"tcruzi-2062472"	90.11	89.33
"tcruzi-2062701"	319.37	318.7
"tcruzi-2062702"	90.8	74.28
"tcruzi-2062973"	2857.12	2580.14
"tcruzi-2063020"	52.74	48.95
"tcruzi-2064383"	103.01	80.41
"tcruzi-2064689"	31.39	38.04
"tcruzi-2065684"	58.46	54.95
"tcruzi-2066514"	72.03	77.11
"tcruzi-2067216"	127.93	116.78
"tcruzi-2067320"	46.59	51.57
"tcruzi-2069167"	84.02	96.53
"tcruzi-2071085"	69.27	74.46
"tcruzi-2072090"	49.18	169.52
"tcruzi-2072801"	100.66	87.71
"tcruzi-2073579"	63.9	55.91
"tcruzi-2076458"	69.76	87.69
"tcruzi-2078224"	90.88	99.25
"tcruzi-2079000"	94.01	145.49
"tcruzi-2079005"	94.51	81.42
"tcruzi-2079457"	197.48	143.9
"tcruzi-2079732"	47.46	35.29
"tcruzi-2080693"	80.5	68.89
"tcruzi-2081479"	45.16	36.16
"tcruzi-2082767"	105.7	122.75
"tcruzi-2084234"	69.64	53.72
"tcruzi-2087348"	60.95	51.43
"tcruzi-2087903"	81.82	84.07
"tcruzi-2087904"	197.44	169.72
"tcruzi-2088011"	513.38	321.16
"tcruzi-2090164"	41.5	40.45
"tcruzi-2091125"	231.83	177.34
"tcruzi-2093267"	114.19	145.14
"tcruzi-2094606"	76.4	79.54
"tcruzi-2096582"	42.24	50.28
"tcruzi-2097963"	133.35	97.68
"tcruzi-2098184"	61.08	66.44
"tcruzi-2100367"	103.04	102.6
"tcruzi-2100588"	101.93	95.26
"tcruzi-2100810"	219.97	188.32
"tcruzi-2101751"	72.08	61.56
"tcruzi-2102681"	47.12	45.25
"tcruzi-2103439"	78.89	66.39
"tcruzi-2104766"	183.23	179.49
"tcruzi-2104796"	62.81	47.5
"tcruzi-2105159"	50.31	48.32
"tcruzi-2107135"	52.43	49.45
"tcruzi-2108370"	211.57	197.69
"tcruzi-2108865"	54.74	53.15
"tcruzi-2108925"	64.37	63.08
"tcruzi-2110107"	82.75	70.7
"tcruzi-2110728"	74.98	58.6
"tcruzi-2111365"	47.56	40.98
"tcruzi-2113592"	213.09	208.41
"tcruzi-2116871"	52.04	67.25
"tcruzi-2116891"	1957.82	1745.93
"tcruzi-2117979"	134.69	141.85
"tcruzi-2122439"	48.87	45.6
"tcruzi-2124577"	160.92	239.13
"tcruzi-2126107"	179.62	196.98
"tcruzi-2127130"	116.77	223.01
"tcruzi-2127327"	131.17	155.94
"tcruzi-2127764"	420.06	187.82
"tcruzi-2128434"	44.3	42.95
"tcruzi-2128759"	94.46	90.15
"tcruzi-2129008"	47.58	41.77
"tcruzi-2129358"	103.1	83.83
"tcruzi-2129395"	55.57	52.03
"tcruzi-2130902"	62.69	61.28
"tcruzi-2134057"	61.9	69.96
"tcruzi-2134771"	49.87	40.55
"tcruzi-2135571"	2629.84	2381.8
"tcruzi-2135592"	72.04	57.27
"tcruzi-2135718"	100.72	127.53
"tcruzi-2135719"	93.17	94.8
"tcruzi-2135720"	104.56	93.74
"tcruzi-2135721"	108.08	83.89
"tcruzi-2135727"	74.93	67.71
"tcruzi-2135842"	72.25	75.23
"tcruzi-2136080"	335.3	434.12
"tcruzi-2136315"	92.91	97.53
"tcruzi-2136687"	433.81	324.83
"tcruzi-2137578"	95.78	88.23
"tcruzi-2137686"	268.7	243.55
"tcruzi-2137746"	81.78	85.29
"tcruzi-2138124"	142.8	104.62
"tcruzi-2138774"	117.5	84.09
"tcruzi-2138904"	44.36	80.04
"tcruzi-2138932"	75.81	68.24
"tcruzi-2140691"	42.66	40.44
"tcruzi-2141424"	375.91	396.49
"tcruzi-2142430"	104.52	78.24
"tcruzi-2143640"	78.95	67.59
"tcruzi-2143808"	56.15	59.33
"tcruzi-2144371"	89.64	71.26
"tcruzi-2144583"	198.05	164.13
"tcruzi-2144867"	125.82	108.75
"tcruzi-2145600"	188.55	104.27
"tcruzi-2145603"	1959.75	1781.71
"tcruzi-2145853"	113.81	73.86
"tcruzi-2147923"	277.6	303.77
"tcruzi-2150939"	151.37	162.25
"tcruzi-2152264"	164.38	79.55
"tcruzi-2153658"	85.32	76.04
"tcruzi-2154032"	81.94	91.51
"tcruzi-2154949"	57.74	46.42
"tcruzi-2155463"	68.94	62.66
"tcruzi-2157264"	125.44	167.06
"tcruzi-2157265"	98.56	80.52
"tcruzi-2157267"	119.58	197.12
"tcruzi-2160604"	101.66	97.28
"tcruzi-2161980"	63.01	53.22
"tcruzi-2170091"	48.09	64.08
"tcruzi-2170429"	95.49	90.45
"tcruzi-2172881"	45.72	35.43
"tcruzi-2174300"	48.09	49
"tcruzi-2175519"	51.37	54.28
"tcruzi-2176176"	69.01	65.65
"tcruzi-2176552"	209.16	199.11
"tcruzi-2176553"	146.44	154.3
"tcruzi-2176554"	234.69	185.22
"tcruzi-2176555"	303.65	279.24
"tcruzi-2176556"	286.07	289.68
"tcruzi-2176557"	554.9	432.66
"tcruzi-2177050"	75.92	69.93
"tcruzi-2177500"	74.4	80.39
"tcruzi-2177889"	80.15	61.9
"tcruzi-2180310"	63.4	64.88
"tcruzi-2180657"	55.8	51.64
"tcruzi-2181754"	130.99	119.5
"tcruzi-2182633"	72.07	63.3
"tcruzi-2183005"	75.45	78.71
"tcruzi-2184058"	35.35	35.89
"tcruzi-2185919"	125.72	155.25
"tcruzi-2187424"	118.61	118.86
"tcruzi-2187515"	141.37	128.06
"tcruzi-2187865"	196.34	139.29
"tcruzi-2188395"	112.2	164.51
"tcruzi-2190958"	74.76	74.32
"tcruzi-2191246"	50.43	49.4
"tcruzi-2191248"	168.47	167.5
"tcruzi-2192265"	72.95	88.13
"tcruzi-2192700"	100.18	106.36
"tcruzi-2193493"	1335.83	991
"tcruzi-2193862"	97.47	81.68
"tcruzi-2196549"	42.11	38.83
"tcruzi-2196936"	4262.23	3399.7
"tcruzi-2198166"	155.96	138.85
"tcruzi-2198200"	1356.16	710.44
"tcruzi-2198779"	91.74	83.39
"tcruzi-2199079"	61.51	105.11
"tcruzi-2199635"	59.62	57.94
"tcruzi-2199754"	1025.01	692.7
"tcruzi-2202233"	246.1	184.78
"tcruzi-2202501"	340.31	361.37
"tcruzi-2202502"	91.68	98.35
"tcruzi-2202503"	101.64	128.8
"tcruzi-2203388"	48.76	39.6
"tcruzi-2205495"	53.01	58.48
"tcruzi-2205715"	79.86	70.1
"tcruzi-2206866"	101.41	99.89
"tcruzi-2213317"	8389.17	8156.17
"tcruzi-2214464"	48.7	50.47
"tcruzi-2215700"	3535.2	3213.16
"tcruzi-2217759"	137.33	84.78
"tcruzi-2217977"	72.8	99.03
"tcruzi-2218148"	52.47	48.5
"tcruzi-2219427"	1147.46	1047.54
"tcruzi-2219977"	101.91	110.64
"tcruzi-2219978"	118.25	95.12
"tcruzi-2220710"	102.75	97.14
"tcruzi-2221017"	245.41	243.1
"tcruzi-2224251"	62.51	67.3
"tcruzi-2224378"	518.78	438.66
"tcruzi-2227134"	102.78	61.15
"tcruzi-2227544"	730.98	673.15
"tcruzi-2227572"	84.64	192.38
"tcruzi-2227945"	56.12	58.27
"tcruzi-2231789"	108.86	55.9
"tcruzi-2235193"	52.77	42.37
"tcruzi-2235464"	91.29	78.68
"tcruzi-2237433"	55.98	56.32
"tcruzi-2237698"	80.87	108.54
"tcruzi-2238388"	39.63	45.54
"tcruzi-2238412"	101.74	86.73
"tcruzi-2241375"	119.7	132.46
"tcruzi-2241485"	51.11	48.07
"tcruzi-2243261"	56.48	62.45
"tcruzi-2244082"	51.8	42.1
"tcruzi-2244555"	56.83	44.03
"tcruzi-2244562"	115.99	85.59
"tcruzi-2245558"	809.75	700.42
"tcruzi-2247874"	59.76	56.82
"tcruzi-2248251"	156.64	153.08
"tcruzi-2250233"	3547.89	3525.1
"tcruzi-2250349"	45.31	51.57
"tcruzi-2250450"	213.54	307.32
"tcruzi-2252754"	169.9	166.89
"tcruzi-2254626"	189.89	191.74
"tcruzi-2255082"	63.25	46.04
"tcruzi-2256731"	62.21	58.65
"tcruzi-2257025"	59.05	52.35
"tcruzi-2257207"	64.12	53.01
"tcruzi-2258700"	165.13	191.98
"tcruzi-2258979"	80.21	76.15
"tcruzi-2259631"	51.53	53.37
"tcruzi-2261926"	138.84	124.53
"tcruzi-2266201"	68.27	58.45
"tcruzi-2266689"	248.72	310.81
"tcruzi-2267139"	53.39	49.29
"tcruzi-2268884"	49.62	53.21
"tcruzi-2269312"	43.94	34.3
"tcruzi-2270124"	43.84	42.69
"tcruzi-2270394"	44.13	46.77
"tcruzi-2272111"	43.18	65.51
"tcruzi-2273770"	87.12	74.59
"tcruzi-2273947"	134.62	122.72
"tcruzi-2275122"	930.68	851.73
"tcruzi-2275554"	70.27	76.16
"tcruzi-2275941"	284	221.5
"tcruzi-2276219"	94.19	100.48
"tcruzi-2279196"	534.17	516.66
"tcruzi-2279613"	66.99	69.21
"tcruzi-2280367"	52.43	43.2
"tcruzi-2281830"	140.7	148.07
"tcruzi-2282105"	221.12	149.6
"tcruzi-2283040"	64.54	64.5
"tcruzi-2283330"	79.92	66.73
"tcruzi-2284503"	671.1	582.93
"tcruzi-2285042"	132.09	122.03
"tcruzi-2285782"	114.54	97.04
"tcruzi-2287211"	94.05	86.17
"tcruzi-2287228"	64.88	58.2
"tcruzi-2288363"	533.22	544.77
"tcruzi-2288637"	572.63	500.74
"tcruzi-2288814"	87.61	65.81
"tcruzi-2289593"	93.39	80.98
"tcruzi-2293232"	44.61	53.18
"tcruzi-2294678"	94.44	93.85
"tcruzi-2294769"	119.45	88.31
"tcruzi-2295311"	84.33	115.88
"tcruzi-2296961"	70.21	69.56
"tcruzi-2299286"	92.05	66.76
"tcruzi-2299312"	86.5	84.25
"tcruzi-2301315"	152.44	113.01
"tcruzi-2301738"	126.03	86.06
"tcruzi-2303514"	53.19	47.45
"tcruzi-2303665"	52.94	50.45
"tcruzi-2304527"	140.54	116.28
"tcruzi-2307815"	78.85	72.23
"tcruzi-2307816"	50.59	51.57
"tcruzi-2310127"	477.56	460.66
"tcruzi-2311733"	39.05	37.13
"tcruzi-2311845"	71.29	56.18
"tcruzi-2312442"	42.4	46.91
"tcruzi-2313366"	69.67	63.04
"tcruzi-2313542"	55.42	48.13
"tcruzi-2315109"	611.8	646.98
"tcruzi-2316235"	477.16	404.24
"tcruzi-2316649"	44.87	45.4
"tcruzi-2316946"	90.12	99.55
"tcruzi-2317502"	104.09	63.52
"tcruzi-2318412"	55.52	55.09
"tcruzi-2319671"	121.63	105.12
"tcruzi-2320091"	324.08	151.16
"tcruzi-2322954"	518.31	324.86
"tcruzi-2323777"	139.91	126.2
"tcruzi-2324600"	75.5	87.51
"tcruzi-2327177"	98.47	85.89
"tcruzi-2328847"	37.04	32.59
"tcruzi-2329047"	238.31	295.78
"tcruzi-2329132"	52.36	44.59
"tcruzi-2330316"	40.89	49.8
"tcruzi-2332183"	78.88	71.65
"tcruzi-2332354"	92.59	80.07
"tcruzi-2335809"	87.09	62.1
"tcruzi-2336569"	140.98	127.7
"tcruzi-2336645"	55.78	47.48
"tcruzi-2337081"	190.75	162.76
"tcruzi-2338604"	867.96	705.47
"tcruzi-2340421"	69.07	44.03
"tcruzi-2341025"	64.31	55.32
"tcruzi-2341179"	93.3	77.83
"tcruzi-2341713"	84.84	88.23
"tcruzi-2342238"	119.22	115.27
"tcruzi-2346073"	174.07	129.22
"tcruzi-2346145"	64.65	65.13
"tcruzi-2346654"	766.68	687.61
"tcruzi-2347671"	881.51	622.12
"tcruzi-2347705"	239.53	172.58
"tcruzi-2349059"	74.98	66.31
"tcruzi-2351337"	93.09	81.52
"tcruzi-2351875"	91.72	95.9
"tcruzi-2352822"	91.81	73.5
"tcruzi-2352955"	139.29	124.76
"tcruzi-2354210"	636.28	618.77
"tcruzi-2356436"	92.01	89.37
"tcruzi-2358787"	68.72	49.4
"tcruzi-2361086"	50.61	3290.25
"tcruzi-2361555"	35.68	36.27
"tcruzi-2361755"	413.42	384.22
"tcruzi-2364776"	195.6	177.76
"tcruzi-2365525"	71.94	53.79
"tcruzi-2365566"	340.08	261.54
"tcruzi-2366253"	80.36	82.5
"tcruzi-2369637"	336.64	352.64
"tcruzi-2369815"	42.25	49.48
"tcruzi-2370676"	52.96	61.93
"tcruzi-2374197"	80.62	89.96
"tcruzi-2374199"	77.35	78.46
"tcruzi-2376403"	256.93	98.6
"tcruzi-2376504"	145.6	161.73
"tcruzi-2377187"	56.6	54.71
"tcruzi-2378066"	310.92	204.24
"tcruzi-2378352"	633.15	541.19
"tcruzi-2379397"	216.08	229.79
"tcruzi-2381715"	108.32	65.95
"tcruzi-2381730"	460.74	483.55
"tcruzi-2382370"	83.01	72.33
"tcruzi-2383464"	59.1	55.78
"tcruzi-2383942"	67.06	56.9
"tcruzi-2385019"	135.09	103.83
"tcruzi-2385210"	59.26	57.69
"tcruzi-2385549"	102.95	101.99
"tcruzi-2387607"	60.93	57.06
"tcruzi-2387631"	83.51	76.42
"tcruzi-2388454"	91.68	114.76
"tcruzi-2388787"	93.56	114.55
"tcruzi-2390828"	40.13	42.78
"tcruzi-2393148"	77.04	83.52
"tcruzi-2395876"	542.21	422.01
"tcruzi-2396913"	78.78	71.86
"tcruzi-2397550"	69.29	61.28
"tcruzi-2398360"	82.06	87.81
"tcruzi-2399274"	69.67	93.71
"tcruzi-2400607"	59.62	55.97
"tcruzi-2403447"	136.53	147.53
"tcruzi-2403959"	66.71	63.96
"tcruzi-2404039"	105.84	105.25
"tcruzi-2404537"	65.1	48.06
"tcruzi-2404848"	303.93	345.91
"tcruzi-2406171"	58.48	62.43
"tcruzi-2408119"	100.85	83.8
"tcruzi-2408462"	69.7	57.22
"tcruzi-2408529"	88.67	99.87
"tcruzi-2408978"	80.51	89.13
"tcruzi-2410122"	82.77	73.5
"tcruzi-2410199"	78.52	74.31
"tcruzi-2412108"	164.18	138.32
"tcruzi-2413044"	178.11	128.58
"tcruzi-2414595"	89.59	73.51
"tcruzi-2416708"	142.7	151.06
"tcruzi-2417325"	48.65	52.57
"tcruzi-2418530"	76.25	84.11
"tcruzi-2418873"	220.72	171.54
"tcruzi-2421948"	81.38	67.16
"tcruzi-2422307"	65.53	84.31
"tcruzi-2422858"	99.32	96.16
"tcruzi-2423643"	175.67	173.17
"tcruzi-2424368"	60.97	56.56
"tcruzi-2425138"	103.9	127.57
"tcruzi-2425165"	553.08	469.87
"tcruzi-2426358"	41.37	43.69
"tcruzi-2427516"	74.65	45.91
"tcruzi-2428353"	497.01	496.11
"tcruzi-2428376"	77.11	68.1
"tcruzi-2429145"	71.42	60.37
"tcruzi-2432344"	100.53	109.57
"tcruzi-2432477"	76.07	92.66
"tcruzi-2433061"	60.37	42.5
"tcruzi-2433116"	29.96	37.5
"tcruzi-2433789"	1406.33	1337.36
"tcruzi-2440169"	62.86	69.15
"tcruzi-2440193"	167.77	104.59
