"Reporter Name"	"MX_NE_rawData_r1"	"MX_NE_rawData_r2"
"tcruzi-1361764"	100.47	163.35
"tcruzi-1362843"	338.63	350.22
"tcruzi-1364002"	531.63	379.28
"tcruzi-1364284"	206.37	796.9
"tcruzi-1364901"	160.36	276.89
"tcruzi-1365246"	137.8	337.03
"tcruzi-1365986"	101.11	96.38
"tcruzi-1366529"	128.6	172.04
"tcruzi-1367500"	116.51	233.59
"tcruzi-1368041"	124.18	205.09
"tcruzi-1370289"	113.36	199.54
"tcruzi-1371050"	55.9	79.87
"tcruzi-1373329"	66.16	112.05
"tcruzi-1374160"	377.29	501.18
"tcruzi-1376288"	138.73	221.74
"tcruzi-1377822"	163.46	329.64
"tcruzi-1383389"	78.82	147.72
"tcruzi-1386086"	206.4	210
"tcruzi-1386719"	191.95	166.97
"tcruzi-1387472"	128.59	223.06
"tcruzi-1389417"	66.15	91.54
"tcruzi-1389673"	119.47	277.32
"tcruzi-1390510"	118.98	292.45
"tcruzi-1393604"	210.75	121.59
"tcruzi-1394556"	90.43	161.57
"tcruzi-1394674"	119.42	140.89
"tcruzi-1395641"	99.56	177.36
"tcruzi-1395762"	119.43	108.86
"tcruzi-1396021"	220.83	488.67
"tcruzi-1396171"	67.02	151.36
"tcruzi-1396233"	325.22	901.71
"tcruzi-1396750"	45.68	48.87
"tcruzi-1398460"	93.82	135.4
"tcruzi-1399442"	60.42	95.9
"tcruzi-1400729"	1049.21	1337.66
"tcruzi-1400992"	267.07	763.92
"tcruzi-1401389"	73.27	100.86
"tcruzi-1402662"	64.32	93.86
"tcruzi-1403720"	413.77	1041.45
"tcruzi-1405130"	112.7	121.12
"tcruzi-1405252"	72.12	88.96
"tcruzi-1405779"	1341.74	2423.25
"tcruzi-1407669"	43.32	53.06
"tcruzi-1407880"	69.39	108.08
"tcruzi-1408592"	117.03	271.89
"tcruzi-1408867"	261.65	362.11
"tcruzi-1410550"	55.34	88.6
"tcruzi-1411187"	96.27	172
"tcruzi-1411767"	91.69	121.73
"tcruzi-1412478"	58.23	92.91
"tcruzi-1413309"	173.78	373.4
"tcruzi-1416932"	311.93	554.59
"tcruzi-1417053"	2839.36	4269.71
"tcruzi-1417373"	126.36	283.95
"tcruzi-1418150"	108.28	250.23
"tcruzi-1418570"	72.47	119.4
"tcruzi-1418630"	212.33	192.3
"tcruzi-1419073"	68.82	174.98
"tcruzi-1420027"	400.93	425.87
"tcruzi-1420365"	67.73	133.42
"tcruzi-1420474"	231.84	466.89
"tcruzi-1424785"	71.6	132.24
"tcruzi-1425690"	219.91	387.78
"tcruzi-1426609"	71.17	130.71
"tcruzi-1426769"	62.32	93.74
"tcruzi-1426779"	67.87	80.3
"tcruzi-1427951"	72.81	114.26
"tcruzi-1428469"	122.28	142.85
"tcruzi-1428927"	112.14	199.22
"tcruzi-1429460"	350.12	1006.38
"tcruzi-1429642"	440.55	165.25
"tcruzi-1430085"	316.6	703.48
"tcruzi-1430128"	69.43	144.44
"tcruzi-1430632"	338.81	765.74
"tcruzi-1431541"	284.67	995.9
"tcruzi-1431582"	93.65	166.25
"tcruzi-1431796"	101.77	262.61
"tcruzi-1432852"	41.47	80.43
"tcruzi-1433332"	46.35	48.89
"tcruzi-1433478"	181.62	335.34
"tcruzi-1436785"	75.34	149.53
"tcruzi-1437374"	262.57	550.46
"tcruzi-1438824"	240.83	255.85
"tcruzi-1440435"	65.88	137.83
"tcruzi-1441863"	98.48	129.26
"tcruzi-1442883"	74.72	143.4
"tcruzi-1443398"	92.55	214.8
"tcruzi-1443565"	94.13	204.98
"tcruzi-1443785"	216.92	406.24
"tcruzi-1443818"	51.99	75.04
"tcruzi-1444121"	86.96	183.2
"tcruzi-1444780"	152.32	239.08
"tcruzi-1444781"	170.8	344.96
"tcruzi-1444870"	219.44	563.17
"tcruzi-1445056"	165.15	284.11
"tcruzi-1445395"	55.24	95.43
"tcruzi-1446936"	303.68	602.72
"tcruzi-1447715"	62.86	138.21
"tcruzi-1448352"	44.78	85.14
"tcruzi-1448430"	75	85.42
"tcruzi-1454707"	203.95	267.46
"tcruzi-1454955"	566.51	259.07
"tcruzi-1454967"	148.89	92.64
"tcruzi-1455053"	218.44	421.19
"tcruzi-1455078"	6963.86	6041.75
"tcruzi-1455079"	5908.93	2255.48
"tcruzi-1455080"	5089.63	5788.35
"tcruzi-1455081"	4917.45	4812.76
"tcruzi-1455082"	4113.95	2663.2
"tcruzi-1455086"	3696.47	3734.24
"tcruzi-1455087"	1273.1	775.91
"tcruzi-1455088"	1730.55	630.58
"tcruzi-1455182"	338.71	451.28
"tcruzi-1457785"	127.3	153.53
"tcruzi-1458847"	96.43	181
"tcruzi-1459863"	115.47	176.68
"tcruzi-1460093"	321.92	119.48
"tcruzi-1462206"	123.45	315.9
"tcruzi-1462308"	45.45	63.76
"tcruzi-1462441"	71.28	81.56
"tcruzi-1463929"	72.96	106.56
"tcruzi-1464023"	54.97	102.46
"tcruzi-1464059"	40.81	60.43
"tcruzi-1465230"	147.4	117.51
"tcruzi-1466443"	262.83	393.21
"tcruzi-1469686"	120.84	175.93
"tcruzi-1474284"	118.58	123.03
"tcruzi-1477301"	3515.53	4345.61
"tcruzi-1477302"	791	750.42
"tcruzi-1477305"	2219.2	2754.99
"tcruzi-1477308"	3491.76	6866.22
"tcruzi-1477309"	669.9	1044.08
"tcruzi-1477312"	387.15	843.2
"tcruzi-1477314"	4569.28	7295.49
"tcruzi-1477315"	5233.4	7239.03
"tcruzi-1477316"	319.54	707.42
"tcruzi-1477317"	574.61	1259.73
"tcruzi-1477321"	6157.65	9735.82
"tcruzi-1477322"	5585.78	10128.01
"tcruzi-1477323"	855.66	1534.21
"tcruzi-1477447"	96.61	148.85
"tcruzi-1477817"	179.6	215.43
"tcruzi-1479441"	129.55	226.02
"tcruzi-1480897"	280.72	331.66
"tcruzi-1481296"	195.15	236.91
"tcruzi-1481517"	112.5	201.35
"tcruzi-1483701"	120.28	217.77
"tcruzi-1484007"	105.84	88.17
"tcruzi-1484503"	208.25	126.31
"tcruzi-1485655"	74.6	100.91
"tcruzi-1491350"	245.67	402.84
"tcruzi-1491804"	1366.07	3152.78
"tcruzi-1492761"	105.29	247.6
"tcruzi-1493802"	74.37	103.97
"tcruzi-1494207"	72.41	87.19
"tcruzi-1494259"	93.52	168.64
"tcruzi-1495399"	148.87	237.6
"tcruzi-1496418"	86.09	112.73
"tcruzi-1497197"	96.86	98.9
"tcruzi-1497227"	4166.29	9267.77
"tcruzi-1497229"	6341.49	5342.98
"tcruzi-1497231"	3030.41	2544.18
"tcruzi-1497233"	1395.02	1852.83
"tcruzi-1497239"	3437.78	3052.81
"tcruzi-1497240"	280.1	396.23
"tcruzi-1497412"	204.09	298.09
"tcruzi-1497525"	1602.02	1438.99
"tcruzi-1497673"	83.74	94.56
"tcruzi-1498047"	2621.55	3422.93
"tcruzi-1498087"	121.49	164.62
"tcruzi-1498735"	47.97	67.94
"tcruzi-1499424"	203.09	261.82
"tcruzi-1500439"	3298.25	1985.23
"tcruzi-1500530"	135.51	126.52
"tcruzi-1500563"	569.96	1478.78
"tcruzi-1500825"	190.83	228.59
"tcruzi-1500868"	190.94	192.76
"tcruzi-1501833"	68.54	121.58
"tcruzi-1503438"	122.71	148.06
"tcruzi-1503495"	465.16	648.21
"tcruzi-1504390"	52.33	79.9
"tcruzi-1504848"	58.15	69.97
"tcruzi-1505803"	91.97	148.77
"tcruzi-1507733"	66.65	155.82
"tcruzi-1509584"	68.25	116.07
"tcruzi-1510460"	396.48	641.28
"tcruzi-1510737"	63.16	124.56
"tcruzi-1510738"	56.17	59.88
"tcruzi-1510835"	94.66	105.43
"tcruzi-1511831"	226.64	219.79
"tcruzi-1512367"	158.04	257.07
"tcruzi-1513852"	104.92	149.94
"tcruzi-1514520"	60.61	105.93
"tcruzi-1514889"	593.39	1099.64
"tcruzi-1515982"	48.17	53.84
"tcruzi-1518162"	1166.28	2307.36
"tcruzi-1518163"	181.49	449.36
"tcruzi-1518165"	219.87	249.8
"tcruzi-1518209"	87.51	95.45
"tcruzi-1518316"	119.21	108.62
"tcruzi-1518323"	116.87	237.41
"tcruzi-1520087"	850.24	912.95
"tcruzi-1521173"	686.85	1501.23
"tcruzi-1521828"	135.99	219.61
"tcruzi-1522010"	110.19	158.01
"tcruzi-1522557"	152.53	268.15
"tcruzi-1523504"	2153.24	2037.2
"tcruzi-1523506"	300.36	107.41
"tcruzi-1524770"	1091.65	106.62
"tcruzi-1524827"	45.57	73.24
"tcruzi-1525735"	73.75	93.14
"tcruzi-1526824"	252.82	427.1
"tcruzi-1527255"	393.97	270.98
"tcruzi-1529425"	195.04	219.09
"tcruzi-1532396"	293.36	592.61
"tcruzi-1533924"	124.02	216.93
"tcruzi-1534808"	222.63	259.58
"tcruzi-1535435"	290.52	281.3
"tcruzi-1536258"	125.53	103.36
"tcruzi-1536593"	117.76	251.39
"tcruzi-1536991"	47.53	72.76
"tcruzi-1537160"	78.05	165.5
"tcruzi-1537246"	49.01	60.78
"tcruzi-1538111"	172.02	341.51
"tcruzi-1538683"	93.89	107.11
"tcruzi-1539306"	163.79	169.47
"tcruzi-1539375"	197.19	170.81
"tcruzi-1540162"	68.66	140.67
"tcruzi-1540585"	179.92	278.96
"tcruzi-1541811"	318.17	494.15
"tcruzi-1542278"	116.59	307.21
"tcruzi-1542279"	288.07	600.15
"tcruzi-1542280"	51.25	265.68
"tcruzi-1542282"	199.58	130.78
"tcruzi-1542723"	416.33	339.84
"tcruzi-1543028"	503.6	540.81
"tcruzi-1543367"	307.99	363.26
"tcruzi-1544739"	80.48	101.6
"tcruzi-1547640"	64.33	135.77
"tcruzi-1548333"	949.33	339.6
"tcruzi-1549056"	63.7	93.21
"tcruzi-1549238"	148.1	222.31
"tcruzi-1551114"	224.67	525.62
"tcruzi-1551284"	326.46	609.74
"tcruzi-1551285"	332.21	123.65
"tcruzi-1552337"	147.97	119.74
"tcruzi-1552453"	123.25	83.38
"tcruzi-1553173"	959.35	2128.57
"tcruzi-1553193"	73.71	176.03
"tcruzi-1553412"	113.42	232.06
"tcruzi-1555965"	456.78	835.64
"tcruzi-1556834"	106.23	210.48
"tcruzi-1557974"	252.49	113.9
"tcruzi-1558192"	58.58	71.91
"tcruzi-1558882"	192.85	387.46
"tcruzi-1560166"	230.7	474.87
"tcruzi-1560681"	57.4	117.3
"tcruzi-1562189"	69.66	116.82
"tcruzi-1562390"	117.59	160.79
"tcruzi-1563057"	1459.19	3005.04
"tcruzi-1563192"	372.9	381.07
"tcruzi-1563272"	359.66	702.85
"tcruzi-1564216"	62.88	88.82
"tcruzi-1564511"	242.61	222.46
"tcruzi-1565209"	66.49	85.28
"tcruzi-1565235"	155.95	250.51
"tcruzi-1566440"	398.31	617.92
"tcruzi-1566806"	440.45	333.68
"tcruzi-1567518"	191.87	484.19
"tcruzi-1568497"	102.29	87.69
"tcruzi-1569398"	75.87	75.81
"tcruzi-1569897"	68.42	86.72
"tcruzi-1570158"	260.85	322.28
"tcruzi-1570186"	2791.83	3346.91
"tcruzi-1572992"	2793.5	3284.22
"tcruzi-1573090"	362.82	531.02
"tcruzi-1573609"	51.71	72.14
"tcruzi-1574001"	112.63	215.6
"tcruzi-1574370"	77.51	202.99
"tcruzi-1574455"	1544.77	2019.27
"tcruzi-1574464"	84.74	165.69
"tcruzi-1576824"	138.6	224.58
"tcruzi-1577928"	108.94	235.52
"tcruzi-1578131"	1303.47	1169.94
"tcruzi-1579926"	127.58	274.88
"tcruzi-1579988"	775.93	811.01
"tcruzi-1580163"	51.47	77
"tcruzi-1582045"	110.56	119.46
"tcruzi-1582046"	175.53	333.18
"tcruzi-1583575"	126.95	503.39
"tcruzi-1585791"	87.46	190.05
"tcruzi-1586553"	196.37	613.72
"tcruzi-1586666"	98.39	98.33
"tcruzi-1587110"	61.41	101.56
"tcruzi-1587286"	237.51	448.65
"tcruzi-1587970"	64.28	121.5
"tcruzi-1589324"	361.86	495
"tcruzi-1591348"	123.78	295.86
"tcruzi-1592412"	589.82	749.7
"tcruzi-1592642"	305.18	647.99
"tcruzi-1592967"	58.69	102.04
"tcruzi-1594482"	114.35	97.04
"tcruzi-1595151"	2953.08	6810.04
"tcruzi-1596319"	59.96	63.25
"tcruzi-1596573"	52.22	69.91
"tcruzi-1597333"	245.07	451.91
"tcruzi-1597994"	176.94	357.16
"tcruzi-1598056"	103.4	249.09
"tcruzi-1600920"	213.17	346.86
"tcruzi-1601146"	105.92	211.26
"tcruzi-1601383"	76.8	166.86
"tcruzi-1601462"	77.7	149.76
"tcruzi-1602087"	60.05	118.9
"tcruzi-1605232"	177.4	84.07
"tcruzi-1605410"	56.83	128.44
"tcruzi-1607120"	81.85	107.12
"tcruzi-1609253"	131.13	152.8
"tcruzi-1609402"	80.6	95.7
"tcruzi-1609538"	2452.97	5626.68
"tcruzi-1610808"	378.36	348.76
"tcruzi-1611123"	124.37	101.59
"tcruzi-1612081"	91.76	207.74
"tcruzi-1612488"	258.5	589.47
"tcruzi-1613015"	61.32	183.72
"tcruzi-1613141"	59.95	59.31
"tcruzi-1613641"	64.46	105.98
"tcruzi-1614533"	62.39	98.63
"tcruzi-1615039"	64.07	143.45
"tcruzi-1617797"	121.41	226.87
"tcruzi-1617962"	45.81	96.45
"tcruzi-1618311"	413.27	289.72
"tcruzi-1618347"	104.75	205.62
"tcruzi-1620284"	152.41	248.5
"tcruzi-1620754"	108.52	101.35
"tcruzi-1621076"	67.04	154.82
"tcruzi-1624360"	91.38	207.95
"tcruzi-1624529"	107.71	288.96
"tcruzi-1624924"	126.73	120.54
"tcruzi-1625346"	68.76	104.39
"tcruzi-1625462"	47.75	68.91
"tcruzi-1626044"	91.99	343.67
"tcruzi-1626514"	2511.72	5450.82
"tcruzi-1626709"	82.46	125.33
"tcruzi-1628410"	151.01	222.77
"tcruzi-1628918"	57.68	92.45
"tcruzi-1629094"	350.02	877.96
"tcruzi-1629167"	69.41	107.49
"tcruzi-1630827"	49.18	73.63
"tcruzi-1633577"	49.03	156.08
"tcruzi-1634436"	318.5	945.56
"tcruzi-1636649"	51.04	125.82
"tcruzi-1636924"	591.92	117.64
"tcruzi-1638576"	99.26	183.63
"tcruzi-1638773"	51.09	85.45
"tcruzi-1638885"	53.84	66.3
"tcruzi-1639290"	86.28	161.39
"tcruzi-1642535"	75.67	111.2
"tcruzi-1642715"	94.59	144.33
"tcruzi-1648561"	282.57	780.5
"tcruzi-1648624"	115.71	296.67
"tcruzi-1649215"	280.94	363.6
"tcruzi-1652332"	80.18	118.01
"tcruzi-1652638"	127.81	277.5
"tcruzi-1652969"	212.43	364.87
"tcruzi-1653467"	96.05	209.39
"tcruzi-1654056"	47.64	80.99
"tcruzi-1655756"	144.12	308.01
"tcruzi-1658910"	78.06	160.41
"tcruzi-1660985"	64.47	115.88
"tcruzi-1661370"	1919.6	3671.77
"tcruzi-1663272"	146.49	189.13
"tcruzi-1664138"	70.35	179.74
"tcruzi-1665081"	55.3	96.82
"tcruzi-1665190"	138.66	386.39
"tcruzi-1667950"	78.93	77.07
"tcruzi-1668665"	101.99	120.09
"tcruzi-1669240"	79.48	95.62
"tcruzi-1669981"	54.92	66.38
"tcruzi-1671320"	78.26	98.71
"tcruzi-1673022"	110.99	117.61
"tcruzi-1674391"	279.7	254
"tcruzi-1675763"	83.21	153.78
"tcruzi-1678538"	93.81	184.73
"tcruzi-1679278"	59.5	118
"tcruzi-1682107"	68.43	75.27
"tcruzi-1684723"	58.94	168.5
"tcruzi-1685154"	66.81	84.19
"tcruzi-1686349"	62.55	82.1
"tcruzi-1686903"	149.95	98.87
"tcruzi-1687980"	67.59	78.11
"tcruzi-1688062"	105.5	115.36
"tcruzi-1694908"	46.05	78.68
"tcruzi-1695347"	235.63	220.64
"tcruzi-1696958"	124.03	81.4
"tcruzi-1697495"	114.69	195.45
"tcruzi-1698659"	103.47	165.8
"tcruzi-1698982"	117.94	221.01
"tcruzi-1700247"	69.53	103.07
"tcruzi-1701757"	80.97	83.27
"tcruzi-1702338"	71.91	117.67
"tcruzi-1703903"	40.64	60.6
"tcruzi-1704414"	705.21	735.85
"tcruzi-1705979"	59.41	114.96
"tcruzi-1706055"	1133.16	1788.11
"tcruzi-1707755"	116.99	99.13
"tcruzi-1709768"	304.79	406.36
"tcruzi-1711596"	106.35	127.61
"tcruzi-1711890"	579.84	265.74
"tcruzi-1716760"	111.63	88.59
"tcruzi-1717835"	153.45	107.23
"tcruzi-1719157"	47.94	78.96
"tcruzi-1719301"	48.7	66.09
"tcruzi-1720191"	75.13	106.08
"tcruzi-1720319"	62.97	108.92
"tcruzi-1721011"	46.51	74.91
"tcruzi-1723439"	132.51	239.65
"tcruzi-1723442"	83.14	229.78
"tcruzi-1724052"	60.39	75.6
"tcruzi-1724529"	55.79	61.12
"tcruzi-1725233"	208.3	651.81
"tcruzi-1725727"	53.96	75.68
"tcruzi-1725839"	1108.71	2068.65
"tcruzi-1726580"	580.83	1257.37
"tcruzi-1727192"	47.77	35.78
"tcruzi-1727548"	86.01	106.73
"tcruzi-1727890"	88.65	160.75
"tcruzi-1728096"	258.82	573.37
"tcruzi-1728604"	61.35	78.96
"tcruzi-1728921"	227.88	427.6
"tcruzi-1729385"	364.55	338.95
"tcruzi-1729506"	66.82	96.03
"tcruzi-1730503"	546.28	936.45
"tcruzi-1731521"	154.76	268.37
"tcruzi-1731940"	1229.04	894.63
"tcruzi-1734434"	143.06	113.03
"tcruzi-1736477"	75.52	108.13
"tcruzi-1737371"	175.74	265.79
"tcruzi-1739330"	43.27	65.18
"tcruzi-1739400"	98.63	188.45
"tcruzi-1740856"	43.56	71.82
"tcruzi-1741484"	53.71	71.3
"tcruzi-1743263"	246.69	704.12
"tcruzi-1744284"	109.02	191.38
"tcruzi-1744474"	62.18	60.9
"tcruzi-1746060"	195.6	362.8
"tcruzi-1746723"	156.54	229.43
"tcruzi-1747316"	1682.5	2356.4
"tcruzi-1748558"	433.9	547.42
"tcruzi-1749363"	52.66	82.14
"tcruzi-1749985"	59.89	108.94
"tcruzi-1750392"	74.94	155.5
"tcruzi-1751809"	44.64	104.97
"tcruzi-1753059"	101.81	197.28
"tcruzi-1754180"	47.56	78.78
"tcruzi-1755028"	144.72	206.92
"tcruzi-1755419"	110.86	94.4
"tcruzi-1755567"	96.15	185.37
"tcruzi-1755827"	148.68	86.3
"tcruzi-1757011"	97.51	116.21
"tcruzi-1757623"	138.25	99.93
"tcruzi-1758762"	111.94	104.02
"tcruzi-1760503"	49.03	60.29
"tcruzi-1761122"	75.19	104.94
"tcruzi-1762736"	53.6	133.8
"tcruzi-1765342"	94.48	123.42
"tcruzi-1766597"	227.45	391.15
"tcruzi-1767615"	65.09	111.9
"tcruzi-1768737"	108.36	274.6
"tcruzi-1768738"	136.65	264.76
"tcruzi-1768739"	118.56	105.79
"tcruzi-1769921"	87.67	122.95
"tcruzi-1770887"	256.74	148.81
"tcruzi-1771451"	61.13	86.98
"tcruzi-1771766"	88.57	184.91
"tcruzi-1771804"	126.06	260.83
"tcruzi-1771921"	91.55	204.06
"tcruzi-1771933"	82.84	156.18
"tcruzi-1773661"	86.62	176.75
"tcruzi-1774594"	972.42	1076.23
"tcruzi-1775597"	71.81	82.83
"tcruzi-1776888"	67.6	115.43
"tcruzi-1777098"	62.54	51.14
"tcruzi-1780642"	131.06	232.06
"tcruzi-1781610"	108.54	160.38
"tcruzi-1788057"	287.92	104.81
"tcruzi-1790093"	762.91	881.58
"tcruzi-1791938"	51.21	53.04
"tcruzi-1792230"	93.3	80.94
"tcruzi-1792287"	77.88	144.28
"tcruzi-1793211"	63.38	95.39
"tcruzi-1793707"	62.83	116.56
"tcruzi-1794265"	128.2	174.22
"tcruzi-1794928"	77.48	105.97
"tcruzi-1794930"	75.94	115.17
"tcruzi-1795649"	157.76	344.6
"tcruzi-1799119"	126.07	180.95
"tcruzi-1802513"	54.29	64.59
"tcruzi-1803887"	198.69	413.23
"tcruzi-1805874"	57.01	81.92
"tcruzi-1807430"	64.61	99.5
"tcruzi-1807541"	69.03	106.06
"tcruzi-1810179"	1455.13	2259.51
"tcruzi-1810886"	103.78	189.44
"tcruzi-1811006"	74.35	157.52
"tcruzi-1811085"	130.39	128.5
"tcruzi-1812056"	61.07	88.88
"tcruzi-1813512"	62.59	102.73
"tcruzi-1813788"	61.56	149.96
"tcruzi-1814057"	4472.37	1388.51
"tcruzi-1814795"	106.96	74.66
"tcruzi-1815579"	64.85	177.48
"tcruzi-1815965"	92.41	193.95
"tcruzi-1816816"	97.78	129.48
"tcruzi-1817252"	140.56	237.58
"tcruzi-1819832"	116.66	99.33
"tcruzi-1820245"	88.39	159.69
"tcruzi-1820392"	87.23	122.48
"tcruzi-1822441"	76.63	86.67
"tcruzi-1823230"	105.65	102.13
"tcruzi-1824082"	41.55	81.26
"tcruzi-1824455"	64.56	70.87
"tcruzi-1824615"	219.08	341.37
"tcruzi-1824753"	84	83.26
"tcruzi-1825152"	54.76	75.31
"tcruzi-1825436"	159.73	248.45
"tcruzi-1825497"	67.1	105.18
"tcruzi-1825708"	106.02	189.1
"tcruzi-1825709"	88.95	169.12
"tcruzi-1825943"	56.39	90.34
"tcruzi-1828463"	54.55	64.48
"tcruzi-1831110"	52.69	99.76
"tcruzi-1831375"	83.1	155.25
"tcruzi-1831615"	101.82	215
"tcruzi-1831694"	173.67	383.21
"tcruzi-1832580"	158.39	93.98
"tcruzi-1834231"	257.23	169.04
"tcruzi-1834440"	6584.67	8651.79
"tcruzi-1834441"	7089.15	10470.91
"tcruzi-1834443"	3419.3	3440.11
"tcruzi-1834934"	54.39	79.18
"tcruzi-1834939"	7030.18	14506
"tcruzi-1835748"	200.29	530.65
"tcruzi-1835940"	74.84	151.73
"tcruzi-1836529"	59.24	78.78
"tcruzi-1838018"	170.62	232.02
"tcruzi-1838563"	99.89	298.12
"tcruzi-1839444"	72.7	85.69
"tcruzi-1839840"	98.22	101.41
"tcruzi-1839900"	493.46	855.27
"tcruzi-1840261"	57.21	114.6
"tcruzi-1841678"	81.09	178.17
"tcruzi-1841901"	251.51	347.01
"tcruzi-1844384"	219.15	551.34
"tcruzi-1844903"	162.81	378.49
"tcruzi-1844980"	528.16	1414.44
"tcruzi-1844981"	152.07	450.06
"tcruzi-1844982"	130.47	396.55
"tcruzi-1844984"	169.3	469.32
"tcruzi-1844985"	218.32	475.48
"tcruzi-1845654"	186.83	177.34
"tcruzi-1846978"	71.22	89.78
"tcruzi-1848064"	81.05	123.57
"tcruzi-1848403"	88.79	186.23
"tcruzi-1848426"	278.88	251.15
"tcruzi-1848819"	49.91	64.08
"tcruzi-1848880"	118.71	214.39
"tcruzi-1849605"	158.51	230.74
"tcruzi-1849977"	85	177.82
"tcruzi-1852032"	84.87	145.6
"tcruzi-1852415"	51.95	78.9
"tcruzi-1852577"	183.29	278.77
"tcruzi-1854389"	108.53	194.05
"tcruzi-1854993"	136.97	239
"tcruzi-1855699"	80.03	97.68
"tcruzi-1856550"	49.95	66.38
"tcruzi-1856849"	57.83	73.71
"tcruzi-1857146"	83.95	175.9
"tcruzi-1857763"	89.48	101.38
"tcruzi-1857791"	63.89	105.71
"tcruzi-1858109"	109.14	94.71
"tcruzi-1858678"	74.91	247.35
"tcruzi-1859347"	268.47	217.41
"tcruzi-1861764"	62.67	69.72
"tcruzi-1863080"	87.07	86.44
"tcruzi-1864503"	73.44	136.24
"tcruzi-1865671"	2719.28	3095.19
"tcruzi-1867341"	61.42	74.47
"tcruzi-1867553"	275.61	419.28
"tcruzi-1869141"	68.64	112.29
"tcruzi-1870282"	57.69	92.04
"tcruzi-1870394"	70.09	114.83
"tcruzi-1874100"	170.94	196.26
"tcruzi-1874766"	50.61	60.93
"tcruzi-1875741"	146.79	123.14
"tcruzi-1876888"	107.85	212.22
"tcruzi-1877172"	616.37	1868.2
"tcruzi-1877196"	65.58	76.71
"tcruzi-1878419"	135.71	262.51
"tcruzi-1880256"	74.34	161.98
"tcruzi-1882369"	204.46	481.63
"tcruzi-1882385"	189.23	463.7
"tcruzi-1882802"	135.54	331.63
"tcruzi-1885771"	95.41	163.64
"tcruzi-1886705"	2664.78	6481.77
"tcruzi-1887062"	44.31	70
"tcruzi-1887099"	126.43	95.76
"tcruzi-1887343"	104.9	235.25
"tcruzi-1888658"	111.49	140.29
"tcruzi-1891109"	111.41	227.96
"tcruzi-1891159"	172.58	348.46
"tcruzi-1893677"	56.29	104.13
"tcruzi-1894243"	66.11	98.02
"tcruzi-1896124"	1612.74	4177.85
"tcruzi-1896417"	131.27	140.21
"tcruzi-1897087"	61.36	93.65
"tcruzi-1898998"	177.41	254
"tcruzi-1901714"	91.24	114.7
"tcruzi-1902057"	63.1	120.75
"tcruzi-1902472"	282.31	385.76
"tcruzi-1902933"	79.13	158.3
"tcruzi-1903219"	103.44	203.26
"tcruzi-1904757"	149.63	221.44
"tcruzi-1907900"	59.04	92.5
"tcruzi-1908217"	374.12	210.08
"tcruzi-1910813"	66.99	106.16
"tcruzi-1911654"	182.44	231.89
"tcruzi-1912086"	115.47	210.16
"tcruzi-1912190"	216.68	231.12
"tcruzi-1915162"	59.98	107.76
"tcruzi-1915552"	45.75	87.17
"tcruzi-1915593"	166.93	280.07
"tcruzi-1915820"	55.25	141.27
"tcruzi-1916208"	113.67	233.95
"tcruzi-1917866"	58.13	87.88
"tcruzi-1921473"	58.57	94.07
"tcruzi-1921826"	68.13	76.47
"tcruzi-1922058"	58.6	94.79
"tcruzi-1922247"	81.92	114.33
"tcruzi-1922508"	50.94	71.44
"tcruzi-1925185"	76.37	118.77
"tcruzi-1925272"	92.08	101.78
"tcruzi-1926122"	75.48	92.84
"tcruzi-1926210"	216	400.58
"tcruzi-1927367"	166.56	358.15
"tcruzi-1929107"	48.36	48.02
"tcruzi-1932117"	90.49	136.98
"tcruzi-1932287"	97.27	209.37
"tcruzi-1932381"	268.47	582.69
"tcruzi-1932516"	58.77	103.34
"tcruzi-1933179"	91.21	166.25
"tcruzi-1933379"	79.1	215.64
"tcruzi-1933462"	153.5	282.92
"tcruzi-1935209"	64.94	132.98
"tcruzi-1936027"	564.18	917.7
"tcruzi-1936456"	56.03	93.82
"tcruzi-1937452"	57.85	81.98
"tcruzi-1940278"	74.07	81.31
"tcruzi-1941265"	98.94	196.36
"tcruzi-1941426"	78.7	99.63
"tcruzi-1941976"	102.72	50.22
"tcruzi-1943637"	54.56	93.44
"tcruzi-1944043"	237.45	511.38
"tcruzi-1944234"	180.59	468.91
"tcruzi-1945660"	124.26	171.12
"tcruzi-1946289"	568.91	775.11
"tcruzi-1946291"	159.33	122.64
"tcruzi-1946292"	287.12	160.26
"tcruzi-1946297"	147.8	148.72
"tcruzi-1946298"	217.69	181.74
"tcruzi-1947119"	380.05	1084.37
"tcruzi-1951099"	138.99	268.2
"tcruzi-1951541"	2420.7	2720.31
"tcruzi-1954272"	105.49	121.46
"tcruzi-1957071"	109.57	349.74
"tcruzi-1957213"	80.42	120.48
"tcruzi-1957459"	116.17	294.57
"tcruzi-1961045"	92.74	125.51
"tcruzi-1962816"	217	94.64
"tcruzi-1963837"	158.64	349.35
"tcruzi-1963924"	80.92	119.7
"tcruzi-1964286"	170.88	336.94
"tcruzi-1964683"	1983.94	4749.89
"tcruzi-1965340"	79.49	95.38
"tcruzi-1965347"	95.21	248.85
"tcruzi-1965742"	57.22	102.31
"tcruzi-1966604"	396.65	658.74
"tcruzi-1968348"	44.27	72.66
"tcruzi-1972762"	59.88	57.19
"tcruzi-1973994"	83.44	134.53
"tcruzi-1974091"	101.6	192.97
"tcruzi-1975354"	60.72	115.9
"tcruzi-1978598"	141.55	276.02
"tcruzi-1979434"	72.69	168.42
