"Reporter Name"	"US_PO_rawData_r1"	"US_PO_rawData_r2"
"tcruzi-1322862"	215.77	302.28
"tcruzi-1323048"	294.05	301.99
"tcruzi-1323058"	60.15	57.2
"tcruzi-1323757"	55.04	59.85
"tcruzi-1324265"	696.03	591.39
"tcruzi-1324289"	947.22	1129.59
"tcruzi-1324595"	66.03	69.11
"tcruzi-1326243"	101.97	144.5
"tcruzi-1326876"	117.61	183.3
"tcruzi-1327786"	56.8	51.88
"tcruzi-1328347"	1120.49	859.7
"tcruzi-1329365"	81.78	81.8
"tcruzi-1330047"	104.09	117.24
"tcruzi-1330781"	56.63	55.46
"tcruzi-1330850"	152.61	145.8
"tcruzi-1332497"	240.04	209.45
"tcruzi-1333923"	134.61	124.1
"tcruzi-1334516"	30135.24	28353.65
"tcruzi-1334780"	174.34	196.85
"tcruzi-1336506"	92.58	102.31
"tcruzi-1338066"	158.23	167.73
"tcruzi-1339411"	134.46	166.49
"tcruzi-1340521"	134.47	108.19
"tcruzi-1340890"	215.83	324.42
"tcruzi-1341410"	146.7	160.25
"tcruzi-1342593"	75.23	89.53
"tcruzi-1343047"	402.09	380.36
"tcruzi-1346495"	230.8	209.83
"tcruzi-1350841"	465.35	401.8
"tcruzi-1351842"	56.38	54.9
"tcruzi-1353190"	576.71	680.17
"tcruzi-1353435"	83.72	94.26
"tcruzi-1354706"	1532.22	1531.16
"tcruzi-1355703"	48.09	41.9
"tcruzi-1356136"	252.83	217.11
"tcruzi-1357165"	80.93	92.55
"tcruzi-1357383"	247.28	278.74
"tcruzi-1357584"	53.05	57.54
"tcruzi-1358773"	49.14	54.38
"tcruzi-1360905"	95.98	103.24
"tcruzi-1361764"	107.12	103.99
"tcruzi-1362843"	116.91	90.48
"tcruzi-1364002"	184.8	248.5
"tcruzi-1364284"	140.54	162.51
"tcruzi-1364901"	307.62	225.74
"tcruzi-1365246"	433.09	380.91
"tcruzi-1365986"	137.29	155.74
"tcruzi-1366529"	93.19	94.49
"tcruzi-1367500"	58.77	71.33
"tcruzi-1368041"	131.19	125.75
"tcruzi-1370289"	21808.86	19955.18
"tcruzi-1371050"	52.79	55.54
"tcruzi-1373329"	78.17	63.06
"tcruzi-1374160"	864.99	1080.62
"tcruzi-1376288"	103.45	88.98
"tcruzi-1377822"	106.13	126.61
"tcruzi-1383389"	93.05	80.88
"tcruzi-1386086"	125.17	99.31
"tcruzi-1386719"	22679.7	23402.84
"tcruzi-1387472"	1484.83	966.23
"tcruzi-1389417"	64.64	64.85
"tcruzi-1389673"	171.82	188.53
"tcruzi-1390510"	92.83	94.81
"tcruzi-1393604"	240.05	281.56
"tcruzi-1394556"	89.73	96.59
"tcruzi-1394674"	94.56	87.81
"tcruzi-1395641"	71.06	78.43
"tcruzi-1395762"	146.22	147.6
"tcruzi-1396021"	70.26	101.45
"tcruzi-1396171"	50.35	61.97
"tcruzi-1396233"	161.35	172.18
"tcruzi-1396750"	39.37	44.49
"tcruzi-1398460"	129.59	135.71
"tcruzi-1399442"	63.72	59.22
"tcruzi-1400729"	85.87	100.6
"tcruzi-1400992"	99.34	114.44
"tcruzi-1401389"	1121.68	757.36
"tcruzi-1402662"	77.5	75.76
"tcruzi-1403720"	95.05	101.34
"tcruzi-1405130"	141.58	101.29
"tcruzi-1405252"	114.37	135.76
"tcruzi-1405779"	215.03	239.68
"tcruzi-1407669"	84.64	69.29
"tcruzi-1407880"	140.78	110.1
"tcruzi-1408592"	90.03	103.36
"tcruzi-1408867"	85.06	95.8
"tcruzi-1410550"	59.22	59.11
"tcruzi-1411187"	228.91	291.97
"tcruzi-1411767"	248.59	219.46
"tcruzi-1412478"	52.53	56.5
"tcruzi-1413309"	279.8	265.32
"tcruzi-1416932"	146.44	156.2
"tcruzi-1417053"	3027.19	3317.63
"tcruzi-1417373"	131.24	85.16
"tcruzi-1418150"	114.32	118.57
"tcruzi-1418570"	73.17	68.94
"tcruzi-1418630"	123.41	152.43
"tcruzi-1419073"	79.53	78.96
"tcruzi-1420027"	181.51	184.79
"tcruzi-1420365"	352.42	314.7
"tcruzi-1420474"	459.96	512.34
"tcruzi-1424785"	86.94	76.86
"tcruzi-1425690"	104.5	108.85
"tcruzi-1426609"	99	73.63
"tcruzi-1426769"	1462.46	1890.57
"tcruzi-1426779"	100.08	93.9
"tcruzi-1427951"	76.88	94.79
"tcruzi-1428469"	68.17	71.43
"tcruzi-1428927"	127.34	125.01
"tcruzi-1429460"	35322.19	34552.85
"tcruzi-1429642"	259.44	234.24
"tcruzi-1430085"	260.23	235.9
"tcruzi-1430128"	104.92	91.85
"tcruzi-1430632"	35731.38	36726.32
"tcruzi-1431541"	277.2	275.12
"tcruzi-1431582"	250.03	224.68
"tcruzi-1431796"	110.57	109.25
"tcruzi-1432852"	38.74	43.87
"tcruzi-1433332"	38.98	45.71
"tcruzi-1433478"	112.05	106.36
"tcruzi-1436785"	85.37	77.24
"tcruzi-1437374"	1178.11	1656.94
"tcruzi-1438824"	4456.58	3456.3
"tcruzi-1440435"	467.25	364.99
"tcruzi-1441863"	100.05	105.38
"tcruzi-1442883"	265.47	327.09
"tcruzi-1443398"	120.92	129.5
"tcruzi-1443565"	300.26	337.16
"tcruzi-1443785"	124.74	145.33
"tcruzi-1443818"	50.23	45.1
"tcruzi-1444121"	103.09	82.52
"tcruzi-1444780"	5859.88	5893.5
"tcruzi-1444781"	2945.31	2378.28
"tcruzi-1444870"	160.27	159.01
"tcruzi-1445056"	162.7	116.98
"tcruzi-1445395"	97.47	76.85
"tcruzi-1446936"	105.93	108.98
"tcruzi-1447715"	94.56	96.37
"tcruzi-1448352"	65.99	62.58
"tcruzi-1448430"	66.8	55.6
"tcruzi-1454707"	196.47	187.6
"tcruzi-1454955"	1332.03	1333.16
"tcruzi-1454967"	140.57	162.83
"tcruzi-1455053"	173.33	169.76
"tcruzi-1455078"	44349.82	41711.27
"tcruzi-1455079"	44422.58	41958.3
"tcruzi-1455080"	38469.57	38796.2
"tcruzi-1455081"	37311.57	43025.24
"tcruzi-1455082"	44965.54	41433.08
"tcruzi-1455086"	40822.49	39651.96
"tcruzi-1455087"	43598.56	41177.96
"tcruzi-1455088"	43384.89	39740.13
"tcruzi-1455182"	41827.01	40070.75
"tcruzi-1457785"	119.11	157.13
"tcruzi-1458847"	242.52	238.53
"tcruzi-1459863"	2271.19	2367.24
"tcruzi-1460093"	67.66	61.09
"tcruzi-1462206"	72.37	73.1
"tcruzi-1462308"	52.99	47.03
"tcruzi-1462441"	148.24	149.86
"tcruzi-1463929"	74.59	81.1
"tcruzi-1464023"	51.55	47.29
"tcruzi-1464059"	39.28	39.56
"tcruzi-1465230"	92.55	106.16
"tcruzi-1466443"	422.64	372.67
"tcruzi-1469686"	63.19	80.47
"tcruzi-1474284"	34596.06	35985.42
"tcruzi-1477301"	44933.77	45278.65
"tcruzi-1477302"	49742.77	51969.55
"tcruzi-1477305"	54370.96	54481.19
"tcruzi-1477308"	53326.69	53027.51
"tcruzi-1477309"	53254.52	55453.16
"tcruzi-1477312"	46329.11	48720.52
"tcruzi-1477314"	47907.31	51734.96
"tcruzi-1477315"	51228.56	45702.5
"tcruzi-1477316"	36717.91	37940.82
"tcruzi-1477317"	35240.53	35322.18
"tcruzi-1477321"	52920.11	49752.71
"tcruzi-1477322"	47996.01	51681.24
"tcruzi-1477323"	47852.33	49498.73
"tcruzi-1477447"	82.39	95.25
"tcruzi-1477817"	7437.48	7174.82
"tcruzi-1479441"	123.84	127.41
"tcruzi-1480897"	283.95	247.04
"tcruzi-1481296"	195.57	181.7
"tcruzi-1481517"	72.1	76.57
"tcruzi-1483701"	1008.78	676.94
"tcruzi-1484007"	185.05	190.37
"tcruzi-1484503"	1576.6	2175.01
"tcruzi-1485655"	965.54	1008.22
"tcruzi-1491350"	219.98	175.59
"tcruzi-1491804"	518.65	625.72
"tcruzi-1492761"	101.17	107.99
"tcruzi-1493802"	62.64	65.58
"tcruzi-1494207"	74.29	95.23
"tcruzi-1494259"	67.22	64.27
"tcruzi-1495399"	79.61	86.42
"tcruzi-1496418"	156.58	166.09
"tcruzi-1497197"	93.66	106.36
"tcruzi-1497227"	33691.79	32163.77
"tcruzi-1497229"	41346.46	40741.6
"tcruzi-1497231"	27843.25	31828.69
"tcruzi-1497233"	29098.19	31126.88
"tcruzi-1497239"	23619.07	21913.98
"tcruzi-1497240"	13429.23	13748.53
"tcruzi-1497412"	121.49	136.21
"tcruzi-1497525"	32307.53	34898.02
"tcruzi-1497673"	86.26	86.99
"tcruzi-1498047"	35472.85	36124.02
"tcruzi-1498087"	94.14	112.7
"tcruzi-1498735"	63.4	55.46
"tcruzi-1499424"	133.79	119.69
"tcruzi-1500439"	270.2	200.79
"tcruzi-1500530"	89.15	77.89
"tcruzi-1500563"	151.75	174.34
"tcruzi-1500825"	21809.49	22738.67
"tcruzi-1500868"	22455.67	24653.16
"tcruzi-1501833"	56.33	57.1
"tcruzi-1503438"	142.84	107.87
"tcruzi-1503495"	563.7	702.07
"tcruzi-1504390"	47.76	43.5
"tcruzi-1504848"	74.16	64.67
"tcruzi-1505803"	203.9	168.5
"tcruzi-1507733"	89.29	78.98
"tcruzi-1509584"	110.24	101.58
"tcruzi-1510460"	260.33	275.16
"tcruzi-1510737"	66.59	103.91
"tcruzi-1510738"	54.7	45.62
"tcruzi-1510835"	70.64	70.91
"tcruzi-1511831"	121.42	132.51
"tcruzi-1512367"	146.96	151.46
"tcruzi-1513852"	1603.06	1487.84
"tcruzi-1514520"	68.85	51.63
"tcruzi-1514889"	199.01	191.45
"tcruzi-1515982"	34.61	53.3
"tcruzi-1518162"	39085.36	38916.29
"tcruzi-1518163"	40162.46	39603.15
"tcruzi-1518165"	40062.52	42345.76
"tcruzi-1518209"	140.08	142.73
"tcruzi-1518316"	107.14	97.27
"tcruzi-1518323"	165.82	165.36
"tcruzi-1520087"	42114.74	43371.1
"tcruzi-1521173"	545.19	482.64
"tcruzi-1521828"	184.57	176.8
"tcruzi-1522010"	248.14	223.31
"tcruzi-1522557"	275.43	347
"tcruzi-1523504"	35377.5	33450.6
"tcruzi-1523506"	291.68	331.24
"tcruzi-1524770"	8181.55	7956.54
"tcruzi-1524827"	47.22	50.33
"tcruzi-1525735"	128.79	121.43
"tcruzi-1526824"	447.16	413.9
"tcruzi-1527255"	427.12	280.97
"tcruzi-1529425"	22717.23	20017.39
"tcruzi-1532396"	460.31	418.06
"tcruzi-1533924"	83.9	112.72
"tcruzi-1534808"	267.02	242.99
"tcruzi-1535435"	130.49	132.46
"tcruzi-1536258"	371.97	416.3
"tcruzi-1536593"	162.46	218.87
"tcruzi-1536991"	57.69	62.04
"tcruzi-1537160"	101.45	89.04
"tcruzi-1537246"	39.34	38.6
"tcruzi-1538111"	120.15	159.4
"tcruzi-1538683"	5948.38	5519.51
"tcruzi-1539306"	128.04	131.88
"tcruzi-1539375"	169.02	130.04
"tcruzi-1540162"	12519.82	10053.3
"tcruzi-1540585"	30137.37	31429.07
"tcruzi-1541811"	547.31	795.32
"tcruzi-1542278"	11557.48	11501.2
"tcruzi-1542279"	11817.2	12412.74
"tcruzi-1542280"	12924.9	13226.98
"tcruzi-1542282"	775.78	1034.88
"tcruzi-1542723"	31482.99	29884.66
"tcruzi-1543028"	282.04	296.32
"tcruzi-1543367"	340.61	279.49
"tcruzi-1544739"	37798	37457.55
"tcruzi-1547640"	117.78	93.74
"tcruzi-1548333"	446.71	526.34
"tcruzi-1549056"	59.53	67.01
"tcruzi-1549238"	126.41	134.38
"tcruzi-1551114"	96.81	125.49
"tcruzi-1551284"	12297.06	11108.88
"tcruzi-1551285"	19367.32	16581.42
"tcruzi-1552337"	75.6	75.75
"tcruzi-1552453"	515.42	525.85
"tcruzi-1553173"	672.4	721.02
"tcruzi-1553193"	104.55	88.94
"tcruzi-1553412"	89.85	88.81
"tcruzi-1555965"	31839.81	31723.64
"tcruzi-1556834"	711.6	722.58
"tcruzi-1557974"	402.98	391.12
"tcruzi-1558192"	49.08	39.72
"tcruzi-1558882"	105.82	108.02
"tcruzi-1560166"	368.42	397.64
"tcruzi-1560681"	96.38	107.87
"tcruzi-1562189"	70.4	82.77
"tcruzi-1562390"	76.42	83.19
"tcruzi-1563057"	173.44	227.35
"tcruzi-1563192"	106.08	109.26
"tcruzi-1563272"	152.97	155.26
"tcruzi-1564216"	68.93	62.25
"tcruzi-1564511"	146.64	150.45
"tcruzi-1565209"	93.04	108.26
"tcruzi-1565235"	213.39	153.87
"tcruzi-1566440"	380.56	398.61
"tcruzi-1566806"	336.12	257.43
"tcruzi-1567518"	116.91	143.16
"tcruzi-1568497"	183.73	216.22
"tcruzi-1569398"	59.8	60.67
"tcruzi-1569897"	245.38	250.12
"tcruzi-1570158"	186.41	193.61
"tcruzi-1570186"	125.52	118.38
"tcruzi-1572992"	849.16	854.62
"tcruzi-1573090"	287.35	244.73
"tcruzi-1573609"	58.83	48.79
"tcruzi-1574001"	315.18	338.02
"tcruzi-1574370"	77.46	94.88
"tcruzi-1574455"	37406.08	36844.89
"tcruzi-1574464"	71.52	70.94
"tcruzi-1576824"	84.27	101.51
"tcruzi-1577928"	160.3	176.89
"tcruzi-1578131"	128.15	151.17
"tcruzi-1579926"	225.97	272.89
"tcruzi-1579988"	91.29	75.33
"tcruzi-1580163"	50.87	38.22
"tcruzi-1582045"	42708.15	43815.02
"tcruzi-1582046"	42740.1	40508.71
"tcruzi-1583575"	89.66	87.95
"tcruzi-1585791"	34262.65	33894.78
"tcruzi-1586553"	139.9	178.11
"tcruzi-1586666"	79.24	72.58
"tcruzi-1587110"	31584.45	32341.01
"tcruzi-1587286"	822.66	786.42
"tcruzi-1587970"	80.52	69.01
"tcruzi-1589324"	278.89	289.74
"tcruzi-1591348"	5613.89	5136.73
"tcruzi-1592412"	560.56	621.19
"tcruzi-1592642"	169.72	206.76
"tcruzi-1592967"	89.1	82.39
"tcruzi-1594482"	366.57	136.53
"tcruzi-1595151"	4825.42	4965.93
"tcruzi-1596319"	63.43	60.96
"tcruzi-1596573"	49.1	53.45
"tcruzi-1597333"	195.13	172.86
"tcruzi-1597994"	571.2	581.85
"tcruzi-1598056"	90.71	130.23
"tcruzi-1600920"	117.15	114.64
"tcruzi-1601146"	64.09	61.9
"tcruzi-1601383"	97.14	112.2
"tcruzi-1601462"	81.56	84.27
"tcruzi-1602087"	74.32	75.85
"tcruzi-1605232"	257.4	245.18
"tcruzi-1605410"	103.03	109.52
"tcruzi-1607120"	3764.86	3327.68
"tcruzi-1609253"	115.13	126.97
"tcruzi-1609402"	145.43	144.1
"tcruzi-1609538"	45092.69	44896.62
"tcruzi-1610808"	122.01	135.07
"tcruzi-1611123"	68.86	65.34
"tcruzi-1612081"	119.13	113.92
"tcruzi-1612488"	135.46	149.98
"tcruzi-1613015"	83.58	78.85
"tcruzi-1613141"	57.83	69.03
"tcruzi-1613641"	129.9	109.28
"tcruzi-1614533"	70.15	67.5
"tcruzi-1615039"	89.76	81.28
"tcruzi-1617797"	147.08	251.97
"tcruzi-1617962"	48.26	61.31
"tcruzi-1618311"	90.41	105.43
"tcruzi-1618347"	59.87	79.73
"tcruzi-1620284"	90.01	53.8
"tcruzi-1620754"	212.2	219.25
"tcruzi-1621076"	56.87	73.81
"tcruzi-1624360"	104.12	128.85
"tcruzi-1624529"	110.76	120.68
"tcruzi-1624924"	456.54	308.62
"tcruzi-1625346"	323.47	374.45
"tcruzi-1625462"	45.34	44.11
"tcruzi-1626044"	97.98	98.4
"tcruzi-1626514"	1700.31	1227.79
"tcruzi-1626709"	48.09	47.48
"tcruzi-1628410"	484.75	514.97
"tcruzi-1628918"	66.54	69.35
"tcruzi-1629094"	391.71	401.88
"tcruzi-1629167"	96.92	95.15
"tcruzi-1630827"	48.87	49.36
"tcruzi-1633577"	43.54	164.62
"tcruzi-1634436"	100.03	121.55
"tcruzi-1636649"	54.22	53
"tcruzi-1636924"	32959.3	31250.87
"tcruzi-1638576"	128.33	123.02
"tcruzi-1638773"	55.46	64.32
"tcruzi-1638885"	67.88	94.72
"tcruzi-1639290"	62.47	57.38
"tcruzi-1642535"	140.33	224.37
"tcruzi-1642715"	669.3	760.57
"tcruzi-1648561"	189.39	177.47
"tcruzi-1648624"	217.76	239.28
"tcruzi-1649215"	97.27	108.14
"tcruzi-1652332"	78.28	416.69
"tcruzi-1652638"	81.71	99.13
"tcruzi-1652969"	160.21	156.19
"tcruzi-1653467"	74.5	74.08
"tcruzi-1654056"	78.59	91.15
"tcruzi-1655756"	88.88	85.97
"tcruzi-1658910"	591.64	631.43
"tcruzi-1660985"	97.79	88.88
"tcruzi-1661370"	228.37	182.7
"tcruzi-1663272"	49.16	48.84
"tcruzi-1664138"	261.24	229.94
"tcruzi-1665081"	45.78	56.1
"tcruzi-1665190"	230.09	192.01
"tcruzi-1667950"	55.5	73.49
"tcruzi-1668665"	98.66	99.35
"tcruzi-1669240"	115.17	138.64
"tcruzi-1669981"	50.94	52.78
"tcruzi-1671320"	100.02	118
"tcruzi-1673022"	129.87	115.37
"tcruzi-1674391"	106.99	81.74
"tcruzi-1675763"	92.06	92.14
"tcruzi-1678538"	77.86	83.06
"tcruzi-1679278"	60.25	63.25
"tcruzi-1682107"	63.55	65.22
"tcruzi-1684723"	90.83	76.09
"tcruzi-1685154"	174.56	102.37
"tcruzi-1686349"	65.06	65.89
"tcruzi-1686903"	109.66	128.62
"tcruzi-1687980"	76.67	83.78
"tcruzi-1688062"	101.78	81.71
"tcruzi-1694908"	80.3	88.68
"tcruzi-1695347"	356.6	288.49
"tcruzi-1696958"	459.08	411.65
"tcruzi-1697495"	97.37	110.72
"tcruzi-1698659"	79.56	75.83
"tcruzi-1698982"	154.86	190.11
"tcruzi-1700247"	69.22	63.95
"tcruzi-1701757"	6525.74	6517.04
"tcruzi-1702338"	71.78	60.59
"tcruzi-1703903"	43.86	43.03
"tcruzi-1704414"	2540.7	3094.29
"tcruzi-1705979"	81.07	72.17
"tcruzi-1706055"	1241.72	1293.93
"tcruzi-1707755"	127.09	114.92
"tcruzi-1709768"	64.54	63.89
"tcruzi-1711596"	395.13	431.13
"tcruzi-1711890"	501.46	418.53
"tcruzi-1716760"	89.16	105.12
"tcruzi-1717835"	226.95	231.54
"tcruzi-1719157"	48.06	46.06
"tcruzi-1719301"	46.1	51.79
"tcruzi-1720191"	64.43	68.1
"tcruzi-1720319"	60.23	72.28
"tcruzi-1721011"	44.41	53.63
"tcruzi-1723439"	6180.67	6077.94
"tcruzi-1723442"	165.3	166.77
"tcruzi-1724052"	48.79	56.87
"tcruzi-1724529"	56.19	56.33
"tcruzi-1725233"	129.98	142.21
"tcruzi-1725727"	49.94	67.61
"tcruzi-1725839"	574.52	249.11
"tcruzi-1726580"	253.33	357.68
"tcruzi-1727192"	44.85	43.22
"tcruzi-1727548"	654.25	684.22
"tcruzi-1727890"	86.62	91.01
"tcruzi-1728096"	127.02	158.22
"tcruzi-1728604"	57.61	52.44
"tcruzi-1728921"	165.02	207.96
"tcruzi-1729385"	269.19	152.21
"tcruzi-1729506"	54.36	67.87
"tcruzi-1730503"	85.57	124.44
"tcruzi-1731521"	1047.79	859.99
"tcruzi-1731940"	603.07	644.51
"tcruzi-1734434"	138.72	145.14
"tcruzi-1736477"	107.19	87.28
"tcruzi-1737371"	184.4	179.88
"tcruzi-1739330"	44.95	51.79
"tcruzi-1739400"	325.99	285.77
"tcruzi-1740856"	41.44	41.34
"tcruzi-1741484"	44.09	46.82
"tcruzi-1743263"	86.99	115.61
"tcruzi-1744284"	107.61	119.42
"tcruzi-1744474"	58.77	57.12
"tcruzi-1746060"	139.59	157.55
"tcruzi-1746723"	469.09	574.85
"tcruzi-1747316"	326.26	267.63
"tcruzi-1748558"	6658.45	6267.49
"tcruzi-1749363"	79.8	70.72
"tcruzi-1749985"	57.48	51.16
"tcruzi-1750392"	48.34	56.73
"tcruzi-1751809"	62.55	58.28
"tcruzi-1753059"	76.81	94.31
"tcruzi-1754180"	50.69	46.36
"tcruzi-1755028"	115.39	111.89
"tcruzi-1755419"	135.95	147.89
"tcruzi-1755567"	94.75	112.2
"tcruzi-1755827"	587.54	581.98
"tcruzi-1757011"	91.9	109.32
"tcruzi-1757623"	112.68	129.25
"tcruzi-1758762"	132.63	100.91
"tcruzi-1760503"	47.15	39.26
"tcruzi-1761122"	10588.25	11177.6
"tcruzi-1762736"	58.17	58.48
"tcruzi-1765342"	46.67	46.54
"tcruzi-1766597"	255.82	304.88
"tcruzi-1767615"	59.91	58.7
"tcruzi-1768737"	33522.85	34543.52
"tcruzi-1768738"	34895.06	33277.2
"tcruzi-1768739"	32389.06	29812.41
"tcruzi-1769921"	173.2	149.53
"tcruzi-1770887"	148.77	184.93
"tcruzi-1771451"	125.83	94.83
"tcruzi-1771766"	71.28	70.36
"tcruzi-1771804"	60.85	57.32
"tcruzi-1771921"	1693.2	672.89
"tcruzi-1771933"	112.82	103.95
"tcruzi-1773661"	119.84	110.6
"tcruzi-1774594"	65.11	78.95
"tcruzi-1775597"	100.52	91.14
"tcruzi-1776888"	71.26	64.13
"tcruzi-1777098"	42.92	43.15
"tcruzi-1780642"	92.71	101.24
"tcruzi-1781610"	98.61	89.47
"tcruzi-1788057"	143.83	179.84
"tcruzi-1790093"	315.63	348.83
"tcruzi-1791938"	70.41	79.35
"tcruzi-1792230"	213.61	191.17
"tcruzi-1792287"	80.16	96.84
"tcruzi-1793211"	51.25	61.6
"tcruzi-1793707"	454.36	379.02
"tcruzi-1794265"	98.41	96.7
"tcruzi-1794928"	97.53	87.25
"tcruzi-1794930"	90.35	85.67
"tcruzi-1795649"	154.33	176.18
"tcruzi-1799119"	160.45	132.23
"tcruzi-1802513"	54.6	56.67
"tcruzi-1803887"	36358.82	36926.61
"tcruzi-1805874"	49.91	42.3
"tcruzi-1807430"	68.67	73.16
"tcruzi-1807541"	88.35	80.46
"tcruzi-1810179"	34904.1	35282.95
"tcruzi-1810886"	109.32	104.67
"tcruzi-1811006"	70.17	74.42
"tcruzi-1811085"	148.3	146.87
"tcruzi-1812056"	81.69	79.69
"tcruzi-1813512"	556.68	556.75
"tcruzi-1813788"	59.58	64.63
"tcruzi-1814057"	4378.18	3843.63
"tcruzi-1814795"	423.57	591.64
"tcruzi-1815579"	65.44	58.34
"tcruzi-1815965"	171.87	149.45
"tcruzi-1816816"	108.16	92.48
"tcruzi-1817252"	70.14	72.05
"tcruzi-1819832"	142.88	153.36
"tcruzi-1820245"	69.19	68.12
"tcruzi-1820392"	55.54	58.5
"tcruzi-1822441"	129.12	153.59
"tcruzi-1823230"	133.91	111.11
"tcruzi-1824082"	42.11	57.85
"tcruzi-1824455"	57.53	62.28
"tcruzi-1824615"	208.63	218.39
"tcruzi-1824753"	184.61	216.94
"tcruzi-1825152"	45.58	50.89
"tcruzi-1825436"	97.29	100.96
"tcruzi-1825497"	149.65	164.4
"tcruzi-1825708"	4164.26	4131.65
"tcruzi-1825709"	70.58	110.35
"tcruzi-1825943"	62.12	52.02
"tcruzi-1828463"	46	41.14
"tcruzi-1831110"	158.95	116.05
"tcruzi-1831375"	43.9	57.12
"tcruzi-1831615"	291.73	190.9
"tcruzi-1831694"	36282.87	36946.3
"tcruzi-1832580"	260.55	277.5
"tcruzi-1834231"	107.14	112.11
"tcruzi-1834440"	45741.57	44411.97
"tcruzi-1834441"	46536.32	42390.83
"tcruzi-1834443"	42875.06	41809.23
"tcruzi-1834934"	75.87	70.69
"tcruzi-1834939"	190.58	227.34
"tcruzi-1835748"	157.54	154.05
"tcruzi-1835940"	102.01	102.39
"tcruzi-1836529"	71.04	51.28
"tcruzi-1838018"	553.11	350.44
"tcruzi-1838563"	215.55	227.7
"tcruzi-1839444"	73.77	65.41
"tcruzi-1839840"	2888.93	2794.09
"tcruzi-1839900"	165.73	146.45
"tcruzi-1840261"	89.51	72.22
"tcruzi-1841678"	66.26	72.57
"tcruzi-1841901"	392	354.07
"tcruzi-1844384"	34212.92	34595.09
"tcruzi-1844903"	38049.94	37639.66
"tcruzi-1844980"	34002.88	31478.36
"tcruzi-1844981"	39936.33	39327.43
"tcruzi-1844982"	37746.82	36225.33
"tcruzi-1844984"	35827.06	40448.61
"tcruzi-1844985"	538.58	581.46
"tcruzi-1845654"	343.4	422.09
"tcruzi-1846978"	99.55	92.86
"tcruzi-1848064"	69.55	68.15
"tcruzi-1848403"	158.33	154
"tcruzi-1848426"	316.79	312.69
"tcruzi-1848819"	70.23	73.98
"tcruzi-1848880"	44720.35	46029.77
"tcruzi-1849605"	142.9	170.56
"tcruzi-1849977"	106.46	116.85
"tcruzi-1852032"	704.43	727.34
"tcruzi-1852415"	107.98	90.51
"tcruzi-1852577"	218.85	203.11
"tcruzi-1854389"	136.72	130.06
"tcruzi-1854993"	156.77	175.64
"tcruzi-1855699"	62.96	61.05
"tcruzi-1856550"	39.57	46.52
"tcruzi-1856849"	69.06	77.5
"tcruzi-1857146"	48.69	60.2
"tcruzi-1857763"	68.92	81.38
"tcruzi-1857791"	47.59	40.46
"tcruzi-1858109"	50.9	55.84
"tcruzi-1858678"	124.73	121.01
"tcruzi-1859347"	99.28	135.12
"tcruzi-1861764"	51.36	59.66
"tcruzi-1863080"	133.44	181.74
"tcruzi-1864503"	63.28	62.52
"tcruzi-1865671"	113.39	125.68
"tcruzi-1867341"	55.04	54.66
"tcruzi-1867553"	142.53	119.28
"tcruzi-1869141"	81.3	72.27
"tcruzi-1870282"	48.88	56.23
"tcruzi-1870394"	79.89	72.48
"tcruzi-1874100"	82.1	77.03
"tcruzi-1874766"	82.22	72.87
"tcruzi-1875741"	153.14	169.6
"tcruzi-1876888"	539.73	539.07
"tcruzi-1877172"	349.83	399.84
"tcruzi-1877196"	49.45	54.53
"tcruzi-1878419"	584.62	773.22
"tcruzi-1880256"	74.64	94.52
"tcruzi-1882369"	1305.72	1474.46
"tcruzi-1882385"	33481.01	27084.9
"tcruzi-1882802"	75.76	69.77
"tcruzi-1885771"	94.05	93.55
"tcruzi-1886705"	2626.72	2564.31
"tcruzi-1887062"	42.46	49.26
"tcruzi-1887099"	240.26	305.06
"tcruzi-1887343"	100	82.68
"tcruzi-1888658"	134.8	148.67
"tcruzi-1891109"	124.43	824.37
"tcruzi-1891159"	95.2	105.15
"tcruzi-1893677"	69.93	56.29
"tcruzi-1894243"	45.85	45.45
"tcruzi-1896124"	246.18	209.6
"tcruzi-1896417"	117.61	140.45
"tcruzi-1897087"	63.73	71.69
"tcruzi-1898998"	72.8	76.36
"tcruzi-1901714"	178.82	170.92
"tcruzi-1902057"	100.85	106.35
"tcruzi-1902472"	621.64	716.82
"tcruzi-1902933"	159.32	129
"tcruzi-1903219"	109.13	122.27
"tcruzi-1904757"	302.38	311.04
"tcruzi-1907900"	70.7	60.19
"tcruzi-1908217"	133.69	129.15
"tcruzi-1910813"	117.84	133.39
"tcruzi-1911654"	149.09	158.02
"tcruzi-1912086"	929.4	815.97
"tcruzi-1912190"	286.47	216.26
"tcruzi-1915162"	132.21	87.14
"tcruzi-1915552"	81.77	76.84
"tcruzi-1915593"	666.63	645.86
"tcruzi-1915820"	65.31	71.02
"tcruzi-1916208"	111.24	79.87
"tcruzi-1917866"	70.83	59.32
"tcruzi-1921473"	55.09	56.18
"tcruzi-1921826"	72.04	64.03
"tcruzi-1922058"	76.77	65.06
"tcruzi-1922247"	68.11	88.25
"tcruzi-1922508"	44.01	50.57
"tcruzi-1925185"	109.79	111.43
"tcruzi-1925272"	13831.93	15576.63
"tcruzi-1926122"	82.25	59.19
"tcruzi-1926210"	468.37	525.01
"tcruzi-1927367"	205.04	179.03
"tcruzi-1929107"	46.81	54.61
"tcruzi-1932117"	81.29	64.63
"tcruzi-1932287"	76.86	70.23
