"Reporter Name"	"LE_PO_normalizedData_r1"	"LE_PO_normalizedData_r2"
"tcruzi-1592642"	256.91	242.67
"tcruzi-1592967"	69.19	62.47
"tcruzi-1594482"	209.16	145.22
"tcruzi-1595151"	388.42	483.68
"tcruzi-1596319"	66.27	61.95
"tcruzi-1596573"	43.66	47.9
"tcruzi-1597333"	173.88	132.83
"tcruzi-1597994"	465.53	498.16
"tcruzi-1598056"	173.4	121.62
"tcruzi-1600920"	210.55	249.47
"tcruzi-1601146"	129.51	114.19
"tcruzi-1601383"	98.72	146.67
"tcruzi-1601462"	88.24	95.03
"tcruzi-1602087"	87.29	115.53
"tcruzi-1605232"	137.86	173.21
"tcruzi-1605410"	77.51	112.41
"tcruzi-1607120"	1196.39	1528.52
"tcruzi-1609253"	544.72	574.66
"tcruzi-1609402"	195.61	189.04
"tcruzi-1609538"	2709.07	2918.4
"tcruzi-1610808"	262.43	298.21
"tcruzi-1611123"	80.41	84.71
"tcruzi-161122"	111.77	96.61
"tcruzi-1612081"	98.25	94.71
"tcruzi-1612488"	183.89	148.73
"tcruzi-1613015"	148.43	110.21
"tcruzi-1613141"	44.04	44.2
"tcruzi-161340"	66.78	60.28
"tcruzi-1613641"	68.17	54.57
"tcruzi-1614533"	67.23	78.54
"tcruzi-1615039"	74.27	83.12
"tcruzi-1617797"	91.15	116.88
"tcruzi-1617962"	48.17	53.01
"tcruzi-1618311"	130.92	169.31
"tcruzi-1618347"	92.24	86.16
"tcruzi-1620284"	92.55	92.85
"tcruzi-1620754"	219.68	200.33
"tcruzi-1621076"	114.19	103.63
"tcruzi-162238"	149.63	140.49
"tcruzi-162246"	97.98	101.02
"tcruzi-162372"	112.17	83.72
"tcruzi-1624360"	239.18	292.4
"tcruzi-1624529"	114.36	121.09
"tcruzi-1624924"	194.34	248.27
"tcruzi-1625346"	122.4	103.78
"tcruzi-1625462"	42.53	55.95
"tcruzi-1626044"	291.18	219.68
"tcruzi-1626514"	2672.6	2277.28
"tcruzi-1626709"	46.16	51.73
"tcruzi-1628410"	140.37	153.98
"tcruzi-162871"	50.93	58.57
"tcruzi-1628918"	74.1	97.52
"tcruzi-1629094"	297.7	321.49
"tcruzi-1629167"	119.55	98.97
"tcruzi-1630827"	78.23	83.62
"tcruzi-163309"	75	66.07
"tcruzi-1633577"	54.57	45.19
"tcruzi-1634436"	552.81	737.58
"tcruzi-163544"	554.76	468.14
"tcruzi-163630"	295.79	343.35
"tcruzi-1636649"	78.37	73.98
"tcruzi-1636924"	428.99	337.77
"tcruzi-1638576"	115.66	137.18
"tcruzi-1638773"	71.8	59.39
"tcruzi-1638885"	324.25	337.3
"tcruzi-1639290"	198.68	162.28
"tcruzi-1642535"	149.14	136.98
"tcruzi-1642715"	865.43	962.47
"tcruzi-164274"	998.16	857.89
"tcruzi-1648561"	121.95	102.45
"tcruzi-1648624"	255.63	257.61
"tcruzi-1649215"	123.64	141.44
"tcruzi-1652332"	77.82	79.54
"tcruzi-1652638"	617.64	823.8
"tcruzi-1652969"	348.75	311.87
"tcruzi-1653467"	70.65	63.31
"tcruzi-1654056"	65.99	75.93
"tcruzi-1655756"	75.9	82.88
"tcruzi-1658910"	137.7	165.07
"tcruzi-165959"	203.1	213.28
"tcruzi-166088"	215.57	199.09
"tcruzi-1660985"	84.07	92.27
"tcruzi-166132"	114.57	103.72
"tcruzi-1661370"	375.1	374.09
"tcruzi-166138"	370.97	328.29
"tcruzi-1663272"	59.14	51.9
"tcruzi-1664138"	160.38	127.93
"tcruzi-1665081"	64.05	73.48
"tcruzi-1665190"	220.63	167.82
"tcruzi-1667950"	105.78	97.67
"tcruzi-1668665"	120.37	178.34
"tcruzi-1669240"	100.48	101.26
"tcruzi-1669981"	64.65	64.64
"tcruzi-1671320"	129.35	148.89
"tcruzi-1673022"	90.68	89.78
"tcruzi-167417"	105.89	106.29
"tcruzi-1674391"	74.13	69.31
"tcruzi-1675763"	107.12	104.08
"tcruzi-167751"	90.58	71.42
"tcruzi-1678538"	72.5	105.08
"tcruzi-1679278"	103.23	112.47
"tcruzi-1682107"	99.72	107.26
"tcruzi-168323"	189.66	175.32
"tcruzi-1684723"	73.69	68.07
"tcruzi-1685154"	75.67	69.37
"tcruzi-168547"	288.84	372.93
"tcruzi-1686349"	129.72	89.95
"tcruzi-1686903"	132.26	163.26
"tcruzi-1687980"	73.5	91.41
"tcruzi-1688062"	103.96	150.07
"tcruzi-1694908"	56.39	54.9
"tcruzi-1695347"	122.55	144.78
"tcruzi-1696958"	157.24	158.96
"tcruzi-1697495"	116.05	148.33
"tcruzi-1698659"	80.64	95.37
"tcruzi-169895"	123.9	115.93
"tcruzi-1698982"	92.8	85.09
"tcruzi-1700247"	62.86	64.56
"tcruzi-1701757"	95.49	123.9
"tcruzi-1702338"	124.38	82.59
"tcruzi-1703903"	43.03	45.73
"tcruzi-1704414"	2545.87	2577.69
"tcruzi-1705979"	87.63	84.05
"tcruzi-1706055"	728	821.09
"tcruzi-170668"	110.5	250.78
"tcruzi-1707755"	89.24	119.3
"tcruzi-1709768"	80.19	81.41
"tcruzi-1711596"	836.98	398.97
"tcruzi-1711890"	857.89	752.22
"tcruzi-171532"	178.34	177.9
"tcruzi-1716760"	96.54	81.09
"tcruzi-1717835"	261.39	224.46
"tcruzi-1719157"	49.58	43.66
"tcruzi-1719301"	42.06	42.53
"tcruzi-1720191"	138.4	112.52
"tcruzi-1720319"	78.81	157.83
"tcruzi-1721011"	52.75	49.62
"tcruzi-1723439"	166.05	167.69
"tcruzi-1723442"	114.5	102.89
"tcruzi-1724052"	37.56	47.81
"tcruzi-1724529"	70.04	96.95
"tcruzi-1725233"	119.66	117.66
"tcruzi-1725727"	72.08	78.97
"tcruzi-1725839"	532.8	690.59
"tcruzi-1726580"	274.12	263.52
"tcruzi-1727192"	40.68	47.97
"tcruzi-1727548"	168.92	168.56
"tcruzi-1727890"	110.21	98.38
"tcruzi-1728096"	132.6	99.38
"tcruzi-1728604"	67.96	54.84
"tcruzi-1728921"	2301.94	2380.84
"tcruzi-1729385"	620.99	769.84
"tcruzi-1729506"	75.75	104.17
"tcruzi-1730503"	239.44	256.91
"tcruzi-1731521"	272.19	273.71
"tcruzi-1731940"	322.38	358.89
"tcruzi-1734434"	214.08	166.34
"tcruzi-1736477"	68.25	85.8
"tcruzi-1737371"	400.31	393.15
"tcruzi-1739330"	51.57	58.15
"tcruzi-1739400"	159.65	108.87
"tcruzi-1740856"	49.75	46.81
"tcruzi-1741484"	44.45	47.26
"tcruzi-1743263"	205.14	148.59
"tcruzi-1744284"	79.58	76.63
"tcruzi-1744474"	49.65	56.9
"tcruzi-174456"	147.01	108.03
"tcruzi-1746060"	217.61	256.48
"tcruzi-1746723"	356.11	193.31
"tcruzi-1747316"	144.78	150.97
"tcruzi-1748558"	914.33	1073.91
"tcruzi-1749363"	121.69	112.02
"tcruzi-1749985"	68.88	77.5
"tcruzi-1750392"	74.56	64.22
"tcruzi-1751809"	65.81	55.76
"tcruzi-1753059"	127.52	157.02
"tcruzi-1754180"	60	44.77
"tcruzi-1755028"	100.12	115.34
"tcruzi-1755419"	179.95	134.72
"tcruzi-1755567"	100.09	110.72
"tcruzi-1755827"	109.26	99.78
"tcruzi-1757011"	90.71	106.57
"tcruzi-1757623"	117.98	150.77
"tcruzi-1758762"	93.81	129.04
"tcruzi-1760503"	45.51	63.54
"tcruzi-1761122"	106.25	106.06
"tcruzi-1762736"	74.8	56.39
"tcruzi-176301"	1210.59	1097.81
"tcruzi-1765342"	59.31	60.09
"tcruzi-1766597"	119.45	102.04
"tcruzi-1767615"	103.72	71.28
"tcruzi-176799"	93.35	95.99
"tcruzi-1768737"	268.41	53.38
"tcruzi-1768738"	173.59	238.76
"tcruzi-1768739"	216.93	226.84
"tcruzi-1769921"	140.08	152.72
"tcruzi-1770887"	309.81	191.86
"tcruzi-1771451"	90.84	137.96
"tcruzi-1771766"	69.24	69.1
"tcruzi-1771804"	84.7	89.82
"tcruzi-1771921"	131.32	120.86
"tcruzi-1771933"	81.44	92.57
"tcruzi-1773661"	76	75.59
"tcruzi-1774594"	1597.23	1463.91
"tcruzi-1775597"	73.38	102.33
"tcruzi-1776888"	56.55	65.05
"tcruzi-1777098"	39.7	38.22
"tcruzi-1780642"	129.35	132.45
"tcruzi-1781610"	137.96	210.55
"tcruzi-178775"	154.93	94.34
"tcruzi-1788057"	138.51	181.31
"tcruzi-178819"	144.6	146.87
"tcruzi-178882"	140.77	135.35
"tcruzi-1790093"	274.46	300.77
"tcruzi-1791938"	45.31	39.31
"tcruzi-1792230"	143	121.97
"tcruzi-1792287"	84.93	83.24
"tcruzi-1793211"	58.27	53.01
"tcruzi-179347"	273.71	362.89
"tcruzi-1793707"	101.92	71.1
"tcruzi-1794265"	190.48	231.08
"tcruzi-1794928"	74.51	71.2
"tcruzi-1794930"	70.97	80.68
"tcruzi-1795649"	233.38	164.61
"tcruzi-1799119"	86.06	140.03
"tcruzi-1802513"	59.14	73.19
"tcruzi-1803887"	260.14	366.86
"tcruzi-1805874"	59.26	69.98
"tcruzi-180674"	73.58	96.99
"tcruzi-1807430"	61.18	52.37
"tcruzi-1807541"	72.21	87.78
"tcruzi-180845"	54.99	53.98
"tcruzi-1810179"	191.26	180.71
"tcruzi-181071"	355.27	474.8
"tcruzi-1810886"	114.71	153.59
"tcruzi-1811006"	109.95	110.95
"tcruzi-1811085"	115.5	138.3
"tcruzi-1812056"	70.56	60.22
"tcruzi-1813512"	70.97	60.44
"tcruzi-1813788"	70.32	75.56
"tcruzi-1814057"	943.61	1776.66
"tcruzi-1814795"	132.77	166.43
"tcruzi-181504"	81.09	66.83
"tcruzi-1815579"	68.84	56.28
"tcruzi-1815965"	2773.1	2797.8
"tcruzi-1816816"	102.7	110.12
"tcruzi-1817252"	113.21	122.88
"tcruzi-1819832"	142.5	150.07
"tcruzi-1820245"	88.29	90.11
"tcruzi-1820392"	78.41	90.89
"tcruzi-1822441"	96.31	111
"tcruzi-1823230"	89.57	127.79
"tcruzi-1824082"	49.09	52.47
"tcruzi-1824455"	65.96	69.93
"tcruzi-1824615"	260.54	305.94
"tcruzi-1824753"	72.3	85.94
"tcruzi-182498"	121.04	123.78
"tcruzi-1825152"	49.75	55.57
"tcruzi-1825436"	240.44	276.48
"tcruzi-1825497"	67.64	76.94
"tcruzi-1825708"	167.6	175.13
"tcruzi-1825709"	89.91	89.67
"tcruzi-1825943"	57.71	64.3
"tcruzi-1828463"	56.9	57.17
"tcruzi-1831110"	72.53	59.51
"tcruzi-1831375"	72	75.53
"tcruzi-1831615"	71.66	80.62
"tcruzi-1831694"	197.7	180.89
"tcruzi-1832580"	188.21	205.32
"tcruzi-1834231"	131.69	142.84
"tcruzi-1834440"	1294.77	1279.74
"tcruzi-1834441"	1265.15	1196.39
"tcruzi-1834443"	927.04	680.28
"tcruzi-1834934"	98.4	88.96
"tcruzi-1834939"	662.58	595.23
"tcruzi-1835748"	281.17	243.21
"tcruzi-1835940"	584.25	310.21
"tcruzi-1836529"	63.22	61.18
"tcruzi-1838018"	145.35	162.56
"tcruzi-1838563"	165.66	138.78
"tcruzi-183898"	74.64	152.52
"tcruzi-1839444"	71.75	72.82
"tcruzi-1839840"	105.25	140.27
"tcruzi-1839900"	202.48	189.35
"tcruzi-1840261"	101.26	87.25
"tcruzi-1841678"	103.14	101.39
"tcruzi-1841901"	381.21	262.43
"tcruzi-184205"	173.4	159.17
"tcruzi-184239"	165.35	212.08
"tcruzi-1844384"	190.84	183.22
"tcruzi-1844903"	207.28	259.21
"tcruzi-1844980"	169.55	195.46
"tcruzi-1844981"	203.3	223.59
"tcruzi-1844982"	162.28	206.65
"tcruzi-1844984"	283.73	352.54
"tcruzi-1844985"	246.01	201.88
"tcruzi-1845654"	487.96	463.25
"tcruzi-1846978"	390.11	402.58
"tcruzi-1848064"	82.82	109.14
"tcruzi-1848403"	85.34	83
"tcruzi-1848426"	244.61	193.92
"tcruzi-1848819"	52.14	58.08
"tcruzi-1848880"	2590.07	3057.3
"tcruzi-1849605"	98.15	66.32
"tcruzi-1849977"	117.53	88.49
"tcruzi-1852032"	1365.1	1942.2
"tcruzi-1852415"	67.14	65.88
"tcruzi-1852577"	67.56	72.67
"tcruzi-1854389"	227.28	198.68
"tcruzi-1854993"	126.26	101.58
"tcruzi-1855699"	65.52	54.38
"tcruzi-1856550"	55.26	55.26
"tcruzi-1856849"	67.72	45.6
"tcruzi-1857146"	56.01	55.12
"tcruzi-185739"	116.68	127.99
"tcruzi-1857763"	93.76	111.86
"tcruzi-1857791"	83.47	63.02
"tcruzi-1858109"	84.66	90.91
"tcruzi-1858678"	90.23	44.56
"tcruzi-1859347"	79.08	93.21
"tcruzi-186057"	1492.91	1952.13
"tcruzi-1861764"	53.93	52.86
"tcruzi-186215"	582.93	734.86
"tcruzi-1863080"	153.9	180.08
"tcruzi-1864503"	161.48	293.44
"tcruzi-1865671"	196.75	178.58
"tcruzi-1867341"	65.37	64.67
"tcruzi-1867553"	145.96	127.01
"tcruzi-1869141"	72.6	70.3
"tcruzi-187006"	114.75	111.77
"tcruzi-1870282"	90.79	80.32
"tcruzi-1870394"	82.47	102.67
"tcruzi-1874100"	414.99	438.12
"tcruzi-1874766"	55.95	46.16
"tcruzi-1875741"	267.3	440.04
"tcruzi-1876888"	223.23	215.57
"tcruzi-1877172"	237.66	227.09
"tcruzi-1877196"	51.74	59.35
"tcruzi-187838"	60.64	54.17
"tcruzi-1878419"	214.44	194.72
"tcruzi-1880256"	75.33	83.72
"tcruzi-1882369"	606.58	597.87
"tcruzi-1882385"	364.06	426.94
"tcruzi-1882802"	590.12	283.73
"tcruzi-1885771"	123.34	138.48
"tcruzi-1886705"	1093	1413.68
"tcruzi-1887062"	50.29	47.45
"tcruzi-1887099"	140.77	191.02
"tcruzi-1887343"	179	186.19
"tcruzi-188755"	47.73	34.33
"tcruzi-1888658"	122.61	144.64
"tcruzi-1891109"	101.82	100.55
"tcruzi-1891159"	127.99	122.99
"tcruzi-189218"	1404.9	546.19
"tcruzi-189303"	79.35	76.32
"tcruzi-1893677"	65.62	69.63
"tcruzi-1894243"	41.83	42.26
"tcruzi-1896124"	175.71	159.17
"tcruzi-1896417"	89.36	90.49
"tcruzi-1897087"	71.38	74.33
"tcruzi-1898998"	69.31	79.66
"tcruzi-1901714"	95.52	130.48
"tcruzi-1902057"	84.51	90.23
"tcruzi-1902472"	1258.83	1240.67
"tcruzi-1902933"	109.19	92.72
"tcruzi-1903219"	199.32	159.48
"tcruzi-1904757"	188.36	233.05
"tcruzi-190487"	81.92	75.84
"tcruzi-1907900"	86.77	76.9
"tcruzi-190817"	184.82	184.97
"tcruzi-1908217"	193.31	265.27
"tcruzi-190870"	161.25	130.25
"tcruzi-191073"	79.54	73.62
"tcruzi-1910813"	80.78	55.89
"tcruzi-1911654"	112.67	137.41
"tcruzi-1912086"	134.79	146.55
"tcruzi-1912190"	330.82	347.33
"tcruzi-191512"	107.77	96.28
"tcruzi-1915162"	81.73	79.84
"tcruzi-1915552"	62.27	67.74
"tcruzi-1915593"	321.94	423.94
"tcruzi-1915820"	79.4	106.86
"tcruzi-1916208"	133.09	158.03
"tcruzi-1917866"	65.42	72.5
"tcruzi-192016"	111.65	162.69
"tcruzi-1921473"	66.84	65.81
"tcruzi-1921826"	74.51	71.97
"tcruzi-1922058"	62.05	86.2
"tcruzi-1922247"	80.78	91.6
"tcruzi-192225"	68.64	63.12
"tcruzi-1922508"	44.56	54.24
"tcruzi-1925185"	79.9	90.32
"tcruzi-1925272"	96.5	84.05
"tcruzi-192572"	63.54	64.85
"tcruzi-1926122"	73.12	71.83
"tcruzi-1926210"	129.21	183.53
"tcruzi-1927367"	227.09	166.14
"tcruzi-1929107"	42.86	50.87
"tcruzi-1932117"	193.77	111.69
"tcruzi-1932287"	115.84	84.63
"tcruzi-1932381"	282.72	233.59
"tcruzi-1932516"	98.08	84.9
"tcruzi-1933179"	184.13	122.34
"tcruzi-1933379"	60.71	71.33
"tcruzi-1933462"	364.61	314.83
"tcruzi-1935209"	91.5	90.15
"tcruzi-1936027"	117.76	150.26
"tcruzi-1936456"	64.8	84.25
"tcruzi-1937452"	68.98	73.94
"tcruzi-1940278"	55.53	74.79
"tcruzi-194096"	81.31	82.43
"tcruzi-1941265"	168.56	130.33
"tcruzi-1941426"	114.88	111.16
"tcruzi-1941976"	50.37	48.89
"tcruzi-1943637"	49.52	43.95
"tcruzi-1944043"	482.94	303.16
"tcruzi-1944234"	183.77	212.56
"tcruzi-1945660"	158.15	199.66
"tcruzi-1946289"	871.67	931.05
"tcruzi-1946291"	187.85	204.1
"tcruzi-1946292"	343.35	357.47
"tcruzi-1946297"	109.83	134.23
"tcruzi-1946298"	222.52	188.11
"tcruzi-1947119"	896.41	884.49
"tcruzi-1951099"	163.95	184.54
"tcruzi-1951541"	3242.75	4050.14
"tcruzi-1954272"	94.45	86.74
"tcruzi-1957071"	107.03	103.14
"tcruzi-1957213"	112.02	116
"tcruzi-1957459"	63.1	73.04
"tcruzi-195952"	360.21	289.29
"tcruzi-1961045"	84.9	67.28
"tcruzi-196173"	329.63	333.96
"tcruzi-1962816"	310.79	214.84
"tcruzi-1963837"	486.42	336.76
"tcruzi-1963924"	110.02	92.62
"tcruzi-1964286"	91.02	89.88
"tcruzi-1964683"	111.04	77.87
"tcruzi-1965340"	78.33	77.5
"tcruzi-1965347"	120.16	122.07
"tcruzi-1965742"	63.42	64.12
"tcruzi-196594"	62.53	59.9
"tcruzi-1966604"	1337.83	1425.11
"tcruzi-1968348"	62.32	59.12
"tcruzi-1969"	370.28	523.42
"tcruzi-1972762"	44.34	81.21
"tcruzi-1973994"	90.15	78.46
"tcruzi-1974091"	947.64	755.22
"tcruzi-1975354"	95.35	109.72
"tcruzi-1978598"	148.33	143.57
"tcruzi-1979434"	156.84	114.81
"tcruzi-1981357"	234.12	197.27
"tcruzi-1982557"	81.64	86.77
"tcruzi-1984199"	79.66	86.42
"tcruzi-1985376"	476.66	449.9
"tcruzi-1987562"	1322.65	778.95
"tcruzi-1989081"	99.81	93.74
"tcruzi-1989292"	209.58	271.45
"tcruzi-1989991"	44.93	59.76
"tcruzi-1990518"	127.25	153.39
"tcruzi-1991307"	291.76	172.45
"tcruzi-1991562"	87.05	107.54
"tcruzi-1991977"	87.56	71.38
"tcruzi-1992016"	1728.22	1021.56
"tcruzi-1992492"	67.35	78.81
"tcruzi-199262"	208.49	204.7
"tcruzi-1993115"	55.61	67.45
"tcruzi-1995390"	70.6	70.23
"tcruzi-1995483"	78.9	97.34
"tcruzi-1995799"	688.1	492.91
"tcruzi-1995800"	171.29	152.01
"tcruzi-1995801"	133.96	116.55
"tcruzi-1995804"	121.15	109.27
"tcruzi-1995806"	205.99	167
"tcruzi-1995807"	164.27	152.01
"tcruzi-1997210"	90.96	129.96
"tcruzi-1997296"	66.16	73.33
"tcruzi-1997572"	157.62	134.57
"tcruzi-19981"	113.62	108.6
"tcruzi-1998837"	82.56	102.72
"tcruzi-1999215"	102.47	104.8
"tcruzi-2000458"	61.11	75.67
"tcruzi-2000749"	103.01	118.43
"tcruzi-200121"	57.74	62.95
"tcruzi-2001364"	49.04	54.67
"tcruzi-2001502"	76.51	65.37
"tcruzi-2002834"	180.08	161.79
"tcruzi-2002851"	167.14	269.23
"tcruzi-2004218"	69.98	62.21
"tcruzi-2006243"	589.01	605.34
"tcruzi-2007518"	349.34	300.1
"tcruzi-2007535"	179.67	158.82
"tcruzi-20087"	159.21	96.41
"tcruzi-2008938"	95.79	73.26
"tcruzi-2009954"	319.57	293.95
"tcruzi-2010792"	769.84	827.51
"tcruzi-201174"	54.81	74.94
"tcruzi-2012115"	124.73	120.9
"tcruzi-2012117"	232.33	202.93
"tcruzi-2012118"	133.43	146.48
"tcruzi-2012691"	100.78	86.54
"tcruzi-2012959"	139.72	137.18
"tcruzi-2013473"	861.68	896.41
"tcruzi-2013866"	138.07	93.74
"tcruzi-2013980"	61.05	59.68
"tcruzi-2014352"	569.51	346.56
"tcruzi-201645"	63.48	61.54
"tcruzi-2016637"	66.82	62.3
"tcruzi-2017238"	136	123.73
"tcruzi-2017278"	103.63	91.77
"tcruzi-2017279"	174.51	125.53
"tcruzi-2019830"	201.75	216.81
"tcruzi-2020258"	68.07	58.3
"tcruzi-202167"	121.43	110.07
"tcruzi-2022214"	58.47	82.21
"tcruzi-202265"	152.59	145.05
"tcruzi-2024192"	64.48	70.63
"tcruzi-2025654"	86.11	94.03
"tcruzi-2026873"	153.05	207.54
"tcruzi-2027528"	71.46	64.27
"tcruzi-2028191"	369.62	287.69
"tcruzi-2028916"	82.85	107.09
"tcruzi-2029279"	225.88	221.6
"tcruzi-2029914"	87.48	82.56
"tcruzi-2030693"	190.17	274.97
"tcruzi-2030694"	180.89	113.55
"tcruzi-2030695"	113.85	99.06
"tcruzi-2030708"	271.98	201.07
"tcruzi-2030752"	63.59	75.49
"tcruzi-2030898"	279.28	228.34
"tcruzi-2030902"	133.25	123.36
"tcruzi-2030911"	156.01	207.28
"tcruzi-2030921"	124.88	158.37
"tcruzi-2030922"	407.25	320.92
"tcruzi-2032124"	83.9	115.66
"tcruzi-2032426"	86.24	109.54
"tcruzi-2034178"	275.78	251.68
"tcruzi-2034179"	595.72	635.53
"tcruzi-203422"	985.18	848.89
"tcruzi-2034631"	263.52	349.34
"tcruzi-2035432"	178.05	159.93
"tcruzi-2036226"	141.92	105.39
"tcruzi-2036792"	76.25	86.59
"tcruzi-2036872"	833.75	888.78
"tcruzi-2036975"	150	128.58
"tcruzi-20377"	77.7	93.81
"tcruzi-203805"	2963.33	3182.74
"tcruzi-2038234"	125.7	140.55
"tcruzi-2041955"	38.22	41.39
"tcruzi-204202"	135.26	123.84
"tcruzi-2043204"	87.05	103.59
"tcruzi-2045447"	726.08	551.5
"tcruzi-2045584"	123.43	124.57
"tcruzi-2046558"	59.39	57.84
"tcruzi-2047008"	143.41	130.92
"tcruzi-2047009"	106.08	99.69
"tcruzi-2047627"	125.97	130.75
"tcruzi-2047661"	68.77	65.55
"tcruzi-2048720"	53.24	59
"tcruzi-2049499"	51.83	62.86
"tcruzi-2050739"	264.39	207.69
"tcruzi-2050867"	85.67	99.24
"tcruzi-2050984"	443.82	544.72
"tcruzi-205100"	194.72	278.3
"tcruzi-205101"	157.75	143.81
"tcruzi-205102"	124.57	144
"tcruzi-2052232"	89.13	104.74
"tcruzi-2052800"	81.12	77.93
"tcruzi-2052948"	39.31	62.43
"tcruzi-2053960"	62.27	57.35
"tcruzi-2056075"	97.46	100.6
"tcruzi-2056967"	45.03	53.31
"tcruzi-2057354"	239.72	308.87
"tcruzi-2057539"	412.27	420.75
"tcruzi-205814"	230.33	310.79
"tcruzi-2058812"	71.88	82.4
"tcruzi-2062195"	79.84	85.13
"tcruzi-2062472"	86.32	95.4
"tcruzi-206258"	144	144.08
"tcruzi-206259"	93.5	122.71
"tcruzi-2062701"	134.3	176.99
"tcruzi-2062702"	218.78	261.39
"tcruzi-2062973"	182.84	203.3
"tcruzi-2063020"	71.02	75.79
"tcruzi-2064383"	115.75	192.23
"tcruzi-2064689"	43.15	47.66
"tcruzi-206548"	86.36	78.72
"tcruzi-2065684"	66.41	66.88
"tcruzi-2066514"	112.26	156.46
"tcruzi-2067216"	134.41	128.94
"tcruzi-2067320"	66.45	75.84
"tcruzi-2069167"	123.19	442.72
"tcruzi-2071085"	66.03	66.91
"tcruzi-2072090"	76.04	77.82
"tcruzi-2072801"	517.18	626.8
"tcruzi-2073579"	77.02	62.53
"tcruzi-207494"	155.19	195.73
"tcruzi-2076458"	208.8	261.98
"tcruzi-2078224"	91.22	103.86
"tcruzi-2079000"	127.36	108.47
"tcruzi-2079005"	103.44	131.92
"tcruzi-2079457"	131.57	130.12
"tcruzi-2079732"	43.35	49.14
"tcruzi-2080693"	78.94	82.1
"tcruzi-208103"	80.71	81.6
"tcruzi-2081479"	46.3	49.78
"tcruzi-2082"	71.1	74.86
"tcruzi-2082767"	100.06	112.59
"tcruzi-2084234"	70.23	81.89
"tcruzi-2087348"	69.57	74.64
"tcruzi-2087903"	273.34	188.11
"tcruzi-2087904"	988.39	702.83
"tcruzi-2088011"	251.68	285.17
"tcruzi-2090164"	54.24	51.97
"tcruzi-2091125"	172	187.43
"tcruzi-2093267"	108.78	131.64
"tcruzi-2094606"	148.12	110.45
"tcruzi-2096582"	54.81	62.7
"tcruzi-2097963"	62.58	63.98
"tcruzi-2098184"	70.04	59.05
"tcruzi-2100367"	61.57	59.64
"tcruzi-2100588"	68.3	70.48
"tcruzi-2100810"	210.21	196.81
"tcruzi-2101751"	82.29	50.75
"tcruzi-2102681"	50.17	46.62
"tcruzi-21031"	109.01	96.16
"tcruzi-2103439"	89.99	117.76
"tcruzi-210420"	75.13	61.38
"tcruzi-2104766"	1204.38	1154.33
"tcruzi-2104796"	172.63	168.92
"tcruzi-2105159"	71.97	68.99
"tcruzi-2107135"	50.55	52.24
"tcruzi-210755"	69.39	84.71
"tcruzi-2108370"	241.73	166.88
"tcruzi-2108865"	60.47	63.12
"tcruzi-2108925"	65.32	58.21
"tcruzi-2110107"	84.51	78
"tcruzi-2110728"	76.17	78.35
"tcruzi-2111365"	46.95	53.59
"tcruzi-2113592"	194.89	190.4
"tcruzi-2116871"	58.74	68.1
"tcruzi-2116891"	1086.67	1188.3
"tcruzi-2117979"	89.95	97.83
"tcruzi-2122439"	74.71	53.9
"tcruzi-2124577"	571.14	2083.01
"tcruzi-2126107"	144.45	176.41
"tcruzi-2127130"	303.98	213.1
"tcruzi-2127327"	287.2	244.61
"tcruzi-2127764"	391.01	283.45
"tcruzi-2128434"	58.57	60.56
"tcruzi-2128759"	123.56	178.46
"tcruzi-2129008"	53.86	49.14
"tcruzi-2129358"	169.01	192.67
"tcruzi-2129395"	88.49	97.87
"tcruzi-2130902"	61.14	63.83
"tcruzi-2134057"	98.81	124.92
"tcruzi-2134771"	64.71	65
"tcruzi-2135571"	177.9	255.86
"tcruzi-2135592"	96.99	245.7
"tcruzi-2135718"	155.11	125.7
"tcruzi-2135719"	229.85	168.69
"tcruzi-2135720"	195.46	163.4
"tcruzi-2135721"	129.1	172.58
"tcruzi-2135727"	187.74	144.45
"tcruzi-2135842"	112.47	96.25
"tcruzi-2136080"	54.7	74.75
"tcruzi-2136315"	262.66	263.78
"tcruzi-2136687"	141.72	146.28
"tcruzi-2137578"	90.91	83.94
"tcruzi-2137686"	304.86	364.61
"tcruzi-2137746"	74.23	76.38
"tcruzi-2138124"	164.2	211.55
"tcruzi-2138774"	80.01	861.68
"tcruzi-2138904"	63.31	68.21
"tcruzi-2138932"	112.35	94.79
"tcruzi-2140691"	48.96	47.05
"tcruzi-2141424"	206.85	327.55
"tcruzi-2142430"	226.64	183.62
"tcruzi-2143640"	341.45	183.36
"tcruzi-2143808"	80.09	85.06
"tcruzi-2144371"	231.08	141.5
"tcruzi-2144583"	230.75	175.85
"tcruzi-2144867"	111.72	126.62
"tcruzi-2145600"	323.88	244.35
"tcruzi-2145603"	362.89	276.12
"tcruzi-2145853"	249.24	234.84
"tcruzi-2147923"	191.02	151.91
"tcruzi-2150939"	298.21	315.85
"tcruzi-2152264"	212.25	213.91
"tcruzi-2153658"	94.83	85.22
"tcruzi-2154032"	130.2	106.2
"tcruzi-2154949"	69.35	61.82
"tcruzi-2155463"	88.14	109.95
"tcruzi-2157264"	203.47	131.76
"tcruzi-2157265"	191.98	188.73
"tcruzi-2157267"	161.39	119.85
"tcruzi-2160604"	168.69	297.08
"tcruzi-2161980"	55.46	72.92
"tcruzi-21625"	257.86	306.44
"tcruzi-2170091"	58.7	64.16
"tcruzi-2170429"	257.61	313.45
