"Reporter Name"	"LE_PO_normalizedData_r1"	"LE_PO_normalizedData_r2"
"tcruzi-601037"	92.08	95.2
"tcruzi-602794"	212.08	133.37
"tcruzi-604297"	78.47	107.68
"tcruzi-604374"	93.04	95.35
"tcruzi-604401"	126.11	113.11
"tcruzi-604634"	46.41	49.52
"tcruzi-605266"	379.49	250.05
"tcruzi-606587"	70.35	67.56
"tcruzi-607193"	110.58	127.15
"tcruzi-609627"	65.76	58.96
"tcruzi-610155"	302.57	335.71
"tcruzi-61024"	97.03	115.86
"tcruzi-610691"	380.64	223.99
"tcruzi-61084"	151.81	122.55
"tcruzi-611154"	209.93	240.03
"tcruzi-613249"	2324.96	2773.1
"tcruzi-613975"	766.73	772.35
"tcruzi-614243"	59.68	65.72
"tcruzi-614705"	648.18	715.82
"tcruzi-615365"	72.3	75.46
"tcruzi-615368"	50.75	56.63
"tcruzi-615424"	892.52	326.99
"tcruzi-615938"	111.96	105.59
"tcruzi-616339"	410.83	335.06
"tcruzi-616798"	77.45	73.67
"tcruzi-618195"	272.79	258.62
"tcruzi-621155"	91.6	80.95
"tcruzi-623483"	161.91	162.86
"tcruzi-623854"	181.63	121.09
"tcruzi-624110"	533.96	370.97
"tcruzi-624274"	133.16	108.09
"tcruzi-624719"	65.85	63.45
"tcruzi-626154"	230.05	258.91
"tcruzi-628140"	116.2	88.92
"tcruzi-62969"	174.17	157.27
"tcruzi-62994"	160.72	129.66
"tcruzi-630483"	316.69	296.23
"tcruzi-631107"	176.11	211.39
"tcruzi-632799"	141.5	165.22
"tcruzi-635402"	69.43	71.56
"tcruzi-636987"	73.9	76.48
"tcruzi-637136"	104.17	109.38
"tcruzi-637474"	56.35	48.96
"tcruzi-637798"	354.79	342
"tcruzi-638294"	85.46	76.69
"tcruzi-638996"	184.54	206.26
"tcruzi-640745"	142.94	156.74
"tcruzi-643068"	143.1	157.94
"tcruzi-643211"	247.07	221.84
"tcruzi-643313"	214.63	228.73
"tcruzi-643363"	103.86	119.94
"tcruzi-647851"	110.84	156.28
"tcruzi-648429"	317.11	246.21
"tcruzi-648644"	417.63	408.54
"tcruzi-648656"	63.75	51.07
"tcruzi-648762"	854.57	382.52
"tcruzi-648781"	248.61	182.5
"tcruzi-648782"	198.2	206.45
"tcruzi-648784"	206.65	195.73
"tcruzi-648785"	397.21	299.06
"tcruzi-648786"	350.01	290.19
"tcruzi-648983"	136.9	157.75
"tcruzi-649030"	438.94	462.39
"tcruzi-649548"	127.15	107.83
"tcruzi-649889"	105.72	106.72
"tcruzi-650024"	57.37	56.35
"tcruzi-651063"	176.6	127.36
"tcruzi-652508"	116.48	108.52
"tcruzi-65336"	81.21	105.69
"tcruzi-654161"	82.88	88.68
"tcruzi-656666"	64.59	81.44
"tcruzi-656805"	53.11	54.61
"tcruzi-659597"	96.73	103.25
"tcruzi-660569"	283.45	276.69
"tcruzi-662288"	219.45	203.66
"tcruzi-662375"	96.28	88.85
"tcruzi-662395"	129.89	124.78
"tcruzi-662808"	73.08	90.05
"tcruzi-665278"	712.4	454.97
"tcruzi-667001"	398.97	339.25
"tcruzi-667047"	70.75	78
"tcruzi-667137"	962.47	432.83
"tcruzi-668318"	104.46	107.98
"tcruzi-669057"	122.88	199.89
"tcruzi-669853"	96.36	112.35
"tcruzi-669939"	222.93	266.25
"tcruzi-670005"	53.18	63.22
"tcruzi-670242"	166.71	130.54
"tcruzi-67123"	241.98	209.07
"tcruzi-671852"	196.87	301.34
"tcruzi-672835"	1450.59	1450.59
"tcruzi-67285"	391.57	441.51
"tcruzi-67300"	278.71	222.93
"tcruzi-673146"	89.08	76.43
"tcruzi-673386"	440.04	547.46
"tcruzi-674898"	1615.92	227.64
"tcruzi-678469"	150.88	105.94
"tcruzi-67860"	117.82	196.21
"tcruzi-680409"	377.67	601.8
"tcruzi-680947"	58.85	76.81
"tcruzi-681098"	105.47	88.57
"tcruzi-681203"	72.85	64.9
"tcruzi-681382"	221.6	236.79
"tcruzi-682546"	3279.73	3242.75
"tcruzi-682834"	115.23	194.5
"tcruzi-683142"	97.34	88.75
"tcruzi-684687"	242.67	145.85
"tcruzi-685392"	82.53	86.66
"tcruzi-685450"	163.49	184.82
"tcruzi-686026"	162.69	186.58
"tcruzi-686575"	339.93	342.79
"tcruzi-686813"	210.37	176.6
"tcruzi-6869"	117.71	228.11
"tcruzi-688188"	1014.84	869.63
"tcruzi-688191"	955.78	976.54
"tcruzi-688226"	1575.89	1313.2
"tcruzi-688230"	799.62	648.18
"tcruzi-688233"	958.85	1041.43
"tcruzi-688234"	610.38	632.1
"tcruzi-688235"	654.58	641.51
"tcruzi-688236"	305.94	283.98
"tcruzi-688240"	495.89	477.96
"tcruzi-688241"	323.55	331.99
"tcruzi-688242"	333.24	312.24
"tcruzi-688243"	550.32	396.42
"tcruzi-688396"	69.74	68.6
"tcruzi-690043"	292.02	375.62
"tcruzi-691587"	70.9	74.23
"tcruzi-692396"	89.62	82.52
"tcruzi-693169"	1005.63	1182.87
"tcruzi-693187"	176.88	151.54
"tcruzi-693438"	105.53	122.77
"tcruzi-694838"	110.12	136.9
"tcruzi-695738"	732.04	966.31
"tcruzi-696381"	65.1	69.57
"tcruzi-696589"	215.39	271.98
"tcruzi-696706"	170.44	295.05
"tcruzi-699417"	119.85	91.33
"tcruzi-699464"	245.24	218.78
"tcruzi-701048"	1742.13	1681.72
"tcruzi-701980"	259.9	315.24
"tcruzi-702841"	60.16	72.78
"tcruzi-703146"	78.3	62.8
"tcruzi-705260"	66.11	63.66
"tcruzi-708476"	120.54	139.28
"tcruzi-708559"	292.4	294.54
"tcruzi-709903"	149.55	121.75
"tcruzi-710448"	656.62	464.12
"tcruzi-710561"	166.24	170.69
"tcruzi-71087"	67.28	62.65
"tcruzi-711287"	157.62	131.69
"tcruzi-711455"	879.02	1123.25
"tcruzi-71246"	57.9	60.98
"tcruzi-712933"	126.21	136.79
"tcruzi-713950"	128.28	123.56
"tcruzi-714209"	66.48	57.8
"tcruzi-714603"	111.47	85.39
"tcruzi-71506"	1034.01	879.02
"tcruzi-715074"	51.51	60.47
"tcruzi-715965"	110.78	94.29
"tcruzi-716103"	65.45	53.9
"tcruzi-716173"	152.05	151.74
"tcruzi-717213"	405.16	406.31
"tcruzi-717278"	110.95	92
"tcruzi-718364"	105.65	106.25
"tcruzi-71874"	227.64	229.71
"tcruzi-720581"	197.27	401.14
"tcruzi-722409"	814	1079.56
"tcruzi-723816"	72.78	78.41
"tcruzi-725295"	338.28	395.61
"tcruzi-726076"	64.9	75.14
"tcruzi-726409"	65.05	65.51
"tcruzi-728476"	98.64	138.07
"tcruzi-728837"	159.4	156.38
"tcruzi-729910"	212.4	234.12
"tcruzi-730374"	47.9	56.01
"tcruzi-730534"	96.88	111.91
"tcruzi-732582"	92.32	94.97
"tcruzi-733555"	189.21	212.89
"tcruzi-73419"	93.01	109.58
"tcruzi-735455"	73.98	89.08
"tcruzi-73607"	138.17	136.03
"tcruzi-737227"	720.56	907.35
"tcruzi-737472"	163.29	210.21
"tcruzi-737530"	931.05	467.06
"tcruzi-738525"	328.76	326.24
"tcruzi-740838"	217.32	218.55
"tcruzi-741178"	118.54	122.65
"tcruzi-741306"	243.21	284.91
"tcruzi-741693"	73.33	67.07
"tcruzi-742558"	61.84	61.22
"tcruzi-742737"	2061.28	2206.61
"tcruzi-742839"	225.65	228.57
"tcruzi-744461"	464.12	440.75
"tcruzi-744582"	96.08	91.9
"tcruzi-745093"	83.65	79.66
"tcruzi-745533"	90.47	105.89
"tcruzi-746551"	262.86	260.54
"tcruzi-750806"	47.05	44.45
"tcruzi-750955"	233.83	241.88
"tcruzi-751928"	1714.01	1728.22
"tcruzi-752315"	93.87	116.8
"tcruzi-753154"	76.73	64.05
"tcruzi-753182"	100.86	83.79
"tcruzi-753372"	61.95	58.53
"tcruzi-754524"	62	72.03
"tcruzi-755050"	436.22	495.89
"tcruzi-756200"	211.19	200.12
"tcruzi-75685"	47.97	52.06
"tcruzi-756994"	63.48	65.32
"tcruzi-758083"	134.94	125.36
"tcruzi-75912"	175.97	203.1
"tcruzi-75913"	105.11	91.66
"tcruzi-76062"	83.37	58.42
"tcruzi-763334"	112.52	83.53
"tcruzi-763703"	111.32	88.25
"tcruzi-765339"	66.21	67.54
"tcruzi-76561"	133.81	148.73
"tcruzi-765777"	976.54	1252.93
"tcruzi-766477"	406.31	504.84
"tcruzi-767416"	85.02	107.75
"tcruzi-768201"	147.23	160.81
"tcruzi-768650"	116.29	121.47
"tcruzi-770029"	3446.09	5894.16
"tcruzi-770108"	233.05	175.71
"tcruzi-770585"	102.15	118.96
"tcruzi-772083"	57.61	66.19
"tcruzi-772251"	663.67	740.48
"tcruzi-773138"	86.42	105.5
"tcruzi-773706"	173.72	172.29
"tcruzi-773875"	56.14	60.98
"tcruzi-774474"	125.36	166.54
"tcruzi-775444"	66.91	55.31
"tcruzi-776803"	280.19	323.55
"tcruzi-77711"	160.21	117.12
"tcruzi-777292"	88.41	79.43
"tcruzi-778664"	200.12	161.74
"tcruzi-778851"	131.83	139.78
"tcruzi-780226"	66.07	60.22
"tcruzi-780472"	425.79	482.94
"tcruzi-781039"	153.21	90.27
"tcruzi-781062"	384.47	381.21
"tcruzi-781661"	104.66	134.72
"tcruzi-781919"	99.28	77.12
"tcruzi-782966"	54.49	72.39
"tcruzi-783410"	57.24	64.5
"tcruzi-783657"	941.46	971.8
"tcruzi-78369"	47.45	59.46
"tcruzi-784273"	203.01	197.76
"tcruzi-785462"	113.93	95.12
"tcruzi-788936"	376.35	489.66
"tcruzi-789897"	295.05	325.66
"tcruzi-790716"	377.22	526.71
"tcruzi-791273"	737.58	650.32
"tcruzi-791771"	92.57	96.34
"tcruzi-792104"	237.91	281.68
"tcruzi-793610"	75.09	66.11
"tcruzi-795024"	69.87	61.05
"tcruzi-795713"	140.17	111.08
"tcruzi-796033"	279.9	268.41
"tcruzi-797369"	1313.2	951.02
"tcruzi-797520"	108.85	101.1
"tcruzi-797674"	154.66	174.51
"tcruzi-799164"	6879.93	7230.82
"tcruzi-800738"	73.54	59.08
"tcruzi-801502"	285.17	470.93
"tcruzi-801835"	113.9	154.24
"tcruzi-802167"	101.52	132.1
"tcruzi-803139"	137.49	148.04
"tcruzi-804343"	84.51	78.9
"tcruzi-805816"	115.34	117.2
"tcruzi-806504"	122.34	144.88
"tcruzi-806707"	344.95	516.47
"tcruzi-807454"	320.92	367.33
"tcruzi-81215"	105.59	108.78
"tcruzi-812203"	198.96	204.3
"tcruzi-813094"	102.39	80.04
"tcruzi-813112"	67.01	68.54
"tcruzi-814944"	189.35	152.82
"tcruzi-815168"	87.18	103.67
"tcruzi-815465"	74.96	63.38
"tcruzi-815538"	91.95	77.41
"tcruzi-81751"	146.67	222.52
"tcruzi-81962"	158.24	131.03
"tcruzi-821245"	42.26	50.17
"tcruzi-821806"	844.76	854.57
"tcruzi-822195"	178.73	140.42
"tcruzi-822399"	91.15	105.43
"tcruzi-826609"	85.51	70.95
"tcruzi-827231"	94.73	116.92
"tcruzi-827353"	49.29	44.34
"tcruzi-828149"	88.7	113.85
"tcruzi-829498"	76.61	94.51
"tcruzi-830033"	67.75	67.74
"tcruzi-830062"	222.74	266
"tcruzi-830878"	603.87	566.41
"tcruzi-832378"	91.26	104.29
"tcruzi-832577"	143.88	142.7
"tcruzi-833325"	75.59	102.52
"tcruzi-833800"	597.87	643.07
"tcruzi-833946"	58.64	53.5
"tcruzi-834879"	526.71	435.01
"tcruzi-834928"	163.08	114.14
"tcruzi-835625"	69.65	75.14
"tcruzi-835661"	123.84	131.83
"tcruzi-835700"	469	425.79
"tcruzi-835820"	64.56	89.18
"tcruzi-836109"	54.9	39.7
"tcruzi-836636"	178.85	182.94
"tcruzi-836923"	83.4	86.42
"tcruzi-839412"	66.68	71.07
"tcruzi-842843"	166.34	173.97
"tcruzi-843878"	219.02	243.51
"tcruzi-843885"	92.38	119.55
"tcruzi-844349"	82.37	88.23
"tcruzi-844512"	447.99	458.29
"tcruzi-8451"	261.98	198
"tcruzi-8453"	1413.68	934.31
"tcruzi-8454"	1434.3	1102.49
"tcruzi-8457"	695.37	332.64
"tcruzi-8460"	540.13	599.4
"tcruzi-8461"	710.17	728
"tcruzi-846167"	174.63	170.32
"tcruzi-846409"	68.51	65.51
"tcruzi-848624"	155.71	124.53
"tcruzi-849220"	78.09	71.66
"tcruzi-849681"	43.54	49.41
"tcruzi-849698"	98.77	185.82
"tcruzi-8497"	423.94	436.22
"tcruzi-849801"	214.2	356.8
"tcruzi-850294"	48.53	46.45
"tcruzi-85073"	301.71	305.66
"tcruzi-850926"	234.36	244.14
"tcruzi-851129"	128.51	186.01
"tcruzi-852013"	69.04	80.75
"tcruzi-855208"	75.56	86.81
"tcruzi-855499"	64.28	73.83
"tcruzi-855809"	112.85	106.67
"tcruzi-856778"	64.83	70.99
"tcruzi-858343"	159.13	190.08
"tcruzi-860467"	46.87	40.22
"tcruzi-861121"	47.81	63.92
"tcruzi-861730"	50.42	51.07
"tcruzi-862875"	53.35	57.93
"tcruzi-863572"	80.99	82.05
"tcruzi-863969"	59.84	57.9
"tcruzi-864109"	57.47	54.78
"tcruzi-864569"	52.86	44.65
"tcruzi-86610"	52.55	66.27
"tcruzi-866409"	157.83	186.99
"tcruzi-867280"	340.8	353.19
"tcruzi-867281"	669.9	663.67
"tcruzi-867282"	622.94	814
"tcruzi-867283"	393.15	333.24
"tcruzi-867284"	298.82	357.79
"tcruzi-867286"	135.67	66.03
"tcruzi-867287"	228.34	214.44
"tcruzi-867533"	45.19	49.85
"tcruzi-867561"	124.27	111.55
"tcruzi-867646"	64.48	60.52
"tcruzi-867649"	79.76	80.91
"tcruzi-869391"	175.22	173.1
"tcruzi-869422"	98.3	90.71
"tcruzi-869560"	79.48	81.03
"tcruzi-871282"	89.78	100.78
"tcruzi-871581"	508.79	540.13
"tcruzi-872555"	229.46	247.84
"tcruzi-876536"	160.81	106.34
"tcruzi-876681"	68.57	48.27
"tcruzi-87751"	145.05	244.03
"tcruzi-882337"	185.3	181.12
"tcruzi-883040"	276.69	189.66
"tcruzi-885610"	268.79	173.88
"tcruzi-886699"	94.79	151.24
"tcruzi-88689"	337.3	518.53
"tcruzi-887784"	171.83	203.47
"tcruzi-890634"	1634.44	1975.54
"tcruzi-892704"	105.98	104.01
"tcruzi-89340"	693.17	941.46
"tcruzi-893755"	111.5	87.84
"tcruzi-895663"	72.67	88.16
"tcruzi-89612"	3499.26	2870.4
"tcruzi-89675"	178.19	258.29
"tcruzi-898688"	161.79	185.3
"tcruzi-900587"	70.46	48.5
"tcruzi-901484"	114.5	117.29
"tcruzi-905074"	126.48	179.8
"tcruzi-906744"	94.66	70.16
"tcruzi-90692"	62.95	71.75
"tcruzi-907392"	73.21	87.96
"tcruzi-907827"	116.92	132.29
"tcruzi-907895"	83.81	68.28
"tcruzi-90808"	251.36	167.96
"tcruzi-909455"	3057.3	3446.09
"tcruzi-909892"	66.59	59.58
"tcruzi-910450"	91.3	128.68
"tcruzi-91086"	270.23	302.23
"tcruzi-913688"	99.13	79.2
"tcruzi-914067"	149.74	169.55
"tcruzi-915193"	215.97	83.06
"tcruzi-91796"	87.78	87.38
"tcruzi-918191"	67.43	66.32
"tcruzi-918672"	491.87	669.9
"tcruzi-918800"	352.54	261.22
"tcruzi-919419"	107.26	125.86
"tcruzi-919631"	51.65	40.68
"tcruzi-919750"	65	54.99
"tcruzi-920019"	86.02	90.19
"tcruzi-920085"	137.32	104.95
"tcruzi-92112"	254.1	291.18
"tcruzi-923964"	87.92	100.3
"tcruzi-924451"	55.81	60.66
"tcruzi-924562"	82.62	80.26
"tcruzi-925396"	191.65	209.88
"tcruzi-925648"	89.67	79.48
"tcruzi-925701"	94.51	92.46
"tcruzi-92795"	223.59	201.68
"tcruzi-928686"	74.19	139.61
"tcruzi-929590"	258.05	256.14
"tcruzi-930155"	111	151.63
"tcruzi-930441"	327.37	205.03
"tcruzi-930543"	73.83	66.64
"tcruzi-930853"	61.01	79.1
"tcruzi-931554"	48.37	60.75
"tcruzi-932567"	148.52	182.67
"tcruzi-933465"	161.12	128.32
"tcruzi-934350"	86.48	105.03
"tcruzi-934987"	96.65	102.8
"tcruzi-937298"	82.59	72.74
"tcruzi-937352"	101.58	142.61
"tcruzi-939002"	184.72	171.29
"tcruzi-939855"	227.47	196.81
"tcruzi-940394"	102.26	97.17
"tcruzi-941274"	195.25	193.77
"tcruzi-942193"	86.72	76.03
"tcruzi-942199"	117.62	103.3
"tcruzi-942807"	108.57	92.95
"tcruzi-943492"	56.48	63.38
"tcruzi-943678"	65.55	70.3
"tcruzi-945265"	71.49	91.82
"tcruzi-950434"	85.85	67.14
"tcruzi-95372"	102.08	128.75
"tcruzi-955019"	141.22	96.8
"tcruzi-957528"	85.39	96.88
"tcruzi-958298"	237.34	305.2
"tcruzi-960462"	115.75	139.88
"tcruzi-961076"	869.63	1118.14
"tcruzi-961156"	113.53	129.1
"tcruzi-961296"	1894.69	1991.2
"tcruzi-961653"	118.43	154.85
"tcruzi-963367"	106.13	168.8
"tcruzi-964365"	70.51	68.43
"tcruzi-965570"	141.77	119.09
"tcruzi-966474"	126.67	145.57
"tcruzi-967105"	56.71	47.57
"tcruzi-967160"	108.21	120.54
"tcruzi-967228"	77.61	85.75
"tcruzi-969716"	58.05	59.26
"tcruzi-970131"	55.31	37.56
"tcruzi-970768"	106.74	123.19
"tcruzi-971006"	2830.6	3699.57
"tcruzi-971167"	87.72	97.59
"tcruzi-97124"	106.89	129.55
"tcruzi-971276"	146.87	148.43
"tcruzi-972172"	72.82	72.55
"tcruzi-972827"	200.69	208.49
"tcruzi-973"	917.66	947.64
"tcruzi-973457"	523.42	497.06
"tcruzi-973893"	78.23	74.97
"tcruzi-97405"	100.98	139.12
"tcruzi-97437"	86.2	95.68
"tcruzi-976262"	77.93	104.84
"tcruzi-976778"	252.14	253.81
"tcruzi-977113"	122.11	161.25
"tcruzi-978251"	911.27	927.04
"tcruzi-979112"	169.43	134.5
"tcruzi-979514"	94.29	74.27
"tcruzi-979946"	106.89	90.76
"tcruzi-982153"	101.65	75.89
"tcruzi-984441"	241.01	219.26
"tcruzi-984490"	213.28	267.82
"tcruzi-984569"	235.45	246.78
"tcruzi-984579"	134.23	162.06
"tcruzi-985728"	99.81	107.21
"tcruzi-985731"	130.48	153.21
"tcruzi-986709"	147.85	142.45
"tcruzi-988629"	148.7	117.95
"tcruzi-990212"	138.27	94.45
"tcruzi-990730"	91.74	119.3
"tcruzi-993929"	76.94	76.15
"tcruzi-994235"	306.92	257.86
"tcruzi-994568"	274.97	288.19
"tcruzi-994842"	170.69	211.85
"tcruzi-994926"	54.61	50.06
"tcruzi-995005"	122.23	87.87
"tcruzi-99594"	48.89	49.62
"tcruzi-996554"	63.82	59.84
"tcruzi-997567"	69.69	120.37
"tcruzi-998554"	53.73	49.94
"tcruzi-998823"	52.37	61.67
