"Reporter Name"	"US_NE_normalizedData_r1"	"US_NE_normalizedData_r2"
"tcruzi-2153658"	103.91	96.88
"tcruzi-2154032"	98.32	119.09
"tcruzi-2154949"	69.65	57.74
"tcruzi-2155463"	82.1	78.57
"tcruzi-2157264"	158.78	227.47
"tcruzi-2157265"	123.5	102.52
"tcruzi-2157267"	151.34	272.46
"tcruzi-2160604"	127.65	127.99
"tcruzi-2161980"	75.71	67.03
"tcruzi-21625"	414.28	384.47
"tcruzi-2170091"	57.91	80.43
"tcruzi-2170429"	119.42	117.38
"tcruzi-2172881"	54.9	40.68
"tcruzi-2174300"	57.91	60.96
"tcruzi-2175519"	62.47	68.57
"tcruzi-2176176"	82.17	82.37
"tcruzi-2176552"	268.08	276.48
"tcruzi-2176553"	188.36	209.99
"tcruzi-2176554"	299.06	256.48
"tcruzi-2176555"	364.06	359.13
"tcruzi-2176556"	351.41	365.97
"tcruzi-2176557"	629.54	529.46
"tcruzi-2177050"	91.45	88.35
"tcruzi-2177500"	89.08	102.33
"tcruzi-2177889"	96.65	77.66
"tcruzi-217891"	303.98	313.45
"tcruzi-2180310"	76.06	81.57
"tcruzi-2180657"	67.35	65.1
"tcruzi-2181754"	166.54	158.15
"tcruzi-2182633"	86.16	79.68
"tcruzi-2183005"	90.56	100.51
"tcruzi-2184058"	41.39	42.06
"tcruzi-2185919"	159.13	210.94
"tcruzi-2187424"	150	157.41
"tcruzi-2187515"	182.38	169.15
"tcruzi-2187865"	251.68	183.36
"tcruzi-2188395"	142.45	224.24
"tcruzi-2190958"	89.57	94.74
"tcruzi-2191246"	61.35	61.63
"tcruzi-2191248"	217.87	228.73
"tcruzi-2192265"	87.42	114.05
"tcruzi-2192700"	125.36	141.72
"tcruzi-2193493"	1425.11	1137.15
"tcruzi-2193862"	122.23	104.29
"tcruzi-2196549"	50.17	46.09
"tcruzi-2196936"	5497.09	3699.57
"tcruzi-2198166"	201.75	183.22
"tcruzi-2198200"	1434.3	857.89
"tcruzi-2198779"	112.92	106.77
"tcruzi-2199079"	73.92	140.17
"tcruzi-2199635"	71.81	72.94
"tcruzi-2199754"	1163.33	833.75
"tcruzi-2202233"	312.54	255.63
"tcruzi-2202501"	396.42	438.94
"tcruzi-2202502"	112.78	129.14
"tcruzi-2202503"	127.59	170.18
"tcruzi-220259"	277.13	292.4
"tcruzi-2203388"	58.85	47.26
"tcruzi-2205495"	64.22	73.69
"tcruzi-2205715"	96.31	88.6
"tcruzi-2206866"	127.18	132.01
"tcruzi-2213317"	13585.88	17015.45
"tcruzi-2214464"	58.79	63.14
"tcruzi-2215700"	3820.77	3394.85
"tcruzi-2217759"	176.3	108.85
"tcruzi-2217977"	87.25	130.2
"tcruzi-2218148"	63.57	60.56
"tcruzi-2219427"	1265.15	1210.59
"tcruzi-2219977"	128.41	147.01
"tcruzi-2219978"	149.63	124.16
"tcruzi-2220710"	129.72	127.7
"tcruzi-2221017"	310.79	323.88
"tcruzi-222222"	199.09	283.73
"tcruzi-22236"	121.23	144.6
"tcruzi-2224251"	75.09	84.76
"tcruzi-2224378"	584.25	537.67
"tcruzi-2227134"	129.84	76.51
"tcruzi-2227544"	823.8	794.75
"tcruzi-2227572"	102.87	266.13
"tcruzi-2227945"	67.68	73.43
"tcruzi-2231789"	139.28	70.39
"tcruzi-2235193"	63.75	51.57
"tcruzi-2235464"	112.02	100.45
"tcruzi-2237433"	67.56	70.99
"tcruzi-2237698"	97.34	144.69
"tcruzi-2238388"	46.87	56.48
"tcruzi-2238412"	127.75	111.75
"tcruzi-223855"	128.82	151.24
"tcruzi-223954"	183.77	140.98
"tcruzi-223973"	869.63	861.68
"tcruzi-2241375"	151.54	175.41
"tcruzi-2241485"	62.17	59.74
"tcruzi-22421"	2146.45	1794.11
"tcruzi-2243261"	68.15	78.28
"tcruzi-2244082"	62.95	51.29
"tcruzi-2244555"	68.57	54.14
"tcruzi-2244562"	146.94	110.07
"tcruzi-2245558"	917.66	848.89
"tcruzi-2247874"	71.95	71.59
"tcruzi-2248251"	202.64	207.28
"tcruzi-22486"	115.86	96.05
"tcruzi-2250233"	3874.66	3874.66
"tcruzi-2250349"	54.57	64.76
"tcruzi-2250450"	275.25	386.44
"tcruzi-2252754"	221.21	227.09
"tcruzi-2254626"	246.5	265.03
"tcruzi-2255082"	75.89	57.27
"tcruzi-2256731"	74.71	73.98
"tcruzi-2257025"	71.15	65.99
"tcruzi-2257207"	76.77	66.74
"tcruzi-2258700"	213.1	265.27
"tcruzi-2258979"	96.73	97.03
"tcruzi-2259631"	62.75	67.35
"tcruzi-225974"	50.93	39.7
"tcruzi-2261926"	178.34	164.49
"tcruzi-2266201"	81.21	73.65
"tcruzi-2266689"	315.85	389.21
"tcruzi-2267139"	64.59	61.47
"tcruzi-2268884"	60.16	66.96
"tcruzi-2269312"	51.71	39.31
"tcruzi-2270124"	51.57	52.06
"tcruzi-2270394"	52.19	58.17
"tcruzi-2272111"	51.03	82.21
"tcruzi-22732"	95.79	105.2
"tcruzi-2273770"	106.4	95.2
"tcruzi-2273947"	171.52	162.69
"tcruzi-2275122"	1054.42	1011.85
"tcruzi-2275554"	83.94	97.07
"tcruzi-2275941"	348.33	301.71
"tcruzi-2276219"	117.2	132.7
"tcruzi-2279196"	608.71	634.24
"tcruzi-2279613"	79.92	87.45
"tcruzi-2280367"	63.44	53.01
"tcruzi-2281830"	181.73	196.81
"tcruzi-2282105"	285.44	199.66
"tcruzi-2283040"	77.34	81.25
"tcruzi-2283330"	96.36	84.12
"tcruzi-2284503"	760.5	695.37
"tcruzi-2285042"	168.22	161.74
"tcruzi-2285782"	145.54	127.65
"tcruzi-2287211"	116.92	110.88
"tcruzi-2287228"	78	73.33
"tcruzi-2288363"	606.58	663.67
"tcruzi-2288637"	641.51	613.54
"tcruzi-2288814"	106.88	82.56
"tcruzi-2289593"	115.56	103.08
"tcruzi-229055"	270.46	281.68
"tcruzi-229203"	44.65	45.97
"tcruzi-229248"	239.44	193.92
"tcruzi-2293232"	53.18	66.91
"tcruzi-2294678"	117.66	121.92
"tcruzi-2294769"	150.97	114.43
"tcruzi-2295311"	102.17	153.49
"tcruzi-229623"	135.88	119.19
"tcruzi-2296961"	83.86	87.72
"tcruzi-2299286"	113.35	84.19
"tcruzi-2299312"	105.65	108.32
"tcruzi-2301315"	197.64	150.4
"tcruzi-2301738"	159.48	110.78
"tcruzi-2303514"	64.35	59.05
"tcruzi-2303665"	64	63.1
"tcruzi-2304527"	181.48	154.33
"tcruzi-230518"	74.9	78.09
"tcruzi-23056"	43.82	47.45
"tcruzi-2307815"	94.87	91.55
"tcruzi-2307816"	61.6	64.76
"tcruzi-2310127"	543.46	557.79
"tcruzi-231078"	97.09	175.97
"tcruzi-2311733"	46.3	44.04
"tcruzi-2311845"	85.13	70.81
"tcruzi-2312442"	50.51	58.47
"tcruzi-2313366"	83.01	79.34
"tcruzi-2313542"	66.82	59.81
"tcruzi-2315109"	690.59	760.5
"tcruzi-2316235"	541.29	497.06
"tcruzi-2316649"	53.7	56.22
"tcruzi-2316946"	110.37	131.32
"tcruzi-2317502"	132.94	79.84
"tcruzi-2318412"	66.94	69.54
"tcruzi-2319671"	153.59	140.27
"tcruzi-2320091"	381.96	203.47
"tcruzi-2322954"	582.93	403.22
"tcruzi-2323777"	180.08	166.71
"tcruzi-2324600"	90.68	112.81
"tcruzi-23252"	70.02	58.53
"tcruzi-2327177"	123.34	110.72
"tcruzi-2328847"	43.15	36.76
"tcruzi-2329047"	301.71	375.62
"tcruzi-2329132"	63.35	55.19
"tcruzi-2330316"	48.14	62.27
"tcruzi-233077"	48.37	57.32
"tcruzi-233136"	64.97	65.85
"tcruzi-2332183"	94.99	90.76
"tcruzi-2332354"	114.3	102.04
"tcruzi-233240"	78.46	84.97
"tcruzi-2335809"	106.34	77.87
"tcruzi-2336569"	181.91	168.63
"tcruzi-2336645"	67.28	59.08
"tcruzi-2337081"	247.41	222.74
"tcruzi-2338604"	993.88	854.57
"tcruzi-234028"	68.57	63.22
"tcruzi-2340421"	82.21	54.14
"tcruzi-2341025"	77.02	69.95
"tcruzi-2341179"	115.19	99.28
"tcruzi-2341713"	103.17	114.27
"tcruzi-2342238"	150.67	152.82
"tcruzi-2346073"	225.88	171.06
"tcruzi-2346145"	77.66	81.77
"tcruzi-2346654"	854.57	823.8
"tcruzi-2347671"	1005.63	732.04
"tcruzi-2347705"	303.16	237.19
"tcruzi-2349059"	90.01	83.24
"tcruzi-234997"	120.3	81.12
"tcruzi-235108"	62.58	61.11
"tcruzi-2351337"	114.95	103.86
"tcruzi-2351875"	112.85	125.61
"tcruzi-2352822"	112.99	93.32
"tcruzi-2352955"	179.14	164.84
"tcruzi-2354210"	732.04	726.08
"tcruzi-2356436"	113.24	116.03
"tcruzi-2358787"	81.75	61.63
"tcruzi-2361086"	61.66	3632.64
"tcruzi-2361555"	41.66	43.15
"tcruzi-2361755"	473.75	463.25
"tcruzi-2364776"	250.78	246.01
"tcruzi-2365525"	85.94	67.74
"tcruzi-2365566"	395.61	345.52
"tcruzi-2366253"	96.8	105.53
"tcruzi-2369637"	392.36	431.92
"tcruzi-2369815"	50.32	61.76
"tcruzi-2370676"	64.07	77.7
"tcruzi-237241"	95.71	111.32
"tcruzi-2374197"	97.14	116.77
"tcruzi-2374199"	93.18	100.17
"tcruzi-2376403"	321.94	129.55
"tcruzi-2376504"	186.99	220.85
"tcruzi-2377187"	68.25	68.93
"tcruzi-2378066"	368.94	283.45
"tcruzi-2378352"	726.08	662.58
"tcruzi-2379397"	279.9	310.79
"tcruzi-237978"	100.78	92.34
"tcruzi-237979"	113.14	106.98
"tcruzi-2381715"	138.78	82.74
"tcruzi-2381730"	526.71	584.25
"tcruzi-2382370"	100.12	91.66
"tcruzi-2383464"	71.26	70.3
"tcruzi-2383942"	79.96	71.63
"tcruzi-2385019"	172.81	137.49
"tcruzi-2385210"	71.46	72.63
"tcruzi-2385549"	130.33	135.01
"tcruzi-238736"	68.64	72.85
"tcruzi-2387607"	73.33	71.93
"tcruzi-2387631"	100.86	97.34
"tcruzi-2388454"	112.78	152.24
"tcruzi-2388787"	116	151.81
"tcruzi-2390828"	47.45	52.14
"tcruzi-2393148"	92.67	107.03
"tcruzi-2395876"	615.91	517.18
"tcruzi-2396913"	94.83	91.1
"tcruzi-2397550"	82.56	76.75
"tcruzi-2398360"	98.5	113.41
"tcruzi-2399274"	83.01	121.57
"tcruzi-2400607"	71.81	70.58
"tcruzi-2403447"	175.13	195.46
"tcruzi-2403959"	79.64	80.29
"tcruzi-2404039"	135.78	140.42
"tcruzi-2404537"	78.25	59.68
"tcruzi-2404848"	364.61	423.94
"tcruzi-2406171"	70.39	78.21
"tcruzi-2408119"	126.24	107.26
"tcruzi-2408462"	83.07	72.08
"tcruzi-2408529"	108.21	131.92
"tcruzi-2408978"	97.09	115.78
"tcruzi-2410122"	99.59	93.32
"tcruzi-2410199"	94.56	94.71
"tcruzi-2412108"	211.39	182.58
"tcruzi-2413044"	229.46	169.89
"tcruzi-2414595"	109.49	93.39
"tcruzi-2416708"	183.89	202.85
"tcruzi-2417325"	58.74	66.36
"tcruzi-2418530"	91.82	107.98
"tcruzi-2418873"	284.91	233.59
"tcruzi-2421948"	97.66	84.57
"tcruzi-2422307"	78.66	108.35
"tcruzi-2422858"	124.43	125.97
"tcruzi-2423643"	227.47	238.41
"tcruzi-2424368"	73.43	71.22
"tcruzi-2425138"	132.37	168.29
"tcruzi-2425165"	625.13	566.41
"tcruzi-2426358"	48.62	53.73
"tcruzi-2427516"	89.4	57.05
"tcruzi-2428353"	561.05	605.34
"tcruzi-2428376"	92.76	85.7
"tcruzi-2429145"	85.46	75.75
"tcruzi-242988"	230.05	200.69
"tcruzi-2432344"	125.75	145.85
"tcruzi-2432477"	91.66	119.94
"tcruzi-2433061"	72.78	51.73
"tcruzi-2433116"	34.33	44.56
"tcruzi-2433789"	1463.91	1476.19
"tcruzi-243494"	108.85	106.88
"tcruzi-2440169"	75.53	87.34
"tcruzi-244018"	188.59	196.81
"tcruzi-2440193"	217.08	139.12
"tcruzi-244401"	101.62	111.65
"tcruzi-245971"	80.78	77.51
"tcruzi-246252"	61.2	60.66
"tcruzi-246949"	214.63	206.85
"tcruzi-247051"	108.57	118.96
"tcruzi-248074"	94.16	75.13
"tcruzi-249151"	407.25	433.84
"tcruzi-249335"	89.65	76.48
"tcruzi-249811"	44.45	60.32
"tcruzi-250856"	80.75	119.55
"tcruzi-251241"	73.54	81.81
"tcruzi-253006"	295.05	312.54
"tcruzi-255964"	41.16	43.35
"tcruzi-256007"	66.23	77.61
"tcruzi-256008"	103.59	95.46
"tcruzi-256869"	294.54	273.34
"tcruzi-258313"	43.35	1221.64
"tcruzi-258318"	914.33	821.09
"tcruzi-258364"	59.64	92.04
"tcruzi-260308"	182.07	190.17
"tcruzi-261430"	230.75	239.44
"tcruzi-261828"	56.42	51.19
"tcruzi-263400"	141.15	203.82
"tcruzi-264052"	78.9	81.17
"tcruzi-264415"	304.36	266.6
"tcruzi-266346"	83.62	91.5
"tcruzi-267196"	232.11	173.65
"tcruzi-267611"	5080.17	4500.9
"tcruzi-267775"	70.56	86.84
"tcruzi-268376"	214.08	210.37
"tcruzi-268794"	103.81	79.06
"tcruzi-270200"	63.3	74.33
"tcruzi-270223"	432.83	419.16
"tcruzi-272138"	63.89	78.7
"tcruzi-2759"	74.79	90.79
"tcruzi-277514"	142.55	244.35
"tcruzi-278362"	386.44	339.93
"tcruzi-279424"	118.96	210.21
"tcruzi-280704"	209.35	199.32
"tcruzi-281850"	315.24	344
"tcruzi-282436"	796.65	951.02
"tcruzi-282791"	56.35	52.69
"tcruzi-282971"	52.01	59.81
"tcruzi-283333"	105.78	98.9
"tcruzi-28344"	138.44	155
"tcruzi-283492"	164.96	175.27
"tcruzi-28355"	66.57	69.39
"tcruzi-286265"	254.83	232.11
"tcruzi-286748"	140.33	130.62
"tcruzi-286950"	348.75	294.54
"tcruzi-287527"	116.55	88.46
"tcruzi-29043"	92.91	85.46
"tcruzi-290694"	104.38	104.58
"tcruzi-291224"	1154.33	1404.9
"tcruzi-291485"	292.4	279.6
"tcruzi-292975"	100.92	104.13
"tcruzi-293135"	80.32	82.83
"tcruzi-293366"	178.58	215.03
"tcruzi-295883"	66.64	72.9
"tcruzi-2980"	55.8	60.5
"tcruzi-300253"	78.6	63.71
"tcruzi-301742"	749	844.76
"tcruzi-306505"	68.4	66.61
"tcruzi-306822"	154.55	125.53
"tcruzi-307143"	64.83	74.4
"tcruzi-308135"	94.45	129.26
"tcruzi-309611"	104.8	385.54
"tcruzi-310796"	280.63	349.34
"tcruzi-311603"	60.21	89.53
"tcruzi-312532"	121.47	90.55
"tcruzi-313446"	98.77	82.74
"tcruzi-313673"	295.79	153.59
"tcruzi-313725"	64.39	65.9
"tcruzi-314250"	219.8	230.33
"tcruzi-314552"	51.29	62.22
"tcruzi-315654"	802.91	620.99
"tcruzi-316056"	706.92	737.58
"tcruzi-317099"	528.07	526.71
"tcruzi-317102"	406.31	410.25
"tcruzi-317103"	440.75	449.9
"tcruzi-317138"	414.99	430.41
"tcruzi-317139"	175.55	131.69
"tcruzi-317140"	313.45	274.97
"tcruzi-317142"	397.78	372.93
"tcruzi-317143"	402.58	379.49
"tcruzi-317144"	1294.77	1502.65
"tcruzi-317147"	851.26	710.17
"tcruzi-317148"	203.47	236.48
"tcruzi-317149"	336.76	364.61
"tcruzi-317150"	1445.77	1425.11
"tcruzi-317278"	931.05	899.68
"tcruzi-317279"	529.46	699.16
"tcruzi-317280"	988.39	941.46
"tcruzi-317281"	1894.69	2061.28
"tcruzi-317282"	518.53	568.21
"tcruzi-317283"	228.94	172.96
"tcruzi-317560"	128.41	134.88
"tcruzi-318517"	314.04	330.29
"tcruzi-319786"	67.9	130.25
"tcruzi-320477"	80.95	92.55
"tcruzi-320998"	206.65	271.98
"tcruzi-322542"	54.11	65.42
"tcruzi-324278"	150.88	179
"tcruzi-324860"	171.29	131.83
"tcruzi-325766"	80.21	93.02
"tcruzi-327604"	93.06	100.3
"tcruzi-328667"	146	141.15
"tcruzi-3292"	190.55	234.12
"tcruzi-329893"	135.42	156.89
"tcruzi-331489"	86.74	87.88
"tcruzi-331891"	161.32	186.99
"tcruzi-332433"	107.75	182.84
"tcruzi-332766"	443.82	347.33
"tcruzi-333623"	221.6	238.76
"tcruzi-33515"	87.96	79.58
"tcruzi-336373"	71.66	64.24
"tcruzi-337005"	1271.5	1176.24
"tcruzi-338805"	712.4	814
"tcruzi-340219"	100.17	98.02
"tcruzi-340885"	46.41	58.7
"tcruzi-342660"	169.55	127.93
"tcruzi-342847"	102.44	93.81
"tcruzi-342906"	166.75	166.1
"tcruzi-343249"	257.61	255.35
"tcruzi-344077"	4119.55	4611.87
"tcruzi-345179"	568.21	540.13
"tcruzi-345180"	1728.22	1827.13
"tcruzi-345181"	2206.61	2238.6
"tcruzi-345240"	962.47	690.59
"tcruzi-345297"	52.32	46.5
"tcruzi-345564"	114.57	109.78
"tcruzi-347883"	195.61	195.61
"tcruzi-348025"	90.99	68.13
"tcruzi-348287"	102.04	167.69
"tcruzi-349455"	562.31	422.53
"tcruzi-349467"	133.03	130.07
"tcruzi-349513"	60.56	80.6
"tcruzi-349669"	108.6	110.19
"tcruzi-351"	146.55	153.21
"tcruzi-351703"	155.19	195.84
"tcruzi-354442"	82.5	73.01
"tcruzi-354582"	45.43	38.22
"tcruzi-354604"	165.07	153.98
"tcruzi-356867"	90.81	113.81
"tcruzi-357781"	97.72	91.41
"tcruzi-358622"	85.2	94.34
"tcruzi-359000"	136.27	87.08
"tcruzi-361017"	469.67	452.96
"tcruzi-361879"	64.44	67.54
"tcruzi-362051"	103.42	75.46
"tcruzi-36290"	45.51	47.38
"tcruzi-363383"	43.54	63.54
"tcruzi-363530"	208.8	115.53
"tcruzi-363823"	745.08	802.91
"tcruzi-364501"	755.22	778.95
"tcruzi-365634"	58.9	68.32
"tcruzi-365933"	92.55	90.36
"tcruzi-367081"	93.23	93.99
"tcruzi-367638"	116.77	113.6
"tcruzi-369504"	108.78	137.11
"tcruzi-369828"	122.17	93.93
"tcruzi-369970"	152.05	126.48
"tcruzi-371459"	54.24	66.25
"tcruzi-371493"	372.93	475.7
"tcruzi-372224"	66.94	74.79
"tcruzi-373636"	80.5	92.46
"tcruzi-37373"	191.26	156.46
"tcruzi-375533"	189.47	148.89
"tcruzi-376192"	342	257.61
"tcruzi-37894"	57.44	43.6
"tcruzi-379236"	63.71	68.44
"tcruzi-379764"	124.24	141.6
"tcruzi-380088"	532.8	356.8
"tcruzi-380091"	782.85	734.86
"tcruzi-380580"	629.54	630.17
"tcruzi-380760"	81.44	103.65
"tcruzi-381201"	58.47	62.1
"tcruzi-381260"	720.56	755.22
"tcruzi-381701"	58.33	65.3
"tcruzi-382653"	799.62	589.01
"tcruzi-382823"	537.67	551.5
"tcruzi-383087"	78.63	101.1
"tcruzi-383189"	184.82	119.85
"tcruzi-384286"	75.61	90.65
"tcruzi-385381"	381.21	381.96
"tcruzi-385873"	213.5	166.88
"tcruzi-387261"	80.09	98.97
"tcruzi-388922"	124.97	126.75
"tcruzi-389018"	89.65	99.31
"tcruzi-391010"	203.3	158.03
"tcruzi-391288"	190.17	221.6
"tcruzi-391522"	61.84	74.98
"tcruzi-39216"	84.93	147.23
"tcruzi-392291"	68.15	69.87
"tcruzi-392976"	77.82	111.49
"tcruzi-395301"	314.51	324.25
"tcruzi-397038"	91.93	98.47
"tcruzi-398112"	341.45	368.94
"tcruzi-39860"	257.86	305.2
"tcruzi-400658"	57.84	70.02
"tcruzi-400816"	50.06	59.49
"tcruzi-40101"	189.21	157.24
"tcruzi-403085"	106.04	113.27
"tcruzi-40353"	168.1	205.44
"tcruzi-40405"	316.25	420.75
"tcruzi-404784"	58.53	79.48
"tcruzi-406904"	112.14	112.47
"tcruzi-4076"	47.97	46.71
"tcruzi-407754"	201.31	190.31
"tcruzi-408612"	66.53	78.03
"tcruzi-408933"	96.76	81.96
"tcruzi-412569"	58.33	50.7
"tcruzi-412945"	417.63	438.12
"tcruzi-415751"	100.3	96.12
"tcruzi-415885"	55.46	81.01
"tcruzi-418371"	718.83	775.51
"tcruzi-419128"	294.32	330.82
"tcruzi-423599"	170.32	198.2
"tcruzi-423636"	141.44	124.88
"tcruzi-424132"	652.82	652.82
"tcruzi-42465"	88.92	90.15
"tcruzi-425456"	66.61	68.23
"tcruzi-425507"	210.37	182.5
"tcruzi-426565"	50.42	46.41
"tcruzi-426582"	490.58	375.1
"tcruzi-428450"	60.47	69.87
"tcruzi-431111"	267.3	268.79
"tcruzi-433165"	114.61	127.1
"tcruzi-434798"	65.81	68.81
"tcruzi-436760"	87.14	103.01
"tcruzi-43795"	253.38	361.57
"tcruzi-438343"	83.22	76.03
"tcruzi-43847"	242.08	193.55
"tcruzi-438589"	250.55	272.79
"tcruzi-438853"	378.7	367.33
"tcruzi-439416"	207.69	188.01
"tcruzi-440301"	437.37	380.12
"tcruzi-441154"	109.19	89.73
"tcruzi-442077"	150.77	145.96
"tcruzi-442775"	161.48	117.53
"tcruzi-443846"	156.33	146.9
"tcruzi-445326"	38.62	44.2
"tcruzi-447214"	118.02	146.9
"tcruzi-447346"	60.85	69.76
"tcruzi-448312"	100	108.4
"tcruzi-450272"	251.13	213.28
"tcruzi-45055"	70.95	86.74
"tcruzi-45274"	123.4	149.14
"tcruzi-453379"	69.47	91.3
"tcruzi-454281"	125.18	118.6
"tcruzi-456082"	331.99	303.16
"tcruzi-459822"	197.5	175.85
"tcruzi-46089"	95.49	94.53
"tcruzi-462047"	123.66	150.26
"tcruzi-462951"	127.1	129.84
"tcruzi-464026"	131.51	163.8
"tcruzi-464774"	49.94	66.48
"tcruzi-465191"	661.16	538.82
"tcruzi-465647"	190	177.36
"tcruzi-467386"	86.83	88.42
"tcruzi-468191"	93.23	85.59
"tcruzi-468305"	145.78	178.46
"tcruzi-468986"	95.43	90.11
"tcruzi-469164"	82.33	84.02
"tcruzi-469561"	385.54	625.13
"tcruzi-469996"	357.79	241.88
"tcruzi-470751"	54.67	47.69
"tcruzi-470944"	115.93	99.51
"tcruzi-471512"	105.22	96.61
"tcruzi-473384"	55.53	57.8
"tcruzi-473479"	239.18	245.7
"tcruzi-47363"	4500.9	5894.16
"tcruzi-47364"	5252.2	5497.09
"tcruzi-47365"	6379.96	6879.93
"tcruzi-47367"	4396.38	4943.49
"tcruzi-47368"	3572.73	4288.09
"tcruzi-47379"	2520	2830.6
"tcruzi-475171"	120.08	102.7
"tcruzi-480414"	56.75	57.61
"tcruzi-480672"	117.12	91.41
"tcruzi-481792"	69.54	60.75
"tcruzi-485109"	53.24	58.9
"tcruzi-48560"	464.12	416.97
"tcruzi-490325"	79.32	97.79
"tcruzi-490618"	56.55	52.78
"tcruzi-491185"	113.3	99.84
"tcruzi-491214"	77.48	53.86
"tcruzi-491452"	4943.49	3242.75
"tcruzi-491639"	2453.96	2301.94
"tcruzi-491641"	2324.96	2324.96
"tcruzi-491642"	3323.6	3097.28
"tcruzi-491647"	1991.2	1672.63
"tcruzi-491672"	2709.07	2520
"tcruzi-491710"	1450.59	1434.3
"tcruzi-491711"	2168.93	1942.2
"tcruzi-491724"	1196.39	1067.23
"tcruzi-492507"	111.32	158.78
"tcruzi-493359"	105.36	94.85
"tcruzi-493503"	374.09	313.01
"tcruzi-496904"	94.51	84.83
"tcruzi-49733"	66.84	73.19
"tcruzi-49734"	327.37	338.28
"tcruzi-498810"	47.38	42.42
"tcruzi-49967"	97.28	79.54
"tcruzi-50169"	142.23	113.47
"tcruzi-504094"	95.37	82.53
"tcruzi-505362"	170.92	200.5
"tcruzi-507007"	1258.83	1252.93
"tcruzi-507069"	1742.13	1516.79
"tcruzi-508286"	102.39	91.41
"tcruzi-508548"	102.95	126.39
"tcruzi-508913"	121.92	139.06
"tcruzi-510466"	66.68	79.64
"tcruzi-510708"	121	75.8
"tcruzi-515028"	71.35	80.21
"tcruzi-515064"	69.35	71.3
"tcruzi-516497"	196.21	144.3
"tcruzi-517856"	245.7	289.29
"tcruzi-519979"	212.56	321.94
"tcruzi-520979"	3182.74	2672.6
"tcruzi-520981"	814	958.85
"tcruzi-520982"	1086.67	976.54
"tcruzi-522243"	467.06	362.19
"tcruzi-523225"	976.54	971.8
"tcruzi-525159"	159.4	137.41
"tcruzi-52591"	114.88	148.33
"tcruzi-52708"	69.01	79.92
"tcruzi-528887"	1942.2	1759.18
"tcruzi-530566"	456.79	477.96
"tcruzi-530783"	985.18	1059.1
"tcruzi-530784"	971.8	888.78
"tcruzi-530932"	119.81	119.45
"tcruzi-531613"	65.05	67.4
"tcruzi-532688"	92.46	93.59
"tcruzi-532880"	158.03	185.67
"tcruzi-53523"	86.59	103.72
"tcruzi-537813"	80.71	79.02
"tcruzi-53827"	64.9	57.93
"tcruzi-539417"	199.4	140.55
"tcruzi-540384"	88.23	109.52
"tcruzi-54198"	349.34	414.28
"tcruzi-5424"	157.83	134.63
"tcruzi-542650"	410.25	405.16
"tcruzi-542992"	89.88	88.29
"tcruzi-543690"	91.26	92.3
"tcruzi-544038"	208.14	240.82
"tcruzi-544268"	265.27	159.48
"tcruzi-544602"	76.6	74.75
"tcruzi-544987"	107.44	112.74
"tcruzi-545560"	116.48	76.26
"tcruzi-547106"	60.09	63.48
"tcruzi-547440"	65.32	77.26
"tcruzi-55058"	144.98	151.91
"tcruzi-551394"	72.94	72.02
"tcruzi-551918"	78.15	61.01
"tcruzi-553195"	75.16	93.69
"tcruzi-553524"	205.75	186.58
"tcruzi-554259"	552.81	327.73
"tcruzi-554406"	111.14	112.59
"tcruzi-554736"	73.58	71.56
"tcruzi-555434"	65.24	65.3
"tcruzi-555845"	66.27	67.03
"tcruzi-558143"	1182.87	1133.5
"tcruzi-561038"	380.64	296.56
"tcruzi-56112"	174.93	156.38
"tcruzi-561297"	91.38	83.58
"tcruzi-561864"	482.94	445.96
"tcruzi-562187"	485.12	582.93
"tcruzi-56254"	118.87	135.74
"tcruzi-565792"	183.06	139.39
"tcruzi-567601"	113.6	122.17
"tcruzi-567738"	76.9	54.99
"tcruzi-568393"	147.23	119.26
"tcruzi-570165"	115.42	141.88
"tcruzi-572435"	75.46	76.81
"tcruzi-574963"	60.44	49.41
"tcruzi-575796"	50.75	55.12
"tcruzi-575800"	214.93	169.7
"tcruzi-576045"	77.93	85.59
"tcruzi-576835"	1204.38	1216.6
"tcruzi-577434"	220.4	160.81
"tcruzi-577456"	723	650.32
"tcruzi-578766"	165.35	201.75
"tcruzi-579053"	305.94	258.91
"tcruzi-579132"	353.91	370.97
"tcruzi-579265"	123.81	118.76
"tcruzi-579521"	267.82	295.4
"tcruzi-579522"	331.51	307.55
"tcruzi-579557"	559.24	391.01
"tcruzi-579562"	215.31	236.79
"tcruzi-579563"	195.46	187.85
"tcruzi-579737"	65.62	62.43
"tcruzi-579777"	100.81	87.38
"tcruzi-579975"	155.39	118.02
"tcruzi-579976"	286.54	188.9
"tcruzi-580623"	141.77	152.52
"tcruzi-58173"	182.5	192.4
"tcruzi-583217"	97.98	82.01
"tcruzi-58355"	112.47	86.28
"tcruzi-584814"	61.35	61.79
"tcruzi-584833"	105.89	133.51
"tcruzi-585970"	49.2	85.94
"tcruzi-587694"	67.6	86.97
"tcruzi-587811"	120.01	110.88
"tcruzi-588332"	110.1	110.19
"tcruzi-588625"	114.68	128.3
"tcruzi-589049"	118.67	167.96
"tcruzi-589178"	164.2	179.14
"tcruzi-590219"	68.43	58.42
"tcruzi-590383"	62.53	62.2
"tcruzi-593291"	911.27	884.49
"tcruzi-593486"	131.92	129.66
"tcruzi-595207"	74.82	97.49
