"Reporter Name"	"US_PO_normalizedData_r1"	"US_PO_normalizedData_r2"
"tcruzi-2116871"	57.47	80.45
"tcruzi-2116891"	776.96	813.03
"tcruzi-2117979"	251.36	258.86
"tcruzi-2122439"	51.77	62.5
"tcruzi-2124577"	5949.26	4629.46
"tcruzi-2126107"	4063.77	4298.09
"tcruzi-2127130"	426.11	409.47
"tcruzi-2127327"	148.56	148.17
"tcruzi-2127764"	395.76	382.01
"tcruzi-2128434"	178.15	164.88
"tcruzi-2128759"	1956.1	1939.52
"tcruzi-2129008"	80.2	50.48
"tcruzi-2129358"	425.88	446.07
"tcruzi-2129395"	217.95	193.08
"tcruzi-2130902"	90.52	101.44
"tcruzi-2134057"	304.61	526.38
"tcruzi-2134771"	83	80.51
"tcruzi-2135571"	36287.97	43774.71
"tcruzi-2135592"	150.98	140.37
"tcruzi-2135718"	26146.52	27208.39
"tcruzi-2135719"	30089.3	29488.82
"tcruzi-2135720"	33819.07	32354.03
"tcruzi-2135721"	36467.55	33984.91
"tcruzi-2135727"	27922.99	28636.65
"tcruzi-2135842"	180.06	179.92
"tcruzi-2136080"	110.54	110.91
"tcruzi-2136315"	177.44	231.11
"tcruzi-2136687"	171.08	143.34
"tcruzi-2137578"	151.15	143.92
"tcruzi-2137686"	22363.58	21477.72
"tcruzi-2137746"	106.64	110.85
"tcruzi-2138124"	283.59	214.46
"tcruzi-2138774"	108.93	149.16
"tcruzi-2138904"	133.2	124.88
"tcruzi-2138932"	115.79	117.13
"tcruzi-2140691"	45.77	43.89
"tcruzi-2141424"	1597.64	2054.59
"tcruzi-2142430"	186.43	171.57
"tcruzi-2143640"	127.16	109.41
"tcruzi-2143808"	230.16	255.77
"tcruzi-2144371"	200.44	102.23
"tcruzi-2144583"	153.37	176.54
"tcruzi-2144867"	116.9	100
"tcruzi-2145600"	31084.85	34506.11
"tcruzi-2145603"	1276.22	1416.05
"tcruzi-2145853"	159.84	167.84
"tcruzi-2147923"	218.74	204.38
"tcruzi-2150939"	712.78	723.03
"tcruzi-2152264"	603.97	314.45
"tcruzi-2153658"	114.84	109.06
"tcruzi-2154032"	42432.87	34803.92
"tcruzi-2154949"	115.44	114.97
"tcruzi-2155463"	146.03	107.52
"tcruzi-2157264"	30944.24	32004.95
"tcruzi-2157265"	37618.92	37182.5
"tcruzi-2157267"	28776.08	28776.08
"tcruzi-2160604"	98.87	99.79
"tcruzi-2161980"	142.7	131.26
"tcruzi-21625"	18876.69	19477.55
"tcruzi-2170091"	59.25	84.6
"tcruzi-2170429"	1825.7	1700.97
"tcruzi-2172881"	46.85	48.74
"tcruzi-2174300"	119.68	110.05
"tcruzi-2175519"	82.9	129.82
"tcruzi-2176176"	135.4	151.26
"tcruzi-2176552"	38964.14	39738.19
"tcruzi-2176553"	43354.86	40674.55
"tcruzi-2176554"	39424.39	40061.71
"tcruzi-2176555"	43853.02	41195.73
"tcruzi-2176556"	43041.6	44510.88
"tcruzi-2176557"	34307.3	37710.98
"tcruzi-2177050"	227.64	215.83
"tcruzi-2177500"	287.36	237.73
"tcruzi-2177889"	131.26	112.5
"tcruzi-217891"	131.67	122.59
"tcruzi-2180310"	188.63	195.02
"tcruzi-2180657"	195.61	152.25
"tcruzi-2181754"	593.32	593.32
"tcruzi-2182633"	176.34	127.79
"tcruzi-2183005"	1185.68	817.93
"tcruzi-2184058"	47.53	46.17
"tcruzi-2185919"	278.57	196.14
"tcruzi-2187424"	181.26	149.16
"tcruzi-2187515"	203.6	237.52
"tcruzi-2187865"	69.86	70.86
"tcruzi-2188395"	237.61	223.11
"tcruzi-2190958"	361.8	471.69
"tcruzi-2191246"	150.44	145.6
"tcruzi-2191248"	71.52	87.57
"tcruzi-2192265"	114.77	94.31
"tcruzi-2192700"	5386.22	4989.95
"tcruzi-2193493"	41401.34	40949.59
"tcruzi-2193862"	94.13	75.97
"tcruzi-2196549"	112.65	106.64
"tcruzi-2196936"	389.23	394.58
"tcruzi-2198166"	200.94	238.24
"tcruzi-2198200"	567.87	574.45
"tcruzi-2198779"	111.45	132.87
"tcruzi-2199079"	162.23	163.45
"tcruzi-2199635"	103.95	95.35
"tcruzi-2199754"	163.9	173.66
"tcruzi-2202233"	6428.15	7358.72
"tcruzi-2202501"	19791.38	20274.42
"tcruzi-2202502"	19600.45	20851.91
"tcruzi-2202503"	20395.4	20942.74
"tcruzi-220259"	750.58	441.88
"tcruzi-2203388"	66.28	57.52
"tcruzi-2205495"	90.7	107.06
"tcruzi-2205715"	4565.9	4667.25
"tcruzi-2206866"	331.19	461.7
"tcruzi-2213317"	45551.62	44618.64
"tcruzi-2214464"	96.37	129.28
"tcruzi-2215700"	683.2	876.93
"tcruzi-2217759"	1786.07	2026.98
"tcruzi-2217977"	178.05	153.07
"tcruzi-2218148"	67.58	77.77
"tcruzi-2219427"	4490.92	4490.92
"tcruzi-2219977"	10735	9770.66
"tcruzi-2219978"	7180.76	8337.39
"tcruzi-2220710"	1372.49	1396.86
"tcruzi-2221017"	638.44	644.66
"tcruzi-222222"	869.13	1006.68
"tcruzi-22236"	1006.68	1020.48
"tcruzi-2224251"	111.51	156.21
"tcruzi-2224378"	123.26	142.1
"tcruzi-2227134"	469.71	410.24
"tcruzi-2227544"	359.22	423.18
"tcruzi-2227572"	292.55	236.37
"tcruzi-2227945"	79.77	101.54
"tcruzi-2231789"	18351.86	17855.89
"tcruzi-2235193"	99.86	106.42
"tcruzi-2235464"	116.73	103.96
"tcruzi-2237433"	99.58	99.38
"tcruzi-2237698"	165.14	94.82
"tcruzi-2238388"	81.28	92.96
"tcruzi-2238412"	331.59	333.67
"tcruzi-223855"	934.06	1218.66
"tcruzi-223954"	337.94	361.8
"tcruzi-223973"	2678.35	2758.58
"tcruzi-2241375"	12225.49	12521.91
"tcruzi-2241485"	60.34	67.15
"tcruzi-22421"	707.85	735.69
"tcruzi-2243261"	154.99	146.12
"tcruzi-2244082"	71.52	55.34
"tcruzi-2244555"	101.24	71.16
"tcruzi-2244562"	86.66	109.99
"tcruzi-2245558"	226.41	238.96
"tcruzi-2247874"	254.13	265.08
"tcruzi-2248251"	677.37	756.3
"tcruzi-22486"	94.91	84.3
"tcruzi-2250233"	3942.46	3442.08
"tcruzi-2250349"	123.92	101.1
"tcruzi-2250450"	832.42	648.76
"tcruzi-2252754"	242.1	201.43
"tcruzi-2254626"	26450.76	26600.34
"tcruzi-2255082"	79.12	76.99
"tcruzi-2256731"	82.46	93.09
"tcruzi-2257025"	101.58	96.99
"tcruzi-2257207"	120.71	121.09
"tcruzi-2258700"	85.86	83.96
"tcruzi-2258979"	390.63	513.89
"tcruzi-2259631"	129.46	133.92
"tcruzi-225974"	171.9	139.46
"tcruzi-2261926"	212.21	211.95
"tcruzi-2266201"	125.76	126.89
"tcruzi-2266689"	419.89	425.88
"tcruzi-2267139"	115.54	128.84
"tcruzi-2268884"	76.53	71.77
"tcruzi-2269312"	69.15	70.14
"tcruzi-2270124"	77.49	81.62
"tcruzi-2270394"	148.92	66.55
"tcruzi-2272111"	87.85	90.94
"tcruzi-22732"	203.19	182.46
"tcruzi-2273770"	228.72	166.45
"tcruzi-2273947"	872.46	399.36
"tcruzi-2275122"	89.87	75.78
"tcruzi-2275554"	101.48	122.32
"tcruzi-2275941"	264.71	271.91
"tcruzi-2276219"	225.66	214.3
"tcruzi-2279196"	3886.04	4030.77
"tcruzi-2279613"	161.49	157.07
"tcruzi-2280367"	309.28	326.19
"tcruzi-2281830"	274.44	227.64
"tcruzi-2282105"	993.17	879.11
"tcruzi-2283040"	1128.12	1607.4
"tcruzi-2283330"	138.79	138.14
"tcruzi-2284503"	2104.29	2234.29
"tcruzi-2285042"	222.09	178.05
"tcruzi-2285782"	117.4	124.82
"tcruzi-2287211"	330.62	325.2
"tcruzi-2287228"	140.96	191.4
"tcruzi-2288363"	5679.07	5980.13
"tcruzi-2288637"	33544.38	32638.58
"tcruzi-2288814"	524.31	562.11
"tcruzi-2289593"	293.04	307.46
"tcruzi-229055"	218.13	221.24
"tcruzi-229203"	77.37	68.15
"tcruzi-229248"	87.66	83.46
"tcruzi-2293232"	187.05	171.38
"tcruzi-2294678"	204.56	183.48
"tcruzi-2294769"	620.17	553.9
"tcruzi-2295311"	147.85	118.42
"tcruzi-229623"	195.97	225.66
"tcruzi-2296961"	157.95	148.44
"tcruzi-2299286"	198.17	155.29
"tcruzi-2299312"	136.34	146.26
"tcruzi-2301315"	295.55	486.28
"tcruzi-2301738"	86.81	98.31
"tcruzi-2303514"	57.93	84.17
"tcruzi-2303665"	127.6	122.04
"tcruzi-2304527"	862.68	767.53
"tcruzi-230518"	106.57	110.26
"tcruzi-23056"	97.74	11183.68
"tcruzi-2307815"	127.66	120.87
"tcruzi-2307816"	62.36	54.56
"tcruzi-2310127"	233.95	268.68
"tcruzi-231078"	177.92	177.44
"tcruzi-2311733"	49.13	62.07
"tcruzi-2311845"	189.86	308.43
"tcruzi-2312442"	55.94	48.92
"tcruzi-2313366"	146.31	136.62
"tcruzi-2313542"	171.9	137.38
"tcruzi-2315109"	147.37	153.65
"tcruzi-2316235"	553.9	584.82
"tcruzi-2316649"	64.8	66.71
"tcruzi-2316946"	220.2	208.3
"tcruzi-2317502"	83.72	76.18
"tcruzi-2318412"	76.53	84.3
"tcruzi-2319671"	397.99	383.5
"tcruzi-2320091"	235.09	198.48
"tcruzi-2322954"	293.45	219.23
"tcruzi-2323777"	193.08	189.96
"tcruzi-2324600"	1123.74	1245.23
"tcruzi-23252"	86.03	60.08
"tcruzi-2327177"	83.31	85.68
"tcruzi-2328847"	52.94	52.89
"tcruzi-2329047"	172.71	149.16
"tcruzi-2329132"	77.22	100.28
"tcruzi-2330316"	67.83	61.4
"tcruzi-233077"	97.74	110.6
"tcruzi-233136"	73.39	66.02
"tcruzi-2332183"	457.1	254.79
"tcruzi-2332354"	174.97	183.61
"tcruzi-233240"	78.73	89.14
"tcruzi-2335809"	137.27	108.93
"tcruzi-2336569"	189.27	192.71
"tcruzi-2336645"	1189.73	1023.34
"tcruzi-2337081"	114.7	87.99
"tcruzi-2338604"	230.3	237.14
"tcruzi-234028"	66.9	64.56
"tcruzi-2340421"	125.25	138.05
"tcruzi-2341025"	112.06	663.76
"tcruzi-2341179"	84.52	107.35
"tcruzi-2341713"	59.69	75.44
"tcruzi-2342238"	187.77	186.97
"tcruzi-2346073"	162.83	140.61
"tcruzi-2346145"	404.02	372.03
"tcruzi-2346654"	573.54	613.61
"tcruzi-2347671"	3020.7	2625.89
"tcruzi-2347705"	135.46	144.36
"tcruzi-2349059"	180.88	168.46
"tcruzi-234997"	180.63	157.72
"tcruzi-235108"	130.99	133.1
"tcruzi-2351337"	132.87	113.23
"tcruzi-2351875"	124.62	140.68
"tcruzi-2352822"	87.56	85.35
"tcruzi-2352955"	202.7	187.77
"tcruzi-2354210"	890.95	1407.21
"tcruzi-2356436"	656.64	617.92
"tcruzi-2358787"	73.7	78.42
"tcruzi-2361086"	88.09	69.94
"tcruzi-2361555"	61.34	53.23
"tcruzi-2361755"	149.27	164.46
"tcruzi-2364776"	368.99	253.62
"tcruzi-2365525"	101.97	86.81
"tcruzi-2365566"	826.41	848.85
"tcruzi-2366253"	296.48	251.19
"tcruzi-2369637"	1666.6	588.55
"tcruzi-2369815"	68.49	63.61
"tcruzi-2370676"	74.9	77.53
"tcruzi-237241"	139.78	164.27
"tcruzi-2374197"	413.61	374.15
"tcruzi-2374199"	160.58	152.39
"tcruzi-2376403"	154.24	178.52
"tcruzi-2376504"	795.7	504.97
"tcruzi-2377187"	82.19	88.82
"tcruzi-2378066"	1075.79	1080.22
"tcruzi-2378352"	42766.89	43171.16
"tcruzi-2379397"	542.3	510.35
"tcruzi-237978"	147.47	208.55
"tcruzi-237979"	688.26	387.68
"tcruzi-2381715"	104.95	136.53
"tcruzi-2381730"	991.02	1001.06
"tcruzi-2382370"	159.48	150.29
"tcruzi-2383464"	152.96	218.26
"tcruzi-2383942"	64.42	82.5
"tcruzi-2385019"	606.98	351.73
"tcruzi-2385210"	73.09	69.7
"tcruzi-2385549"	1143.06	1348.09
"tcruzi-238736"	88.33	66.96
"tcruzi-2387607"	252.77	250.32
"tcruzi-2387631"	160.45	172.8
"tcruzi-2388454"	456.1	365.07
"tcruzi-2388787"	309.99	228.57
"tcruzi-2390828"	63.78	67.66
"tcruzi-2393148"	126.62	100.16
"tcruzi-2395876"	3474.52	3380.47
"tcruzi-2396913"	151.36	149.6
"tcruzi-2397550"	99.79	123.54
"tcruzi-2398360"	411.54	412.7
"tcruzi-2399274"	96.81	106.58
"tcruzi-2400607"	76.03	78.35
"tcruzi-2403447"	279.66	291.82
"tcruzi-2403959"	104.12	110.73
"tcruzi-2404039"	201.67	163.11
"tcruzi-2404537"	228.26	281.48
"tcruzi-2404848"	90.28	116.16
"tcruzi-2406171"	81.73	104.65
"tcruzi-2408119"	191.24	167.48
"tcruzi-2408462"	10423.94	12735.84
"tcruzi-2408529"	348.61	256.37
"tcruzi-2408978"	282.51	264.06
"tcruzi-2410122"	106.42	111.04
"tcruzi-2410199"	535.36	621.81
"tcruzi-2412108"	32740.42	32524.15
"tcruzi-2413044"	195.02	208.71
"tcruzi-2414595"	108.52	99.3
"tcruzi-2416708"	174.17	161.49
"tcruzi-2417325"	68.68	71.89
"tcruzi-2418530"	509.56	504.12
"tcruzi-2418873"	478.38	467.07
"tcruzi-2421948"	97.32	87.78
"tcruzi-2422307"	181.09	124.72
"tcruzi-2422858"	256.37	181.13
"tcruzi-2423643"	492.69	392.52
"tcruzi-2424368"	92.32	106.8
"tcruzi-2425138"	80.66	68.38
"tcruzi-2425165"	159.6	141.79
"tcruzi-2426358"	65.94	51.68
"tcruzi-2427516"	70.28	72.28
"tcruzi-2428353"	6938.21	6849.22
"tcruzi-2428376"	139.21	116.52
"tcruzi-2429145"	122.52	87.93
"tcruzi-242988"	397.53	356.15
"tcruzi-2432344"	338.33	328.49
"tcruzi-2432477"	99.58	85.98
"tcruzi-2433061"	58.04	66.37
"tcruzi-2433116"	41.67	65.08
"tcruzi-2433789"	2886.66	3496.66
"tcruzi-243494"	441.88	550.04
"tcruzi-2440169"	65.62	60.08
"tcruzi-244018"	12440.93	11332.39
"tcruzi-2440193"	176.9	150.87
"tcruzi-244401"	396.4	331.59
"tcruzi-245971"	94.55	78.86
"tcruzi-246252"	158.5	127.34
"tcruzi-246949"	130.07	138.22
"tcruzi-247051"	273.34	274.25
"tcruzi-248074"	221.76	202.67
"tcruzi-249151"	156.91	140.92
"tcruzi-249335"	118.11	100.48
"tcruzi-249811"	105.83	77.46
"tcruzi-250856"	145.17	189.27
"tcruzi-251241"	170.47	268.91
"tcruzi-253006"	155.89	140.14
"tcruzi-255964"	93.91	140.76
"tcruzi-256007"	284.61	241.95
"tcruzi-256008"	220.87	212.92
"tcruzi-256869"	226.82	197.11
"tcruzi-258313"	77.62	93.3
"tcruzi-258318"	4015.84	3993.87
"tcruzi-258364"	82.64	95.27
"tcruzi-260308"	398.36	427.6
"tcruzi-261430"	6520.07	5386.22
"tcruzi-261828"	118.62	79.89
"tcruzi-263400"	245.67	187.13
"tcruzi-264052"	245.35	243.53
"tcruzi-264415"	517.51	509.56
"tcruzi-266346"	1045.82	903.75
"tcruzi-267196"	87.24	128.25
"tcruzi-267611"	407.09	402.93
"tcruzi-267775"	106.8	109.56
"tcruzi-268376"	242.1	259.74
"tcruzi-268794"	173.06	122.52
"tcruzi-270200"	2758.58	2678.35
"tcruzi-270223"	879.11	795.7
"tcruzi-272138"	132.37	135.4
"tcruzi-2759"	161.79	123.92
"tcruzi-277514"	221.44	157.62
"tcruzi-278362"	507.04	496.08
"tcruzi-279424"	3334.56	3298.43
"tcruzi-280704"	491.25	521.11
"tcruzi-281850"	115.72	142
"tcruzi-282436"	502.72	489.91
"tcruzi-282791"	132.74	92.93
"tcruzi-282971"	69.47	68.29
"tcruzi-283333"	134.53	69.86
"tcruzi-28344"	219.38	215.45
"tcruzi-283492"	8649.07	7428.38
"tcruzi-28355"	74.09	82.13
"tcruzi-286265"	37564.29	37115.14
"tcruzi-286748"	231.63	267.3
"tcruzi-286950"	158.29	114.15
"tcruzi-287527"	68.29	83
"tcruzi-29043"	84.72	92.72
"tcruzi-290694"	459.98	335.94
"tcruzi-291224"	389.66	332.59
"tcruzi-291485"	403.42	372.73
"tcruzi-292975"	3534.37	3632.14
"tcruzi-293135"	113.44	150.2
"tcruzi-293366"	631.26	734.24
"tcruzi-295883"	149.54	152.47
"tcruzi-2980"	54.96	46.38
"tcruzi-300253"	45.25	73.87
"tcruzi-301742"	134.81	105.75
"tcruzi-306505"	128.09	142.35
"tcruzi-306822"	108.37	89.69
"tcruzi-307143"	335.51	919.84
"tcruzi-308135"	1059.58	1173.42
"tcruzi-309611"	302.84	256.09
"tcruzi-310796"	324.59	350.78
"tcruzi-311603"	33395.08	37915.57
"tcruzi-312532"	94.49	112.35
"tcruzi-313446"	146.81	136.3
"tcruzi-313673"	703.54	862.68
"tcruzi-313725"	89.63	78.66
"tcruzi-314250"	12170.18	12369.36
"tcruzi-314552"	1234.48	1139.52
"tcruzi-315654"	621.81	668.43
"tcruzi-316056"	52661.73	52867.12
"tcruzi-317099"	47000.9	46365.85
"tcruzi-317102"	53976.76	52661.73
"tcruzi-317103"	52027.53	53976.76
"tcruzi-317138"	55232.44	53500.32
"tcruzi-317139"	742.04	758.64
"tcruzi-317140"	50469.86	50359.36
"tcruzi-317142"	54269.57	53750.26
"tcruzi-317143"	53200.69	51180.4
"tcruzi-317144"	52487.6	51667.76
"tcruzi-317147"	46510.8	49226.02
"tcruzi-317148"	35813.84	37472.96
"tcruzi-317149"	50903.78	50903.78
"tcruzi-317150"	48166.26	48046.73
"tcruzi-317278"	48958.61	47800.79
"tcruzi-317279"	50359.36	51495.86
"tcruzi-317280"	56673.9	54269.57
"tcruzi-317281"	51180.4	50113.04
"tcruzi-317282"	49226.02	49765.71
"tcruzi-317283"	44780.82	45551.62
"tcruzi-317560"	329.04	414.11
"tcruzi-318517"	379.82	314
"tcruzi-319786"	516.71	527.33
"tcruzi-320477"	851.2	859.79
"tcruzi-320998"	276.03	316.32
"tcruzi-322542"	81.51	90.05
"tcruzi-324278"	237.73	216.95
"tcruzi-324860"	1416.05	1683.38
"tcruzi-325766"	75.52	74.61
"tcruzi-327604"	195.3	166.01
"tcruzi-328667"	220.68	257.75
"tcruzi-3292"	19019.67	19019.67
"tcruzi-329893"	613.61	402.31
"tcruzi-331489"	205.65	189.86
"tcruzi-331891"	181.64	133.2
"tcruzi-332433"	320.97	277.74
"tcruzi-332766"	343.27	326.5
"tcruzi-333623"	410.24	379.82
"tcruzi-33515"	83.56	96.92
"tcruzi-336373"	82.28	93.24
"tcruzi-337005"	1034.6	900.44
"tcruzi-338805"	463.81	491.25
"tcruzi-340219"	176.75	175.68
"tcruzi-340885"	89.57	74.22
"tcruzi-342660"	476.13	551.56
"tcruzi-342847"	162.06	157.9
"tcruzi-342906"	339.35	416.65
"tcruzi-343249"	80.45	85.86
"tcruzi-344077"	1407.21	1502.87
"tcruzi-345179"	51495.86	49544.07
"tcruzi-345180"	47800.79	49028.96
"tcruzi-345181"	52217.34	51348.77
"tcruzi-345240"	151.26	161.71
"tcruzi-345297"	74.25	59.14
"tcruzi-345564"	128.94	154.99
"tcruzi-347883"	179.92	130.76
"tcruzi-348025"	74.73	69.47
"tcruzi-348287"	602.08	404.02
"tcruzi-349455"	27208.39	27823.91
"tcruzi-349467"	97.05	103.6
"tcruzi-349513"	85.77	68.65
"tcruzi-349669"	409.47	391.96
"tcruzi-351"	16257.22	14933.59
"tcruzi-351703"	1583.78	1597.64
"tcruzi-354442"	184.89	169.44
"tcruzi-354582"	43.89	43.44
"tcruzi-354604"	201.84	268.38
"tcruzi-356867"	172.23	184.81
"tcruzi-357781"	262.26	235.6
"tcruzi-358622"	91.07	97.81
"tcruzi-359000"	738.71	707.85
"tcruzi-361017"	132.09	234.64
"tcruzi-361879"	208.39	186.52
"tcruzi-362051"	572.32	636.84
"tcruzi-36290"	68.05	47.19
"tcruzi-363383"	46.38	57.77
"tcruzi-363530"	57.34	94.34
"tcruzi-363823"	472.72	498.66
"tcruzi-364501"	19122.31	10290.45
"tcruzi-365634"	2381.76	2289.36
"tcruzi-365933"	29518.27	27922.99
"tcruzi-367081"	3773.54	3910.85
"tcruzi-367638"	167.84	138.88
"tcruzi-369504"	302.58	323.86
"tcruzi-369828"	146.54	131.18
"tcruzi-369970"	118.89	107.15
"tcruzi-371459"	78.98	79.02
"tcruzi-371493"	2987.03	3001.85
"tcruzi-372224"	77.92	73.98
"tcruzi-373636"	94.34	107.35
"tcruzi-37373"	140.65	104.33
"tcruzi-375533"	125.41	145.22
"tcruzi-376192"	310.79	330.1
"tcruzi-37894"	70.83	71.47
"tcruzi-379236"	113.8	130.61
"tcruzi-379764"	12018.83	9690.16
"tcruzi-380088"	102.47	111.16
"tcruzi-380091"	37915.57	36636.33
"tcruzi-380580"	584.82	750.58
"tcruzi-380760"	75.78	74.09
"tcruzi-381201"	92.75	107.97
"tcruzi-381260"	465.73	564.5
"tcruzi-381701"	53.85	79.27
"tcruzi-382653"	107.71	107.8
"tcruzi-382823"	25691.27	26054.09
"tcruzi-383087"	109.85	112.06
"tcruzi-383189"	75.69	86.93
"tcruzi-384286"	801.25	660.84
"tcruzi-385381"	30581.33	35953.05
"tcruzi-385873"	915.65	774.09
"tcruzi-387261"	231.46	216.79
"tcruzi-388922"	252.26	249.86
"tcruzi-389018"	368.3	204.91
"tcruzi-391010"	840.3	769.54
"tcruzi-391288"	65.3	167.72
"tcruzi-391522"	74.4	96.76
"tcruzi-39216"	113.94	196.65
"tcruzi-392291"	78.47	61.69
"tcruzi-392976"	123.82	87.01
"tcruzi-395301"	2091.6	1919.92
"tcruzi-397038"	133.5	90.58
"tcruzi-398112"	1616.67	1676.8
"tcruzi-39860"	268.91	295.02
"tcruzi-400658"	90.05	106.35
"tcruzi-400816"	71.61	64.32
"tcruzi-40101"	379.01	379.01
"tcruzi-403085"	116.16	114.84
"tcruzi-40353"	588.55	656.64
"tcruzi-40405"	336.41	395.76
"tcruzi-404784"	66.61	81.51
"tcruzi-406904"	33342.12	32174.38
"tcruzi-4076"	48.55	58.14
"tcruzi-407754"	26600.34	30468.94
"tcruzi-408612"	90.97	96.58
"tcruzi-408933"	173.55	177.8
"tcruzi-412569"	51.68	86.17
"tcruzi-412945"	6799.8	7460.92
"tcruzi-415751"	151.6	154.24
"tcruzi-415885"	81.62	79.7
"tcruzi-418371"	271.91	277.46
"tcruzi-419128"	28909.02	29124.79
"tcruzi-423599"	139.55	156.96
"tcruzi-423636"	119.56	137.84
"tcruzi-424132"	3038.88	3182.84
"tcruzi-42465"	107.58	129.89
"tcruzi-425456"	107.15	115.72
"tcruzi-425507"	214.46	203.07
"tcruzi-426565"	43.44	52.14
"tcruzi-426582"	201.43	189.18
"tcruzi-428450"	23050.37	25748.37
"tcruzi-431111"	167.31	179.92
"tcruzi-433165"	564.5	654.48
"tcruzi-434798"	85.27	72.07
"tcruzi-436760"	142.83	112.65
"tcruzi-43795"	1459.4	1624.33
"tcruzi-438343"	73.87	73.79
"tcruzi-43847"	2963.96	2846.83
"tcruzi-438589"	362.18	337.94
"tcruzi-438853"	162.54	148.3
"tcruzi-439416"	931.21	560.85
"tcruzi-440301"	206.35	212.79
"tcruzi-441154"	397.01	459.98
"tcruzi-442077"	236.37	300.18
"tcruzi-442775"	111.1	93.87
"tcruzi-443846"	8695.35	12225.49
"tcruzi-445326"	85.1	58.25
"tcruzi-447214"	547.45	511.61
"tcruzi-447346"	125.57	98.98
"tcruzi-448312"	89.94	79.09
"tcruzi-450272"	137.49	125.76
"tcruzi-45055"	154.5	185.65
"tcruzi-45274"	440.67	632.73
"tcruzi-453379"	65.62	62.93
"tcruzi-454281"	241.73	272.18
"tcruzi-456082"	134	162.54
"tcruzi-459822"	160.94	182.61
"tcruzi-46089"	104.65	94.22
"tcruzi-462047"	17389.86	18279.45
"tcruzi-462951"	392.52	421.27
"tcruzi-464026"	146.64	123.78
"tcruzi-464774"	94	57.85
"tcruzi-465191"	121.13	132.95
"tcruzi-465647"	562.11	521.92
"tcruzi-467386"	604.91	765.36
"tcruzi-468191"	143.34	157.17
"tcruzi-468305"	560.85	608.66
"tcruzi-468986"	624.84	784.85
"tcruzi-469164"	298.98	138.79
"tcruzi-469561"	316.32	425.13
"tcruzi-469996"	130.69	117.23
"tcruzi-470751"	88.46	117.31
"tcruzi-470944"	144.48	171.57
"tcruzi-471512"	90.36	100.44
"tcruzi-473384"	83.46	76.44
"tcruzi-473479"	261.38	285.12
"tcruzi-47363"	47537.69	47663.88
"tcruzi-47364"	48840.48	46510.8
"tcruzi-47365"	47934.29	48840.48
"tcruzi-47367"	36371.32	36798.01
"tcruzi-47368"	45819.41	45819.41
"tcruzi-47379"	46906.64	43324
"tcruzi-475171"	296.65	244.92
"tcruzi-480414"	71.02	82.64
"tcruzi-480672"	204.17	251.36
"tcruzi-481792"	70.83	54.56
"tcruzi-485109"	75.01	76.1
"tcruzi-48560"	899.03	840.3
"tcruzi-490325"	110.05	130.44
"tcruzi-490618"	125.86	125.89
"tcruzi-491185"	99.76	103.75
"tcruzi-491214"	116.16	97.38
"tcruzi-491452"	44289.4	43694.22
"tcruzi-491639"	41062.1	41305.34
"tcruzi-491641"	40142.1	39598.54
"tcruzi-491642"	39598.54	38101.72
"tcruzi-491647"	38020.43	38697.11
"tcruzi-491672"	39062.87	37404.91
"tcruzi-491710"	36636.33	35717.03
"tcruzi-491711"	42840.72	41132.78
"tcruzi-491724"	38195.89	30944.24
"tcruzi-492507"	18178.6	18459.71
"tcruzi-493359"	124.45	127.94
"tcruzi-493503"	99.98	79.33
"tcruzi-496904"	127.52	119.68
"tcruzi-49733"	142.15	135.87
"tcruzi-49734"	35475.04	34116.71
"tcruzi-498810"	70.38	53.93
"tcruzi-49967"	69.39	73.27
"tcruzi-50169"	149.8	160.45
"tcruzi-504094"	76.24	69.64
"tcruzi-505362"	824.2	1004.02
"tcruzi-507007"	3182.84	3410.15
"tcruzi-507069"	267.09	307.08
"tcruzi-508286"	147.2	158.17
"tcruzi-508548"	208.55	223.87
"tcruzi-508913"	1895.68	2104.29
"tcruzi-510466"	87.56	74.54
"tcruzi-510708"	101.87	91.93
"tcruzi-515028"	89.42	86.39
"tcruzi-515064"	133.3	154.39
"tcruzi-516497"	138.05	171.82
"tcruzi-517856"	194.78	201.98
"tcruzi-519979"	283.33	300.58
"tcruzi-520979"	20694.42	21228.78
"tcruzi-520981"	16466.12	14556.34
"tcruzi-520982"	16327.77	14498.23
"tcruzi-522243"	760.84	819.92
"tcruzi-523225"	179.65	159.96
"tcruzi-525159"	10988.57	6520.07
"tcruzi-52591"	174.73	192.36
"tcruzi-52708"	89.69	84.06
"tcruzi-528887"	14036.03	15350.31
"tcruzi-530566"	390.22	386.1
"tcruzi-530783"	6295.02	6341.04
"tcruzi-530784"	5228.85	5140.78
"tcruzi-530932"	120.93	144.36
"tcruzi-531613"	59.08	127.47
"tcruzi-532688"	122.68	101.32
"tcruzi-532880"	1806.65	1832.61
"tcruzi-53523"	214.3	230.23
"tcruzi-537813"	101.03	96.81
"tcruzi-53827"	50.88	48.04
"tcruzi-539417"	308.81	378.03
"tcruzi-540384"	135.98	107.52
"tcruzi-54198"	18095.26	16466.12
"tcruzi-5424"	249	213.34
"tcruzi-542650"	434.35	347.93
"tcruzi-542992"	121.81	104.45
"tcruzi-543690"	115.31	116.67
"tcruzi-544038"	5742.02	6085.76
"tcruzi-544268"	360.01	365.68
"tcruzi-544602"	1381.46	1578.81
"tcruzi-544987"	197.86	226.64
