"Reporter Name"	"BR_PO_normalizedData_r1"	"BR_PO_normalizedData_r2"
"tcruzi-2126107"	7130.1	6661.89
"tcruzi-2127130"	219.58	374.86
"tcruzi-2127327"	478.38	390.63
"tcruzi-2127764"	617.92	557.29
"tcruzi-2128434"	74.83	87.21
"tcruzi-2128759"	2649.21	2572.86
"tcruzi-2129008"	55.85	72.71
"tcruzi-2129358"	356.15	205.92
"tcruzi-2129395"	64.99	100.79
"tcruzi-2130902"	83.51	80.88
"tcruzi-2134057"	172.52	171.98
"tcruzi-2134771"	68.77	65.22
"tcruzi-2135571"	44289.4	44780.82
"tcruzi-2135592"	109.56	116.27
"tcruzi-2135718"	24767.73	18876.69
"tcruzi-2135719"	41195.73	41195.73
"tcruzi-2135720"	41436.15	39544.5
"tcruzi-2135721"	42432.87	42766.89
"tcruzi-2135727"	38964.14	38697.11
"tcruzi-2135842"	124.95	125.41
"tcruzi-2136080"	194.64	286.91
"tcruzi-2136315"	341.94	370.56
"tcruzi-2136687"	182.53	170.08
"tcruzi-2137578"	100.59	109.43
"tcruzi-2137686"	16095.93	14933.59
"tcruzi-2137746"	76.1	107.58
"tcruzi-2138124"	153.65	180.06
"tcruzi-2138774"	83.63	110.77
"tcruzi-2138904"	67.34	99.77
"tcruzi-2138932"	234.31	195.61
"tcruzi-2140691"	46.17	56.34
"tcruzi-2141424"	373.46	194.87
"tcruzi-2142430"	290.84	231.63
"tcruzi-2143640"	321.26	237.43
"tcruzi-2143808"	94.69	110.4
"tcruzi-2144371"	163.2	168.46
"tcruzi-2144583"	1114.65	826.41
"tcruzi-2144867"	159.26	193.3
"tcruzi-2145600"	39136.1	40515.42
"tcruzi-2145603"	2563.07	2405.64
"tcruzi-2145853"	146.03	126.06
"tcruzi-2147923"	331.98	304.98
"tcruzi-2150939"	193.08	243.53
"tcruzi-2152264"	357.85	302.08
"tcruzi-2153658"	87.27	104.25
"tcruzi-2154032"	31084.85	30680.64
"tcruzi-2154949"	79.15	117.79
"tcruzi-2155463"	124.62	131.77
"tcruzi-2157264"	41343.14	40371.12
"tcruzi-2157265"	43354.86	42676.54
"tcruzi-2157267"	38697.11	39062.87
"tcruzi-2160604"	142.64	169.01
"tcruzi-2161980"	73.79	80.45
"tcruzi-21625"	40222.49	42492.45
"tcruzi-2170091"	191.05	165.32
"tcruzi-2170429"	3773.54	3442.08
"tcruzi-2172881"	51.68	51.2
"tcruzi-2174300"	136.53	125.28
"tcruzi-2175519"	65.78	60.97
"tcruzi-2176176"	258.86	179.12
"tcruzi-2176552"	30680.64	33819.07
"tcruzi-2176553"	33000.83	30741.82
"tcruzi-2176554"	27335.25	29184.71
"tcruzi-2176555"	43853.02	43324
"tcruzi-2176556"	43593.36	44826.41
"tcruzi-2176557"	36287.97	34218.68
"tcruzi-2177050"	197.86	355.2
"tcruzi-2177500"	1750.3	1425.08
"tcruzi-2177889"	241.95	181.13
"tcruzi-217891"	164.46	81.58
"tcruzi-2180310"	250.61	267.09
"tcruzi-2180657"	72.07	75.86
"tcruzi-2181754"	264.71	264.06
"tcruzi-2182633"	632.73	697.8
"tcruzi-2183005"	105.2	117.47
"tcruzi-2184058"	42.1	53.85
"tcruzi-2185919"	84.41	90.01
"tcruzi-2187424"	144.66	146.64
"tcruzi-2187515"	136.27	179.28
"tcruzi-2187865"	82.21	86.48
"tcruzi-2188395"	286.3	268.91
"tcruzi-2190958"	199	236.08
"tcruzi-2191246"	60.18	53.23
"tcruzi-2191248"	258.02	208
"tcruzi-2192265"	87.78	70.59
"tcruzi-2192700"	1689.55	1518.87
"tcruzi-2193493"	28721.57	30410.69
"tcruzi-2193862"	96.79	147.09
"tcruzi-2196549"	72.33	71.39
"tcruzi-2196936"	588.55	576.82
"tcruzi-2198166"	743.84	699.83
"tcruzi-2198200"	357.23	363.07
"tcruzi-2198779"	266.05	274.44
"tcruzi-2199079"	206.14	205.37
"tcruzi-2199635"	116.52	146.7
"tcruzi-2199754"	261.03	237.14
"tcruzi-2202233"	8198.34	8227.29
"tcruzi-2202501"	33900	31540.85
"tcruzi-2202502"	31320.2	31028.78
"tcruzi-2202503"	31454.93	32816.56
"tcruzi-220259"	469.71	428.7
"tcruzi-2203388"	78.3	80.51
"tcruzi-2205495"	83.85	81.69
"tcruzi-2205715"	2253.01	2210.45
"tcruzi-2206866"	3070.69	2697.39
"tcruzi-2213317"	47537.69	45739
"tcruzi-2214464"	108.65	119.6
"tcruzi-2215700"	2720.63	2867.66
"tcruzi-2217759"	111.57	117.13
"tcruzi-2217977"	75.86	120.35
"tcruzi-2218148"	125.71	86.03
"tcruzi-2219427"	5361.22	6341.04
"tcruzi-2219977"	38337.1	38195.89
"tcruzi-2219978"	38020.43	37845.02
"tcruzi-2220710"	513.89	513.89
"tcruzi-2221017"	348.21	438.59
"tcruzi-222222"	198.68	268.38
"tcruzi-22236"	6938.21	8649.07
"tcruzi-2224251"	358.41	267.59
"tcruzi-2224378"	289.49	817.93
"tcruzi-2227134"	327.74	343.27
"tcruzi-2227544"	321.79	300.58
"tcruzi-2227572"	159.6	184.35
"tcruzi-2227945"	85.86	102.3
"tcruzi-2231789"	1510.24	1786.07
"tcruzi-2235193"	165.32	174.88
"tcruzi-2235464"	208.55	203.38
"tcruzi-2237433"	98	97.32
"tcruzi-2237698"	91.82	96.81
"tcruzi-2238388"	58.64	55.85
"tcruzi-2238412"	184.74	246.18
"tcruzi-223855"	474.58	376.25
"tcruzi-223954"	207.11	163.9
"tcruzi-223973"	1010.82	1238.46
"tcruzi-2241375"	151.26	129.35
"tcruzi-2241485"	55.34	60.81
"tcruzi-22421"	2553.66	2222.42
"tcruzi-2243261"	79.86	73.81
"tcruzi-2244082"	48.74	44.69
"tcruzi-2244555"	57.47	59.14
"tcruzi-2244562"	212.53	270.75
"tcruzi-2245558"	350.78	467.07
"tcruzi-2247874"	207.49	171.38
"tcruzi-2248251"	439.55	528.82
"tcruzi-22486"	247.68	262.26
"tcruzi-2250233"	967.44	975.47
"tcruzi-2250349"	91.24	84.45
"tcruzi-2250450"	832.42	821.66
"tcruzi-2252754"	150.87	200.44
"tcruzi-2254626"	6849.22	6479.33
"tcruzi-2255082"	156.05	171.49
"tcruzi-2256731"	88.29	108.21
"tcruzi-2257025"	146.5	138.79
"tcruzi-2257207"	152.69	176.34
"tcruzi-2258700"	66.5	81.69
"tcruzi-2258979"	148.44	122.59
"tcruzi-2259631"	59.51	58.14
"tcruzi-225974"	120.87	102.23
"tcruzi-2261926"	306.63	288.24
"tcruzi-2266201"	237.14	260.57
"tcruzi-2266689"	3942.46	3808.91
"tcruzi-2267139"	81.25	101.36
"tcruzi-2268884"	69.02	75.92
"tcruzi-2269312"	47.19	51.62
"tcruzi-2270124"	103.7	62.14
"tcruzi-2270394"	66.37	64.5
"tcruzi-2272111"	61.34	91.33
"tcruzi-22732"	189.27	236.37
"tcruzi-2273770"	255.47	276.24
"tcruzi-2273947"	260.18	245.35
"tcruzi-2275122"	125.83	152.47
"tcruzi-2275554"	84.25	97.81
"tcruzi-2275941"	549.14	562.11
"tcruzi-2276219"	120.08	138.14
"tcruzi-2279196"	1786.07	1906.97
"tcruzi-2279613"	578.3	214.46
"tcruzi-2280367"	151.36	98.31
"tcruzi-2281830"	210.82	233.95
"tcruzi-2282105"	365.07	278.57
"tcruzi-2283040"	362.18	379.01
"tcruzi-2283330"	103.56	83.46
"tcruzi-2284503"	2222.42	2026.98
"tcruzi-2285042"	349.95	308.43
"tcruzi-2285782"	221.94	263.69
"tcruzi-2287211"	196.85	234.31
"tcruzi-2287228"	149.95	96.58
"tcruzi-2288363"	5075.74	5361.22
"tcruzi-2288637"	41802.61	43593.36
"tcruzi-2288814"	489.91	484.97
"tcruzi-2289593"	1001.06	588.55
"tcruzi-229055"	143.92	202.67
"tcruzi-229203"	57.12	49.52
"tcruzi-229248"	127.6	93.64
"tcruzi-2293232"	75.07	67.66
"tcruzi-2294678"	233.35	245.94
"tcruzi-2294769"	390.22	406.53
"tcruzi-2295311"	96.53	98.71
"tcruzi-229623"	237.43	311.21
"tcruzi-2296961"	240.66	255.77
"tcruzi-2299286"	226.41	192.87
"tcruzi-2299312"	2234.29	2075.04
"tcruzi-2301315"	322.49	352.45
"tcruzi-2301738"	312.39	251.36
"tcruzi-2303514"	69.73	90.2
"tcruzi-2303665"	86.13	92.57
"tcruzi-2304527"	915.65	899.03
"tcruzi-230518"	326.19	327.74
"tcruzi-23056"	104.56	77.77
"tcruzi-2307815"	92.96	94.65
"tcruzi-2307816"	60.97	78.18
"tcruzi-2310127"	429.29	420.49
"tcruzi-231078"	78	142.92
"tcruzi-2311733"	52.89	65.66
"tcruzi-2311845"	157.07	156.96
"tcruzi-2312442"	290.12	71.89
"tcruzi-2313366"	198.48	189.96
"tcruzi-2313542"	100.03	80.66
"tcruzi-2315109"	188.22	189.27
"tcruzi-2316235"	229.12	225.9
"tcruzi-2316649"	79.41	75.2
"tcruzi-2316946"	220.54	187.25
"tcruzi-2317502"	105.43	91.6
"tcruzi-2318412"	219.38	182.92
"tcruzi-2319671"	256.37	265.46
"tcruzi-2320091"	174.17	208.63
"tcruzi-2322954"	624.84	693.82
"tcruzi-2323777"	182.05	188.22
"tcruzi-2324600"	5174.94	5465.2
"tcruzi-23252"	124.45	98.44
"tcruzi-2327177"	224.46	230.84
"tcruzi-2328847"	43.1	48.13
"tcruzi-2329047"	153.16	194.55
"tcruzi-2329132"	56.8	54.73
"tcruzi-2330316"	57.85	55.7
"tcruzi-233077"	45.77	57.99
"tcruzi-233136"	102.96	69.7
"tcruzi-2332183"	189.38	187.45
"tcruzi-2332354"	335.94	440.67
"tcruzi-233240"	321.52	321.52
"tcruzi-2335809"	97.45	136.08
"tcruzi-2336569"	336.82	339.35
"tcruzi-2336645"	103.3	164.52
"tcruzi-2337081"	205.65	157.33
"tcruzi-2338604"	707.85	1052.88
"tcruzi-234028"	51.56	59.41
"tcruzi-2340421"	176.9	176.9
"tcruzi-2341025"	530.58	78.93
"tcruzi-2341179"	98.58	124.52
"tcruzi-2341713"	176.22	113.39
"tcruzi-2342238"	539.13	446.87
"tcruzi-2346073"	375.38	367.71
"tcruzi-2346145"	381.72	421.84
"tcruzi-2346654"	387.68	483
"tcruzi-2347671"	887.12	792.45
"tcruzi-2347705"	482.19	412.7
"tcruzi-2349059"	161.33	127.21
"tcruzi-234997"	94.82	123.08
"tcruzi-235108"	84.89	90.36
"tcruzi-2351337"	206.14	209.13
"tcruzi-2351875"	167.11	161.33
"tcruzi-2352822"	74.36	88.98
"tcruzi-2352955"	1666.6	1895.68
"tcruzi-2354210"	6971.96	7105.6
"tcruzi-2356436"	283.33	397.76
"tcruzi-2358787"	63.78	64.67
"tcruzi-2361086"	67.66	59.08
"tcruzi-2361555"	61.98	46.47
"tcruzi-2361755"	765.36	879.11
"tcruzi-2364776"	66.2	92.65
"tcruzi-2365525"	103.75	91.51
"tcruzi-2365566"	268.68	300.9
"tcruzi-2366253"	409.47	214.88
"tcruzi-2369637"	238.96	239.66
"tcruzi-2369815"	63.02	60.34
"tcruzi-2370676"	72.67	66.9
"tcruzi-237241"	173.29	221.76
"tcruzi-2374197"	96.58	121.63
"tcruzi-2374199"	103.3	106.01
"tcruzi-2376403"	118.96	121.33
"tcruzi-2376504"	190.44	160.82
"tcruzi-2377187"	72.86	84.99
"tcruzi-2378066"	477.37	734.24
"tcruzi-2378352"	42225.46	41567.62
"tcruzi-2379397"	959.05	919.84
"tcruzi-237978"	113.84	107.32
"tcruzi-237979"	383.5	337.26
"tcruzi-2381715"	161.33	221.94
"tcruzi-2381730"	504.97	555.55
"tcruzi-2382370"	273.12	329.04
"tcruzi-2383464"	89.81	129.51
"tcruzi-2383942"	179.12	165.42
"tcruzi-2385019"	137.65	165.6
"tcruzi-2385210"	64.32	71.47
"tcruzi-2385549"	668.43	725.41
"tcruzi-238736"	175.57	149.95
"tcruzi-2387607"	127.04	167.35
"tcruzi-2387631"	157.39	129.96
"tcruzi-2388454"	660.84	641.59
"tcruzi-2388787"	133.2	147.76
"tcruzi-2390828"	73.87	55.19
"tcruzi-2393148"	616.51	532.11
"tcruzi-2395876"	2450.17	2289.36
"tcruzi-2396913"	299.34	259.2
"tcruzi-2397550"	214	230.16
"tcruzi-2398360"	472.72	220.27
"tcruzi-2399274"	82.53	114
"tcruzi-2400607"	76.62	86.39
"tcruzi-2403447"	536.31	519.92
"tcruzi-2403959"	195.3	202.11
"tcruzi-2404039"	91.46	97.45
"tcruzi-2404537"	155.89	124.45
"tcruzi-2404848"	213.75	285.91
"tcruzi-2406171"	116.78	102.15
"tcruzi-2408119"	232.67	254.79
"tcruzi-2408462"	3632.14	3863.91
"tcruzi-2408529"	117.31	148.88
"tcruzi-2408978"	252.5	261.03
"tcruzi-2410122"	82.74	92.96
"tcruzi-2410199"	93.27	134.9
"tcruzi-2412108"	42676.54	39598.54
"tcruzi-2413044"	261.96	161.33
"tcruzi-2414595"	129.35	137.38
"tcruzi-2416708"	129.82	143.19
"tcruzi-2417325"	71.02	50.88
"tcruzi-2418530"	261.77	306.63
"tcruzi-2418873"	899.03	1027.21
"tcruzi-2421948"	104.25	109.76
"tcruzi-2422307"	499.97	395.76
"tcruzi-2422858"	161.79	217.79
"tcruzi-2423643"	4015.84	5620.53
"tcruzi-2424368"	130.76	99.5
"tcruzi-2425138"	183.48	75.78
"tcruzi-2425165"	1607.4	1333.88
"tcruzi-2426358"	50.07	51.62
"tcruzi-2427516"	74.5	105.13
"tcruzi-2428353"	734.24	788.36
"tcruzi-2428376"	137.07	175.91
"tcruzi-2429145"	146.75	188.87
"tcruzi-242988"	158.36	226.15
"tcruzi-2432344"	256.09	272.67
"tcruzi-2432477"	146.5	149.63
"tcruzi-2433061"	60.26	62.7
"tcruzi-2433116"	40.03	51.4
"tcruzi-2433789"	4298.09	1706.89
"tcruzi-243494"	150.98	221.58
"tcruzi-2440169"	123.78	143.13
"tcruzi-244018"	4751.74	5589.67
"tcruzi-2440193"	488.84	312.39
"tcruzi-244401"	186.97	209.33
"tcruzi-245971"	108.19	118.42
"tcruzi-246252"	141.44	106.18
"tcruzi-246949"	198.31	195.46
"tcruzi-247051"	187.92	359.22
"tcruzi-248074"	149.27	95.27
"tcruzi-249151"	275.39	329.5
"tcruzi-249335"	152.75	173.74
"tcruzi-249811"	78.42	99.53
"tcruzi-250856"	379.82	320.48
"tcruzi-251241"	99.72	139.11
"tcruzi-253006"	463.81	459.98
"tcruzi-255964"	57.34	57.52
"tcruzi-256007"	114.97	152.39
"tcruzi-256008"	137.78	125.71
"tcruzi-256869"	714.92	672.99
"tcruzi-258313"	134.53	151.26
"tcruzi-258318"	727.19	864.64
"tcruzi-258364"	361.33	256.51
"tcruzi-260308"	213.1	247.1
"tcruzi-261430"	378.36	367.41
"tcruzi-261828"	152.96	146.46
"tcruzi-263400"	484.97	482.19
"tcruzi-264052"	495.45	589.8
"tcruzi-264415"	194.21	146.12
"tcruzi-266346"	258.25	331.19
"tcruzi-267196"	314.45	146.54
"tcruzi-267611"	494.76	473.25
"tcruzi-267775"	201.98	241.38
"tcruzi-268376"	377.15	453.65
"tcruzi-268794"	235.44	252.5
"tcruzi-270200"	195.02	180.24
"tcruzi-270223"	487.65	600.83
"tcruzi-272138"	121.72	120.78
"tcruzi-2759"	128.67	112.5
"tcruzi-277514"	229.31	183.48
"tcruzi-278362"	449.1	464.7
"tcruzi-279424"	279.66	295.02
"tcruzi-280704"	502.72	469.71
"tcruzi-281850"	454.83	399.97
"tcruzi-282436"	462.15	377.15
"tcruzi-282791"	175.12	140.29
"tcruzi-282971"	128.03	128.09
"tcruzi-283333"	140.14	136.34
"tcruzi-28344"	553.9	580.55
"tcruzi-283492"	2432.51	2625.89
"tcruzi-28355"	130.95	110.05
"tcruzi-286265"	15939.21	17855.89
"tcruzi-286748"	524.31	663.76
"tcruzi-286950"	177.25	192.01
"tcruzi-287527"	160.82	185.51
"tcruzi-29043"	107.06	88.9
"tcruzi-290694"	92.57	122.26
"tcruzi-291224"	200.31	206.35
"tcruzi-291485"	591.2	421.27
"tcruzi-292975"	255.77	223.59
"tcruzi-293135"	128.94	152.85
"tcruzi-293366"	436.4	458.73
"tcruzi-295883"	161.71	168.15
"tcruzi-2980"	86.21	77.92
"tcruzi-300253"	232.41	80.35
"tcruzi-301742"	92.83	103.96
"tcruzi-306505"	202.74	179.48
"tcruzi-306822"	187.77	168.04
"tcruzi-307143"	107.58	92.41
"tcruzi-308135"	152.1	211.78
"tcruzi-309611"	279.26	87.54
"tcruzi-310796"	1149.62	1020.48
"tcruzi-311603"	6031.37	5856.09
"tcruzi-312532"	96.2	101.83
"tcruzi-313446"	105.68	111.2
"tcruzi-313673"	470.72	481.35
"tcruzi-313725"	99.86	77.86
"tcruzi-314250"	3496.66	3474.52
"tcruzi-314552"	138.79	166.9
"tcruzi-315654"	814.88	801.25
"tcruzi-316056"	52487.6	52661.73
"tcruzi-317099"	49937.81	48645.58
"tcruzi-317102"	53200.69	50791.56
"tcruzi-317103"	51348.77	53200.69
"tcruzi-317138"	50791.56	51667.76
"tcruzi-317139"	1132.52	1167.4
"tcruzi-317140"	49765.71	49544.07
"tcruzi-317142"	50903.78	52217.34
"tcruzi-317143"	50469.86	50359.36
"tcruzi-317144"	52027.53	49765.71
"tcruzi-317147"	48046.73	48334.01
"tcruzi-317148"	40725.73	40883.76
"tcruzi-317149"	50113.04	50903.78
"tcruzi-317150"	45146.44	49226.02
"tcruzi-317278"	48645.58	48958.61
"tcruzi-317279"	49226.02	51495.86
"tcruzi-317280"	53750.26	51180.4
"tcruzi-317281"	51667.76	51853.44
"tcruzi-317282"	48840.48	48840.48
"tcruzi-317283"	39598.54	38380.74
"tcruzi-317560"	218.74	286.3
"tcruzi-318517"	311.21	269.52
"tcruzi-319786"	98.17	119.68
"tcruzi-320477"	301.26	278.98
"tcruzi-320998"	567.87	779.81
"tcruzi-322542"	58.25	62.93
"tcruzi-324278"	334.11	391.38
"tcruzi-324860"	189.96	213.1
"tcruzi-325766"	108.19	81.16
"tcruzi-327604"	110.4	101.65
"tcruzi-328667"	345.12	333.67
"tcruzi-3292"	17627.42	21228.78
"tcruzi-329893"	121.9	123.78
"tcruzi-331489"	271.06	264.71
"tcruzi-331891"	348.61	366.64
"tcruzi-332433"	890.95	900.44
"tcruzi-332766"	225.9	257.63
"tcruzi-333623"	440.67	443.7
"tcruzi-33515"	156.35	152.59
"tcruzi-336373"	80.75	88.61
"tcruzi-337005"	411.54	572.32
"tcruzi-338805"	592.34	610.18
"tcruzi-340219"	337.69	295.92
"tcruzi-340885"	78.26	76.18
"tcruzi-342660"	145.38	190.9
"tcruzi-342847"	62.14	123.46
"tcruzi-342906"	134.73	170.21
"tcruzi-343249"	250.84	183.09
"tcruzi-344077"	407.82	335.01
"tcruzi-345179"	40774.77	40061.71
"tcruzi-345180"	32174.38	31603.27
"tcruzi-345181"	54269.57	52867.12
"tcruzi-345240"	242.26	243.84
"tcruzi-345297"	95.82	63.13
"tcruzi-345564"	151.04	137.49
"tcruzi-347883"	603.97	507.63
"tcruzi-348025"	124.04	174.36
"tcruzi-348287"	92.93	407.82
"tcruzi-349455"	1289.22	1533.73
"tcruzi-349467"	90.36	109.26
"tcruzi-349513"	157.95	144.89
"tcruzi-349669"	327.05	386.1
"tcruzi-351"	36636.33	35717.03
"tcruzi-351703"	979.58	611.76
"tcruzi-354442"	319.26	353.8
"tcruzi-354582"	63.27	48.55
"tcruzi-354604"	377.7	341.94
"tcruzi-356867"	235.6	308.81
"tcruzi-357781"	234.92	238.49
"tcruzi-358622"	176.34	172.41
"tcruzi-359000"	206.35	160.71
"tcruzi-361017"	646.63	784.85
"tcruzi-361879"	125.36	127.83
"tcruzi-362051"	184.61	133.8
"tcruzi-36290"	89.42	82.53
"tcruzi-363383"	51.4	47.86
"tcruzi-363530"	82.19	94.75
"tcruzi-363823"	364.12	364.51
"tcruzi-364501"	1080.22	1258.34
"tcruzi-365634"	233.18	266.56
"tcruzi-365933"	30798.25	27740.5
"tcruzi-367081"	80.66	83.96
"tcruzi-367638"	177.06	164.71
"tcruzi-369504"	467.07	458.07
"tcruzi-369828"	158.11	153.74
"tcruzi-369970"	129.89	93.18
"tcruzi-371459"	65.22	49.72
"tcruzi-371493"	223.11	241.73
"tcruzi-372224"	266.56	207.11
"tcruzi-373636"	106.97	105.75
"tcruzi-37373"	229.75	198.38
"tcruzi-375533"	191.4	142.15
"tcruzi-376192"	388.1	259.74
"tcruzi-37894"	105.75	116.78
"tcruzi-379236"	109.99	124.18
"tcruzi-379764"	3442.08	3739.8
"tcruzi-380088"	388.78	640.45
"tcruzi-380091"	44826.41	43774.71
"tcruzi-380580"	242.49	287.83
"tcruzi-380760"	173.41	205.92
"tcruzi-381201"	90.73	95.27
"tcruzi-381260"	497.57	483.89
"tcruzi-381701"	75.59	70.95
"tcruzi-382653"	88.09	92.83
"tcruzi-382823"	7460.92	9365.34
"tcruzi-383087"	248.68	242.49
"tcruzi-383189"	222.09	184.74
"tcruzi-384286"	690.32	760.84
"tcruzi-385381"	24140.05	25183.32
"tcruzi-385873"	366.36	407.09
"tcruzi-387261"	194.09	196.14
"tcruzi-388922"	1179.44	931.21
"tcruzi-389018"	201.26	232.88
"tcruzi-391010"	498.66	485.78
"tcruzi-391288"	68.05	74.28
"tcruzi-391522"	92.11	83.77
"tcruzi-39216"	117.13	150.51
"tcruzi-392291"	45.38	67.58
"tcruzi-392976"	108.93	117.04
"tcruzi-395301"	389.66	332.59
"tcruzi-397038"	114.24	123.64
"tcruzi-398112"	267.59	295.3
"tcruzi-39860"	239.89	257.28
"tcruzi-400658"	228.13	228.26
"tcruzi-400816"	107.2	104.95
"tcruzi-40101"	225.28	282.96
"tcruzi-403085"	107.97	130.69
"tcruzi-40353"	364.51	411.54
"tcruzi-40405"	282.51	265.08
"tcruzi-404784"	104.45	246.88
"tcruzi-406904"	32740.42	30172.98
"tcruzi-4076"	44.16	54.28
"tcruzi-407754"	30264.27	31182.84
"tcruzi-408612"	684.46	604.91
"tcruzi-408933"	117.23	110.54
"tcruzi-412569"	50.48	58.25
"tcruzi-412945"	2916.3	3182.84
"tcruzi-415751"	119.43	130.44
"tcruzi-415885"	368.54	434.35
"tcruzi-418371"	197.11	271.06
"tcruzi-419128"	28991.39	26146.52
"tcruzi-423599"	152.39	139.94
"tcruzi-423636"	441.88	460.92
"tcruzi-424132"	2987.03	2771.99
"tcruzi-42465"	1533.73	1750.3
"tcruzi-425456"	91.36	70.14
"tcruzi-425507"	205.16	159.26
"tcruzi-426565"	48.92	42.1
"tcruzi-426582"	491.25	486.78
"tcruzi-428450"	1794.41	1764.96
"tcruzi-431111"	170.08	201.1
"tcruzi-433165"	140.52	118.72
"tcruzi-434798"	73.7	76.7
"tcruzi-436760"	115.66	105.52
"tcruzi-43795"	2381.76	2563.07
"tcruzi-438343"	237.61	104.56
"tcruzi-43847"	181.86	203.3
"tcruzi-438589"	795.7	475.59
"tcruzi-438853"	1728.95	2091.6
"tcruzi-439416"	522.9	411.14
"tcruzi-440301"	360.42	418.26
"tcruzi-441154"	267.81	277.46
"tcruzi-442077"	278.12	250.84
"tcruzi-442775"	128.09	141.44
"tcruzi-443846"	2625.89	2678.35
"tcruzi-445326"	62.93	62.58
"tcruzi-447214"	268.09	387.68
"tcruzi-447346"	257.75	277.89
"tcruzi-448312"	134.26	125.83
"tcruzi-450272"	92.45	112.88
"tcruzi-45055"	210.16	217.37
"tcruzi-45274"	300.9	360.01
"tcruzi-453379"	325.2	349
"tcruzi-454281"	274.44	296.48
"tcruzi-456082"	217.37	285.51
"tcruzi-459822"	282.96	271.91
"tcruzi-46089"	308.81	345.6
"tcruzi-462047"	4204.77	4449.42
"tcruzi-462951"	517.51	535.36
"tcruzi-464026"	320.08	337.69
"tcruzi-464774"	88.5	78.69
"tcruzi-465191"	176.11	201.26
"tcruzi-465647"	476.13	355.72
"tcruzi-467386"	486.78	564.5
"tcruzi-468191"	199.84	200.31
"tcruzi-468305"	236.08	208.3
"tcruzi-468986"	295.3	261.38
"tcruzi-469164"	128.48	144.48
"tcruzi-469561"	250.09	272.18
"tcruzi-469996"	205.16	192.71
"tcruzi-470751"	166.98	162.06
"tcruzi-470944"	218.13	244.37
"tcruzi-471512"	103.83	95.49
"tcruzi-473384"	78.54	76.93
"tcruzi-473479"	249.54	187.92
"tcruzi-47363"	48958.61	46073.18
"tcruzi-47364"	49028.96	42156.55
"tcruzi-47365"	48166.26	50469.86
"tcruzi-47367"	46300.86	47663.88
"tcruzi-47368"	44780.82	18459.71
"tcruzi-47379"	46365.85	45819.41
"tcruzi-475171"	206.73	170.77
"tcruzi-480414"	126.38	120.22
"tcruzi-480672"	344.2	308.05
"tcruzi-481792"	53.23	49.28
"tcruzi-485109"	87.66	74.09
"tcruzi-48560"	792.45	763.62
"tcruzi-490325"	226.82	185.93
"tcruzi-490618"	136.62	85.63
"tcruzi-491185"	3576.76	3703.94
"tcruzi-491214"	147.47	178.52
"tcruzi-491452"	43694.22	40774.77
"tcruzi-491639"	45819.41	46783.5
"tcruzi-491641"	45965.06	44140.55
"tcruzi-491642"	47282.98	48046.73
"tcruzi-491647"	42766.89	41401.34
"tcruzi-491672"	45654.06	43354.86
"tcruzi-491710"	43502.93	44214.14
"tcruzi-491711"	44397.93	44397.93
"tcruzi-491724"	40371.12	42552.72
"tcruzi-492507"	398.36	478.38
"tcruzi-493359"	110.54	107.37
"tcruzi-493503"	1049.14	1135.43
"tcruzi-496904"	118.11	136.96
"tcruzi-49733"	101.56	83.72
"tcruzi-49734"	10423.94	9568.31
"tcruzi-498810"	50.3	56.59
"tcruzi-49967"	115.84	121.81
"tcruzi-50169"	159.96	179.97
"tcruzi-504094"	121.17	146.26
"tcruzi-505362"	372.73	366.36
"tcruzi-507007"	304.61	320.08
"tcruzi-507069"	457.1	567.87
"tcruzi-508286"	3794.62	4173.98
"tcruzi-508548"	480.72	450.3
"tcruzi-508913"	6799.8	7130.1
"tcruzi-510466"	86.66	91.82
"tcruzi-510708"	126.2	128.19
"tcruzi-515028"	86.03	116.98
"tcruzi-515064"	113.04	124.36
"tcruzi-516497"	101.24	169.97
"tcruzi-517856"	184.35	138.39
"tcruzi-519979"	232.88	227.64
"tcruzi-520979"	14036.03	13591.59
"tcruzi-520981"	7935.13	7814.74
"tcruzi-520982"	9770.66	10579.5
"tcruzi-522243"	665.55	218.13
"tcruzi-523225"	1052.88	943.82
"tcruzi-525159"	7611.26	3886.04
"tcruzi-52591"	537.89	470.72
"tcruzi-52708"	75.92	100.59
"tcruzi-528887"	718.5	946.86
"tcruzi-530566"	4173.98	4063.77
"tcruzi-530783"	6124.39	6226.58
"tcruzi-530784"	6260.49	6971.96
"tcruzi-530932"	181.19	214.1
"tcruzi-531613"	62.26	60.65
"tcruzi-532688"	221.58	207.49
"tcruzi-532880"	217.17	241.95
"tcruzi-53523"	345.6	356.15
"tcruzi-537813"	141.72	180.42
"tcruzi-53827"	58.34	62.07
"tcruzi-539417"	869.13	1289.22
"tcruzi-540384"	358.94	167.11
"tcruzi-54198"	1055.51	1010.82
"tcruzi-5424"	397.53	423.18
"tcruzi-542650"	295.92	346.62
"tcruzi-542992"	125.57	114.18
"tcruzi-543690"	496.75	521.11
"tcruzi-544038"	15421.72	16040.77
"tcruzi-544268"	1218.66	1440.78
"tcruzi-544602"	175.27	222.09
"tcruzi-544987"	283.59	319.26
"tcruzi-545560"	192.71	318.81
"tcruzi-547106"	110.98	148.88
"tcruzi-547440"	92.78	93.96
"tcruzi-55058"	176	217.56
"tcruzi-551394"	63.67	76.03
"tcruzi-551918"	61.69	75.52
"tcruzi-553195"	167.72	172.61
