"Reporter Name"	"CO_PO_normalizedData_r1"	"CO_PO_normalizedData_r2"
"tcruzi-2124577"	12581.86	13336.31
"tcruzi-2126107"	714.92	515.56
"tcruzi-2127130"	250.32	274.01
"tcruzi-2127327"	201.1	150.29
"tcruzi-2127764"	894.73	597.61
"tcruzi-2128434"	75.92	70.7
"tcruzi-2128759"	431.97	375.7
"tcruzi-2129008"	79.3	184.35
"tcruzi-2129358"	140.88	252.26
"tcruzi-2129395"	456.1	295.02
"tcruzi-2130902"	156.69	127.94
"tcruzi-2134057"	99.3	102.64
"tcruzi-2134771"	139.16	87.12
"tcruzi-2135571"	32091.33	31182.84
"tcruzi-2135592"	93.5	145.27
"tcruzi-2135718"	19122.31	272.18
"tcruzi-2135719"	40262.09	714.92
"tcruzi-2135720"	41195.73	2563.07
"tcruzi-2135721"	47185.54	2243.56
"tcruzi-2135727"	38020.43	1359.51
"tcruzi-2135842"	123.78	103.75
"tcruzi-2136080"	70.28	79.21
"tcruzi-2136315"	401.38	346.09
"tcruzi-2136687"	278.98	254.13
"tcruzi-2137578"	128.09	109.68
"tcruzi-2137686"	20274.42	3534.37
"tcruzi-2137746"	81.58	100.32
"tcruzi-2138124"	216.95	208
"tcruzi-2138774"	157.72	180.63
"tcruzi-2138904"	130.33	115.44
"tcruzi-2138932"	276.77	269.2
"tcruzi-2140691"	48.04	57.41
"tcruzi-2141424"	1750.3	1872.02
"tcruzi-2142430"	665.55	567.87
"tcruzi-2143640"	134.26	130.69
"tcruzi-2143808"	191.17	202.21
"tcruzi-2144371"	234.11	185.77
"tcruzi-2144583"	754.86	418.48
"tcruzi-2144867"	150.65	191.62
"tcruzi-2145600"	41802.61	1132.52
"tcruzi-2145603"	386.59	204.78
"tcruzi-2145853"	1158.67	1006.68
"tcruzi-2147923"	320.08	233.35
"tcruzi-2150939"	419.89	445.04
"tcruzi-2152264"	838.01	738.71
"tcruzi-2153658"	93.87	125.65
"tcruzi-2154032"	30089.3	31603.27
"tcruzi-2154949"	117.13	77.26
"tcruzi-2155463"	103.41	126.32
"tcruzi-2157264"	40222.49	765.36
"tcruzi-2157265"	46783.5	1739.41
"tcruzi-2157267"	41062.1	1189.73
"tcruzi-2160604"	144.82	93.3
"tcruzi-2161980"	201.43	225.56
"tcruzi-21625"	21947.33	30798.25
"tcruzi-2170091"	87.66	83.46
"tcruzi-2170429"	2508.16	3739.8
"tcruzi-2172881"	42.1	58.64
"tcruzi-2174300"	60.65	67.58
"tcruzi-2175519"	126.06	176.54
"tcruzi-2176176"	217.56	295.55
"tcruzi-2176552"	30581.33	33000.83
"tcruzi-2176553"	34854.39	38548.33
"tcruzi-2176554"	27335.25	33267.2
"tcruzi-2176555"	40614.44	42225.46
"tcruzi-2176556"	41436.15	43853.02
"tcruzi-2176557"	17457.78	27740.5
"tcruzi-2177050"	2140.24	2812.96
"tcruzi-2177500"	253.02	417.39
"tcruzi-2177889"	258.86	312.64
"tcruzi-217891"	274.44	272.67
"tcruzi-2180310"	107.37	214.67
"tcruzi-2180657"	77.49	60.02
"tcruzi-2181754"	4339.64	7572.01
"tcruzi-2182633"	157.17	232.41
"tcruzi-2183005"	127.75	123.5
"tcruzi-2184058"	46.38	52.89
"tcruzi-2185919"	183.72	235.6
"tcruzi-2187424"	368.99	137.12
"tcruzi-2187515"	320.48	252.01
"tcruzi-2187865"	449.1	421.84
"tcruzi-2188395"	600.06	326.5
"tcruzi-2190958"	246.56	193.38
"tcruzi-2191246"	73.73	75.04
"tcruzi-2191248"	50.48	72.62
"tcruzi-2192265"	106.35	116.67
"tcruzi-2192700"	143.34	129.11
"tcruzi-2193493"	35217.13	45819.41
"tcruzi-2193862"	805.72	848.85
"tcruzi-2196549"	108.75	62.14
"tcruzi-2196936"	532.11	1289.22
"tcruzi-2198166"	2119.49	3001.85
"tcruzi-2198200"	1786.07	1825.7
"tcruzi-2198779"	101.2	114.09
"tcruzi-2199079"	148.7	152.96
"tcruzi-2199635"	293.04	381.72
"tcruzi-2199754"	266.56	191.17
"tcruzi-2202233"	1167.4	1588.95
"tcruzi-2202501"	8079.13	13004.44
"tcruzi-2202502"	12112.23	15719.06
"tcruzi-2202503"	10735	7611.26
"tcruzi-220259"	414.81	495.45
"tcruzi-2203388"	150.08	102.3
"tcruzi-2205495"	80.62	137.49
"tcruzi-2205715"	358.41	549.14
"tcruzi-2206866"	1001.06	1895.68
"tcruzi-2213317"	8497.16	4751.74
"tcruzi-2214464"	174.97	226.64
"tcruzi-2215700"	1473.03	936.78
"tcruzi-2217759"	507.04	906.78
"tcruzi-2217977"	366.36	502.72
"tcruzi-2218148"	102.78	104.92
"tcruzi-2219427"	2037.6	3410.15
"tcruzi-2219977"	36371.32	22172.61
"tcruzi-2219978"	32174.38	17084.54
"tcruzi-2220710"	415.87	291.82
"tcruzi-2221017"	1173.42	1120.44
"tcruzi-222222"	172.88	171.21
"tcruzi-22236"	2553.66	3474.52
"tcruzi-2224251"	250.09	208.71
"tcruzi-2224378"	192.14	172.29
"tcruzi-2227134"	1075.79	1211.47
"tcruzi-2227544"	233.49	188.11
"tcruzi-2227572"	2289.36	2743.25
"tcruzi-2227945"	97.05	94.31
"tcruzi-2231789"	488.84	338.65
"tcruzi-2235193"	153.16	154.6
"tcruzi-2235464"	381.22	277.26
"tcruzi-2237433"	341.29	243.53
"tcruzi-2237698"	129.51	96.58
"tcruzi-2238388"	117.31	160.3
"tcruzi-2238412"	946.86	735.69
"tcruzi-223855"	178.93	232.88
"tcruzi-223954"	186.97	310.79
"tcruzi-223973"	461.93	492.69
"tcruzi-2241375"	451.2	1004.02
"tcruzi-2241485"	57.34	50.3
"tcruzi-22421"	1624.33	1706.89
"tcruzi-2243261"	87.06	113.23
"tcruzi-2244082"	45.38	54.19
"tcruzi-2244555"	136.08	104.12
"tcruzi-2244562"	86.21	90.2
"tcruzi-2245558"	213.59	161.37
"tcruzi-2247874"	124.72	252.5
"tcruzi-2248251"	1572.38	1676.8
"tcruzi-22486"	124.82	359.22
"tcruzi-2250233"	1832.61	1014.91
"tcruzi-2250349"	135.29	114.18
"tcruzi-2250450"	2243.56	3845.29
"tcruzi-2252754"	338.33	271.91
"tcruzi-2254626"	19600.45	24014.51
"tcruzi-2255082"	78.54	76.96
"tcruzi-2256731"	200.31	209.33
"tcruzi-2257025"	95.74	89.33
"tcruzi-2257207"	152.59	166.54
"tcruzi-2258700"	115.79	100.09
"tcruzi-2258979"	121.72	154.35
"tcruzi-2259631"	60.02	51.97
"tcruzi-225974"	163.34	220.54
"tcruzi-2261926"	114.24	147.26
"tcruzi-2266201"	131.9	93.96
"tcruzi-2266689"	180.63	227.64
"tcruzi-2267139"	103.88	120.15
"tcruzi-2268884"	102.3	188.22
"tcruzi-2269312"	55.19	53.05
"tcruzi-2270124"	118.96	131.31
"tcruzi-2270394"	72.83	73.76
"tcruzi-2272111"	85.68	73.27
"tcruzi-22732"	915.65	767.53
"tcruzi-2273770"	1757.24	1700.97
"tcruzi-2273947"	2625.89	6971.96
"tcruzi-2275122"	85.57	124.45
"tcruzi-2275554"	95.42	135.1
"tcruzi-2275941"	148.92	163.02
"tcruzi-2276219"	134.85	117.4
"tcruzi-2279196"	1289.22	1459.4
"tcruzi-2279613"	127.12	181.64
"tcruzi-2280367"	21804.14	22793.06
"tcruzi-2281830"	824.2	178.52
"tcruzi-2282105"	517.51	526.38
"tcruzi-2283040"	108.28	118.96
"tcruzi-2283330"	96.92	114
"tcruzi-2284503"	461.93	1786.07
"tcruzi-2285042"	161.37	191.3
"tcruzi-2285782"	150.98	121.04
"tcruzi-2287211"	196.65	176.11
"tcruzi-2287228"	233.18	124.88
"tcruzi-2288363"	934.06	995.63
"tcruzi-2288637"	39996.44	43502.93
"tcruzi-2288814"	923.52	663.76
"tcruzi-2289593"	413.61	570.69
"tcruzi-229055"	496.75	453.24
"tcruzi-229203"	64.56	55.85
"tcruzi-229248"	68.13	62.81
"tcruzi-2293232"	95.65	95.21
"tcruzi-2294678"	305.68	3038.88
"tcruzi-2294769"	200.75	579.54
"tcruzi-2295311"	1794.41	163.2
"tcruzi-229623"	343.27	516.71
"tcruzi-2296961"	171.74	191.73
"tcruzi-2299286"	979.58	919.84
"tcruzi-2299312"	308.43	703.54
"tcruzi-2301315"	458.07	652.22
"tcruzi-2301738"	521.11	348.21
"tcruzi-2303514"	55.06	98.58
"tcruzi-2303665"	130.73	182.61
"tcruzi-2304527"	767.53	439.55
"tcruzi-230518"	99.52	80.57
"tcruzi-23056"	69.11	85.94
"tcruzi-2307815"	124.18	146.54
"tcruzi-2307816"	54.11	77.86
"tcruzi-2310127"	469.71	388.1
"tcruzi-231078"	234.31	222.77
"tcruzi-2311733"	54.62	54.62
"tcruzi-2311845"	104.65	107.71
"tcruzi-2312442"	65.22	65.62
"tcruzi-2313366"	218.38	277.89
"tcruzi-2313542"	104.92	131.51
"tcruzi-2315109"	147.26	96.02
"tcruzi-2316235"	318.02	355.72
"tcruzi-2316649"	67.83	68.77
"tcruzi-2316946"	151.72	257.01
"tcruzi-2317502"	428.7	600.06
"tcruzi-2318412"	193.59	216.79
"tcruzi-2319671"	350.78	229.52
"tcruzi-2320091"	7130.1	8404.92
"tcruzi-2322954"	840.3	2886.66
"tcruzi-2323777"	624.84	562.11
"tcruzi-2324600"	438.59	197.7
"tcruzi-23252"	267.09	357.23
"tcruzi-2327177"	191.4	240.77
"tcruzi-2328847"	50.3	42.72
"tcruzi-2329047"	113.44	103.75
"tcruzi-2329132"	57.63	59.41
"tcruzi-2330316"	55.34	91.46
"tcruzi-233077"	88.09	77.18
"tcruzi-233136"	69.25	56.95
"tcruzi-2332183"	483.89	540.13
"tcruzi-2332354"	826.41	513.89
"tcruzi-233240"	76.1	89.81
"tcruzi-2335809"	109.26	119.05
"tcruzi-2336569"	848.85	1093.91
"tcruzi-2336645"	86.74	64.42
"tcruzi-2337081"	155.53	142.3
"tcruzi-2338604"	3206.47	5620.53
"tcruzi-234028"	82.2	83.81
"tcruzi-2340421"	163.66	143.19
"tcruzi-2341025"	398.36	312.39
"tcruzi-2341179"	86.66	82.16
"tcruzi-2341713"	75.43	69.11
"tcruzi-2342238"	482.19	648.76
"tcruzi-2346073"	165.23	176.75
"tcruzi-2346145"	1211.47	158.98
"tcruzi-2346654"	397.53	458.73
"tcruzi-2347671"	1149.62	1367.39
"tcruzi-2347705"	151.96	7814.74
"tcruzi-2349059"	115.14	90.36
"tcruzi-234997"	101.9	74.73
"tcruzi-235108"	124.77	86.92
"tcruzi-2351337"	121.39	110.91
"tcruzi-2351875"	544.38	424.35
"tcruzi-2352822"	95.17	112.06
"tcruzi-2352955"	222.29	199.57
"tcruzi-2354210"	600.83	670.89
"tcruzi-2356436"	377.15	471.69
"tcruzi-2358787"	69.02	73.11
"tcruzi-2361086"	75.33	84.8
"tcruzi-2361555"	53.23	63.45
"tcruzi-2361755"	254.13	231.46
"tcruzi-2364776"	5426.89	7974.96
"tcruzi-2365525"	77.62	89.42
"tcruzi-2365566"	879.11	1114.65
"tcruzi-2366253"	266.87	288.24
"tcruzi-2369637"	2450.17	4809.72
"tcruzi-2369815"	64.5	56.34
"tcruzi-2370676"	64.42	59.25
"tcruzi-237241"	119.43	123.92
"tcruzi-2374197"	159.48	159.96
"tcruzi-2374199"	240.87	298.98
"tcruzi-2376403"	150.2	139.78
"tcruzi-2376504"	145.57	119.52
"tcruzi-2377187"	78.3	78.1
"tcruzi-2378066"	1706.89	1683.38
"tcruzi-2378352"	44866.13	29488.82
"tcruzi-2379397"	3942.46	4490.92
"tcruzi-237978"	93.27	96.99
"tcruzi-237979"	3151.43	5465.2
"tcruzi-2381715"	158.01	153.74
"tcruzi-2381730"	4204.77	3942.46
"tcruzi-2382370"	153.65	162.23
"tcruzi-2383464"	84.78	81.62
"tcruzi-2383942"	79.77	87.89
"tcruzi-2385019"	763.62	832.42
"tcruzi-2385210"	75.01	78.42
"tcruzi-2385549"	147.81	175.68
"tcruzi-238736"	108.21	120.29
"tcruzi-2387607"	214.88	496.08
"tcruzi-2387631"	217.79	246.41
"tcruzi-2388454"	354.55	798.8
"tcruzi-2388787"	127.47	129.32
"tcruzi-2390828"	60.34	82.28
"tcruzi-2393148"	106.64	91.68
"tcruzi-2395876"	859.79	727.19
"tcruzi-2396913"	208.3	244.92
"tcruzi-2397550"	3282.43	5830.3
"tcruzi-2398360"	164	93.24
"tcruzi-2399274"	104.12	144.82
"tcruzi-2400607"	84.56	103.64
"tcruzi-2403447"	450.3	504.12
"tcruzi-2403959"	121.81	143.34
"tcruzi-2404039"	105.02	119.75
"tcruzi-2404537"	202.51	182.24
"tcruzi-2404848"	106.58	135.79
"tcruzi-2406171"	100.94	94.22
"tcruzi-2408119"	147.65	133.53
"tcruzi-2408462"	846.72	817.93
"tcruzi-2408529"	161.29	140.82
"tcruzi-2408978"	421.27	389.23
"tcruzi-2410122"	95.27	281.76
"tcruzi-2410199"	266.31	209.64
"tcruzi-2412108"	6085.76	8377.29
"tcruzi-2413044"	253.26	234.64
"tcruzi-2414595"	152.25	133.96
"tcruzi-2416708"	175.57	140.33
"tcruzi-2417325"	97.38	60.26
"tcruzi-2418530"	211.62	237.43
"tcruzi-2418873"	1998.58	1956.1
"tcruzi-2421948"	78.9	133.1
"tcruzi-2422307"	138.69	145.17
"tcruzi-2422858"	390.63	407.82
"tcruzi-2423643"	709.97	638.44
"tcruzi-2424368"	125.76	127.21
"tcruzi-2425138"	120.93	144.72
"tcruzi-2425165"	272.18	175.95
"tcruzi-2426358"	44.98	52.78
"tcruzi-2427516"	82.41	79.48
"tcruzi-2428353"	743.84	167.06
"tcruzi-2428376"	229.87	169.83
"tcruzi-2429145"	111.83	141.06
"tcruzi-242988"	430.93	574.45
"tcruzi-2432344"	175.91	185.29
"tcruzi-2432477"	275.09	190.44
"tcruzi-2433061"	66.93	65.03
"tcruzi-2433116"	55.56	38.77
"tcruzi-2433789"	690.32	294.42
"tcruzi-243494"	569.42	754.86
"tcruzi-2440169"	335.51	201.1
"tcruzi-244018"	771.83	421.27
"tcruzi-2440193"	169.01	181.51
"tcruzi-244401"	2665.79	2466.45
"tcruzi-245971"	86.81	81.51
"tcruzi-246252"	147.81	153.47
"tcruzi-246949"	142.1	166.98
"tcruzi-247051"	433.13	322.49
"tcruzi-248074"	94.13	91.55
"tcruzi-249151"	149.88	142.92
"tcruzi-249335"	225.9	179.92
"tcruzi-249811"	71.77	71.83
"tcruzi-250856"	218.74	204
"tcruzi-251241"	142.56	155.53
"tcruzi-253006"	164.27	135
"tcruzi-255964"	58.94	48.4
"tcruzi-256007"	88.61	117.13
"tcruzi-256008"	344.2	305.68
"tcruzi-256869"	1059.58	1023.34
"tcruzi-258313"	108.1	100.59
"tcruzi-258318"	1432.97	1817.81
"tcruzi-258364"	79.58	134.64
"tcruzi-260308"	109.76	118.22
"tcruzi-261430"	427.6	414.81
"tcruzi-261828"	63.91	71.26
"tcruzi-263400"	101.65	108.52
"tcruzi-264052"	124.36	120.78
"tcruzi-264415"	128.99	134.81
"tcruzi-266346"	173.29	117.7
"tcruzi-267196"	197.86	205.65
"tcruzi-267611"	149.03	199.84
"tcruzi-267775"	70.74	80.48
"tcruzi-268376"	168.89	204.56
"tcruzi-268794"	178.69	194.38
"tcruzi-270200"	133.53	190.11
"tcruzi-270223"	608.66	705.97
"tcruzi-272138"	268.91	129.93
"tcruzi-2759"	1840.28	469.71
"tcruzi-277514"	405.53	379.82
"tcruzi-278362"	1302.96	1464.15
"tcruzi-279424"	574.45	458.07
"tcruzi-280704"	1518.87	699.83
"tcruzi-281850"	86.39	113.59
"tcruzi-282436"	1583.78	1728.95
"tcruzi-282791"	52.65	74.9
"tcruzi-282971"	699.83	729.81
"tcruzi-283333"	141.06	159.6
"tcruzi-28344"	817.93	608.66
"tcruzi-283492"	16327.77	22894.16
"tcruzi-28355"	194.09	97.05
"tcruzi-286265"	40418.15	42600.38
"tcruzi-286748"	434.35	476.7
"tcruzi-286950"	307.08	480.72
"tcruzi-287527"	124.52	96.29
"tcruzi-29043"	121.17	149.16
"tcruzi-290694"	171.08	116.02
"tcruzi-291224"	188.11	163.34
"tcruzi-291485"	3070.69	4390.31
"tcruzi-292975"	5589.67	6637.28
"tcruzi-293135"	149.67	135.98
"tcruzi-293366"	331.98	341.94
"tcruzi-295883"	142.64	313.22
"tcruzi-2980"	60.14	91.24
"tcruzi-300253"	71.47	71.47
"tcruzi-301742"	81.77	57.22
"tcruzi-306505"	88.5	124.77
"tcruzi-306822"	195.61	159.38
"tcruzi-307143"	72.71	65.03
"tcruzi-308135"	172.17	200.51
"tcruzi-309611"	116.02	117.31
"tcruzi-310796"	2405.64	3653.64
"tcruzi-311603"	35038.88	35217.13
"tcruzi-312532"	160.45	115.72
"tcruzi-313446"	157.95	152.39
"tcruzi-313673"	309.62	510.35
"tcruzi-313725"	110.91	84.66
"tcruzi-314250"	333.08	326.19
"tcruzi-314552"	1004.02	1139.52
"tcruzi-315654"	640.45	1432.97
"tcruzi-316056"	48840.48	47934.29
"tcruzi-317099"	40142.1	47185.54
"tcruzi-317102"	47663.88	53200.69
"tcruzi-317103"	51180.4	53500.32
"tcruzi-317138"	48334.01	49544.07
"tcruzi-317139"	1139.52	819.92
"tcruzi-317140"	46611.34	48518.04
"tcruzi-317142"	50359.36	52487.6
"tcruzi-317143"	48518.04	51348.77
"tcruzi-317144"	50469.86	50903.78
"tcruzi-317147"	44340.32	48958.61
"tcruzi-317148"	23555.17	31320.2
"tcruzi-317149"	45318.86	48645.58
"tcruzi-317150"	44826.41	46179.08
"tcruzi-317278"	44950.42	46783.5
"tcruzi-317279"	44289.4	47282.98
"tcruzi-317280"	49544.07	51667.76
"tcruzi-317281"	47401.46	53750.26
"tcruzi-317282"	49765.71	50791.56
"tcruzi-317283"	19019.67	26863.44
"tcruzi-317560"	163.02	148.66
"tcruzi-318517"	314	192.33
"tcruzi-319786"	387.12	374.86
"tcruzi-320477"	6849.22	252.9
"tcruzi-320998"	193.3	194.64
"tcruzi-322542"	63.37	90.73
"tcruzi-324278"	168.6	388.78
"tcruzi-324860"	1010.82	1597.64
"tcruzi-325766"	148.17	175.95
"tcruzi-327604"	109.56	109.99
"tcruzi-328667"	191.05	167.48
"tcruzi-3292"	23914.64	36413.21
"tcruzi-329893"	129.96	156.35
"tcruzi-331489"	132.02	130.61
"tcruzi-331891"	271.91	202.35
"tcruzi-332433"	663.76	615.18
"tcruzi-332766"	179.81	125.83
"tcruzi-333623"	269.2	276.77
"tcruzi-33515"	467.07	512.86
"tcruzi-336373"	77.69	89.42
"tcruzi-337005"	459.98	1068.94
"tcruzi-338805"	321.26	270.53
"tcruzi-340219"	237.73	245.67
"tcruzi-340885"	58.64	59.91
"tcruzi-342660"	200.94	181.04
"tcruzi-342847"	594.68	603.97
"tcruzi-342906"	530.58	963.78
"tcruzi-343249"	77.92	87.44
"tcruzi-344077"	196.85	148.73
"tcruzi-345179"	44510.88	44678.56
"tcruzi-345180"	23482.92	29585.31
"tcruzi-345181"	52027.53	52027.53
"tcruzi-345240"	939.66	771.83
"tcruzi-345297"	55.85	67.49
"tcruzi-345564"	108.62	112.5
"tcruzi-347883"	155.39	122.68
"tcruzi-348025"	78	92.72
"tcruzi-348287"	286.63	242.26
"tcruzi-349455"	7526.76	2522.7
"tcruzi-349467"	88.44	73.11
"tcruzi-349513"	91.07	109.06
"tcruzi-349669"	377.7	362.18
"tcruzi-351"	40949.59	41195.73
"tcruzi-351703"	180.42	192.14
"tcruzi-354442"	133.46	135.29
"tcruzi-354582"	43.1	42.1
"tcruzi-354604"	141.56	145.71
"tcruzi-356867"	118.5	132.09
"tcruzi-357781"	188.41	156.5
"tcruzi-358622"	179.28	177.62
"tcruzi-359000"	123.46	134.34
"tcruzi-361017"	118.62	166.01
"tcruzi-361879"	60.97	78.06
"tcruzi-362051"	288.24	436.4
"tcruzi-36290"	47.53	64.03
"tcruzi-363383"	54.51	55.44
"tcruzi-363530"	171.49	87.96
"tcruzi-363823"	1229.61	1155.64
"tcruzi-364501"	1107.18	824.2
"tcruzi-365634"	153.07	161.49
"tcruzi-365933"	24298.46	31843.75
"tcruzi-367081"	537.89	521.92
"tcruzi-367638"	104.25	117.47
"tcruzi-369504"	324.15	350.78
"tcruzi-369828"	441.24	443.7
"tcruzi-369970"	136.19	109.02
"tcruzi-371459"	72.83	81.95
"tcruzi-371493"	193.69	201.84
"tcruzi-372224"	136.88	152.69
"tcruzi-373636"	149.16	120.46
"tcruzi-37373"	519.92	395.76
"tcruzi-375533"	156.12	193.3
"tcruzi-376192"	365.68	274.44
"tcruzi-37894"	246.41	109.16
"tcruzi-379236"	101.54	141.79
"tcruzi-379764"	1306.29	979.58
"tcruzi-380088"	146.41	131.31
"tcruzi-380091"	45965.06	45026.73
"tcruzi-380580"	231.86	275.83
"tcruzi-380760"	169.1	188.28
"tcruzi-381201"	89.94	73.76
"tcruzi-381260"	494.76	399.97
"tcruzi-381701"	58.25	64.5
"tcruzi-382653"	106.01	101.4
"tcruzi-382823"	20199.26	268.09
"tcruzi-383087"	294.42	284.2
"tcruzi-383189"	182.14	172.17
"tcruzi-384286"	127.52	115.24
"tcruzi-385381"	20508.69	25343.95
"tcruzi-385873"	441.88	481.35
"tcruzi-387261"	2867.66	3548.27
"tcruzi-388922"	173.41	185.04
"tcruzi-389018"	178.32	147.2
"tcruzi-391010"	237.14	6201.5
"tcruzi-391288"	90.73	58.25
"tcruzi-391522"	62.36	74.09
"tcruzi-39216"	718.5	351.73
"tcruzi-392291"	52.99	62.5
"tcruzi-392976"	95.82	106.39
"tcruzi-395301"	909.86	903.75
"tcruzi-397038"	158.64	162.62
"tcruzi-398112"	192.01	191.05
"tcruzi-39860"	616.51	862.68
"tcruzi-400658"	105.25	134.73
"tcruzi-400816"	151.6	200.38
"tcruzi-40101"	388.1	591.2
"tcruzi-403085"	504.12	553.9
"tcruzi-40353"	515.09	1143.06
"tcruzi-40405"	2572.86	2054.59
"tcruzi-404784"	104.74	89.87
"tcruzi-406904"	29304.28	35953.05
"tcruzi-4076"	58.34	43.44
"tcruzi-407754"	32920.8	39062.87
"tcruzi-408612"	158.98	160.94
"tcruzi-408933"	190.58	231.11
"tcruzi-412569"	69.25	58.45
"tcruzi-412945"	971.08	596.04
"tcruzi-415751"	3001.85	3703.94
"tcruzi-415885"	283.59	67.27
"tcruzi-418371"	194.21	206.25
"tcruzi-419128"	28229.64	36716.45
"tcruzi-423599"	113.88	90.97
"tcruzi-423636"	156.21	150.76
"tcruzi-424132"	4924.46	9674.54
"tcruzi-42465"	8227.29	12369.36
"tcruzi-425456"	66.76	85.57
"tcruzi-425507"	758.64	316.32
"tcruzi-426565"	41.67	69.02
"tcruzi-426582"	512.86	315.36
"tcruzi-428450"	14431.31	15421.72
"tcruzi-431111"	116.52	119.43
"tcruzi-433165"	562.11	551.56
"tcruzi-434798"	71.69	54.19
"tcruzi-436760"	143.78	139.11
"tcruzi-43795"	1318.51	1098.32
"tcruzi-438343"	65.45	83.96
"tcruzi-43847"	205.37	555.55
"tcruzi-438589"	1049.14	434.35
"tcruzi-438853"	165.81	171.98
"tcruzi-439416"	347.51	212.79
"tcruzi-440301"	168.25	246.88
"tcruzi-441154"	159.6	237.61
"tcruzi-442077"	139.99	151.15
"tcruzi-442775"	112.35	116.45
"tcruzi-443846"	1487.78	844.06
"tcruzi-445326"	58.77	55.7
"tcruzi-447214"	864.64	1034.6
"tcruzi-447346"	443.7	245.12
"tcruzi-448312"	94.08	83.34
"tcruzi-450272"	919.84	925.76
"tcruzi-45055"	128.53	90.46
"tcruzi-45274"	231.63	483.89
"tcruzi-453379"	119.6	234.92
"tcruzi-454281"	203.71	209.13
"tcruzi-456082"	170.64	156.69
"tcruzi-459822"	2381.76	5589.67
"tcruzi-46089"	105.92	104.74
"tcruzi-462047"	10802.25	10157.54
"tcruzi-462951"	821.66	809.16
"tcruzi-464026"	220.68	190.9
"tcruzi-464774"	95.6	139.21
"tcruzi-465191"	107.97	136.19
"tcruzi-465647"	378.36	425.88
"tcruzi-467386"	266.05	213.1
"tcruzi-468191"	1478.04	1607.4
"tcruzi-468305"	221.44	176.9
"tcruzi-468986"	1128.12	229.21
"tcruzi-469164"	252.5	282.23
"tcruzi-469561"	173.66	179.03
"tcruzi-469996"	109.76	150.36
"tcruzi-470751"	130.95	148.56
"tcruzi-470944"	159.96	150.2
"tcruzi-471512"	686.5	613.61
"tcruzi-473384"	91.18	57.41
"tcruzi-473479"	83.77	98.38
"tcruzi-47363"	8992.4	6295.02
"tcruzi-47364"	10475.48	13964.7
"tcruzi-47365"	12170.18	6721.06
"tcruzi-47367"	5620.53	1750.3
"tcruzi-47368"	33900	28463.76
"tcruzi-47379"	33205.87	10526.19
"tcruzi-475171"	2678.35	4030.77
"tcruzi-480414"	197.42	230.16
"tcruzi-480672"	188.7	111.16
"tcruzi-481792"	61.25	65.62
"tcruzi-485109"	105.68	296.48
"tcruzi-48560"	1449.45	1185.68
"tcruzi-490325"	2563.07	931.21
"tcruzi-490618"	114.53	79.02
"tcruzi-491185"	90.36	128.19
"tcruzi-491214"	74.54	78.93
"tcruzi-491452"	27823.91	30172.98
"tcruzi-491639"	5679.07	7358.72
"tcruzi-491641"	6124.39	7935.13
"tcruzi-491642"	6760.08	8829.18
"tcruzi-491647"	23612.35	27679.12
"tcruzi-491672"	3703.94	3576.76
"tcruzi-491710"	22041.03	28357.88
"tcruzi-491711"	29585.31	31540.85
"tcruzi-491724"	14864.06	22363.58
"tcruzi-492507"	132.44	139.16
"tcruzi-493359"	107.15	59.14
"tcruzi-493503"	4298.09	7460.92
"tcruzi-496904"	324.59	218.74
"tcruzi-49733"	249.86	235.44
"tcruzi-49734"	32354.03	20783.63
"tcruzi-498810"	64.03	90.01
"tcruzi-49967"	1396.86	1234.48
"tcruzi-50169"	115.31	137.65
"tcruzi-504094"	183.48	212.34
"tcruzi-505362"	218.26	265.08
"tcruzi-507007"	360.42	701.48
"tcruzi-507069"	458.73	292.55
"tcruzi-508286"	125.89	124.82
"tcruzi-508548"	208.8	99.38
"tcruzi-508913"	4948.75	397.53
"tcruzi-510466"	79.18	89.17
"tcruzi-510708"	98.31	81.25
"tcruzi-515028"	182.14	309.62
"tcruzi-515064"	299.34	398.36
"tcruzi-516497"	172.8	175.41
"tcruzi-517856"	132.15	98.31
"tcruzi-519979"	176.11	173.66
"tcruzi-520979"	45654.06	44510.88
"tcruzi-520981"	34719.44	9365.34
"tcruzi-520982"	36413.21	38101.72
"tcruzi-522243"	200.07	127.47
"tcruzi-523225"	139.55	116.45
"tcruzi-525159"	4390.31	6031.37
"tcruzi-52591"	284.2	1158.67
"tcruzi-52708"	555.55	122.32
"tcruzi-528887"	16095.93	19714.86
"tcruzi-530566"	327.74	271.25
"tcruzi-530783"	19360.85	23192.52
"tcruzi-530784"	21228.78	26663.28
"tcruzi-530932"	90.58	100.22
"tcruzi-531613"	115.24	96.76
"tcruzi-532688"	202.04	189.65
"tcruzi-532880"	190.2	192.33
"tcruzi-53523"	302.08	394.91
"tcruzi-537813"	110.77	91.36
"tcruzi-53827"	83.56	60.81
"tcruzi-539417"	130.86	203.43
"tcruzi-540384"	129.46	143.73
"tcruzi-54198"	813.96	4204.77
"tcruzi-5424"	819.92	641.59
"tcruzi-542650"	175.27	276.24
"tcruzi-542992"	98.64	99.89
"tcruzi-543690"	539.13	1578.81
"tcruzi-544038"	4015.84	5796.58
"tcruzi-544268"	262.7	382.79
"tcruzi-544602"	243.84	241.38
"tcruzi-544987"	4241.51	6555.31
"tcruzi-545560"	178.52	221.58
"tcruzi-547106"	50.57	48.74
"tcruzi-547440"	81.83	79.37
