"Reporter Name"	"MX_NE_normalizedData_r1"	"MX_NE_normalizedData_r2"
"tcruzi-604634"	52.75	50.75
"tcruzi-605266"	1073.91	1551.07
"tcruzi-606587"	106.4	114.48
"tcruzi-607193"	1118.14	200.69
"tcruzi-609627"	65.55	68.51
"tcruzi-610155"	116.6	173.1
"tcruzi-61024"	237.34	153.59
"tcruzi-610691"	2206.61	3394.85
"tcruzi-61084"	203.47	254.1
"tcruzi-611154"	146.36	86.89
"tcruzi-613249"	419.16	400.31
"tcruzi-613975"	233.59	324.25
"tcruzi-614243"	64.83	68.77
"tcruzi-614705"	214.2	272.46
"tcruzi-615365"	209.88	212.25
"tcruzi-615368"	53.41	79.35
"tcruzi-615424"	1827.13	1355.75
"tcruzi-615938"	1615.92	1975.54
"tcruzi-616339"	425.79	498.16
"tcruzi-616798"	94.45	117.29
"tcruzi-618195"	802.91	1123.25
"tcruzi-621155"	90.45	117.12
"tcruzi-623483"	117.45	190.84
"tcruzi-623854"	97.92	158.37
"tcruzi-624110"	252.14	148.59
"tcruzi-624274"	123.43	115.5
"tcruzi-624719"	149.44	154.55
"tcruzi-626154"	116.7	97.1
"tcruzi-628140"	99.06	189.57
"tcruzi-62969"	943.61	810.37
"tcruzi-62994"	226.84	240.82
"tcruzi-630483"	255.86	296.23
"tcruzi-631107"	140.49	197.64
"tcruzi-632799"	206.12	345.52
"tcruzi-635402"	63.5	75.61
"tcruzi-636987"	63.02	89.73
"tcruzi-637136"	76.34	100.81
"tcruzi-637474"	97.34	73.08
"tcruzi-637798"	156.74	247.84
"tcruzi-638294"	95.94	145.61
"tcruzi-638996"	398.44	255.63
"tcruzi-640745"	128.86	202.48
"tcruzi-643068"	220.4	219.68
"tcruzi-643211"	1167.85	1606.43
"tcruzi-643313"	204.1	150
"tcruzi-643363"	107.9	116.2
"tcruzi-647851"	136.27	148.77
"tcruzi-648429"	240.03	351.98
"tcruzi-648644"	251.36	279.9
"tcruzi-648656"	59.74	58.9
"tcruzi-648762"	166.8	208.98
"tcruzi-648781"	175.41	219.02
"tcruzi-648782"	171.06	242.99
"tcruzi-648784"	193.92	253.81
"tcruzi-648785"	213.72	246.01
"tcruzi-648786"	212.4	312.54
"tcruzi-648983"	107.48	153.49
"tcruzi-649030"	191.92	278.71
"tcruzi-649548"	69.41	136.53
"tcruzi-649889"	20053.34	14372.89
"tcruzi-650024"	1759.18	2061.28
"tcruzi-651063"	145.35	111.38
"tcruzi-652508"	243.51	199.66
"tcruzi-65336"	115.66	93.81
"tcruzi-654161"	75.91	73.89
"tcruzi-656666"	75.75	123.56
"tcruzi-656805"	54.78	53.44
"tcruzi-659597"	98.97	83.84
"tcruzi-660569"	896.41	1991.2
"tcruzi-662288"	147.42	105.98
"tcruzi-662375"	67.36	121.23
"tcruzi-662395"	188.9	211.66
"tcruzi-662808"	650.32	350.74
"tcruzi-665278"	190.31	286.54
"tcruzi-667001"	207.9	89.08
"tcruzi-667047"	70.19	70.16
"tcruzi-667137"	407.25	221.38
"tcruzi-668318"	118.83	125.18
"tcruzi-669057"	77.89	83.35
"tcruzi-669853"	102.17	122.34
"tcruzi-669939"	96.95	101.15
"tcruzi-670005"	122.55	94.27
"tcruzi-670242"	108.35	144.6
"tcruzi-67123"	546.19	869.63
"tcruzi-671852"	162.45	157.53
"tcruzi-672835"	2016	976.54
"tcruzi-67285"	261.98	76.56
"tcruzi-67300"	277.76	426.5
"tcruzi-673146"	120.01	67.23
"tcruzi-673386"	243.21	70.44
"tcruzi-674898"	5894.16	4288.09
"tcruzi-678469"	6626.94	6072.49
"tcruzi-67860"	468.14	606.58
"tcruzi-680409"	295.05	547.46
"tcruzi-680947"	58.36	59.2
"tcruzi-681098"	75.46	104.91
"tcruzi-681203"	101.1	84.66
"tcruzi-681382"	528.07	472.28
"tcruzi-682546"	447.19	628.91
"tcruzi-682834"	141.22	96.25
"tcruzi-683142"	99.38	163.95
"tcruzi-684687"	176.3	149.14
"tcruzi-685392"	94.85	101.99
"tcruzi-685450"	156.17	217.08
"tcruzi-686026"	326.99	401.14
"tcruzi-686575"	93.87	63.42
"tcruzi-686813"	143.88	258.91
"tcruzi-6869"	92.67	62.43
"tcruzi-688188"	442.72	111.27
"tcruzi-688191"	211.55	276.69
"tcruzi-688226"	1380.69	1913.24
"tcruzi-688230"	1265.15	1842.78
"tcruzi-688233"	947.64	1380.69
"tcruzi-688234"	1021.56	1258.83
"tcruzi-688235"	379.49	422.53
"tcruzi-688236"	920.98	1300.58
"tcruzi-688240"	258.91	386.44
"tcruzi-688241"	158.96	314.04
"tcruzi-688242"	205.56	301.34
"tcruzi-688243"	236.48	375.62
"tcruzi-688396"	74.71	110.84
"tcruzi-690043"	246.21	308.39
"tcruzi-691587"	64.05	80.32
"tcruzi-692396"	104.61	80.95
"tcruzi-693169"	1182.87	955.78
"tcruzi-693187"	148.33	125.97
"tcruzi-693438"	111.91	69.13
"tcruzi-694838"	90.27	113.35
"tcruzi-695738"	3632.64	2709.07
"tcruzi-696381"	61.76	56.01
"tcruzi-696589"	209.99	295.79
"tcruzi-696706"	200.5	243.71
"tcruzi-699417"	93.72	74.15
"tcruzi-699464"	243.71	203.66
"tcruzi-701048"	190.55	150.55
"tcruzi-701980"	215.79	283.98
"tcruzi-702841"	75.26	109.7
"tcruzi-703146"	123.34	107.17
"tcruzi-705260"	96.48	87.18
"tcruzi-708476"	102.61	137.32
"tcruzi-708559"	216.18	237.91
"tcruzi-709903"	323.88	156.94
"tcruzi-710448"	537.67	435.01
"tcruzi-710561"	169.76	159.33
"tcruzi-71087"	106.94	142.94
"tcruzi-711287"	86.28	133.54
"tcruzi-711455"	1434.3	1271.5
"tcruzi-71246"	67.16	60.78
"tcruzi-712933"	498.16	589.01
"tcruzi-713950"	88.75	58.05
"tcruzi-714209"	49.41	52.75
"tcruzi-714603"	170.03	99.43
"tcruzi-71506"	188.59	135.81
"tcruzi-715074"	44.56	49.41
"tcruzi-715965"	83.47	69.54
"tcruzi-716103"	78	71.49
"tcruzi-716173"	162.78	137.6
"tcruzi-717213"	464.12	383.91
"tcruzi-717278"	75.71	74.71
"tcruzi-718364"	134.79	100.11
"tcruzi-71874"	516.47	806.61
"tcruzi-720581"	349.34	347.33
"tcruzi-722409"	187.74	172.37
"tcruzi-723816"	67.56	64.09
"tcruzi-725295"	1011.85	879.02
"tcruzi-726076"	205.14	169.89
"tcruzi-726409"	53.31	60.71
"tcruzi-728476"	144.38	200.12
"tcruzi-728837"	298.21	431.92
"tcruzi-729910"	416.97	536.11
"tcruzi-730374"	54.24	42.06
"tcruzi-730534"	109.58	111.32
"tcruzi-732582"	106.04	123.02
"tcruzi-733555"	185.3	199.09
"tcruzi-73419"	289.65	229.85
"tcruzi-735455"	60.71	114.3
"tcruzi-73607"	322.98	173.59
"tcruzi-737227"	275.78	414.99
"tcruzi-737472"	578.86	566.41
"tcruzi-737530"	126.03	198.68
"tcruzi-738525"	222.29	326.24
"tcruzi-740838"	197.64	364.61
"tcruzi-741178"	131.39	114.14
"tcruzi-741306"	299.06	442.72
"tcruzi-741693"	70.86	78.03
"tcruzi-742558"	71.8	62.37
"tcruzi-742737"	270.04	436.22
"tcruzi-742839"	150.44	233.59
"tcruzi-744461"	255.63	495.89
"tcruzi-744582"	258.05	888.78
"tcruzi-745093"	107.79	101.28
"tcruzi-745533"	86.32	85.48
"tcruzi-746551"	149.14	214.63
"tcruzi-750806"	39.7	40.95
"tcruzi-750955"	1245.88	1102.49
"tcruzi-751928"	1395.54	1742.13
"tcruzi-752315"	95.24	103.86
"tcruzi-753154"	74.94	51.03
"tcruzi-753182"	99.13	84.22
"tcruzi-753372"	63.66	63.54
"tcruzi-754524"	103.56	88.52
"tcruzi-755050"	155.35	176.99
"tcruzi-756200"	99.92	195.11
"tcruzi-75685"	57.98	45.73
"tcruzi-756994"	114.75	92.46
"tcruzi-758083"	106.94	74.1
"tcruzi-75912"	163.4	285.87
"tcruzi-75913"	120.88	230.75
"tcruzi-76062"	79.87	82.45
"tcruzi-763334"	126.48	179.3
"tcruzi-763703"	445.96	411.78
"tcruzi-765339"	568.21	445.96
"tcruzi-76561"	96.41	77.1
"tcruzi-765777"	414.28	590.12
"tcruzi-766477"	757.97	871.67
"tcruzi-767416"	78.54	103.63
"tcruzi-768201"	117.06	126.26
"tcruzi-768650"	132.1	147.42
"tcruzi-770029"	257.86	444.67
"tcruzi-770108"	110.17	173.88
"tcruzi-770585"	83.72	78.41
"tcruzi-772083"	73.06	69.19
"tcruzi-772251"	102.84	118.31
"tcruzi-773138"	142.34	98.15
"tcruzi-773706"	167.14	90.36
"tcruzi-773875"	75.2	57.47
"tcruzi-774474"	83.78	139.61
"tcruzi-775444"	53.63	77.18
"tcruzi-776803"	300.1	392.36
"tcruzi-77711"	171.2	221.6
"tcruzi-777292"	107.31	103.2
"tcruzi-778664"	280.19	130.41
"tcruzi-778851"	131.76	76.28
"tcruzi-780226"	56.39	51.83
"tcruzi-780472"	215.23	336.18
"tcruzi-781039"	778.95	257.61
"tcruzi-781062"	601.8	823.8
"tcruzi-781661"	97.79	179.59
"tcruzi-781919"	90.23	91.87
"tcruzi-782966"	56.75	50.42
"tcruzi-783410"	56.55	57.05
"tcruzi-783657"	772.35	827.51
"tcruzi-78369"	73.19	74.88
"tcruzi-784273"	131.23	152.45
"tcruzi-785462"	174.17	87.62
"tcruzi-788936"	523.42	552.81
"tcruzi-789897"	196.63	222.29
"tcruzi-790716"	917.66	1011.85
"tcruzi-791273"	1606.43	1450.59
"tcruzi-791771"	84.43	106.88
"tcruzi-792104"	191.51	341.45
"tcruzi-793610"	82.47	89.93
"tcruzi-795024"	79.4	85.75
"tcruzi-795713"	161.48	141.15
"tcruzi-796033"	228.94	109.19
"tcruzi-797369"	998.16	1329.6
"tcruzi-797520"	100.34	129.55
"tcruzi-797674"	138.97	183.77
"tcruzi-799164"	2963.33	3632.64
"tcruzi-800738"	76.3	114.88
"tcruzi-801502"	158.78	80.04
"tcruzi-801835"	85.34	112.19
"tcruzi-802167"	168.43	268.08
"tcruzi-803139"	119.77	108.23
"tcruzi-804343"	194.66	131.19
"tcruzi-805816"	89.5	83.44
"tcruzi-806504"	213.5	182.84
"tcruzi-806707"	289.29	158.69
"tcruzi-807454"	229.46	393.15
"tcruzi-81215"	111.72	129.96
"tcruzi-812203"	73.48	79.25
"tcruzi-813094"	109.09	84.97
"tcruzi-813112"	68.98	65.45
"tcruzi-814944"	215.57	358.65
"tcruzi-815168"	82.53	54.81
"tcruzi-815465"	70.32	80.54
"tcruzi-815538"	143.13	224.24
"tcruzi-81751"	305.2	204.87
"tcruzi-81962"	117.53	71.95
"tcruzi-821245"	101.77	98.37
"tcruzi-821806"	1942.2	3242.75
"tcruzi-822195"	112.35	204.7
"tcruzi-822399"	89.4	112.02
"tcruzi-826609"	44.45	53.31
"tcruzi-827231"	279.6	316.69
"tcruzi-827353"	36.76	54.52
"tcruzi-828149"	189.47	213.1
"tcruzi-829498"	80.46	67.99
"tcruzi-830033"	54.45	69.13
"tcruzi-830062"	132.45	171.52
"tcruzi-830878"	117.66	84.39
"tcruzi-832378"	183.22	121.75
"tcruzi-832577"	85.85	72.21
"tcruzi-833325"	86.24	56.14
"tcruzi-833800"	348.33	510.21
"tcruzi-833946"	55.81	62.7
"tcruzi-834879"	823.8	899.68
"tcruzi-834928"	130.01	124.67
"tcruzi-835625"	111.5	106.52
"tcruzi-835661"	94.24	61.45
"tcruzi-835700"	125.11	158.78
"tcruzi-835820"	285.87	162.45
"tcruzi-836109"	45.03	49.09
"tcruzi-836636"	123.27	187.85
"tcruzi-836923"	120.45	87.53
"tcruzi-839412"	1425.11	854.57
"tcruzi-842843"	396.42	395.61
"tcruzi-843878"	112.59	64.83
"tcruzi-843885"	72.57	105.59
"tcruzi-844349"	88.52	134.57
"tcruzi-844512"	556.39	135.5
"tcruzi-8451"	118.35	149.06
"tcruzi-8453"	150.67	225.65
"tcruzi-8454"	162.06	233.83
"tcruzi-8457"	204.3	475.7
"tcruzi-8460"	198.68	264.39
"tcruzi-8461"	201.6	234.61
"tcruzi-846167"	66.71	85.94
"tcruzi-846409"	47.73	53.5
"tcruzi-848624"	225.15	96.65
"tcruzi-849220"	65.5	77.66
"tcruzi-849681"	80.64	60.16
"tcruzi-849698"	96.74	101.39
"tcruzi-8497"	237.91	319.16
"tcruzi-849801"	566.41	554.76
"tcruzi-850294"	55.19	57.67
"tcruzi-85073"	635.53	169.76
"tcruzi-850926"	752.22	1014.84
"tcruzi-851129"	143.31	95.68
"tcruzi-852013"	73.62	76.6
"tcruzi-855208"	73.72	75.49
"tcruzi-855499"	78.49	81.1
"tcruzi-855809"	82.67	138.27
"tcruzi-856778"	72.45	75.53
"tcruzi-858343"	2486.84	1584.89
"tcruzi-860467"	53.5	40.68
"tcruzi-861121"	75.63	77.61
"tcruzi-861730"	71.83	49.85
"tcruzi-862875"	42.86	58.39
"tcruzi-863572"	122.77	152.92
"tcruzi-863969"	59.2	53.81
"tcruzi-864109"	58.01	56.9
"tcruzi-864569"	47.05	55.31
"tcruzi-86610"	62.68	62.26
"tcruzi-866409"	338.28	227.47
"tcruzi-867280"	640.4	668.13
"tcruzi-867281"	1648.13	1634.44
"tcruzi-867282"	1502.65	1365.1
"tcruzi-867283"	1163.33	1073.91
"tcruzi-867284"	465.53	568.21
"tcruzi-867286"	86.02	134.72
"tcruzi-867287"	272.46	350.01
"tcruzi-867533"	45.73	51.57
"tcruzi-867561"	76.38	118.99
"tcruzi-867646"	57.61	65.96
"tcruzi-867649"	383.91	355.03
"tcruzi-869391"	103.96	94.45
"tcruzi-869422"	99.31	118.02
"tcruzi-869560"	148.04	127.21
"tcruzi-871282"	2453.96	2773.1
"tcruzi-871581"	235.72	226.64
"tcruzi-872555"	144.08	144.38
"tcruzi-876536"	131.54	235.97
"tcruzi-876681"	116.03	119.66
"tcruzi-87751"	115.23	67.89
"tcruzi-882337"	749	1005.63
"tcruzi-883040"	234.12	182.07
"tcruzi-885610"	233.05	237.05
"tcruzi-886699"	111.38	127.93
"tcruzi-88689"	1463.91	1558.03
"tcruzi-887784"	172	104.66
"tcruzi-890634"	3182.74	4396.38
"tcruzi-892704"	83.06	114.61
"tcruzi-89340"	180.71	192.23
"tcruzi-893755"	132.37	172.81
"tcruzi-895663"	87.5	113.53
"tcruzi-89612"	8808.65	1093
"tcruzi-89675"	129.96	102.68
"tcruzi-898688"	135.11	115.08
"tcruzi-900587"	69.63	69.62
"tcruzi-901484"	98.7	137.11
"tcruzi-905074"	90.6	78.97
"tcruzi-906744"	51.12	73.49
"tcruzi-90692"	76.85	61.18
"tcruzi-907392"	107.09	155.57
"tcruzi-907827"	199.09	116.88
"tcruzi-907895"	88.96	123.43
"tcruzi-90808"	165.07	101.06
"tcruzi-909455"	356.8	492.91
"tcruzi-909892"	57.44	46.09
"tcruzi-910450"	590.12	551.5
"tcruzi-91086"	257.35	268.79
"tcruzi-913688"	67.07	106.29
"tcruzi-914067"	304.86	561.05
"tcruzi-915193"	90.11	116.77
"tcruzi-91796"	156.38	86.51
"tcruzi-918191"	72.21	71.88
"tcruzi-918672"	312.54	128.22
"tcruzi-918800"	423.23	143.08
"tcruzi-919419"	128.32	108.85
"tcruzi-919631"	131.64	84.25
"tcruzi-919750"	65.63	89.88
"tcruzi-920019"	86.54	95.99
"tcruzi-920085"	182.13	141.44
"tcruzi-92112"	151.34	162.18
"tcruzi-923964"	86.96	79.92
"tcruzi-924451"	86.09	72.5
"tcruzi-924562"	77.66	87.78
"tcruzi-925396"	702.83	455.7
"tcruzi-925648"	90.71	77.1
"tcruzi-925701"	85.48	103.96
"tcruzi-92795"	108.52	131.39
"tcruzi-928686"	114.53	90.4
"tcruzi-929590"	138.48	141.88
"tcruzi-930155"	168.69	88.23
"tcruzi-930441"	324.77	432.83
"tcruzi-930543"	72.17	86.74
"tcruzi-930853"	96.15	107.31
"tcruzi-931554"	59.31	49.78
"tcruzi-932567"	625.13	384.47
"tcruzi-933465"	865.43	503.51
"tcruzi-934350"	134.07	141.72
"tcruzi-934987"	84.29	69.41
"tcruzi-937298"	106.34	222.93
"tcruzi-937352"	78.19	76.77
"tcruzi-939002"	169.15	64.8
"tcruzi-939855"	147.78	135.97
"tcruzi-940394"	78.77	102.04
"tcruzi-941274"	152.05	191.86
"tcruzi-942193"	100.06	84.9
"tcruzi-942199"	118.99	144.19
"tcruzi-942807"	134.02	172.14
"tcruzi-943492"	152.77	127.59
"tcruzi-943678"	115.05	243.21
"tcruzi-945265"	77.72	67.6
"tcruzi-950434"	84.02	92.04
"tcruzi-95372"	211.39	363.35
"tcruzi-955019"	122.96	90.06
"tcruzi-957528"	74.13	70.95
"tcruzi-958298"	688.1	100.92
"tcruzi-960462"	90.76	108.15
"tcruzi-961076"	1133.5	1413.68
"tcruzi-961156"	71.12	75.89
"tcruzi-961296"	2797.8	1942.2
"tcruzi-961653"	110.02	71.07
"tcruzi-963367"	89.27	73.29
"tcruzi-964365"	82.24	81.21
"tcruzi-965570"	88.79	126.75
"tcruzi-966474"	249.03	170.03
"tcruzi-967105"	57.1	47.81
"tcruzi-967160"	86.66	81.49
"tcruzi-967228"	79.92	92.36
"tcruzi-969716"	104.99	81.29
"tcruzi-970131"	46.81	43.6
"tcruzi-970768"	333.24	228.57
"tcruzi-971006"	1776.66	1034.01
"tcruzi-971167"	71.49	69.04
"tcruzi-97124"	282.72	102.8
"tcruzi-971276"	140.17	101.34
"tcruzi-972172"	84.23	53.11
"tcruzi-972827"	404.26	632.1
"tcruzi-973"	5354.32	9777.65
"tcruzi-973457"	626.8	638.15
"tcruzi-973893"	93.15	105.86
"tcruzi-97405"	109.24	133.48
"tcruzi-97437"	84.39	124.62
"tcruzi-976262"	84.1	65
"tcruzi-976778"	342.79	397.21
"tcruzi-977113"	104.7	84.47
"tcruzi-978251"	121.87	76.03
"tcruzi-979112"	182.84	145.69
"tcruzi-979514"	202.85	263.78
"tcruzi-979946"	74.68	94.66
"tcruzi-982153"	90.05	102.31
"tcruzi-984441"	775.51	511.67
"tcruzi-984490"	211.85	265.27
"tcruzi-984569"	112.23	140.42
"tcruzi-984579"	158.37	115.86
"tcruzi-985728"	166.88	127.79
"tcruzi-985731"	180.54	92.57
"tcruzi-986709"	92.91	112.52
"tcruzi-988629"	101.82	111.49
"tcruzi-990212"	164.2	82.96
"tcruzi-990730"	95.71	101.52
"tcruzi-993929"	73.12	75.56
"tcruzi-994235"	144.69	266
"tcruzi-994568"	81.03	84.81
"tcruzi-994842"	368.94	133.81
"tcruzi-994926"	63.96	66.96
"tcruzi-995005"	94.34	152.59
"tcruzi-99594"	43.03	51.19
"tcruzi-996554"	66.59	68.6
"tcruzi-997567"	94.6	93.62
"tcruzi-998554"	53.9	82.15
"tcruzi-998823"	81.17	85.7
