"Reporter Name"	"MX_NE_normalizedData_r1"	"MX_NE_normalizedData_r2"
"tcruzi-1596319"	65.19	48.96
"tcruzi-1596573"	55.31	52.69
"tcruzi-1597333"	276.69	349.34
"tcruzi-1597994"	203.3	269.23
"tcruzi-1598056"	117.48	180.27
"tcruzi-1600920"	242.08	259.9
"tcruzi-1601146"	120.37	152.52
"tcruzi-1601383"	86.36	124.3
"tcruzi-1601462"	87.11	112.92
"tcruzi-1602087"	65.37	92.5
"tcruzi-1605232"	203.82	63.59
"tcruzi-1605410"	61.18	99.84
"tcruzi-1607120"	92.11	83.21
"tcruzi-1609253"	152.34	115.23
"tcruzi-1609402"	90.68	73.08
"tcruzi-1609538"	1913.24	2963.33
"tcruzi-1610808"	438.94	261.39
"tcruzi-1611123"	143.41	78.63
"tcruzi-161122"	69.91	106.37
"tcruzi-1612081"	103.34	150.36
"tcruzi-1612488"	293.44	451.21
"tcruzi-1613015"	66.82	134.5
"tcruzi-1613141"	65.14	47.26
"tcruzi-161340"	70.56	93.15
"tcruzi-1613641"	71.33	82.22
"tcruzi-1614533"	68.57	75.36
"tcruzi-1615039"	70.95	109.01
"tcruzi-1617797"	139.66	163.49
"tcruzi-1617962"	47.57	73.67
"tcruzi-1618311"	479.1	214.84
"tcruzi-1618347"	118.92	148.38
"tcruzi-1620284"	175.22	179.59
"tcruzi-1620754"	123.78	78.35
"tcruzi-1621076"	74.35	116.29
"tcruzi-162238"	164.76	170.59
"tcruzi-162246"	104.66	105.47
"tcruzi-162372"	92.52	96.46
"tcruzi-1624360"	102.77	150.44
"tcruzi-1624529"	122.61	214.08
"tcruzi-1624924"	146.87	94.08
"tcruzi-1625346"	76.43	80.99
"tcruzi-1625462"	49.94	52.14
"tcruzi-1626044"	103.56	256.14
"tcruzi-1626514"	1930.37	2870.4
"tcruzi-1626709"	92.76	97.92
"tcruzi-1628410"	173.88	160.64
"tcruzi-162871"	56.01	68.43
"tcruzi-1628918"	62.2	70.04
"tcruzi-1629094"	402.58	620.99
"tcruzi-1629167"	77.12	83.62
"tcruzi-1630827"	51.71	55.19
"tcruzi-163309"	89.53	118.25
"tcruzi-1633577"	51.61	117.66
"tcruzi-1634436"	362.89	671.91
"tcruzi-163544"	1558.03	2045.32
"tcruzi-163630"	300.45	477.96
"tcruzi-1636649"	53.41	98.19
"tcruzi-1636924"	648.18	91.45
"tcruzi-1638576"	113.07	134.3
"tcruzi-1638773"	53.63	64.94
"tcruzi-1638885"	56.95	50.51
"tcruzi-1639290"	97.03	120.73
"tcruzi-1642535"	85.02	86.32
"tcruzi-1642715"	106.52	109.49
"tcruzi-164274"	561.05	79.78
"tcruzi-1648561"	321.49	569.51
"tcruzi-1648624"	133.25	220.25
"tcruzi-1649215"	319.16	272.79
"tcruzi-1652332"	89.95	91.77
"tcruzi-1652638"	148.59	206.26
"tcruzi-1652969"	241.01	274.46
"tcruzi-1653467"	108.47	151.24
"tcruzi-1654056"	49.78	61.11
"tcruzi-1655756"	166.43	230.05
"tcruzi-1658910"	87.72	120.3
"tcruzi-165959"	533.96	265.61
"tcruzi-166088"	247.51	206.45
"tcruzi-1660985"	71.38	89.99
"tcruzi-166132"	102.52	113.47
"tcruzi-1661370"	1597.23	2031.28
"tcruzi-166138"	91.15	143.21
"tcruzi-1663272"	168.92	137.21
"tcruzi-1664138"	78.21	132.6
"tcruzi-1665081"	58.9	73.83
"tcruzi-1665190"	159.48	291.76
"tcruzi-1667950"	88.49	57.98
"tcruzi-1668665"	116	93.76
"tcruzi-1669240"	89.15	72.9
"tcruzi-1669981"	58.27	50.6
"tcruzi-1671320"	87.85	75.46
"tcruzi-1673022"	126.75	91.38
"tcruzi-167417"	86.2	182.38
"tcruzi-1674391"	316.69	184.9
"tcruzi-1675763"	93.37	115.66
"tcruzi-167751"	62.1	95.92
"tcruzi-1678538"	105.53	134.88
"tcruzi-1679278"	64.8	91.72
"tcruzi-1682107"	76.01	56.48
"tcruzi-168323"	571.14	695.37
"tcruzi-1684723"	63.92	125.3
"tcruzi-1685154"	73.98	63.66
"tcruzi-168547"	712.4	615.91
"tcruzi-1686349"	68.68	62
"tcruzi-1686903"	173.21	75.8
"tcruzi-1687980"	74.94	58.85
"tcruzi-1688062"	119.94	89.55
"tcruzi-1694908"	47.81	59.08
"tcruzi-1695347"	268.24	158.87
"tcruzi-1696958"	143	61.52
"tcruzi-1697495"	132.23	140.55
"tcruzi-1698659"	117.71	123.78
"tcruzi-169895"	88.85	160.07
"tcruzi-1698982"	135.81	159.13
"tcruzi-1700247"	77.3	79.87
"tcruzi-1701757"	91.24	62.95
"tcruzi-1702338"	80.01	91.5
"tcruzi-1703903"	40.48	48.06
"tcruzi-1704414"	730.3	540.13
"tcruzi-1705979"	64.67	88.96
"tcruzi-1706055"	1005.63	1067.23
"tcruzi-170668"	133.37	157.73
"tcruzi-1707755"	135.23	75.95
"tcruzi-1709768"	346.56	312.24
"tcruzi-1711596"	121.12	99.38
"tcruzi-1711890"	628.91	194.5
"tcruzi-171532"	98.57	81.1
"tcruzi-1716760"	127.99	67.38
"tcruzi-1717835"	177.12	83.28
"tcruzi-1719157"	50.51	59.46
"tcruzi-1719301"	51.19	50.32
"tcruzi-1720191"	84.15	82.4
"tcruzi-1720319"	69.31	84.49
"tcruzi-1721011"	48.27	56.28
"tcruzi-1723439"	153.98	172.96
"tcruzi-1723442"	93.3	165.22
"tcruzi-1724052"	65.59	56.71
"tcruzi-1724529"	59.58	48.53
"tcruzi-1725233"	237.05	491.87
"tcruzi-1725727"	57.29	56.9
"tcruzi-1725839"	988.39	1182.87
"tcruzi-1726580"	632.1	782.85
"tcruzi-1727192"	50.06	34.33
"tcruzi-1727548"	96.65	82.85
"tcruzi-1727890"	99.69	120.5
"tcruzi-1728096"	294.32	440.04
"tcruzi-1728604"	66.84	59.46
"tcruzi-1728921"	261.39	329.63
"tcruzi-1729385"	423.94	252.74
"tcruzi-1729506"	74.02	73.32
"tcruzi-1730503"	592.69	662.58
"tcruzi-1731521"	177.9	196.75
"tcruzi-1731940"	1067.23	630.17
"tcruzi-1734434"	165.22	87.72
"tcruzi-1736477"	84.76	84.07
"tcruzi-1737371"	201.88	194.66
"tcruzi-1739330"	43.82	50.01
"tcruzi-1739400"	111.96	136.9
"tcruzi-1740856"	44.04	53.93
"tcruzi-1741484"	56.71	53.59
"tcruzi-1743263"	279.28	517.18
"tcruzi-1744284"	124.38	138.27
"tcruzi-1744474"	68.32	48.37
"tcruzi-174456"	638.15	626.8
"tcruzi-1746060"	222.52	271.98
"tcruzi-1746723"	179.8	164.84
"tcruzi-1747316"	1413.68	1313.2
"tcruzi-1748558"	502.61	423.94
"tcruzi-1749363"	55.73	62.1
"tcruzi-1749985"	65.08	84.57
"tcruzi-1750392"	83.86	117.04
"tcruzi-1751809"	45.51	81.52
"tcruzi-1753059"	115.86	142.03
"tcruzi-1754180"	49.68	59.14
"tcruzi-1755028"	167.22	149.44
"tcruzi-1755419"	126.53	71.95
"tcruzi-1755567"	108.68	135.35
"tcruzi-1755827"	171.38	65.5
"tcruzi-1757011"	110.45	90.23
"tcruzi-1757623"	159.13	76.9
"tcruzi-1758762"	128.28	80.68
"tcruzi-1760503"	51.61	47.9
"tcruzi-1761122"	84.33	81.44
"tcruzi-1762736"	56.63	103.37
"tcruzi-176301"	272.79	457.59
"tcruzi-1765342"	106.27	96.5
"tcruzi-1766597"	260.54	297.08
"tcruzi-1767615"	72.26	86.81
"tcruzi-176799"	69.55	67.14
"tcruzi-1768737"	123.66	203.01
"tcruzi-1768738"	157.94	193.49
"tcruzi-1768739"	136.9	82.01
"tcruzi-1769921"	98.53	96.08
"tcruzi-1770887"	290.81	112.35
"tcruzi-1771451"	66.64	65.99
"tcruzi-1771766"	99.59	135.01
"tcruzi-1771804"	145.85	190
"tcruzi-1771921"	103.14	146.94
"tcruzi-1771933"	93.07	117.76
"tcruzi-1773661"	97.26	130.33
"tcruzi-1774594"	907.35	718.83
"tcruzi-1775597"	79.84	62.58
"tcruzi-1776888"	75	89.67
"tcruzi-1777098"	68.64	43.03
"tcruzi-1780642"	152.24	167.26
"tcruzi-1781610"	123.9	120.24
"tcruzi-178775"	200.69	292.02
"tcruzi-1788057"	327.37	81.34
"tcruzi-178819"	85.62	128.86
"tcruzi-178882"	124.43	129.84
"tcruzi-1790093"	769.84	625.13
"tcruzi-1791938"	53.9	44.45
"tcruzi-1792230"	105.03	61.01
"tcruzi-1792287"	87.34	109.33
"tcruzi-1793211"	70.02	72.6
"tcruzi-179347"	613.54	857.89
"tcruzi-1793707"	69.06	90.49
"tcruzi-1794265"	148.99	128.58
"tcruzi-1794928"	86.77	82.15
"tcruzi-1794930"	85.41	89.31
"tcruzi-1795649"	181.73	256.91
"tcruzi-1799119"	145.96	133.16
"tcruzi-1802513"	57.53	49.72
"tcruzi-1803887"	225.88	317.11
"tcruzi-1805874"	61.38	61.79
"tcruzi-180674"	172.14	169.65
"tcruzi-1807430"	71.68	76.34
"tcruzi-1807541"	76.85	82.37
"tcruzi-180845"	82.72	102.44
"tcruzi-1810179"	1240.67	1279.74
"tcruzi-181071"	927.04	931.05
"tcruzi-1810886"	117.95	137.41
"tcruzi-1811006"	82.96	118.43
"tcruzi-1811085"	151.17	99.89
"tcruzi-1812056"	66.48	67.64
"tcruzi-1813512"	68.73	79.64
"tcruzi-1813788"	67.28	113.07
"tcruzi-1814057"	3323.6	851.26
"tcruzi-1814795"	122.23	56.09
"tcruzi-181504"	67.96	61.6
"tcruzi-1815579"	72.03	130.85
"tcruzi-1815965"	104.01	139.85
"tcruzi-1816816"	110.93	100.72
"tcruzi-1817252"	161.91	170.69
"tcruzi-1819832"	134.57	76.1
"tcruzi-1820245"	99.51	119.77
"tcruzi-1820392"	98.08	95.71
"tcruzi-1822441"	86.16	65.72
"tcruzi-1823230"	120.08	79.02
"tcruzi-1824082"	42.53	61.31
"tcruzi-1824455"	71.59	53.18
"tcruzi-1824615"	249.24	254.83
"tcruzi-1824753"	94.4	62.9
"tcruzi-182498"	107.26	219.45
"tcruzi-1825152"	58.17	56.59
"tcruzi-1825436"	184.97	179.4
"tcruzi-1825497"	74.4	81.6
"tcruzi-1825708"	120.65	137.11
"tcruzi-1825709"	100	125.86
"tcruzi-1825943"	60.62	68.68
"tcruzi-1828463"	57.9	49.55
"tcruzi-1831110"	55.81	76.69
"tcruzi-1831375"	93.21	116.82
"tcruzi-1831615"	115.93	154.24
"tcruzi-1831694"	198.96	289.29
"tcruzi-1832580"	182.38	71.71
"tcruzi-1834231"	291.18	125.8
"tcruzi-1834440"	5080.17	4691.48
"tcruzi-1834441"	6379.96	7230.82
"tcruzi-1834443"	2545.87	1930.37
"tcruzi-1834934"	57.67	59.68
"tcruzi-1834939"	6072.49	10344.94
"tcruzi-1835748"	227.84	407.25
"tcruzi-1835940"	83.72	114.57
"tcruzi-1836529"	64.35	59.14
"tcruzi-1838018"	195.25	167.14
"tcruzi-1838563"	113.78	221.04
"tcruzi-183898"	398.97	438.94
"tcruzi-1839444"	81.29	65.14
"tcruzi-1839840"	111.32	78.54
"tcruzi-1839900"	559.24	608.71
"tcruzi-1840261"	61.52	88.65
"tcruzi-1841678"	91.6	131.57
"tcruzi-1841901"	285.44	260.14
"tcruzi-184205"	114.43	249.47
"tcruzi-184239"	113.47	65.88
"tcruzi-1844384"	249.47	428.05
"tcruzi-1844903"	188.36	282.72
"tcruzi-1844980"	576.74	875.76
"tcruzi-1844981"	174.51	347.83
"tcruzi-1844982"	151.48	302.57
"tcruzi-1844984"	194.2	361.57
"tcruzi-1844985"	248.04	367.33
"tcruzi-1845654"	213	130.7
"tcruzi-1846978"	79.2	68.25
"tcruzi-1848064"	91.45	96.61
"tcruzi-1848403"	99.78	135.88
"tcruzi-1848426"	314.51	182.5
"tcruzi-1848819"	52.32	49.2
"tcruzi-1848880"	137.07	153.9
"tcruzi-1849605"	182.54	165.94
"tcruzi-1849977"	95.47	131.03
"tcruzi-1852032"	95.4	110.21
"tcruzi-1852415"	54.87	59.35
"tcruzi-1852577"	210.21	207.05
"tcruzi-1854389"	123.84	139.98
"tcruzi-1854993"	158.15	172.37
"tcruzi-1855699"	89.8	74.49
"tcruzi-1856550"	52.37	50.6
"tcruzi-1856849"	62.28	55.26
"tcruzi-1857146"	94.29	129.4
"tcruzi-185739"	164.08	174.34
"tcruzi-1857763"	100.51	78.46
"tcruzi-1857791"	70.65	81.91
"tcruzi-1858109"	124.53	72.17
"tcruzi-1858678"	83.81	178.73
"tcruzi-1859347"	305.8	156.6
"tcruzi-186057"	474.8	734.86
"tcruzi-1861764"	68.88	52.58
"tcruzi-186215"	118.54	148.12
"tcruzi-1863080"	97.72	65.62
"tcruzi-1864503"	81.92	104.58
"tcruzi-1865671"	2097.09	1728.22
"tcruzi-1867341"	66.96	55.95
"tcruzi-1867553"	311.23	320.92
"tcruzi-1869141"	76.23	87.14
"tcruzi-187006"	74.56	108.78
"tcruzi-1870282"	62.22	69.65
"tcruzi-1870394"	77.93	88.92
"tcruzi-1874100"	195.84	141.06
"tcruzi-1874766"	52.86	48.46
"tcruzi-1875741"	169.43	96.18
"tcruzi-1876888"	122.88	152.72
"tcruzi-1877172"	671.91	1133.5
"tcruzi-1877196"	72.74	57.53
"tcruzi-187838"	59.14	83.58
"tcruzi-1878419"	157.27	191.4
"tcruzi-1880256"	82.93	121.33
"tcruzi-1882369"	232.33	374.09
"tcruzi-1882385"	216.63	356.11
"tcruzi-1882802"	156.84	246.5
"tcruzi-1885771"	107.6	122.11
"tcruzi-1886705"	2031.28	3499.26
"tcruzi-1887062"	44.93	52.86
"tcruzi-1887099"	146.55	73.15
"tcruzi-1887343"	119.22	169.31
"tcruzi-188755"	67.88	79.71
"tcruzi-1888658"	127.62	107.09
"tcruzi-1891109"	127.36	164.27
"tcruzi-1891159"	197.76	261.22
"tcruzi-189218"	268.24	447.19
"tcruzi-189303"	59.08	56.59
"tcruzi-1893677"	60.44	80.87
"tcruzi-1894243"	73.26	74.79
"tcruzi-1896124"	1355.75	2380.84
"tcruzi-1896417"	152.45	107.03
"tcruzi-1897087"	66.88	71.33
"tcruzi-1898998"	203.91	184.9
"tcruzi-1901714"	102.44	88.79
"tcruzi-1902057"	69.63	94.36
"tcruzi-1902472"	320.92	291.18
"tcruzi-1902933"	88.7	118.96
"tcruzi-1903219"	117.62	146.55
"tcruzi-1904757"	172.37	159.48
"tcruzi-190487"	60.23	68.98
"tcruzi-1907900"	64.12	70.09
"tcruzi-190817"	121.75	207.28
"tcruzi-1908217"	431.92	151.74
"tcruzi-190870"	128.51	97.81
"tcruzi-191073"	80.91	104.84
"tcruzi-1910813"	74.21	82.53
"tcruzi-1911654"	208.98	166.71
"tcruzi-1912086"	133.06	151.91
"tcruzi-1912190"	244.61	166.24
"tcruzi-191512"	116.7	90.76
"tcruzi-1915162"	65.24	83.9
"tcruzi-1915552"	47.45	66.16
"tcruzi-1915593"	192.67	208.26
"tcruzi-1915820"	58.79	107.68
"tcruzi-1916208"	130.8	168.8
"tcruzi-1917866"	62.58	66.78
"tcruzi-192016"	64.71	97.98
"tcruzi-1921473"	63.28	71.8
"tcruzi-1921826"	75.67	57.32
"tcruzi-1922058"	63.42	72.26
"tcruzi-1922247"	92.15	88.42
"tcruzi-192225"	61.14	93.21
"tcruzi-1922508"	53.18	53.73
"tcruzi-1925185"	85.78	92.42
"tcruzi-1925272"	103.67	78.77
"tcruzi-192572"	67.64	119.42
"tcruzi-1926122"	84.71	70.39
"tcruzi-1926210"	244.03	306.92
"tcruzi-1927367"	191.65	269.53
"tcruzi-1929107"	50.93	41.16
"tcruzi-1932117"	101.65	105.03
"tcruzi-1932287"	110.07	151.09
"tcruzi-1932381"	305.8	447.99
"tcruzi-1932516"	63.71	80.21
"tcruzi-1933179"	102.29	124.02
"tcruzi-1933379"	88.65	155.19
"tcruzi-1933462"	177.36	210.55
"tcruzi-1935209"	72.08	102.89
"tcruzi-1936027"	610.38	648.18
"tcruzi-1936456"	60.09	71.52
"tcruzi-1937452"	62.32	61.88
"tcruzi-1940278"	82.56	61.38
"tcruzi-194096"	103.2	143.57
"tcruzi-1941265"	112.52	141.22
"tcruzi-1941426"	88.23	76.48
"tcruzi-1941976"	116.77	42.26
"tcruzi-1943637"	57.93	71.2
"tcruzi-1944043"	270.46	394.83
"tcruzi-1944234"	207.28	360.88
"tcruzi-1945660"	143.21	127.1
"tcruzi-1946289"	617.64	562.31
"tcruzi-1946291"	184.34	95.92
"tcruzi-1946292"	326.24	120.12
"tcruzi-1946297"	170.13	112.23
"tcruzi-1946298"	246.5	133.59
"tcruzi-1947119"	441.51	720.56
"tcruzi-1951099"	160.04	196.51
"tcruzi-1951541"	1894.69	1537.28
"tcruzi-1954272"	119.85	94.97
"tcruzi-1957071"	124.78	262.86
"tcruzi-1957213"	90.4	94.03
"tcruzi-1957459"	133.81	218.78
"tcruzi-195952"	220.04	103.49
"tcruzi-1961045"	104.29	98.05
"tcruzi-196173"	90.05	66.3
"tcruzi-1962816"	245.7	72.12
"tcruzi-1963837"	182.94	262.43
"tcruzi-1963924"	91.04	93.45
"tcruzi-1964286"	195.61	250.05
"tcruzi-1964683"	1658.48	2577.69
"tcruzi-1965340"	89.2	72.57
"tcruzi-1965347"	107.21	179.95
"tcruzi-1965742"	61.54	79.32
"tcruzi-196594"	63.75	66.33
"tcruzi-1966604"	455.7	497.06
"tcruzi-1968348"	44.77	54.38
"tcruzi-1969"	284.48	532.8
"tcruzi-1972762"	65	46.3
"tcruzi-1973994"	93.81	103.72
"tcruzi-1974091"	115.6	139.5
"tcruzi-1975354"	66.09	90.03
"tcruzi-1978598"	163.04	204.47
"tcruzi-1979434"	81.25	125.23
"tcruzi-1981357"	265.61	379.49
"tcruzi-1982557"	73.87	140.82
"tcruzi-1984199"	89.07	107.88
"tcruzi-1985376"	122.71	169.01
"tcruzi-1987562"	58.67	87.4
"tcruzi-1989081"	127.21	171.06
"tcruzi-1989292"	1300.58	2301.94
"tcruzi-1989991"	76.58	100.34
"tcruzi-1990518"	114.48	149.91
"tcruzi-1991307"	203.66	283.15
"tcruzi-1991562"	78.3	70.6
"tcruzi-1991977"	79.51	62.86
"tcruzi-1992016"	1111.52	958.85
"tcruzi-1992492"	55.53	75.69
"tcruzi-199262"	135.88	168.29
"tcruzi-1993115"	64.12	100.39
"tcruzi-1995390"	77.41	65.76
"tcruzi-1995483"	76.69	55.61
"tcruzi-1995799"	384.47	574.66
"tcruzi-1995800"	282.22	145.05
"tcruzi-1995801"	510.21	241.47
"tcruzi-1995804"	157.21	454.97
"tcruzi-1995806"	175.71	108.9
"tcruzi-1995807"	146.05	123.61
"tcruzi-1997210"	1172.39	802.91
"tcruzi-1997296"	74.79	98.6
"tcruzi-1997572"	92.24	193.04
"tcruzi-19981"	82.43	114.75
"tcruzi-1998837"	93.57	71.16
"tcruzi-1999215"	92.85	115.34
"tcruzi-2000458"	93.93	68.84
"tcruzi-2000749"	108.03	105.94
"tcruzi-200121"	65.32	58.08
"tcruzi-2001364"	65.68	54.59
"tcruzi-2001502"	111.69	97.26
"tcruzi-2002834"	615.91	669.9
"tcruzi-2002851"	203.1	238.76
"tcruzi-2004218"	68.07	109.38
"tcruzi-2006243"	277.13	337.3
"tcruzi-2007518"	661.16	740.48
"tcruzi-2007535"	351.98	199.82
"tcruzi-20087"	118.51	109.09
"tcruzi-2008938"	121.43	118.81
"tcruzi-2009954"	449.9	314.51
"tcruzi-2010792"	310.21	594.74
"tcruzi-201174"	60.16	76.38
"tcruzi-2012115"	105.25	162.69
"tcruzi-2012117"	159.72	225.15
"tcruzi-2012118"	163.22	225.88
"tcruzi-2012691"	125.04	74.56
"tcruzi-2012959"	102.77	134.23
"tcruzi-2013473"	122.37	216.93
"tcruzi-2013866"	80.5	131.69
"tcruzi-2013980"	61.05	66.88
"tcruzi-2014352"	233.38	101.02
"tcruzi-201645"	63.89	64.58
"tcruzi-2016637"	68.23	56.44
"tcruzi-2017238"	94.56	93.15
"tcruzi-2017278"	127.79	119.55
"tcruzi-2017279"	187.58	110.3
"tcruzi-2019830"	346.09	221.84
"tcruzi-2020258"	74.52	97.07
"tcruzi-202167"	229.71	310.79
"tcruzi-2022214"	113.9	132.23
"tcruzi-202265"	128.94	170.32
"tcruzi-2024192"	80.21	72.03
"tcruzi-2025654"	66.71	113.72
"tcruzi-2026873"	166.34	198.2
"tcruzi-2027528"	67.6	80.46
"tcruzi-2028191"	440.75	284.48
"tcruzi-2028916"	78.72	91.82
"tcruzi-2029279"	214.63	209.88
"tcruzi-2029914"	56.86	55.43
"tcruzi-2030693"	662.58	145.35
"tcruzi-2030694"	184.54	128.39
"tcruzi-2030695"	96.58	100
"tcruzi-2030708"	183.77	96.54
"tcruzi-2030752"	77.82	90.68
"tcruzi-2030898"	219.26	321.94
"tcruzi-2030902"	129.3	183.06
"tcruzi-2030911"	131.32	175.13
"tcruzi-2030921"	135.5	191.26
"tcruzi-2030922"	192.32	189.35
"tcruzi-2032124"	124.88	109.24
"tcruzi-2032426"	167.31	162.86
"tcruzi-2034178"	487.96	1059.1
"tcruzi-2034179"	421.88	663.67
"tcruzi-203422"	294.54	338.28
"tcruzi-2034631"	171.29	151.48
"tcruzi-2035432"	149.83	285.17
"tcruzi-2036226"	186.9	266.78
"tcruzi-2036792"	89.12	155.31
"tcruzi-2036872"	254.6	367.98
"tcruzi-2036975"	101.42	135.26
"tcruzi-20377"	61.6	74.88
"tcruzi-203805"	760.5	678.26
"tcruzi-2038234"	92.46	116.03
"tcruzi-2041955"	37.56	44.04
"tcruzi-204202"	119.5	111.69
"tcruzi-2043204"	139.12	178.05
"tcruzi-2045447"	347.83	614.66
"tcruzi-2045584"	105.47	166.8
"tcruzi-2046558"	52.55	57.93
"tcruzi-2047008"	201.31	239.44
"tcruzi-2047009"	163.84	144.88
"tcruzi-2047627"	112.74	200.33
"tcruzi-2047661"	81.17	95.4
"tcruzi-2048720"	50.42	58.74
"tcruzi-2049499"	58.36	55.76
"tcruzi-2050739"	173.72	244.61
"tcruzi-2050867"	85.69	102.31
"tcruzi-2050984"	88.03	89.03
"tcruzi-205100"	120.16	180.71
"tcruzi-205101"	129.1	132.1
"tcruzi-205102"	176.99	198.48
"tcruzi-2052232"	107.03	149.55
"tcruzi-2052800"	60.66	98.93
"tcruzi-2052948"	45.31	45.47
"tcruzi-2053960"	80.54	103.3
"tcruzi-2056075"	93.62	119.85
"tcruzi-2056967"	50.26	46.71
"tcruzi-2057354"	109.27	71.13
"tcruzi-2057539"	78.09	88.55
"tcruzi-205814"	71.56	93.57
"tcruzi-2058812"	135.35	115.42
"tcruzi-2062195"	118.35	97.52
"tcruzi-2062472"	97.14	170.23
"tcruzi-206258"	107.75	79.58
"tcruzi-206259"	123.14	96.36
"tcruzi-2062701"	131.15	207.9
"tcruzi-2062702"	149.91	242.67
"tcruzi-2062973"	150.36	226.84
"tcruzi-2063020"	60.88	70.65
"tcruzi-2064383"	98.02	95.79
"tcruzi-2064689"	49.04	39.31
"tcruzi-206548"	250.23	116.35
"tcruzi-2065684"	65.92	54.24
"tcruzi-2066514"	121.97	128.94
"tcruzi-2067216"	249.75	146.28
"tcruzi-2067320"	179.67	233.05
"tcruzi-2069167"	108.59	95.24
"tcruzi-2071085"	72.53	65.92
"tcruzi-2072090"	212.08	82.22
"tcruzi-2072801"	163.29	280.63
"tcruzi-2073579"	64.12	63.35
"tcruzi-207494"	136.03	247.41
"tcruzi-2076458"	204.7	156.28
"tcruzi-2078224"	101.42	128.82
"tcruzi-2079000"	111.22	83.44
"tcruzi-2079005"	75.53	83.72
"tcruzi-2079457"	125.8	161.91
"tcruzi-2079732"	38.22	36.76
"tcruzi-2080693"	89.8	87.92
"tcruzi-208103"	103.4	113.41
"tcruzi-2081479"	57.24	53.24
"tcruzi-2082"	101.28	112.47
"tcruzi-2082767"	888.78	1188.3
"tcruzi-2084234"	226.64	483.68
"tcruzi-2087348"	58.85	88.25
"tcruzi-2087903"	88.16	83.06
"tcruzi-2087904"	89.73	69.49
"tcruzi-2088011"	262.86	106.2
"tcruzi-2090164"	50.17	45.6
"tcruzi-2091125"	199.96	88.16
"tcruzi-2093267"	134.72	198.96
"tcruzi-2094606"	88.85	92.09
"tcruzi-2096582"	173.45	63.45
"tcruzi-2097963"	56.9	50.06
"tcruzi-2098184"	57.71	74.64
"tcruzi-2100367"	71.95	59
"tcruzi-2100588"	64.27	66.55
"tcruzi-2100810"	130.48	163
"tcruzi-2101751"	124.16	119.33
"tcruzi-2102681"	52.47	54.17
"tcruzi-21031"	70.51	100.55
"tcruzi-2103439"	76.77	73.58
"tcruzi-210420"	69.7	83.12
"tcruzi-2104766"	133.16	156.84
"tcruzi-2104796"	113.6	79.2
"tcruzi-2105159"	140.42	119.71
"tcruzi-2107135"	45.89	43.6
"tcruzi-210755"	130.62	299.54
"tcruzi-2108370"	148.12	205.87
"tcruzi-2108865"	70.99	51.29
"tcruzi-2108925"	87.89	100.45
"tcruzi-2110107"	109.95	90.84
"tcruzi-2110728"	68.6	69.95
"tcruzi-2111365"	60.3	46.16
"tcruzi-2113592"	287.69	500.85
"tcruzi-2116871"	64.64	60.62
"tcruzi-2116891"	236.15	228.73
"tcruzi-2117979"	413.22	772.35
"tcruzi-2122439"	61.91	49.55
"tcruzi-2124577"	264.82	127.99
"tcruzi-2126107"	911.27	844.76
"tcruzi-2127130"	196.87	122.4
"tcruzi-2127327"	193.04	132.01
"tcruzi-2127764"	209.16	198
"tcruzi-2128434"	71.49	51.97
"tcruzi-2128759"	100.45	82.67
"tcruzi-2129008"	76.17	80.82
"tcruzi-2129358"	90.99	67.68
"tcruzi-2129395"	314.83	301.71
"tcruzi-2130902"	107.44	113.97
"tcruzi-2134057"	61.69	87.75
"tcruzi-2134771"	67.54	69.35
"tcruzi-2135571"	109.7	95.1
"tcruzi-2135592"	100.72	91.95
"tcruzi-2135718"	80.26	85.02
"tcruzi-2135719"	108.78	138.61
"tcruzi-2135720"	158.24	235.72
"tcruzi-2135721"	83.64	214.44
"tcruzi-2135727"	81.41	136.2
"tcruzi-2135842"	72.39	58.96
"tcruzi-2136080"	59.47	47.13
"tcruzi-2136315"	340.8	571.14
"tcruzi-2136687"	136.47	296.56
"tcruzi-2137578"	136.79	129.04
"tcruzi-2137686"	199.66	344.95
"tcruzi-2137746"	73.5	73.94
"tcruzi-2138124"	336.76	174.17
"tcruzi-2138774"	100.98	65.68
"tcruzi-2138904"	73.72	92.55
"tcruzi-2138932"	585.55	366.42
"tcruzi-2140691"	54.17	58.17
"tcruzi-2141424"	165.66	212.08
"tcruzi-2142430"	99.92	125.72
"tcruzi-2143640"	87.42	173.45
"tcruzi-2143808"	85.97	139.91
"tcruzi-2144371"	65.92	96.99
"tcruzi-2144583"	117.38	147.72
"tcruzi-2144867"	99.2	132.45
"tcruzi-2145600"	130.25	151.98
"tcruzi-2145603"	186.9	360.21
"tcruzi-2145853"	118.73	202.04
"tcruzi-2147923"	127.29	178.46
"tcruzi-2150939"	146.67	161.61
"tcruzi-2152264"	254.1	163.29
"tcruzi-2153658"	79.68	97.41
"tcruzi-2154032"	174.69	177.36
"tcruzi-2154949"	54.61	76.28
"tcruzi-2155463"	93.66	110.78
"tcruzi-2157264"	121.26	190.31
"tcruzi-2157265"	126.84	217.87
"tcruzi-2157267"	114.95	175.55
"tcruzi-2160604"	120.95	147.11
"tcruzi-2161980"	91.66	81.69
"tcruzi-21625"	476.66	462.39
"tcruzi-2170091"	62.4	67.8
"tcruzi-2170429"	222.93	311.23
"tcruzi-2172881"	43.15	46.95
"tcruzi-2174300"	115.73	157.27
"tcruzi-2175519"	63.1	55.8
"tcruzi-2176176"	352.54	303.64
