"Reporter Name"	"CO_NE_normalizedData_r1"	"CO_NE_normalizedData_r2"
"tcruzi-1592412"	285.87	289.29
"tcruzi-1592642"	1395.54	1265.15
"tcruzi-1592967"	42.16	55.53
"tcruzi-1594482"	537.67	271.68
"tcruzi-1595151"	164.27	141.5
"tcruzi-1596319"	75.58	54.61
"tcruzi-1596573"	46.41	53.55
"tcruzi-1597333"	430.41	385.54
"tcruzi-1597994"	2324.96	2146.45
"tcruzi-1598056"	296.56	464.12
"tcruzi-1600920"	190.84	156.46
"tcruzi-1601146"	224.46	436.22
"tcruzi-1601383"	74.56	135.88
"tcruzi-1601462"	64	87.03
"tcruzi-1602087"	43.82	84.85
"tcruzi-1605232"	102.89	69.31
"tcruzi-1605410"	658.81	1133.5
"tcruzi-1607120"	223.8	99.78
"tcruzi-1609253"	175.22	122.11
"tcruzi-1609402"	131.03	775.51
"tcruzi-1609538"	1252.93	1228.51
"tcruzi-1610808"	193.43	153.49
"tcruzi-1611123"	71.88	109.88
"tcruzi-161122"	89.45	121.75
"tcruzi-1612081"	99.43	177.12
"tcruzi-1612488"	67.96	87.47
"tcruzi-1613015"	83.86	196.03
"tcruzi-1613141"	104.24	110.84
"tcruzi-161340"	100.51	136.47
"tcruzi-1613641"	81.92	64.86
"tcruzi-1614533"	100.34	159.48
"tcruzi-1615039"	665.73	723
"tcruzi-1617797"	426.94	1005.63
"tcruzi-1617962"	81.5	58.14
"tcruzi-1618311"	271.98	152.34
"tcruzi-1618347"	57.93	78.19
"tcruzi-1620284"	244.14	257.86
"tcruzi-1620754"	220.63	77.02
"tcruzi-1621076"	1930.37	685.6
"tcruzi-162238"	1059.1	958.85
"tcruzi-162246"	114.75	142.7
"tcruzi-162372"	88.68	129.1
"tcruzi-1624360"	186.19	256.14
"tcruzi-1624529"	132.01	136.27
"tcruzi-1624924"	191.65	82.1
"tcruzi-1625346"	213.5	381.21
"tcruzi-1625462"	52.69	54.45
"tcruzi-1626044"	127.79	234.61
"tcruzi-1626514"	1196.39	1742.13
"tcruzi-1626709"	70.51	68.6
"tcruzi-1628410"	531.44	608.71
"tcruzi-162871"	50.01	57.05
"tcruzi-1628918"	53.86	60.32
"tcruzi-1629094"	1204.38	1404.9
"tcruzi-1629167"	83.58	76.38
"tcruzi-1630827"	44.77	58.07
"tcruzi-163309"	84.66	121.09
"tcruzi-1633577"	57.9	67.96
"tcruzi-1634436"	391.57	480.45
"tcruzi-163544"	11884.43	7725.87
"tcruzi-163630"	240.82	251.36
"tcruzi-1636649"	63.18	59.45
"tcruzi-1636924"	401.14	138.51
"tcruzi-1638576"	116.64	100.06
"tcruzi-1638773"	124.4	92.15
"tcruzi-1638885"	54.11	58.7
"tcruzi-1639290"	77.7	94.48
"tcruzi-1642535"	94.79	103.2
"tcruzi-1642715"	153.59	123.14
"tcruzi-164274"	1492.91	177.23
"tcruzi-1648561"	194.2	204.7
"tcruzi-1648624"	208.26	366.86
"tcruzi-1649215"	350.74	348.75
"tcruzi-1652332"	58.42	85.42
"tcruzi-1652638"	173.36	184.13
"tcruzi-1652969"	274.46	278.3
"tcruzi-1653467"	222.74	287.45
"tcruzi-1654056"	55.46	124.78
"tcruzi-1655756"	115.83	127.52
"tcruzi-1658910"	117.68	143.68
"tcruzi-165959"	561.05	510.21
"tcruzi-166088"	1011.85	1492.91
"tcruzi-1660985"	68.37	86.36
"tcruzi-166132"	86.54	137.7
"tcruzi-1661370"	153.39	163.49
"tcruzi-166138"	110.21	131.51
"tcruzi-1663272"	45.73	57.24
"tcruzi-1664138"	104.38	135.81
"tcruzi-1665081"	70.02	81.98
"tcruzi-1665190"	72.98	104.13
"tcruzi-1667950"	90.19	53.31
"tcruzi-1668665"	265.03	419.87
"tcruzi-1669240"	98.15	141.56
"tcruzi-1669981"	65.88	50.01
"tcruzi-1671320"	82.56	74.75
"tcruzi-1673022"	1537.28	117.02
"tcruzi-167417"	254.22	101.82
"tcruzi-1674391"	59.58	54.99
"tcruzi-1675763"	158.03	249.47
"tcruzi-167751"	70.42	73.43
"tcruzi-1678538"	87.36	128.05
"tcruzi-1679278"	90.89	108.35
"tcruzi-1682107"	156.74	144.69
"tcruzi-168323"	608.71	597.87
"tcruzi-1684723"	73.62	138.02
"tcruzi-1685154"	81.89	78.11
"tcruzi-168547"	189.04	132.37
"tcruzi-1686349"	83.3	67.01
"tcruzi-1686903"	179.3	70.09
"tcruzi-1687980"	80.14	93.81
"tcruzi-1688062"	102.52	64.69
"tcruzi-1694908"	203.66	51.39
"tcruzi-1695347"	1073.91	1111.52
"tcruzi-1696958"	242.41	137.15
"tcruzi-1697495"	132.47	132.5
"tcruzi-1698659"	189.21	190.84
"tcruzi-169895"	113.07	155
"tcruzi-1698982"	120.9	130.48
"tcruzi-1700247"	72.21	76.75
"tcruzi-1701757"	97.03	74.54
"tcruzi-1702338"	91.55	84.32
"tcruzi-1703903"	39.31	42.53
"tcruzi-1704414"	1049.82	643.07
"tcruzi-1705979"	66.66	79.35
"tcruzi-1706055"	904.02	757.97
"tcruzi-170668"	133.81	163
"tcruzi-1707755"	116.48	101.87
"tcruzi-1709768"	77.34	69.91
"tcruzi-1711596"	95.46	84.81
"tcruzi-1711890"	1228.51	156.67
"tcruzi-171532"	83.4	107.79
"tcruzi-1716760"	78.81	72.57
"tcruzi-1717835"	113.6	96.18
"tcruzi-1719157"	49.72	57.47
"tcruzi-1719301"	73.56	130.66
"tcruzi-1720191"	68.1	127.7
"tcruzi-1720319"	93.57	162.56
"tcruzi-1721011"	55.28	63.59
"tcruzi-1723439"	266.6	833.75
"tcruzi-1723442"	362.19	482.94
"tcruzi-1724052"	56.86	131.57
"tcruzi-1724529"	69.79	60.66
"tcruzi-1725233"	693.17	518.53
"tcruzi-1725727"	76.58	45.51
"tcruzi-1725839"	2238.6	2740.19
"tcruzi-1726580"	334.66	367.98
"tcruzi-1727192"	50.65	42.86
"tcruzi-1727548"	103.25	76.81
"tcruzi-1727890"	102.44	114.05
"tcruzi-1728096"	4050.14	4500.9
"tcruzi-1728604"	118.73	102.8
"tcruzi-1728921"	123.43	171.29
"tcruzi-1729385"	124.62	93.07
"tcruzi-1729506"	156.01	123.34
"tcruzi-1730503"	97.67	95.94
"tcruzi-1731521"	3446.09	2773.1
"tcruzi-1731940"	634.24	188.59
"tcruzi-1734434"	140.27	111.77
"tcruzi-1736477"	59.39	67.54
"tcruzi-1737371"	365.19	324.25
"tcruzi-1739330"	65.96	56.22
"tcruzi-1739400"	108.5	112.92
"tcruzi-1740856"	61.01	46.41
"tcruzi-1741484"	55.95	43.66
"tcruzi-1743263"	147.85	126.11
"tcruzi-1744284"	101.84	241.73
"tcruzi-1744474"	75.23	45.03
"tcruzi-174456"	84.37	80.91
"tcruzi-1746060"	161.79	194.5
"tcruzi-1746723"	107.09	299.54
"tcruzi-1747316"	361.57	290.81
"tcruzi-1748558"	376.35	561.05
"tcruzi-1749363"	66.09	85.39
"tcruzi-1749985"	255.63	369.62
"tcruzi-1750392"	54.78	102.89
"tcruzi-1751809"	54.38	67.35
"tcruzi-1753059"	884.49	1606.43
"tcruzi-1754180"	60.23	61.66
"tcruzi-1755028"	246.01	208.14
"tcruzi-1755419"	130.92	73.21
"tcruzi-1755567"	98.64	119.89
"tcruzi-1755827"	86.02	64.35
"tcruzi-1757011"	139.12	81.64
"tcruzi-1757623"	106.72	71.33
"tcruzi-1758762"	86.22	65.12
"tcruzi-1760503"	52.81	59.47
"tcruzi-1761122"	82.82	127.91
"tcruzi-1762736"	48.46	72.39
"tcruzi-176301"	232.59	232.78
"tcruzi-1765342"	130.33	144.19
"tcruzi-1766597"	165.35	188.9
"tcruzi-1767615"	85.62	103.34
"tcruzi-176799"	103.14	65.68
"tcruzi-1768737"	857.89	718.83
"tcruzi-1768738"	911.27	799.62
"tcruzi-1768739"	971.8	599.4
"tcruzi-1769921"	116.64	105.94
"tcruzi-1770887"	185.74	106.13
"tcruzi-1771451"	456.79	519.83
"tcruzi-1771766"	95.77	79.25
"tcruzi-1771804"	68.37	46.3
"tcruzi-1771921"	92.48	90.19
"tcruzi-1771933"	129.4	82.96
"tcruzi-1773661"	192.4	261.22
"tcruzi-1774594"	115.86	101.08
"tcruzi-1775597"	71.97	82.82
"tcruzi-1776888"	87.31	67.38
"tcruzi-1777098"	82.72	47.66
"tcruzi-1780642"	152.34	154.43
"tcruzi-1781610"	119.66	143.21
"tcruzi-178775"	170.13	156.38
"tcruzi-1788057"	131.39	76.01
"tcruzi-178819"	180.44	273.34
"tcruzi-178882"	94.97	120.86
"tcruzi-1790093"	323.88	231.36
"tcruzi-1791938"	47.66	39.7
"tcruzi-1792230"	108.73	90.4
"tcruzi-1792287"	89.12	95.52
"tcruzi-1793211"	73.1	59.08
"tcruzi-179347"	423.94	345.52
"tcruzi-1793707"	84.43	80.24
"tcruzi-1794265"	276.48	121.57
"tcruzi-1794928"	96.31	127.25
"tcruzi-1794930"	80.99	69.39
"tcruzi-1795649"	128.43	150.55
"tcruzi-1799119"	254.83	293.44
"tcruzi-1802513"	58.85	83.74
"tcruzi-1803887"	206.45	242.67
"tcruzi-1805874"	66.53	56.48
"tcruzi-180674"	183.36	183.62
"tcruzi-1807430"	76.48	52.86
"tcruzi-1807541"	95.77	87.11
"tcruzi-180845"	47.81	75.82
"tcruzi-1810179"	94.1	127.7
"tcruzi-181071"	173.1	176.3
"tcruzi-1810886"	116.07	189.21
"tcruzi-1811006"	88.92	74.64
"tcruzi-1811085"	170.44	135.5
"tcruzi-1812056"	80.62	58.64
"tcruzi-1813512"	78.3	68.07
"tcruzi-1813788"	59.2	72.63
"tcruzi-1814057"	817.79	178.85
"tcruzi-1814795"	123.43	108.6
"tcruzi-181504"	71.97	55.68
"tcruzi-1815579"	104.72	84.23
"tcruzi-1815965"	68.25	69.45
"tcruzi-1816816"	122.09	166.8
"tcruzi-1817252"	101.28	149.63
"tcruzi-1819832"	109.38	83.12
"tcruzi-1820245"	413.22	573.2
"tcruzi-1820392"	93.18	89
"tcruzi-1822441"	98.25	72.17
"tcruzi-1823230"	128.55	100.12
"tcruzi-1824082"	63.48	85.13
"tcruzi-1824455"	85.51	61.01
"tcruzi-1824615"	580.82	1011.85
"tcruzi-1824753"	118.35	221.6
"tcruzi-182498"	110.91	157.02
"tcruzi-1825152"	71.65	67.48
"tcruzi-1825436"	219.8	207.05
"tcruzi-1825497"	72.74	63.54
"tcruzi-1825708"	118.51	125.04
"tcruzi-1825709"	84.85	97.32
"tcruzi-1825943"	56.09	66.64
"tcruzi-1828463"	105.78	83.08
"tcruzi-1831110"	55.83	55.61
"tcruzi-1831375"	70.93	77.64
"tcruzi-1831615"	75.58	102.12
"tcruzi-1831694"	266.97	391.01
"tcruzi-1832580"	204.87	89.05
"tcruzi-1834231"	122.04	70.99
"tcruzi-1834440"	494.26	511.67
"tcruzi-1834441"	499.56	292.02
"tcruzi-1834443"	260.89	222.93
"tcruzi-1834934"	78.63	83.92
"tcruzi-1834939"	328.76	312.54
"tcruzi-1835748"	137.96	128.82
"tcruzi-1835940"	141.75	144.45
"tcruzi-1836529"	86.91	65.81
"tcruzi-1838018"	2061.28	1942.2
"tcruzi-1838563"	98.32	167.69
"tcruzi-183898"	162.45	132.45
"tcruzi-1839444"	79.2	63.02
"tcruzi-1839840"	93.66	75.2
"tcruzi-1839900"	2416.18	1794.11
"tcruzi-1840261"	101.06	165.22
"tcruzi-1841678"	88.23	109.49
"tcruzi-1841901"	988.39	1093
"tcruzi-184205"	92.65	71.5
"tcruzi-184239"	448.75	80.58
"tcruzi-1844384"	219.45	351.41
"tcruzi-1844903"	259.63	507.46
"tcruzi-1844980"	211.55	241.01
"tcruzi-1844981"	218.04	423.23
"tcruzi-1844982"	174.17	438.94
"tcruzi-1844984"	234.36	396.42
"tcruzi-1844985"	279.6	410.83
"tcruzi-1845654"	951.02	448.75
"tcruzi-1846978"	100.66	96.65
"tcruzi-1848064"	66.33	60.62
"tcruzi-1848403"	103.4	97.03
"tcruzi-1848426"	368.94	248.27
"tcruzi-1848819"	60.66	56.63
"tcruzi-1848880"	203.3	213.61
"tcruzi-1849605"	118.35	92.95
"tcruzi-1849977"	170.69	147.5
"tcruzi-1852032"	58.3	62.43
"tcruzi-1852415"	388.82	170.13
"tcruzi-1852577"	69.62	145.05
"tcruzi-1854389"	164.49	125.97
"tcruzi-1854993"	205.75	211.55
"tcruzi-1855699"	56.01	69.65
"tcruzi-1856550"	45.43	62.53
"tcruzi-1856849"	2709.07	899.68
"tcruzi-1857146"	53.93	61.22
"tcruzi-185739"	102.67	80.71
"tcruzi-1857763"	119.97	76.48
"tcruzi-1857791"	64.78	72.45
"tcruzi-1858109"	62.7	66.55
"tcruzi-1858678"	78.72	67.89
"tcruzi-1859347"	279.28	249.75
"tcruzi-186057"	479.1	814
"tcruzi-1861764"	58.17	71.75
"tcruzi-186215"	91.41	118.15
"tcruzi-1863080"	104.55	71.56
"tcruzi-1864503"	108.09	120.01
"tcruzi-1865671"	249.47	172.96
"tcruzi-1867341"	62.65	75.04
"tcruzi-1867553"	92.15	78.64
"tcruzi-1869141"	89.31	64.16
"tcruzi-187006"	82.29	112.85
"tcruzi-1870282"	201.31	185.82
"tcruzi-1870394"	351.98	244.61
"tcruzi-1874100"	98.05	134.94
"tcruzi-1874766"	89.62	69.24
"tcruzi-1875741"	220.85	148.23
"tcruzi-1876888"	152.05	220.63
"tcruzi-1877172"	211.66	230.75
"tcruzi-1877196"	85.9	52.81
"tcruzi-187838"	67.66	83.06
"tcruzi-1878419"	311.87	263.16
"tcruzi-1880256"	118.99	197.12
"tcruzi-1882369"	998.16	1502.65
"tcruzi-1882385"	263.16	251.68
"tcruzi-1882802"	139.72	141.96
"tcruzi-1885771"	64.45	86.16
"tcruzi-1886705"	592.69	789.44
"tcruzi-1887062"	73.94	40.48
"tcruzi-1887099"	142.58	106.08
"tcruzi-1887343"	163.29	217.32
"tcruzi-188755"	52.75	62.3
"tcruzi-1888658"	100.92	117.76
"tcruzi-1891109"	107.54	137.6
"tcruzi-1891159"	178.05	209.16
"tcruzi-189218"	1093	1137.15
"tcruzi-189303"	83.94	94.92
"tcruzi-1893677"	88.83	110.61
"tcruzi-1894243"	41.83	51.9
"tcruzi-1896124"	188.59	292.89
"tcruzi-1896417"	234.84	106.67
"tcruzi-1897087"	57.05	80.06
"tcruzi-1898998"	72.33	94.4
"tcruzi-1901714"	789.44	312.24
"tcruzi-1902057"	66.19	89.82
"tcruzi-1902472"	302.23	444.67
"tcruzi-1902933"	102.95	183.89
"tcruzi-1903219"	93.3	116.92
"tcruzi-1904757"	1021.56	1167.85
"tcruzi-190487"	53.73	65.85
"tcruzi-1907900"	66.39	81.53
"tcruzi-190817"	121.33	133.73
"tcruzi-1908217"	177.58	104.66
"tcruzi-190870"	237.91	320.92
"tcruzi-191073"	82.39	93.69
"tcruzi-1910813"	69.65	60.37
"tcruzi-1911654"	497.06	261.39
"tcruzi-1912086"	250.55	214.44
"tcruzi-1912190"	1648.13	1658.48
"tcruzi-191512"	113.72	91.41
"tcruzi-1915162"	262.66	559.24
"tcruzi-1915552"	112.32	87.11
"tcruzi-1915593"	115.78	112.23
"tcruzi-1915820"	60	72.82
"tcruzi-1916208"	110.45	141.22
"tcruzi-1917866"	59.74	103.14
"tcruzi-192016"	151.54	139.28
"tcruzi-1921473"	50.51	55.92
"tcruzi-1921826"	117.89	151.86
"tcruzi-1922058"	72.38	102.26
"tcruzi-1922247"	134.15	157.41
"tcruzi-192225"	437.37	690.59
"tcruzi-1922508"	51.74	50.65
"tcruzi-1925185"	74.45	90.45
"tcruzi-1925272"	83.3	65.19
"tcruzi-192572"	83.62	93.01
"tcruzi-1926122"	58.01	72.12
"tcruzi-1926210"	168.69	249.03
"tcruzi-1927367"	190.7	245.7
"tcruzi-1929107"	39.79	45.43
"tcruzi-1932117"	103.81	97.87
"tcruzi-1932287"	122.83	121.69
"tcruzi-1932381"	594.74	840.5
"tcruzi-1932516"	97.26	61.76
"tcruzi-1933179"	107.48	100
"tcruzi-1933379"	50.42	91.33
"tcruzi-1933462"	130.8	169.55
"tcruzi-1935209"	80.58	124.3
"tcruzi-1936027"	346.09	433.84
"tcruzi-1936456"	199.82	362.19
"tcruzi-1937452"	203.01	162.06
"tcruzi-1940278"	72.67	68.51
"tcruzi-194096"	107.12	93.69
"tcruzi-1941265"	243.21	260.14
"tcruzi-1941426"	97.34	92.19
"tcruzi-1941976"	58.21	56.82
"tcruzi-1943637"	44.61	51.12
"tcruzi-1944043"	182.38	188.01
"tcruzi-1944234"	166.43	207.69
"tcruzi-1945660"	120.08	134.15
"tcruzi-1946289"	171.33	221.84
"tcruzi-1946291"	231.36	226.34
"tcruzi-1946292"	325.66	143.28
"tcruzi-1946297"	121.47	89.78
"tcruzi-1946298"	201.07	143
"tcruzi-1947119"	597.87	766.73
"tcruzi-1951099"	168.22	181.31
"tcruzi-1951541"	14372.89	14372.89
"tcruzi-1954272"	112.32	76.01
"tcruzi-1957071"	126.21	157.34
"tcruzi-1957213"	73.89	140.82
"tcruzi-1957459"	75.89	65.97
"tcruzi-195952"	1026.15	782.85
"tcruzi-1961045"	65.14	77.18
"tcruzi-196173"	87.08	75.09
"tcruzi-1962816"	138.56	70.35
"tcruzi-1963837"	105.89	158.78
"tcruzi-1963924"	498.79	134.41
"tcruzi-1964286"	614.66	654.58
"tcruzi-1964683"	226.14	367.33
"tcruzi-1965340"	100.19	94.29
"tcruzi-1965347"	101.92	131.15
"tcruzi-1965742"	2146.45	9777.65
"tcruzi-196594"	49.9	81.03
"tcruzi-1966604"	1728.22	1528.52
"tcruzi-1968348"	59.06	74.86
"tcruzi-1969"	137.49	192.67
"tcruzi-1972762"	42.53	40.68
"tcruzi-1973994"	69.57	69.79
"tcruzi-1974091"	94.51	111.7
"tcruzi-1975354"	74.97	87.78
"tcruzi-1978598"	435.01	617.64
"tcruzi-1979434"	68.93	99.06
"tcruzi-1981357"	233.59	346.09
"tcruzi-1982557"	131.6	180.54
"tcruzi-1984199"	63.92	57.67
"tcruzi-1985376"	1086.67	1049.82
"tcruzi-1987562"	136.98	288.48
"tcruzi-1989081"	210.94	299.06
"tcruzi-1989292"	1551.07	1380.69
"tcruzi-1989991"	49.65	57.74
"tcruzi-1990518"	172	184.97
"tcruzi-1991307"	84.37	83.33
"tcruzi-1991562"	87.25	90.03
"tcruzi-1991977"	115.93	92.44
"tcruzi-1992016"	394.08	337.3
"tcruzi-1992492"	92.04	93.62
"tcruzi-199262"	183.53	406.31
"tcruzi-1993115"	56.9	69.72
"tcruzi-1995390"	112.81	59.9
"tcruzi-1995483"	175.13	104.91
"tcruzi-1995799"	144.3	161.25
"tcruzi-1995800"	154.43	101.52
"tcruzi-1995801"	112.23	69.08
"tcruzi-1995804"	336.18	237.34
"tcruzi-1995806"	208.49	102.31
"tcruzi-1995807"	327.37	242.41
"tcruzi-1997210"	66.8	97.52
"tcruzi-1997296"	126.03	107.09
"tcruzi-1997572"	95.99	201.07
"tcruzi-19981"	76.94	78.47
"tcruzi-1998837"	123.14	95.35
"tcruzi-1999215"	71.15	72.5
"tcruzi-2000458"	88.42	111.27
"tcruzi-2000749"	111.27	132.01
"tcruzi-200121"	60.96	64.09
"tcruzi-2001364"	56.52	49.2
"tcruzi-2001502"	82.62	85.22
"tcruzi-2002834"	171.2	144.08
"tcruzi-2002851"	156.94	149.24
"tcruzi-2004218"	83.79	155.82
"tcruzi-2006243"	222.93	295.79
"tcruzi-2007518"	2520	943.61
"tcruzi-2007535"	322.38	218.04
"tcruzi-20087"	207.28	168.56
"tcruzi-2008938"	67.48	65.28
"tcruzi-2009954"	8419.55	4194.06
"tcruzi-2010792"	419.16	523.42
"tcruzi-201174"	57.37	82.33
"tcruzi-2012115"	101.02	166.54
"tcruzi-2012117"	196.99	167.96
"tcruzi-2012118"	246.21	228.73
"tcruzi-2012691"	87.89	75.59
"tcruzi-2012959"	675.11	920.98
"tcruzi-2013473"	100.81	124.05
"tcruzi-2013866"	74.22	91.5
"tcruzi-2013980"	60.28	58.27
"tcruzi-2014352"	1365.1	554.76
"tcruzi-201645"	82.43	76.58
"tcruzi-2016637"	81.03	57.98
"tcruzi-2017238"	124.67	118.25
"tcruzi-2017278"	104.46	209.88
"tcruzi-2017279"	196.75	204.87
"tcruzi-2019830"	315.85	215.97
"tcruzi-2020258"	281.17	505.43
"tcruzi-202167"	90.56	105.78
"tcruzi-2022214"	103.53	81.41
"tcruzi-202265"	159.21	187.58
"tcruzi-2024192"	91.82	102.45
"tcruzi-2025654"	129.53	152.52
"tcruzi-2026873"	115.51	235.97
"tcruzi-2027528"	135.54	145.78
"tcruzi-2028191"	615.91	116.73
"tcruzi-2028916"	64.67	81.64
"tcruzi-2029279"	202.48	207.54
"tcruzi-2029914"	52.32	69.19
"tcruzi-2030693"	247.61	98.3
"tcruzi-2030694"	259.21	112.52
"tcruzi-2030695"	147.33	119.55
"tcruzi-2030708"	354.79	132.1
"tcruzi-2030752"	63.48	58.33
"tcruzi-2030898"	532.8	405.16
"tcruzi-2030902"	112.56	126.48
"tcruzi-2030911"	178.73	197.5
"tcruzi-2030921"	140.73	148.43
"tcruzi-2030922"	459.26	152.12
"tcruzi-2032124"	485.12	479.1
"tcruzi-2032426"	85.06	100.17
"tcruzi-2034178"	226.64	277.13
"tcruzi-2034179"	241.47	287.45
"tcruzi-203422"	317.11	498.16
"tcruzi-2034631"	391.01	442.72
"tcruzi-2035432"	154.66	188.73
"tcruzi-2036226"	417.63	606.58
"tcruzi-2036792"	57.73	68.77
"tcruzi-2036872"	106.67	106.61
"tcruzi-2036975"	197.5	300.45
"tcruzi-20377"	84.47	64.43
"tcruzi-203805"	330.82	415.86
"tcruzi-2038234"	57.5	88.96
"tcruzi-2041955"	111.67	43.35
"tcruzi-204202"	120.37	114.11
"tcruzi-2043204"	159.72	170.27
"tcruzi-2045447"	109.85	187.28
"tcruzi-2045584"	93.39	97.12
"tcruzi-2046558"	61.79	78.94
"tcruzi-2047008"	195.61	140.73
"tcruzi-2047009"	95.66	86.77
"tcruzi-2047627"	84.95	114.14
"tcruzi-2047661"	90.32	256.91
"tcruzi-2048720"	66.61	47.9
"tcruzi-2049499"	73.78	48.89
"tcruzi-2050739"	240.44	513.42
"tcruzi-2050867"	113.11	108.55
"tcruzi-2050984"	252.14	551.5
"tcruzi-205100"	148.7	164.2
"tcruzi-205101"	106.61	125.53
"tcruzi-205102"	112.41	191.86
"tcruzi-2052232"	82.39	110.21
"tcruzi-2052800"	60.87	66.55
"tcruzi-2052948"	52.97	41.66
"tcruzi-2053960"	44.4	47.26
"tcruzi-2056075"	93.76	74.49
"tcruzi-2056967"	43.95	45.97
"tcruzi-2057354"	702.83	199.82
"tcruzi-2057539"	116.16	196.87
"tcruzi-205814"	76.01	106.91
"tcruzi-2058812"	79.68	89.57
"tcruzi-2062195"	225.88	229.17
"tcruzi-2062472"	54.21	63.8
"tcruzi-206258"	88.52	124.4
"tcruzi-206259"	117.82	121.45
"tcruzi-2062701"	806.61	985.18
"tcruzi-2062702"	145.54	184.72
"tcruzi-2062973"	1575.89	1991.2
"tcruzi-2063020"	79.92	61.11
"tcruzi-2064383"	103.34	85.7
"tcruzi-2064689"	47.13	50.26
"tcruzi-206548"	77.55	93.57
"tcruzi-2065684"	64.64	94.19
"tcruzi-2066514"	126.84	153.21
"tcruzi-2067216"	168.8	221.04
"tcruzi-2067320"	73.1	110.12
"tcruzi-2069167"	172.45	78.87
"tcruzi-2071085"	122.65	64.69
"tcruzi-2072090"	58.7	57.41
"tcruzi-2072801"	168.1	171.06
"tcruzi-2073579"	69.24	65.03
"tcruzi-207494"	208.8	283.15
"tcruzi-2076458"	147.11	135.74
"tcruzi-2078224"	117.12	154.85
"tcruzi-2079000"	144.19	107.9
"tcruzi-2079005"	77.98	94.4
"tcruzi-2079457"	218.3	314.83
"tcruzi-2079732"	48.62	38.62
"tcruzi-2080693"	78.09	101.99
"tcruzi-208103"	87.75	91.18
"tcruzi-2081479"	48.14	53.24
"tcruzi-2082"	103.72	119.16
"tcruzi-2082767"	135.81	195.84
"tcruzi-2084234"	75.29	82.41
"tcruzi-2087348"	75.75	109.7
"tcruzi-2087903"	297.7	77.34
"tcruzi-2087904"	103.61	86.4
"tcruzi-2088011"	1300.58	83.26
"tcruzi-2090164"	53.5	58.19
"tcruzi-2091125"	166.8	105.72
"tcruzi-2093267"	83.44	108.47
"tcruzi-2094606"	203.91	201.6
"tcruzi-2096582"	103.49	61.6
"tcruzi-2097963"	229.46	53.86
"tcruzi-2098184"	127.55	123.99
"tcruzi-2100367"	99.78	80.87
"tcruzi-2100588"	74.33	86.06
"tcruzi-2100810"	121.04	140.95
"tcruzi-2101751"	66.45	59.51
"tcruzi-2102681"	70.93	59.26
"tcruzi-21031"	70.09	62.65
"tcruzi-2103439"	92.91	111
"tcruzi-210420"	51.9	69.49
"tcruzi-2104766"	86.73	159.4
"tcruzi-2104796"	96.25	78.47
"tcruzi-2105159"	71.52	52.55
"tcruzi-2107135"	49.78	47.05
"tcruzi-210755"	85.75	110.37
"tcruzi-2108370"	663.67	236.79
"tcruzi-2108865"	44.61	49.41
"tcruzi-2108925"	68.66	69.04
"tcruzi-2110107"	380.12	337.77
"tcruzi-2110728"	88.79	95.79
"tcruzi-2111365"	50.82	49.94
"tcruzi-2113592"	1294.77	1827.13
"tcruzi-2116871"	64.41	63.18
"tcruzi-2116891"	732.04	706.92
"tcruzi-2117979"	366.86	254.83
"tcruzi-2122439"	67.31	54.57
"tcruzi-2124577"	533.96	170.83
"tcruzi-2126107"	662.58	680.28
"tcruzi-2127130"	191.02	95.85
"tcruzi-2127327"	132.16	104.74
"tcruzi-2127764"	289.65	190.7
"tcruzi-2128434"	53.11	48.14
"tcruzi-2128759"	557.79	340.8
"tcruzi-2129008"	45.19	52.69
"tcruzi-2129358"	425.79	131.23
"tcruzi-2129395"	75.82	66.91
"tcruzi-2130902"	65.24	74.37
"tcruzi-2134057"	80.35	85.8
"tcruzi-2134771"	65.74	50.75
"tcruzi-2135571"	130.48	112.74
"tcruzi-2135592"	76.1	70.72
"tcruzi-2135718"	113.68	124.4
"tcruzi-2135719"	127.65	160.49
"tcruzi-2135720"	166.54	233.38
"tcruzi-2135721"	155.5	214.08
"tcruzi-2135727"	123.59	235.13
"tcruzi-2135842"	69.35	61.26
"tcruzi-2136080"	182.5	399.62
"tcruzi-2136315"	183.77	216.93
"tcruzi-2136687"	99.51	152.24
"tcruzi-2137578"	84.55	96.85
"tcruzi-2137686"	201.88	402.58
"tcruzi-2137746"	62.47	73.52
"tcruzi-2138124"	181.63	176.99
"tcruzi-2138774"	100.72	85.26
"tcruzi-2138904"	65.5	73.58
"tcruzi-2138932"	814	178.73
"tcruzi-2140691"	43.6	43.54
"tcruzi-2141424"	827.51	848.89
"tcruzi-2142430"	80.26	99.89
"tcruzi-2143640"	198.96	250.23
"tcruzi-2143808"	80.68	107.17
"tcruzi-2144371"	64.07	99.01
"tcruzi-2144583"	146.18	203.91
"tcruzi-2144867"	81.83	100.98
"tcruzi-2145600"	164.2	202.64
"tcruzi-2145603"	483.68	911.27
"tcruzi-2145853"	125.23	205.56
"tcruzi-2147923"	145.38	126.67
"tcruzi-2150939"	144.08	139.5
"tcruzi-2152264"	310.21	194.2
"tcruzi-2153658"	65.52	69.95
"tcruzi-2154032"	136.74	128.68
"tcruzi-2154949"	81.73	88.47
"tcruzi-2155463"	84.05	105.25
"tcruzi-2157264"	143.74	193.13
"tcruzi-2157265"	412.27	531.44
"tcruzi-2157267"	143.28	181.73
"tcruzi-2160604"	125.65	100.37
"tcruzi-2161980"	227.28	264.82
"tcruzi-21625"	1794.11	1952.13
