"Reporter Name"	"BR_NE_normalizedData_r1"	"BR_NE_normalizedData_r2"
"tcruzi-21625"	760.5	1329.6
"tcruzi-2170091"	88.52	101.62
"tcruzi-2170429"	129.21	185.44
"tcruzi-2172881"	38.62	49.65
"tcruzi-2174300"	72.21	108.6
"tcruzi-2175519"	95.85	72.21
"tcruzi-2176176"	144.6	161.25
"tcruzi-2176552"	544.72	943.61
"tcruzi-2176553"	317.57	445.96
"tcruzi-2176554"	415.86	408.54
"tcruzi-2176555"	422.53	830.3
"tcruzi-2176556"	402.58	884.49
"tcruzi-2176557"	324.25	376.35
"tcruzi-2177050"	294.79	311.23
"tcruzi-2177500"	87.61	62.86
"tcruzi-2177889"	66.57	98.11
"tcruzi-217891"	262.15	170.92
"tcruzi-2180310"	91.4	136.74
"tcruzi-2180657"	55.76	60.73
"tcruzi-2181754"	537.67	325.66
"tcruzi-2182633"	84.51	89.82
"tcruzi-2183005"	121.9	108.4
"tcruzi-2184058"	46.5	48.37
"tcruzi-2185919"	109.24	97.07
"tcruzi-2187424"	117.06	96.61
"tcruzi-2187515"	192.23	160.81
"tcruzi-2187865"	94.05	109.88
"tcruzi-2188395"	136.79	180.54
"tcruzi-2190958"	137.32	101.06
"tcruzi-2191246"	70.16	63.89
"tcruzi-2191248"	103.44	91.45
"tcruzi-2192265"	71.98	67.54
"tcruzi-2192700"	5252.2	2061.28
"tcruzi-2193493"	158.37	282.22
"tcruzi-2193862"	80.32	82.43
"tcruzi-2196549"	50.29	59.2
"tcruzi-2196936"	320.92	397.78
"tcruzi-2198166"	105.78	87.72
"tcruzi-2198200"	229.46	152.05
"tcruzi-2198779"	112.21	93.66
"tcruzi-2199079"	109.54	169.89
"tcruzi-2199635"	100.3	166.43
"tcruzi-2199754"	103.78	211.61
"tcruzi-2202233"	184.97	222.93
"tcruzi-2202501"	333.24	317.57
"tcruzi-2202502"	303.98	244.92
"tcruzi-2202503"	224.79	233.59
"tcruzi-220259"	286.91	312.54
"tcruzi-2203388"	57.1	48.37
"tcruzi-2205495"	62.93	89.91
"tcruzi-2205715"	92.22	119.22
"tcruzi-2206866"	1133.5	1086.67
"tcruzi-2213317"	17015.45	11884.43
"tcruzi-2214464"	56.86	78.41
"tcruzi-2215700"	279.6	363.35
"tcruzi-2217759"	155.91	84.12
"tcruzi-2217977"	93.45	83.12
"tcruzi-2218148"	59.18	68.25
"tcruzi-2219427"	617.64	879.02
"tcruzi-2219977"	177.36	556.39
"tcruzi-2219978"	122.34	548.91
"tcruzi-2220710"	289.65	430.41
"tcruzi-2221017"	172.81	103.7
"tcruzi-222222"	195.25	162.86
"tcruzi-22236"	353.91	538.82
"tcruzi-2224251"	124.38	175.71
"tcruzi-2224378"	394.83	554.76
"tcruzi-2227134"	112.28	106.52
"tcruzi-2227544"	159.58	181.48
"tcruzi-2227572"	98.3	80.09
"tcruzi-2227945"	92.09	69.62
"tcruzi-2231789"	66.25	69.04
"tcruzi-2235193"	385.54	316.25
"tcruzi-2235464"	273.71	369.62
"tcruzi-2237433"	69.63	74.49
"tcruzi-2237698"	66.84	148.7
"tcruzi-2238388"	50.65	52.1
"tcruzi-2238412"	138.83	110.17
"tcruzi-223855"	1265.15	111.96
"tcruzi-223954"	213.28	189.66
"tcruzi-223973"	1597.23	1172.39
"tcruzi-2241375"	205.56	102.08
"tcruzi-2241485"	56.01	50.51
"tcruzi-22421"	211.39	412.27
"tcruzi-2243261"	57.74	61.84
"tcruzi-2244082"	65.63	55.19
"tcruzi-2244555"	59.18	64.64
"tcruzi-2244562"	83.44	84.9
"tcruzi-2245558"	1086.67	448.37
"tcruzi-2247874"	102.52	128.75
"tcruzi-2248251"	244.35	215.03
"tcruzi-22486"	121.57	136.53
"tcruzi-2250233"	4943.49	6072.49
"tcruzi-2250349"	61.52	57.1
"tcruzi-2250450"	1860.5	1252.93
"tcruzi-2252754"	176.99	99.24
"tcruzi-2254626"	66.41	116.73
"tcruzi-2255082"	112.47	55.83
"tcruzi-2256731"	72.82	78.46
"tcruzi-2257025"	81.12	127.67
"tcruzi-2257207"	98.72	90.9
"tcruzi-2258700"	73.32	64.3
"tcruzi-2258979"	91.6	91.55
"tcruzi-2259631"	74.27	76.71
"tcruzi-225974"	48.46	49.04
"tcruzi-2261926"	183.06	217.32
"tcruzi-2266201"	406.31	359.13
"tcruzi-2266689"	172.29	120.16
"tcruzi-2267139"	94.05	109.47
"tcruzi-2268884"	58.27	66.39
"tcruzi-2269312"	47.13	45.89
"tcruzi-2270124"	50.82	71.66
"tcruzi-2270394"	56.09	57.74
"tcruzi-2272111"	63.96	62.55
"tcruzi-22732"	82.72	98.37
"tcruzi-2273770"	198	122.05
"tcruzi-2273947"	156.28	149.19
"tcruzi-2275122"	188.73	163.6
"tcruzi-2275554"	82.22	71.2
"tcruzi-2275941"	1930.37	1860.5
"tcruzi-2276219"	127.01	150
"tcruzi-2279196"	875.76	730.3
"tcruzi-2279613"	372.93	447.19
"tcruzi-2280367"	55.83	61.18
"tcruzi-2281830"	134.63	129.72
"tcruzi-2282105"	246.01	218.04
"tcruzi-2283040"	83.24	97.41
"tcruzi-2283330"	70.6	81.47
"tcruzi-2284503"	2168.93	3182.74
"tcruzi-2285042"	169.31	139.88
"tcruzi-2285782"	91.02	118.85
"tcruzi-2287211"	86.59	107.21
"tcruzi-2287228"	82.58	85.94
"tcruzi-2288363"	165.74	156.38
"tcruzi-2288637"	2324.96	2590.07
"tcruzi-2288814"	125.86	130.41
"tcruzi-2289593"	130.54	130.33
"tcruzi-229055"	510.21	276.69
"tcruzi-229203"	77.08	81.39
"tcruzi-229248"	76.99	68.21
"tcruzi-2293232"	79.16	67.25
"tcruzi-2294678"	259.63	339.93
"tcruzi-2294769"	451.21	183.89
"tcruzi-2295311"	83.24	96.31
"tcruzi-229623"	183.77	132.45
"tcruzi-2296961"	216.81	228.11
"tcruzi-2299286"	88.35	110.72
"tcruzi-2299312"	66.61	91.8
"tcruzi-2301315"	261.22	275.25
"tcruzi-2301738"	113.85	82.76
"tcruzi-2303514"	63.66	60.66
"tcruzi-2303665"	62.72	68.02
"tcruzi-2304527"	137.49	108.9
"tcruzi-230518"	89	63.59
"tcruzi-23056"	51.03	49.94
"tcruzi-2307815"	120.86	92.22
"tcruzi-2307816"	54.67	53.44
"tcruzi-2310127"	156.94	229.85
"tcruzi-231078"	145.07	148.59
"tcruzi-2311733"	49.94	47.26
"tcruzi-2311845"	69.11	104.6
"tcruzi-2312442"	66.48	58.57
"tcruzi-2313366"	239.44	187.74
"tcruzi-2313542"	73.12	87.18
"tcruzi-2315109"	91.55	93.32
"tcruzi-2316235"	117.66	93.21
"tcruzi-2316649"	55.8	50.01
"tcruzi-2316946"	102.84	138.17
"tcruzi-2317502"	75.91	98.4
"tcruzi-2318412"	136.14	109.74
"tcruzi-2319671"	121.97	158.96
"tcruzi-2320091"	304.86	354.79
"tcruzi-2322954"	710.17	71.07
"tcruzi-2323777"	89.5	143.49
"tcruzi-2324600"	155.11	84.19
"tcruzi-23252"	66.3	64.22
"tcruzi-2327177"	111.94	181.63
"tcruzi-2328847"	46.3	44.04
"tcruzi-2329047"	340.8	456.79
"tcruzi-2329132"	52.62	68.88
"tcruzi-2330316"	58.47	58.9
"tcruzi-233077"	53.44	39.31
"tcruzi-233136"	64.39	54.24
"tcruzi-2332183"	124.59	106.98
"tcruzi-2332354"	87.08	106.34
"tcruzi-233240"	89.08	57.98
"tcruzi-2335809"	81.34	94.66
"tcruzi-2336569"	171.29	220.63
"tcruzi-2336645"	69.35	77.08
"tcruzi-2337081"	96.28	100.21
"tcruzi-2338604"	253	371.65
"tcruzi-234028"	61.66	54.72
"tcruzi-2340421"	113.72	155.57
"tcruzi-2341025"	95.32	92.46
"tcruzi-2341179"	76.63	82.62
"tcruzi-2341713"	68.23	72.67
"tcruzi-2342238"	155	205.99
"tcruzi-2346073"	100.8	150.44
"tcruzi-2346145"	538.82	108.78
"tcruzi-2346654"	369.62	286.91
"tcruzi-2347671"	2380.84	3279.73
"tcruzi-2347705"	297.08	375.62
"tcruzi-2349059"	84.75	78.57
"tcruzi-234997"	73.87	69.87
"tcruzi-235108"	65.45	66.57
"tcruzi-2351337"	218.78	247.61
"tcruzi-2351875"	121.62	125.04
"tcruzi-2352822"	88.52	80.32
"tcruzi-2352955"	201.6	173.72
"tcruzi-2354210"	927.04	1137.15
"tcruzi-2356436"	92.04	130.85
"tcruzi-2358787"	62.86	68.51
"tcruzi-2361086"	62.24	60.05
"tcruzi-2361555"	49.29	47.81
"tcruzi-2361755"	2486.84	2830.6
"tcruzi-2364776"	552.81	585.55
"tcruzi-2365525"	85.94	74.33
"tcruzi-2365566"	324.77	189.9
"tcruzi-2366253"	78.7	121.43
"tcruzi-2369637"	274.12	260.54
"tcruzi-2369815"	47.81	58.17
"tcruzi-2370676"	61.05	49.24
"tcruzi-237241"	168.43	175.41
"tcruzi-2374197"	91.82	92.08
"tcruzi-2374199"	99.24	122.96
"tcruzi-2376403"	81.98	84.37
"tcruzi-2376504"	163.76	126.43
"tcruzi-2377187"	98.38	73.83
"tcruzi-2378066"	413.22	278.71
"tcruzi-2378352"	314.04	663.67
"tcruzi-2379397"	473.75	372.93
"tcruzi-237978"	93.35	76.58
"tcruzi-237979"	327.37	348.75
"tcruzi-2381715"	123.73	194.06
"tcruzi-2381730"	678.26	931.05
"tcruzi-2382370"	135.23	205.56
"tcruzi-2383464"	57.98	82.67
"tcruzi-2383942"	77.34	64.67
"tcruzi-2385019"	550.32	628.91
"tcruzi-2385210"	63.02	55.76
"tcruzi-2385549"	1059.1	1118.14
"tcruzi-238736"	53.31	57.39
"tcruzi-2387607"	61.41	65.52
"tcruzi-2387631"	84.32	107.31
"tcruzi-2388454"	151.63	118.85
"tcruzi-2388787"	103.37	72.55
"tcruzi-2390828"	51.29	57.5
"tcruzi-2393148"	105.43	665.73
"tcruzi-2395876"	2416.18	2301.94
"tcruzi-2396913"	158.62	203.66
"tcruzi-2397550"	83.08	125.45
"tcruzi-2398360"	121	138.27
"tcruzi-2399274"	78.6	71.59
"tcruzi-2400607"	68.23	73.65
"tcruzi-2403447"	377.67	420.75
"tcruzi-2403959"	157.75	190.84
"tcruzi-2404039"	61.69	56.63
"tcruzi-2404537"	88.63	70.35
"tcruzi-2404848"	173.21	178.05
"tcruzi-2406171"	68.02	68.46
"tcruzi-2408119"	115.66	133.45
"tcruzi-2408462"	112.81	189.04
"tcruzi-2408529"	149.83	115.05
"tcruzi-2408978"	251.36	227.84
"tcruzi-2410122"	65.3	70.95
"tcruzi-2410199"	75.23	89.88
"tcruzi-2412108"	351.98	428.05
"tcruzi-2413044"	641.51	521.72
"tcruzi-2414595"	118.51	126.36
"tcruzi-2416708"	139.72	143
"tcruzi-2417325"	48.27	51.29
"tcruzi-2418530"	154.33	182.84
"tcruzi-2418873"	4611.87	5497.09
"tcruzi-2421948"	98.79	79.04
"tcruzi-2422307"	94.71	118.02
"tcruzi-2422858"	147.5	114.3
"tcruzi-2423643"	599.4	662.58
"tcruzi-2424368"	84.51	89.53
"tcruzi-2425138"	73.83	80.75
"tcruzi-2425165"	100.51	116.41
"tcruzi-2426358"	43.45	42.06
"tcruzi-2427516"	74.68	61.22
"tcruzi-2428353"	8419.55	13585.88
"tcruzi-2428376"	82.45	83.37
"tcruzi-2429145"	87.87	102.39
"tcruzi-242988"	190.31	112.85
"tcruzi-2432344"	175.41	151.81
"tcruzi-2432477"	142.7	174.83
"tcruzi-2433061"	65.1	59.47
"tcruzi-2433116"	43.45	40.95
"tcruzi-2433789"	2061.28	2797.8
"tcruzi-243494"	140.42	84.29
"tcruzi-2440169"	63.8	59.97
"tcruzi-244018"	7230.82	6379.96
"tcruzi-2440193"	237.05	238.41
"tcruzi-244401"	178.85	139.5
"tcruzi-245971"	79.4	86.97
"tcruzi-246252"	96.65	131.51
"tcruzi-246949"	215.48	184.97
"tcruzi-247051"	136.6	106.61
"tcruzi-248074"	83.81	78.33
"tcruzi-249151"	126.57	135.67
"tcruzi-249335"	81.52	87.75
"tcruzi-249811"	44.71	48.53
"tcruzi-250856"	93.62	110.58
"tcruzi-251241"	109.95	104.53
"tcruzi-253006"	162.78	125.97
"tcruzi-255964"	50.29	36.76
"tcruzi-256007"	75.82	76.99
"tcruzi-256008"	132.45	122.28
"tcruzi-256869"	157.94	150.36
"tcruzi-258313"	57	57.84
"tcruzi-258318"	209.16	281.68
"tcruzi-258364"	76.28	54.03
"tcruzi-260308"	577.65	669.9
"tcruzi-261430"	2186.31	2416.18
"tcruzi-261828"	52.84	68.08
"tcruzi-263400"	276.69	322.38
"tcruzi-264052"	268.79	216.3
"tcruzi-264415"	83.97	60.09
"tcruzi-266346"	302.23	243.21
"tcruzi-267196"	117.71	95.29
"tcruzi-267611"	417.63	507.46
"tcruzi-267775"	104.24	112.23
"tcruzi-268376"	99.78	111.22
"tcruzi-268794"	107.17	157.02
"tcruzi-270200"	90.71	87.56
"tcruzi-270223"	321.94	171.52
"tcruzi-272138"	71.93	91.26
"tcruzi-2759"	75.86	78.61
"tcruzi-277514"	99.43	119.55
"tcruzi-278362"	396.42	276.12
"tcruzi-279424"	85.44	81.57
"tcruzi-280704"	218.55	240.03
"tcruzi-281850"	163.22	190
"tcruzi-282436"	345.52	198.68
"tcruzi-282791"	77.8	59
"tcruzi-282971"	94.16	88.16
"tcruzi-283333"	103.86	74.17
"tcruzi-28344"	519.83	252.14
"tcruzi-283492"	210.37	188.9
"tcruzi-28355"	90.9	105.08
"tcruzi-286265"	286.54	221.38
"tcruzi-286748"	329.63	279.28
"tcruzi-286950"	161.07	237.34
"tcruzi-287527"	116.57	108
"tcruzi-29043"	64.3	79.96
"tcruzi-290694"	79.29	72.83
"tcruzi-291224"	171.83	85.13
"tcruzi-291485"	421.31	528.07
"tcruzi-292975"	103.3	92.87
"tcruzi-293135"	189.35	208.14
"tcruzi-293366"	712.4	1133.5
"tcruzi-295883"	123.78	104.74
"tcruzi-2980"	76.81	70.19
"tcruzi-300253"	1322.65	53.5
"tcruzi-301742"	74.79	74.94
"tcruzi-306505"	61.76	79.71
"tcruzi-306822"	77.7	101.28
"tcruzi-307143"	71.63	100.98
"tcruzi-308135"	187.43	229.71
"tcruzi-309611"	118.25	92.62
"tcruzi-310796"	238.41	419.16
"tcruzi-311603"	102.95	144.78
"tcruzi-312532"	115.23	115.05
"tcruzi-313446"	79.58	67.09
"tcruzi-313673"	335.71	475.7
"tcruzi-313725"	98.06	67.9
"tcruzi-314250"	6379.96	2672.6
"tcruzi-314552"	87.38	85.22
"tcruzi-315654"	159.72	172.29
"tcruzi-316056"	447.99	648.18
"tcruzi-317099"	615.91	1537.28
"tcruzi-317102"	605.34	1648.13
"tcruzi-317103"	695.37	1975.54
"tcruzi-317138"	782.85	2168.93
"tcruzi-317139"	351.41	242.99
"tcruzi-317140"	476.66	962.47
"tcruzi-317142"	595.72	1776.66
"tcruzi-317143"	622.94	1615.92
"tcruzi-317144"	619.45	2083.01
"tcruzi-317147"	578.86	1163.33
"tcruzi-317148"	328.29	634.24
"tcruzi-317149"	634.24	1380.69
"tcruzi-317150"	464.12	951.02
"tcruzi-317278"	702.83	1265.15
"tcruzi-317279"	455.7	580.82
"tcruzi-317280"	814	2045.32
"tcruzi-317281"	592.69	1575.89
"tcruzi-317282"	668.13	998.16
"tcruzi-317283"	435.01	551.5
"tcruzi-317560"	123.4	100.78
"tcruzi-318517"	591.74	597.87
"tcruzi-319786"	161.91	204.87
"tcruzi-320477"	469.67	433.84
"tcruzi-320998"	680.28	223.48
"tcruzi-322542"	119.16	94.97
"tcruzi-324278"	306.92	442.72
"tcruzi-324860"	1240.67	1528.52
"tcruzi-325766"	77.02	66.27
"tcruzi-327604"	74.9	86.11
"tcruzi-328667"	202.31	261.98
"tcruzi-3292"	658.81	720.56
"tcruzi-329893"	90.01	82.88
"tcruzi-331489"	109.72	135.5
"tcruzi-331891"	252.54	258.91
"tcruzi-332433"	951.02	143.13
"tcruzi-332766"	162.56	178.73
"tcruzi-333623"	387.23	592.69
"tcruzi-33515"	104.7	165.94
"tcruzi-336373"	60.32	54.14
"tcruzi-337005"	412.27	145.54
"tcruzi-338805"	1258.83	1476.19
"tcruzi-340219"	254.83	335.71
"tcruzi-340885"	74.64	65.32
"tcruzi-342660"	152.08	141.68
"tcruzi-342847"	172.96	131.32
"tcruzi-342906"	191.26	144.98
"tcruzi-343249"	109.88	142.03
"tcruzi-344077"	131.19	186.82
"tcruzi-345179"	625.13	1516.79
"tcruzi-345180"	448.75	911.27
"tcruzi-345181"	391.01	1502.65
"tcruzi-345240"	223.3	259.21
"tcruzi-345297"	54.75	59.68
"tcruzi-345564"	78.17	78.21
"tcruzi-347883"	75.67	96.87
"tcruzi-348025"	71.02	57.61
"tcruzi-348287"	188.01	215.79
"tcruzi-349455"	1413.68	1365.1
"tcruzi-349467"	62.24	63.07
"tcruzi-349513"	74.33	68.68
"tcruzi-349669"	648.18	1196.39
"tcruzi-351"	192.4	277.58
"tcruzi-351703"	1695.51	1395.54
"tcruzi-354442"	155.71	232.11
"tcruzi-354582"	39.7	41.39
"tcruzi-354604"	235.45	335.06
"tcruzi-356867"	271.68	241.47
"tcruzi-357781"	195.11	226.84
"tcruzi-358622"	126.21	75.42
"tcruzi-359000"	146.28	178.92
"tcruzi-361017"	130.62	216.3
"tcruzi-361879"	122.65	92.15
"tcruzi-362051"	103.65	92.34
"tcruzi-36290"	57.32	48.06
"tcruzi-363383"	39.88	42.86
"tcruzi-363530"	63.1	55.12
"tcruzi-363823"	348.33	168.43
"tcruzi-364501"	869.63	1145.08
"tcruzi-365634"	84.75	85.62
"tcruzi-365933"	125.36	162.18
"tcruzi-367081"	88.7	75.26
"tcruzi-367638"	127.47	118.18
"tcruzi-369504"	336.18	398.97
"tcruzi-369828"	92.46	80.26
"tcruzi-369970"	90.65	90.45
"tcruzi-371459"	54.75	60.44
"tcruzi-371493"	143.35	173.21
"tcruzi-372224"	115.6	104.66
"tcruzi-373636"	84.45	86.26
"tcruzi-37373"	205.03	219.26
"tcruzi-375533"	202.04	196.87
"tcruzi-376192"	277.76	219.68
"tcruzi-37894"	134.3	86.74
"tcruzi-379236"	73.32	111.69
"tcruzi-379764"	199.47	200.69
"tcruzi-380088"	88.24	59.9
"tcruzi-380091"	275.45	95.56
"tcruzi-380580"	336.76	388.42
"tcruzi-380760"	69.15	88.08
"tcruzi-381201"	82.12	64.8
"tcruzi-381260"	437.37	561.05
"tcruzi-381701"	66.19	64.9
"tcruzi-382653"	61.54	70.6
"tcruzi-382823"	133.25	167.31
"tcruzi-383087"	60.16	64.85
"tcruzi-383189"	61.24	62.78
"tcruzi-384286"	836.98	138.27
"tcruzi-385381"	1329.6	185.67
"tcruzi-385873"	638.15	544.72
"tcruzi-387261"	440.04	510.21
"tcruzi-388922"	123.56	85.34
"tcruzi-389018"	146.94	77.87
"tcruzi-391010"	249.47	104.24
"tcruzi-391288"	74.21	77.25
"tcruzi-391522"	71.86	60.62
"tcruzi-39216"	106.34	80.54
"tcruzi-392291"	104.36	109.3
"tcruzi-392976"	137.03	127.67
"tcruzi-395301"	278.5	381.21
"tcruzi-397038"	309.81	346.09
"tcruzi-398112"	149.44	111.91
"tcruzi-39860"	145.48	128.47
"tcruzi-400658"	95.7	75.95
"tcruzi-400816"	357.13	226.14
"tcruzi-40101"	198.48	120.33
"tcruzi-403085"	134.02	133.09
"tcruzi-40353"	122.07	140.98
"tcruzi-40405"	178.58	261.39
"tcruzi-404784"	52.84	56.55
"tcruzi-406904"	145.07	193.04
"tcruzi-4076"	40.48	47.45
"tcruzi-407754"	133.59	131.83
"tcruzi-408612"	113.68	189.41
"tcruzi-408933"	95.1	81.64
"tcruzi-412569"	59.64	44.77
"tcruzi-412945"	132.7	145.22
"tcruzi-415751"	97.34	94.51
"tcruzi-415885"	58.7	56.9
"tcruzi-418371"	151.81	174.51
"tcruzi-419128"	116.77	112.28
"tcruzi-423599"	132.37	194.72
"tcruzi-423636"	63.54	87.96
"tcruzi-424132"	285.17	99.78
"tcruzi-42465"	166.71	146.67
"tcruzi-425456"	84.7	62.78
"tcruzi-425507"	112.85	133.96
"tcruzi-426565"	48.2	39.88
"tcruzi-426582"	169.7	105.2
"tcruzi-428450"	80.09	168.8
"tcruzi-431111"	84.39	97.26
"tcruzi-433165"	130.25	94.71
"tcruzi-434798"	70.72	62.45
"tcruzi-436760"	116.2	168.92
"tcruzi-43795"	203.66	342.79
"tcruzi-438343"	95.49	87.31
"tcruzi-43847"	96.97	96.52
"tcruzi-438589"	126.07	130.2
"tcruzi-438853"	100.39	107.17
"tcruzi-439416"	239.72	198.48
"tcruzi-440301"	1290.11	1728.22
"tcruzi-441154"	96.21	113.47
"tcruzi-442077"	179.67	251.36
"tcruzi-442775"	81.52	97.34
"tcruzi-443846"	115.93	115.53
"tcruzi-445326"	50.01	52.32
"tcruzi-447214"	194.2	113.9
"tcruzi-447346"	60.88	79.64
"tcruzi-448312"	81.64	96.36
"tcruzi-450272"	114.73	120.95
"tcruzi-45055"	100	96.46
"tcruzi-45274"	284.91	124.97
"tcruzi-453379"	114.88	104.6
"tcruzi-454281"	269.23	203.82
"tcruzi-456082"	456.79	506.02
"tcruzi-459822"	271.45	192.67
"tcruzi-46089"	83.47	73.62
"tcruzi-462047"	78.11	86.01
"tcruzi-462951"	769.84	235.72
"tcruzi-464026"	167.31	136.03
"tcruzi-464774"	55.61	57.8
"tcruzi-465191"	136.47	148.04
"tcruzi-465647"	495.89	844.76
"tcruzi-467386"	143.17	116.77
"tcruzi-468191"	114.61	127.79
"tcruzi-468305"	125.92	120.45
"tcruzi-468986"	177.58	233.38
"tcruzi-469164"	90.9	67.31
"tcruzi-469561"	137.7	99.16
"tcruzi-469996"	112.92	111.65
"tcruzi-470751"	101.87	123.02
"tcruzi-470944"	145.48	274.12
"tcruzi-471512"	95.15	84.32
"tcruzi-473384"	56.48	64.27
"tcruzi-473479"	82.4	99.51
"tcruzi-47363"	10344.94	14372.89
"tcruzi-47364"	12759.28	12759.28
"tcruzi-47365"	13585.88	5662.65
"tcruzi-47367"	3820.77	3242.75
"tcruzi-47368"	2709.07	1294.77
"tcruzi-47379"	4691.48	3820.77
"tcruzi-475171"	190.7	151.51
"tcruzi-480414"	131.76	234.84
"tcruzi-480672"	381.21	112.12
"tcruzi-481792"	53.5	52.84
"tcruzi-485109"	66.45	57.03
"tcruzi-48560"	652.82	152.34
"tcruzi-490325"	81.03	138.4
"tcruzi-490618"	58.03	56.82
"tcruzi-491185"	107.48	193.31
"tcruzi-491214"	70.9	72.83
"tcruzi-491452"	3097.28	3874.66
"tcruzi-491639"	6879.93	8100.96
"tcruzi-491641"	6072.49	7725.87
"tcruzi-491642"	4396.38	4943.49
"tcruzi-491647"	1365.1	1123.25
"tcruzi-491672"	3446.09	3394.85
"tcruzi-491710"	2830.6	3323.6
"tcruzi-491711"	1728.22	1714.01
"tcruzi-491724"	7725.87	8808.65
"tcruzi-492507"	386.44	517.18
"tcruzi-493359"	84.34	94.19
"tcruzi-493503"	99.28	152.52
"tcruzi-496904"	91.15	94.29
"tcruzi-49733"	80.8	88.6
"tcruzi-49734"	230.33	170.83
"tcruzi-498810"	61.18	65.24
"tcruzi-49967"	52.14	66.88
"tcruzi-50169"	111.47	117.95
"tcruzi-504094"	111.11	160.21
"tcruzi-505362"	347.33	314.04
"tcruzi-507007"	127.96	119.45
"tcruzi-507069"	206.55	141.34
"tcruzi-508286"	148.04	138.97
"tcruzi-508548"	384.47	157.73
"tcruzi-508913"	500.85	610.38
"tcruzi-510466"	75.13	66.68
"tcruzi-510708"	96.8	80.64
"tcruzi-515028"	85.54	72.12
"tcruzi-515064"	60.66	64
"tcruzi-516497"	202.85	224.24
"tcruzi-517856"	206.26	316.69
"tcruzi-519979"	208.98	120.5
"tcruzi-520979"	319.16	310.79
"tcruzi-520981"	275.25	377.22
"tcruzi-520982"	256.14	285.44
"tcruzi-522243"	1054.42	1240.67
"tcruzi-523225"	214.2	291.76
"tcruzi-525159"	234.12	284.48
"tcruzi-52591"	372.32	422.53
"tcruzi-52708"	92.62	83.21
"tcruzi-528887"	73.81	101.82
"tcruzi-530566"	213.72	179.8
"tcruzi-530783"	438.12	399.62
"tcruzi-530784"	279.28	277.76
"tcruzi-530932"	108.23	90.29
"tcruzi-531613"	52.69	51.51
"tcruzi-532688"	164.84	132.16
"tcruzi-532880"	391.57	437.37
"tcruzi-53523"	210.94	231.08
"tcruzi-537813"	100.89	83.62
"tcruzi-53827"	54.24	45.31
"tcruzi-539417"	258.91	192.4
"tcruzi-540384"	110.17	107.6
"tcruzi-54198"	671.91	202.04
"tcruzi-5424"	186.48	262.15
"tcruzi-542650"	506.02	806.61
"tcruzi-542992"	95.2	84.97
"tcruzi-543690"	308.39	200.33
"tcruzi-544038"	163.49	182.19
"tcruzi-544268"	259.9	193.77
"tcruzi-544602"	105.5	113.93
"tcruzi-544987"	162.86	243.51
"tcruzi-545560"	140.27	124.05
"tcruzi-547106"	49.09	52.84
"tcruzi-547440"	71.3	62.05
"tcruzi-55058"	105.01	118.4
"tcruzi-551394"	65.96	64.14
"tcruzi-551918"	79.71	84.47
"tcruzi-553195"	65.05	70.39
"tcruzi-553524"	151.91	155.19
"tcruzi-554259"	91.45	93.32
"tcruzi-554406"	367.33	350.01
"tcruzi-554736"	63.31	106.83
"tcruzi-555434"	58.64	61.26
"tcruzi-555845"	69.01	58.42
"tcruzi-558143"	357.79	661.16
"tcruzi-561038"	1516.79	1876.36
"tcruzi-56112"	156.46	153.34
"tcruzi-561297"	100.12	121.47
"tcruzi-561864"	117.2	171.68
"tcruzi-562187"	152.92	222.09
"tcruzi-56254"	201.31	264.39
"tcruzi-565792"	557.79	204.1
"tcruzi-567601"	78.21	99.31
"tcruzi-567738"	72.78	107.9
"tcruzi-568393"	131.19	143.35
"tcruzi-570165"	497.06	482.94
"tcruzi-572435"	64.9	67.85
"tcruzi-574963"	63.71	70.23
"tcruzi-575796"	97.75	52.47
"tcruzi-575800"	569.51	1204.38
"tcruzi-576045"	116.29	115.75
"tcruzi-576835"	943.61	752.22
"tcruzi-577434"	270.23	149.19
"tcruzi-577456"	1794.11	2146.45
"tcruzi-578766"	2797.8	461.3
"tcruzi-579053"	107.23	144.38
"tcruzi-579132"	1975.54	2380.84
"tcruzi-579265"	122.71	124.11
"tcruzi-579521"	732.04	734.86
"tcruzi-579522"	459.26	584.25
"tcruzi-579557"	498.79	645.59
"tcruzi-579562"	958.85	1176.24
"tcruzi-579563"	857.89	947.64
"tcruzi-579737"	138.83	201.75
"tcruzi-579777"	2352.84	2918.4
"tcruzi-579975"	265.61	403.22
"tcruzi-579976"	540.13	452.96
"tcruzi-580623"	260.54	402.58
"tcruzi-58173"	126.31	137.21
"tcruzi-583217"	115.03	79.87
"tcruzi-58355"	154.24	182.38
"tcruzi-584814"	79.77	96.52
"tcruzi-584833"	100.66	100.12
"tcruzi-585970"	113.97	124.3
"tcruzi-587694"	69.39	64.09
"tcruzi-587811"	86.4	91.8
"tcruzi-588332"	89.22	104.7
"tcruzi-588625"	98.79	82.58
"tcruzi-589049"	131.69	111.86
"tcruzi-589178"	285.87	93.62
"tcruzi-590219"	51.51	51.16
"tcruzi-590383"	64.8	63.02
"tcruzi-593291"	2238.6	357.79
"tcruzi-593486"	105.67	104.29
"tcruzi-595207"	46.09	43.66
"tcruzi-59587"	2253.43	1013.34
"tcruzi-596600"	414.28	462.39
"tcruzi-596826"	174.83	321.94
"tcruzi-596993"	92.57	79.96
"tcruzi-597083"	76.19	100.51
"tcruzi-597320"	281.17	227.09
"tcruzi-598166"	308.87	308.87
"tcruzi-599126"	137.91	345.52
