"Reporter Name"	"LE_NE_normalizedData_r1"	"LE_NE_normalizedData_r2"
"tcruzi-599647"	110.5	101.52
"tcruzi-600813"	355.27	411.78
"tcruzi-601037"	140.64	123.66
"tcruzi-602794"	425.09	357.47
"tcruzi-604297"	99.28	89.36
"tcruzi-604374"	112.35	133.96
"tcruzi-604401"	108.9	120.69
"tcruzi-604634"	46.5	49.29
"tcruzi-605266"	536.11	476.66
"tcruzi-606587"	64.71	75.46
"tcruzi-607193"	1228.51	1005.63
"tcruzi-609627"	64.43	60.52
"tcruzi-610155"	240.44	242.41
"tcruzi-61024"	115.93	99.51
"tcruzi-610691"	312.54	268.79
"tcruzi-61084"	172.58	184.72
"tcruzi-611154"	167.82	188.36
"tcruzi-613249"	2740.19	2870.4
"tcruzi-613975"	1245.88	1558.03
"tcruzi-614243"	57.84	69.11
"tcruzi-614705"	472.28	537.67
"tcruzi-615365"	652.82	1102.49
"tcruzi-615368"	56.9	49.09
"tcruzi-615424"	83.56	91.7
"tcruzi-615938"	242.08	178.58
"tcruzi-616339"	421.88	470.93
"tcruzi-616798"	71.97	105.08
"tcruzi-618195"	469.67	341.45
"tcruzi-621155"	89.53	86.01
"tcruzi-623483"	1894.69	1571.34
"tcruzi-623854"	165.57	148.43
"tcruzi-624110"	393.15	412.27
"tcruzi-624274"	214.2	274.46
"tcruzi-624719"	82.1	76.94
"tcruzi-626154"	386.44	354.79
"tcruzi-628140"	151.74	141.88
"tcruzi-62969"	244.03	227.28
"tcruzi-62994"	121.87	123.14
"tcruzi-630483"	315.24	278.3
"tcruzi-631107"	180.54	182.19
"tcruzi-632799"	144.42	152.05
"tcruzi-635402"	75.95	63.18
"tcruzi-636987"	85.42	70.16
"tcruzi-637136"	108.25	100.39
"tcruzi-637474"	55.46	44.65
"tcruzi-637798"	228.73	214.44
"tcruzi-638294"	78.2	97.03
"tcruzi-638996"	391.57	391.57
"tcruzi-640745"	425.79	305.2
"tcruzi-643068"	124.97	112.44
"tcruzi-643211"	278.71	269.53
"tcruzi-643313"	228.34	212.08
"tcruzi-643363"	130.51	117.66
"tcruzi-647851"	226.14	227.84
"tcruzi-648429"	951.02	914.33
"tcruzi-648644"	188.73	189.04
"tcruzi-648656"	58.42	60.44
"tcruzi-648762"	235.13	239.18
"tcruzi-648781"	259.21	225.65
"tcruzi-648782"	253.53	224.46
"tcruzi-648784"	276.48	325.66
"tcruzi-648785"	504.84	515.18
"tcruzi-648786"	654.58	533.96
"tcruzi-648983"	125.23	135.74
"tcruzi-649030"	394.83	423.94
"tcruzi-649548"	144.3	142.61
"tcruzi-649889"	87.96	92
"tcruzi-650024"	78.31	74.68
"tcruzi-651063"	106.29	118.73
"tcruzi-652508"	135.88	156.01
"tcruzi-65336"	128.05	102.8
"tcruzi-654161"	227.47	153.39
"tcruzi-656666"	90.96	76.77
"tcruzi-656805"	55.75	45.43
"tcruzi-659597"	114.53	98.81
"tcruzi-660569"	348.75	364.06
"tcruzi-662288"	157.21	161.48
"tcruzi-662375"	282.72	272.19
"tcruzi-662395"	168.56	159.13
"tcruzi-662808"	5662.65	4943.49
"tcruzi-665278"	966.31	941.46
"tcruzi-667001"	251.36	222.29
"tcruzi-667047"	106.61	81.6
"tcruzi-667137"	5252.2	5252.2
"tcruzi-668318"	79.32	98.97
"tcruzi-669057"	77.02	72.9
"tcruzi-669853"	89.89	102.08
"tcruzi-669939"	104.91	98.9
"tcruzi-670005"	65.03	67.6
"tcruzi-670242"	198	174.17
"tcruzi-67123"	220.85	225.15
"tcruzi-671852"	97.49	94.56
"tcruzi-672835"	1313.2	1329.6
"tcruzi-67285"	20053.34	20053.34
"tcruzi-67300"	827.51	1196.39
"tcruzi-673146"	78.37	101.1
"tcruzi-673386"	170.83	221.84
"tcruzi-674898"	1049.82	723
"tcruzi-678469"	88.44	79.34
"tcruzi-67860"	173.97	174.63
"tcruzi-680409"	457.59	477.96
"tcruzi-680947"	56.86	63.12
"tcruzi-681098"	84.81	82.21
"tcruzi-681203"	90.68	116.29
"tcruzi-681382"	168.43	148.04
"tcruzi-682546"	2830.6	2486.84
"tcruzi-682834"	108.96	85.9
"tcruzi-683142"	115.86	92.19
"tcruzi-684687"	760.5	947.64
"tcruzi-685392"	305.66	255.86
"tcruzi-685450"	149.74	162.56
"tcruzi-686026"	144.78	143.49
"tcruzi-686575"	344.56	345.52
"tcruzi-686813"	187.58	147.11
"tcruzi-6869"	86.84	113.9
"tcruzi-688188"	985.18	1252.93
"tcruzi-688191"	482.94	410.83
"tcruzi-688226"	398.44	347.33
"tcruzi-688230"	329.63	317.11
"tcruzi-688233"	857.89	821.09
"tcruzi-688234"	326.24	302.57
"tcruzi-688235"	280.63	265.61
"tcruzi-688236"	343.35	351.98
"tcruzi-688240"	380.64	403.22
"tcruzi-688241"	449.9	385.54
"tcruzi-688242"	414.28	397.78
"tcruzi-688243"	442.72	457.59
"tcruzi-688396"	76.92	74.02
"tcruzi-690043"	1188.3	1021.56
"tcruzi-691587"	80.35	82.5
"tcruzi-692396"	99.78	79.84
"tcruzi-693169"	1425.11	1258.83
"tcruzi-693187"	129.51	108.03
"tcruzi-693438"	124.05	117.76
"tcruzi-694838"	78.81	86.16
"tcruzi-695738"	2709.07	2577.69
"tcruzi-696381"	69.83	95.29
"tcruzi-696589"	171.29	152.34
"tcruzi-696706"	203.06	219.45
"tcruzi-699417"	82.53	100.09
"tcruzi-699464"	1728.22	806.61
"tcruzi-701048"	732.04	622.94
"tcruzi-701980"	216.42	227.09
"tcruzi-702841"	87.61	81.32
"tcruzi-703146"	105.94	112.19
"tcruzi-705260"	82.82	71.63
"tcruzi-708476"	113.9	124.05
"tcruzi-708559"	215.23	255.35
"tcruzi-709903"	152.59	142.23
"tcruzi-710448"	1380.69	1290.11
"tcruzi-710561"	186.19	205.75
"tcruzi-71087"	137.45	116.12
"tcruzi-711287"	90.27	96.52
"tcruzi-711455"	2918.4	3010.07
"tcruzi-71246"	55.83	59.64
"tcruzi-712933"	194.69	186.39
"tcruzi-713950"	214.84	213.91
"tcruzi-714209"	60.23	59.31
"tcruzi-714603"	97.07	104.08
"tcruzi-71506"	947.64	1615.92
"tcruzi-715074"	89.73	72.52
"tcruzi-715965"	77.2	71.35
"tcruzi-716103"	53.44	58.21
"tcruzi-716173"	103.91	107.98
"tcruzi-717213"	258.62	217.61
"tcruzi-717278"	90.23	87.03
"tcruzi-718364"	106.98	103.42
"tcruzi-71874"	403.22	397.21
"tcruzi-720581"	217.32	182.84
"tcruzi-722409"	221.84	224.24
"tcruzi-723816"	60.45	63.59
"tcruzi-725295"	406.31	314.04
"tcruzi-726076"	71.88	97.67
"tcruzi-726409"	107.44	91.1
"tcruzi-728476"	167.51	150.88
"tcruzi-728837"	248.04	246.5
"tcruzi-729910"	295.4	301.71
"tcruzi-730374"	50.47	50.82
"tcruzi-730534"	114.24	106.59
"tcruzi-732582"	74.23	88.96
"tcruzi-733555"	191.02	190.55
"tcruzi-73419"	84.93	80.89
"tcruzi-735455"	6626.94	6879.93
"tcruzi-73607"	111.5	125.45
"tcruzi-737227"	1516.79	1240.67
"tcruzi-737472"	749	614.66
"tcruzi-737530"	149.24	129.35
"tcruzi-738525"	468.14	406.31
"tcruzi-740838"	205.56	192.4
"tcruzi-741178"	197.76	160.72
"tcruzi-741306"	296.56	344.28
"tcruzi-741693"	64.59	60.37
"tcruzi-742558"	66.39	61.76
"tcruzi-742737"	3279.73	3394.85
"tcruzi-742839"	2118.56	2590.07
"tcruzi-744461"	3242.75	3699.57
"tcruzi-744582"	419.87	418.36
"tcruzi-745093"	91.66	88.83
"tcruzi-745533"	123.02	125.11
"tcruzi-746551"	191.98	213.5
"tcruzi-750806"	39.31	40.22
"tcruzi-750955"	304.86	193.55
"tcruzi-751928"	3499.26	3446.09
"tcruzi-752315"	81.83	86.32
"tcruzi-753154"	69.62	63.96
"tcruzi-753182"	90.71	86.47
"tcruzi-753372"	73.08	73.49
"tcruzi-754524"	64.64	65.45
"tcruzi-755050"	124.57	151.81
"tcruzi-756200"	163.6	177.12
"tcruzi-75685"	53.73	52.06
"tcruzi-756994"	65.55	76.04
"tcruzi-758083"	153.65	154.85
"tcruzi-75912"	151.48	152.49
"tcruzi-75913"	136.27	109.64
"tcruzi-76062"	75.47	82.33
"tcruzi-763334"	140.33	131.92
"tcruzi-763703"	139.85	158.03
"tcruzi-765339"	146.36	160.21
"tcruzi-76561"	91.82	86.97
"tcruzi-765777"	210.21	260.54
"tcruzi-766477"	513.42	610.38
"tcruzi-767416"	90.56	88.7
"tcruzi-768201"	142.14	135.01
"tcruzi-768650"	74.27	117.38
"tcruzi-770029"	4396.38	4691.48
"tcruzi-770108"	75.86	96.68
"tcruzi-770585"	74.13	81.49
"tcruzi-772083"	61.52	53.44
"tcruzi-772251"	702.83	615.91
"tcruzi-773138"	104.36	105.47
"tcruzi-773706"	102.72	120.5
"tcruzi-773875"	63.96	59.26
"tcruzi-774474"	160.04	164.49
"tcruzi-775444"	64.45	68.77
"tcruzi-776803"	330.29	313.01
"tcruzi-77711"	107.03	90.03
"tcruzi-777292"	120.3	118.02
"tcruzi-778664"	2545.87	1681.72
"tcruzi-778851"	436.22	400.31
"tcruzi-780226"	49.52	51.51
"tcruzi-780472"	502.61	557.79
"tcruzi-781039"	286.91	293.95
"tcruzi-781062"	221.38	250.23
"tcruzi-781661"	112.28	106.91
"tcruzi-781919"	91.95	95
"tcruzi-782966"	71.5	71.02
"tcruzi-783410"	50.32	50.01
"tcruzi-783657"	1059.1	1204.38
"tcruzi-78369"	93.3	77.38
"tcruzi-784273"	178.66	154.13
"tcruzi-785462"	98.72	113.09
"tcruzi-788936"	456.79	559.24
"tcruzi-789897"	148.12	170.83
"tcruzi-790716"	354.79	409.52
"tcruzi-791273"	4194.06	3947.64
"tcruzi-791771"	115.5	115.6
"tcruzi-792104"	232.78	215.23
"tcruzi-793610"	83.28	81.73
"tcruzi-795024"	59.97	59.58
"tcruzi-795713"	94.03	92.55
"tcruzi-796033"	107.88	108.6
"tcruzi-797369"	2131.06	1876.36
"tcruzi-797520"	85.13	90.84
"tcruzi-797674"	322.98	330.29
"tcruzi-799164"	4500.9	4119.55
"tcruzi-800738"	69.31	72.25
"tcruzi-801502"	110.3	101.34
"tcruzi-801835"	105.65	86.54
"tcruzi-802167"	177.12	202.04
"tcruzi-803139"	147.01	127.7
"tcruzi-804343"	143.35	141.96
"tcruzi-805816"	82.96	73.23
"tcruzi-806504"	134.72	138.72
"tcruzi-806707"	175.03	199.66
"tcruzi-807454"	249.03	98.06
"tcruzi-81215"	163	153.28
"tcruzi-812203"	97.14	101.2
"tcruzi-813094"	64.05	72.42
"tcruzi-813112"	55.39	57.32
"tcruzi-814944"	205.75	212.89
"tcruzi-815168"	78.64	71.93
"tcruzi-815465"	97.92	95.94
"tcruzi-815538"	128.94	110.58
"tcruzi-81751"	134.94	140.42
"tcruzi-81962"	81.94	86.49
"tcruzi-821245"	50.47	44.34
"tcruzi-821806"	394.08	398.44
"tcruzi-822195"	202.04	180.54
"tcruzi-822399"	87.29	75.58
"tcruzi-826609"	98.88	98.38
"tcruzi-827231"	189.04	172.58
"tcruzi-827353"	43.15	46.84
"tcruzi-828149"	118.43	110.84
"tcruzi-829498"	84.34	79.2
"tcruzi-830033"	47.45	56.86
"tcruzi-830062"	230.33	244.61
"tcruzi-830878"	125.97	143.13
"tcruzi-832378"	1827.13	1991.2
"tcruzi-832577"	119.77	125.97
"tcruzi-833325"	65.85	58.27
"tcruzi-833800"	1750.94	1750.94
"tcruzi-833946"	62.7	56.35
"tcruzi-834879"	578.86	608.71
"tcruzi-834928"	202.64	202.85
"tcruzi-835625"	67.23	57.8
"tcruzi-835661"	123.19	129.53
"tcruzi-835700"	121.43	115.53
"tcruzi-835820"	64.9	52.37
"tcruzi-836109"	47.57	45.97
"tcruzi-836636"	117.06	84.9
"tcruzi-836923"	71.24	85.17
"tcruzi-839412"	70	68.25
"tcruzi-842843"	159.13	175.03
"tcruzi-843878"	256.14	282.22
"tcruzi-843885"	86.4	71.59
"tcruzi-844349"	734.86	775.51
"tcruzi-844512"	260.14	296.56
"tcruzi-8451"	365.97	330.82
"tcruzi-8453"	260.54	263.16
"tcruzi-8454"	176.3	199.47
"tcruzi-8457"	196.51	206.65
"tcruzi-8460"	313.01	319.57
"tcruzi-8461"	270.23	290.81
"tcruzi-846167"	80.78	87.78
"tcruzi-846409"	48.14	52.69
"tcruzi-848624"	144.42	196.03
"tcruzi-849220"	85.46	79.54
"tcruzi-849681"	47.13	48.46
"tcruzi-849698"	108.68	99.62
"tcruzi-8497"	284.91	314.83
"tcruzi-849801"	178.46	243.51
"tcruzi-850294"	67.68	55.26
"tcruzi-85073"	194.69	196.21
"tcruzi-850926"	2016	2168.93
"tcruzi-851129"	159.72	173.21
"tcruzi-852013"	86.2	81.52
"tcruzi-855208"	95.92	88.39
"tcruzi-855499"	70	67.28
"tcruzi-855809"	108.03	106.88
"tcruzi-856778"	118.99	105.69
"tcruzi-858343"	160.95	180.08
"tcruzi-860467"	40.22	43.54
"tcruzi-861121"	58.27	69.91
"tcruzi-861730"	50.93	61.46
"tcruzi-862875"	52.55	43.82
"tcruzi-863572"	76.5	68.3
"tcruzi-863969"	54.99	50.42
"tcruzi-864109"	66.23	58.74
"tcruzi-864569"	51.74	44.56
"tcruzi-86610"	60.21	61.88
"tcruzi-866409"	344.95	293.44
"tcruzi-867280"	599.4	605.34
"tcruzi-867281"	1079.56	1228.51
"tcruzi-867282"	1492.91	1395.54
"tcruzi-867283"	1133.5	568.21
"tcruzi-867284"	441.51	502.61
"tcruzi-867286"	150.44	146.48
"tcruzi-867287"	316.25	337.3
"tcruzi-867533"	52.86	49.04
"tcruzi-867561"	87.16	99.78
"tcruzi-867646"	68.84	69.39
"tcruzi-867649"	158.78	125.26
"tcruzi-869391"	157.12	146.94
"tcruzi-869422"	176.11	120.16
"tcruzi-869560"	99.38	96.65
"tcruzi-871282"	107.48	92.38
"tcruzi-871581"	207.05	251.68
"tcruzi-872555"	168.69	198
"tcruzi-876536"	138.89	164.39
"tcruzi-876681"	70.75	57.17
"tcruzi-87751"	96.05	92.72
"tcruzi-882337"	597.87	552.81
"tcruzi-883040"	166.88	137.6
"tcruzi-885610"	272.19	197.64
"tcruzi-886699"	137.86	136.47
"tcruzi-88689"	489.66	452.26
"tcruzi-887784"	129.04	119.3
"tcruzi-890634"	896.41	917.66
"tcruzi-892704"	138.78	125.86
"tcruzi-89340"	710.17	680.28
"tcruzi-893755"	150.26	132.83
"tcruzi-895663"	111.61	94.66
"tcruzi-89612"	7725.87	7725.87
"tcruzi-89675"	564.68	449.9
"tcruzi-898688"	255.63	300.45
"tcruzi-900587"	87.63	75.91
"tcruzi-901484"	153.59	154.33
"tcruzi-905074"	103.25	114.3
"tcruzi-906744"	106.04	100.86
"tcruzi-90692"	72.21	76.6
"tcruzi-907392"	163.29	167.69
"tcruzi-907827"	121.57	129.04
"tcruzi-907895"	69.35	58.47
"tcruzi-90808"	164.96	152.72
"tcruzi-909455"	2797.8	2301.94
"tcruzi-909892"	56.35	49.65
"tcruzi-910450"	123.43	123.43
"tcruzi-91086"	244.92	261.39
"tcruzi-913688"	59.51	67.02
"tcruzi-914067"	162.86	159.33
"tcruzi-915193"	143.41	139.12
"tcruzi-91796"	64.35	63.12
"tcruzi-918191"	75.42	84.57
"tcruzi-918672"	252.14	233.59
"tcruzi-918800"	789.44	517.18
"tcruzi-919419"	103.01	121.15
"tcruzi-919631"	54.57	54
"tcruzi-919750"	86.44	84.63
"tcruzi-920019"	103.49	104.29
"tcruzi-920085"	311.23	526.71
"tcruzi-92112"	1290.11	1137.15
"tcruzi-923964"	86.48	119.55
"tcruzi-924451"	66.82	71.46
"tcruzi-924562"	80.46	76.43
"tcruzi-925396"	2773.1	2830.6
"tcruzi-925648"	98.68	99.95
"tcruzi-925701"	82.93	85.51
"tcruzi-92795"	125.11	130.25
"tcruzi-928686"	82.47	85.75
"tcruzi-929590"	134.15	166.54
"tcruzi-930155"	97.72	84.32
"tcruzi-930441"	730.3	732.04
"tcruzi-930543"	70.44	68.68
"tcruzi-930853"	70.33	81.77
"tcruzi-931554"	50.75	83.06
"tcruzi-932567"	170.13	211.19
"tcruzi-933465"	1145.08	971.8
"tcruzi-934350"	80.58	104.61
"tcruzi-934987"	58.96	59.47
"tcruzi-937298"	89.78	97.85
"tcruzi-937352"	86.66	102.52
"tcruzi-939002"	113.41	117.31
"tcruzi-939855"	190	184.97
"tcruzi-940394"	87.78	85.7
"tcruzi-941274"	175.13	188.9
"tcruzi-942193"	108.73	95.52
"tcruzi-942199"	98.81	69.01
"tcruzi-942807"	119.45	121.75
"tcruzi-943492"	82.05	78.09
"tcruzi-943678"	100.09	86.28
"tcruzi-945265"	72.52	73.49
"tcruzi-950434"	75.71	83.12
"tcruzi-95372"	165.35	165.57
"tcruzi-955019"	119.66	114.53
"tcruzi-957528"	76.26	81.54
"tcruzi-958298"	141.34	110.91
"tcruzi-960462"	91.7	93.04
"tcruzi-961076"	1930.37	2740.19
"tcruzi-961156"	64.94	65.88
"tcruzi-961296"	5354.32	5354.32
"tcruzi-961653"	209.58	198.48
"tcruzi-963367"	66.84	64.67
"tcruzi-964365"	70.81	67.48
"tcruzi-965570"	100.17	110.3
"tcruzi-966474"	103.67	62.03
"tcruzi-967105"	66.88	53.24
"tcruzi-967160"	74.6	121.09
"tcruzi-967228"	83.88	69.95
"tcruzi-969716"	57.47	64.12
"tcruzi-970131"	42.26	58.64
"tcruzi-970768"	334.66	297.08
"tcruzi-971006"	3182.74	3182.74
"tcruzi-971167"	80.16	83.01
"tcruzi-97124"	121.29	119.39
"tcruzi-971276"	99.06	102.47
"tcruzi-972172"	89.24	88.52
"tcruzi-972827"	177.76	187.74
"tcruzi-973"	398.97	440.75
"tcruzi-973457"	416.97	544.72
"tcruzi-973893"	88.77	92.15
"tcruzi-97405"	120.37	99.24
"tcruzi-97437"	401.14	361.57
"tcruzi-976262"	70.51	75.4
"tcruzi-976778"	204.87	233.83
"tcruzi-977113"	614.66	507.46
"tcruzi-978251"	1137.15	1172.39
"tcruzi-979112"	122.55	157.94
"tcruzi-979514"	165.94	159.93
"tcruzi-979946"	86.48	64.32
"tcruzi-982153"	96.78	95.36
"tcruzi-984441"	155.57	184.34
"tcruzi-984490"	227.64	185.3
"tcruzi-984569"	179.67	161.79
"tcruzi-984579"	395.61	419.87
"tcruzi-985728"	109.09	93.15
"tcruzi-985731"	144.08	147.23
"tcruzi-986709"	145.22	158.69
"tcruzi-988629"	101.15	101.39
"tcruzi-990212"	100.3	112.59
"tcruzi-990730"	62.8	80.26
"tcruzi-993929"	73.92	66.5
"tcruzi-994235"	207.69	204.87
"tcruzi-994568"	177.23	175.55
"tcruzi-994842"	109.83	105.98
"tcruzi-994926"	52.78	57.61
"tcruzi-995005"	64.24	88.6
"tcruzi-99594"	40.95	45.89
"tcruzi-996554"	61.95	70.72
"tcruzi-997567"	53.21	70.51
"tcruzi-998554"	47.81	43.66
"tcruzi-998823"	70.9	90.4
