"Reporter Name"	"LE_NE_normalizedData_r1"	"LE_NE_normalizedData_r2"
"tcruzi-1591348"	350.01	322.98
"tcruzi-1592412"	2206.61	2238.6
"tcruzi-1592642"	1154.33	911.27
"tcruzi-1592967"	53.81	65.52
"tcruzi-1594482"	125.53	128.86
"tcruzi-1595151"	400.31	436.22
"tcruzi-1596319"	52.62	57.29
"tcruzi-1596573"	48.06	53.93
"tcruzi-1597333"	179.4	190
"tcruzi-1597994"	591.74	573.2
"tcruzi-1598056"	150.97	152.12
"tcruzi-1600920"	183.77	154.43
"tcruzi-1601146"	115.53	97.2
"tcruzi-1601383"	426.5	438.94
"tcruzi-1601462"	540.13	106.72
"tcruzi-1602087"	67.12	70.65
"tcruzi-1605232"	487.96	519.83
"tcruzi-1605410"	101.26	110.05
"tcruzi-1607120"	150.72	127.52
"tcruzi-1609253"	245.7	183.89
"tcruzi-1609402"	75.89	100.6
"tcruzi-1609538"	712.4	628.91
"tcruzi-1610808"	190.4	191.26
"tcruzi-1611123"	74.07	76.85
"tcruzi-161122"	116.85	114.57
"tcruzi-1612081"	194.34	189.9
"tcruzi-1612488"	263.52	287.69
"tcruzi-1613015"	116.85	115.78
"tcruzi-1613141"	44.34	43.15
"tcruzi-161340"	103.3	90.49
"tcruzi-1613641"	62.95	77.02
"tcruzi-1614533"	73.26	65.81
"tcruzi-1615039"	82.33	75.91
"tcruzi-1617797"	98.97	99.13
"tcruzi-1617962"	47.38	54.49
"tcruzi-1618311"	266.6	295.05
"tcruzi-1618347"	61.66	91.26
"tcruzi-1620284"	137.96	138.07
"tcruzi-1620754"	110.02	112.02
"tcruzi-1621076"	108.21	103.01
"tcruzi-162238"	189.9	170.92
"tcruzi-162246"	105.89	87.42
"tcruzi-162372"	109.74	104.91
"tcruzi-1624360"	131.83	105.59
"tcruzi-1624529"	115.78	117.45
"tcruzi-1624924"	391.01	392.36
"tcruzi-1625346"	107.6	112.23
"tcruzi-1625462"	46.62	45.03
"tcruzi-1626044"	139.12	94.9
"tcruzi-1626514"	3572.73	3097.28
"tcruzi-1626709"	61.11	67.09
"tcruzi-1628410"	118.51	105.65
"tcruzi-162871"	81.54	49.85
"tcruzi-1628918"	76.03	83.94
"tcruzi-1629094"	998.16	1300.58
"tcruzi-1629167"	63.75	72.59
"tcruzi-1630827"	84.02	82.93
"tcruzi-163309"	96.61	91.45
"tcruzi-1633577"	66.16	81.25
"tcruzi-1634436"	261.39	313.45
"tcruzi-163544"	911.27	998.16
"tcruzi-163630"	227.09	218.78
"tcruzi-1636649"	95.64	107.48
"tcruzi-1636924"	1329.6	1450.59
"tcruzi-1638576"	109.38	144.78
"tcruzi-1638773"	79.29	73.32
"tcruzi-1638885"	90.81	84.12
"tcruzi-1639290"	144.6	139.39
"tcruzi-1642535"	99.51	125.8
"tcruzi-1642715"	1571.34	1492.91
"tcruzi-164274"	1107.74	1086.67
"tcruzi-1648561"	135.5	137.32
"tcruzi-1648624"	342	344.95
"tcruzi-1649215"	140.98	157.75
"tcruzi-1652332"	230.05	243.21
"tcruzi-1652638"	941.46	1123.25
"tcruzi-1652969"	143.74	147.78
"tcruzi-1653467"	60.56	67.68
"tcruzi-1654056"	1404.9	943.61
"tcruzi-1655756"	141.56	126.67
"tcruzi-1658910"	171.68	190.4
"tcruzi-165959"	198.96	195.11
"tcruzi-166088"	173.72	171.38
"tcruzi-1660985"	96.88	101.58
"tcruzi-166132"	124.3	112.81
"tcruzi-1661370"	764.17	749
"tcruzi-166138"	884.49	650.32
"tcruzi-1663272"	56.63	55.65
"tcruzi-1664138"	162.78	181.73
"tcruzi-1665081"	208.49	155.82
"tcruzi-1665190"	490.58	386.44
"tcruzi-1667950"	117.71	105.89
"tcruzi-1668665"	132.1	133.48
"tcruzi-1669240"	93.21	83.53
"tcruzi-1669981"	69.11	76
"tcruzi-1671320"	81.64	93.57
"tcruzi-1673022"	237.05	248.04
"tcruzi-167417"	82.85	93.5
"tcruzi-1674391"	74.4	75.49
"tcruzi-1675763"	107.23	125.53
"tcruzi-167751"	81.03	68.88
"tcruzi-1678538"	106.45	103.96
"tcruzi-1679278"	77.93	85.46
"tcruzi-1682107"	140.08	118.25
"tcruzi-168323"	200.69	252.14
"tcruzi-1684723"	86.75	74.82
"tcruzi-1685154"	89.31	92.67
"tcruzi-168547"	139.78	172.29
"tcruzi-1686349"	75.38	80.89
"tcruzi-1686903"	102.61	96.27
"tcruzi-1687980"	182.07	183.53
"tcruzi-1688062"	131.03	132.29
"tcruzi-1694908"	52.97	43.03
"tcruzi-1695347"	106.83	104.66
"tcruzi-1696958"	106.91	92.11
"tcruzi-1697495"	188.59	181.55
"tcruzi-1698659"	100.98	86.36
"tcruzi-169895"	413.22	415.86
"tcruzi-1698982"	136.14	100.06
"tcruzi-1700247"	71.38	66.45
"tcruzi-1701757"	90.4	75.33
"tcruzi-1702338"	65.14	77.73
"tcruzi-1703903"	46.03	50.26
"tcruzi-1704414"	608.71	702.83
"tcruzi-1705979"	174.83	92.24
"tcruzi-1706055"	1210.59	2186.31
"tcruzi-170668"	148.59	156.84
"tcruzi-1707755"	96.15	100.12
"tcruzi-1709768"	96.25	84.22
"tcruzi-1711596"	130.12	124.65
"tcruzi-1711890"	465.53	467.06
"tcruzi-171532"	84.47	84.45
"tcruzi-1716760"	164.49	161.61
"tcruzi-1717835"	126.62	154.24
"tcruzi-1719157"	46.71	48.2
"tcruzi-1719301"	50.82	51.19
"tcruzi-1720191"	74.79	68.02
"tcruzi-1720319"	89.67	92.3
"tcruzi-1721011"	49.2	47.9
"tcruzi-1723439"	196.75	139.5
"tcruzi-1723442"	127.39	107.31
"tcruzi-1724052"	47.9	51.83
"tcruzi-1724529"	58.05	52.24
"tcruzi-1725233"	142.7	116.82
"tcruzi-1725727"	73.17	86.89
"tcruzi-1725839"	483.68	592.69
"tcruzi-1726580"	253.81	249.24
"tcruzi-1727192"	44.65	53.11
"tcruzi-1727548"	101.58	117.95
"tcruzi-1727890"	112.19	118.31
"tcruzi-1728096"	293.44	247.84
"tcruzi-1728604"	59.74	68.64
"tcruzi-1728921"	222.93	283.15
"tcruzi-1729385"	576.74	817.79
"tcruzi-1729506"	113.07	104.01
"tcruzi-1730503"	333.96	355.27
"tcruzi-1731521"	253	280.19
"tcruzi-1731940"	127.59	127.1
"tcruzi-1734434"	115.66	134.15
"tcruzi-1736477"	83.07	84.45
"tcruzi-1737371"	129.12	131.72
"tcruzi-1739330"	58.57	60.75
"tcruzi-1739400"	116.55	102.04
"tcruzi-1740856"	40.48	48.62
"tcruzi-1741484"	87.7	66.33
"tcruzi-1743263"	1172.39	1145.08
"tcruzi-1744284"	83.94	73.9
"tcruzi-1744474"	45.51	57.84
"tcruzi-174456"	132.16	96.05
"tcruzi-1746060"	315.85	511.67
"tcruzi-1746723"	123.12	125.75
"tcruzi-1747316"	462.39	513.42
"tcruzi-1748558"	3057.3	3242.75
"tcruzi-1749363"	64.24	72.85
"tcruzi-1749985"	299.54	420.75
"tcruzi-1750392"	81.44	65.37
"tcruzi-1751809"	52.69	66.74
"tcruzi-1753059"	99.84	123.84
"tcruzi-1754180"	62.03	61.95
"tcruzi-1755028"	94.56	72.25
"tcruzi-1755419"	88.52	87.34
"tcruzi-1755567"	17015.45	13585.88
"tcruzi-1755827"	95.46	103.2
"tcruzi-1757011"	90.06	110.45
"tcruzi-1757623"	187.43	150.14
"tcruzi-1758762"	153.49	136.6
"tcruzi-1760503"	51.39	45.6
"tcruzi-1761122"	83.65	72.21
"tcruzi-1762736"	67.48	56.48
"tcruzi-176301"	3632.64	3572.73
"tcruzi-1765342"	60.71	55.8
"tcruzi-1766597"	130.62	128.55
"tcruzi-1767615"	568.21	578.86
"tcruzi-176799"	70.6	65.05
"tcruzi-1768737"	219.26	254.6
"tcruzi-1768738"	205.99	247.51
"tcruzi-1768739"	147.78	138.83
"tcruzi-1769921"	118.31	89.67
"tcruzi-1770887"	165.47	122.23
"tcruzi-1771451"	87.92	83.58
"tcruzi-1771766"	101.92	114.69
"tcruzi-1771804"	71.66	66.57
"tcruzi-1771921"	134.79	122.77
"tcruzi-1771933"	98.47	101.96
"tcruzi-1773661"	82.62	70.75
"tcruzi-1774594"	137.07	179.3
"tcruzi-1775597"	84.39	83.9
"tcruzi-1776888"	62.17	70.44
"tcruzi-1777098"	45.73	42.42
"tcruzi-1780642"	150.72	110.95
"tcruzi-1781610"	181.12	164.76
"tcruzi-178775"	8419.55	9777.65
"tcruzi-1788057"	123.12	168.22
"tcruzi-178819"	233.05	226.14
"tcruzi-178882"	126.36	123.99
"tcruzi-1790093"	757.97	1059.1
"tcruzi-1791938"	45.19	47.05
"tcruzi-1792230"	95.52	83.47
"tcruzi-1792287"	81.73	89.73
"tcruzi-1793211"	62.65	232.33
"tcruzi-179347"	587.17	643.07
"tcruzi-1793707"	63.31	87.92
"tcruzi-1794265"	114.14	134.41
"tcruzi-1794928"	89.82	91.22
"tcruzi-1794930"	157.94	150
"tcruzi-1795649"	268.79	304.86
"tcruzi-1799119"	154.85	147.72
"tcruzi-1802513"	61.79	56.14
"tcruzi-1803887"	336.76	237.91
"tcruzi-1805874"	64.3	60.32
"tcruzi-180674"	113.78	160.04
"tcruzi-1807430"	66.33	67.88
"tcruzi-1807541"	76.75	68.84
"tcruzi-180845"	66.41	58.98
"tcruzi-1810179"	131.51	153.62
"tcruzi-181071"	851.26	888.78
"tcruzi-1810886"	183.22	167.39
"tcruzi-1811006"	83.16	69.31
"tcruzi-1811085"	117.45	108.09
"tcruzi-1812056"	75.26	63.45
"tcruzi-1813512"	59.12	64.27
"tcruzi-1813788"	93.45	112.35
"tcruzi-1814057"	4801.9	4288.09
"tcruzi-1814795"	102.67	120.08
"tcruzi-181504"	63.35	64.83
"tcruzi-1815579"	1118.14	1365.1
"tcruzi-1815965"	5894.16	5497.09
"tcruzi-1816816"	135.67	134.23
"tcruzi-1817252"	93.66	98.72
"tcruzi-1819832"	118.15	117.53
"tcruzi-1820245"	129.89	110.21
"tcruzi-1820392"	74.45	83.22
"tcruzi-1822441"	93.78	93.66
"tcruzi-1823230"	124.67	121.62
"tcruzi-1824082"	52.47	53.66
"tcruzi-1824455"	73.23	63.52
"tcruzi-1824615"	314.51	362.89
"tcruzi-1824753"	87.87	91.95
"tcruzi-182498"	202.48	199.09
"tcruzi-1825152"	57.41	60.62
"tcruzi-1825436"	271.27	222.52
"tcruzi-1825497"	53.59	58.33
"tcruzi-1825708"	368.94	387.23
"tcruzi-1825709"	117.95	136.53
"tcruzi-1825943"	67.9	58.53
"tcruzi-1828463"	59.31	54.84
"tcruzi-1831110"	64	68.13
"tcruzi-1831375"	88.23	99.06
"tcruzi-1831615"	129.4	116.2
"tcruzi-1831694"	174.34	175.13
"tcruzi-1832580"	155.19	160.11
"tcruzi-1834231"	101.02	107.6
"tcruzi-1834440"	943.61	810.37
"tcruzi-1834441"	630.17	766.73
"tcruzi-1834443"	665.73	584.25
"tcruzi-1834934"	112.67	92.57
"tcruzi-1834939"	507.46	489.66
"tcruzi-1835748"	129.66	174.74
"tcruzi-1835940"	184.13	162.86
"tcruzi-1836529"	67.28	59.95
"tcruzi-1838018"	124.16	126.21
"tcruzi-1838563"	114.57	117.62
"tcruzi-183898"	174.17	164.61
"tcruzi-1839444"	77.89	76.99
"tcruzi-1839840"	113.68	113.78
"tcruzi-1839900"	1860.5	2146.45
"tcruzi-1840261"	70.19	79.94
"tcruzi-1841678"	115.16	120.54
"tcruzi-1841901"	408.54	359.13
"tcruzi-184205"	116.68	116.02
"tcruzi-184239"	260.89	258.29
"tcruzi-1844384"	189.47	192.23
"tcruzi-1844903"	258.17	231.57
"tcruzi-1844980"	285.17	289.65
"tcruzi-1844981"	191.65	210.94
"tcruzi-1844982"	172.45	184.82
"tcruzi-1844984"	350.74	306.92
"tcruzi-1844985"	297.7	264.82
"tcruzi-1845654"	1742.13	1942.2
"tcruzi-1846978"	150.36	139.78
"tcruzi-1848064"	104.7	97.59
"tcruzi-1848403"	110.21	77.3
"tcruzi-1848426"	157.38	166.88
"tcruzi-1848819"	48.71	68.46
"tcruzi-1848880"	737.58	658.81
"tcruzi-1849605"	104.53	80.58
"tcruzi-1849977"	144.88	128.32
"tcruzi-1852032"	91.47	100.92
"tcruzi-1852415"	65.65	73.29
"tcruzi-1852577"	73.32	77.93
"tcruzi-1854389"	232.33	277.76
"tcruzi-1854993"	289.65	294.32
"tcruzi-1855699"	54.61	57.67
"tcruzi-1856550"	55.05	50.65
"tcruzi-1856849"	66.76	77.41
"tcruzi-1857146"	69.24	62.27
"tcruzi-185739"	176.41	171.06
"tcruzi-1857763"	102.33	111.24
"tcruzi-1857791"	88.86	97.26
"tcruzi-1858109"	69.95	95.49
"tcruzi-1858678"	84.32	90.55
"tcruzi-1859347"	136.6	140.33
"tcruzi-186057"	237.91	332.64
"tcruzi-1861764"	56.09	55.31
"tcruzi-186215"	90.63	83.81
"tcruzi-1863080"	96.73	86.06
"tcruzi-1864503"	288.84	381.21
"tcruzi-1865671"	155.11	175.41
"tcruzi-1867341"	78.72	53.86
"tcruzi-1867553"	126.03	136.17
"tcruzi-1869141"	72.06	84.73
"tcruzi-187006"	133.59	160.64
"tcruzi-1870282"	64.67	85.3
"tcruzi-1870394"	61.76	71.66
"tcruzi-1874100"	100.86	99.2
"tcruzi-1874766"	55.68	52.86
"tcruzi-1875741"	128.28	119.3
"tcruzi-1876888"	381.96	277.13
"tcruzi-1877172"	189.28	181.12
"tcruzi-1877196"	52.24	56.71
"tcruzi-187838"	68.88	213.72
"tcruzi-1878419"	246.01	190.31
"tcruzi-1880256"	92	89.6
"tcruzi-1882369"	617.64	590.12
"tcruzi-1882385"	321.49	326.99
"tcruzi-1882802"	107.17	115.34
"tcruzi-1885771"	114.05	101.45
"tcruzi-1886705"	3394.85	3279.73
"tcruzi-1887062"	54.17	47.81
"tcruzi-1887099"	146.05	147.85
"tcruzi-1887343"	184.9	202.31
"tcruzi-188755"	42.42	42.06
"tcruzi-1888658"	95.82	90.99
"tcruzi-1891109"	234.12	244.92
"tcruzi-1891159"	428.99	375.62
"tcruzi-189218"	200.5	219.26
"tcruzi-189303"	77.26	62.8
"tcruzi-1893677"	59.64	65.99
"tcruzi-1894243"	48.89	55.46
"tcruzi-1896124"	299.06	286.91
"tcruzi-1896417"	90.81	87.63
"tcruzi-1897087"	75.59	70.56
"tcruzi-1898998"	77.41	83.4
"tcruzi-1901714"	109.49	97.98
"tcruzi-1902057"	111.04	111.69
"tcruzi-1902472"	3874.66	3632.64
"tcruzi-1902933"	136.2	120.01
"tcruzi-1903219"	119.71	128.68
"tcruzi-1904757"	219.68	236.79
"tcruzi-190487"	74.94	68.98
"tcruzi-1907900"	104.74	98.06
"tcruzi-190817"	662.58	734.86
"tcruzi-1908217"	169.96	169.76
"tcruzi-190870"	390.11	371.65
"tcruzi-191073"	87.11	97.1
"tcruzi-1910813"	57.9	49.72
"tcruzi-1911654"	79.1	98.68
"tcruzi-1912086"	346.09	440.04
"tcruzi-1912190"	254.1	276.48
"tcruzi-191512"	92.19	103.14
"tcruzi-1915162"	68.02	73.38
"tcruzi-1915552"	71.59	56.63
"tcruzi-1915593"	141.06	146.28
"tcruzi-1915820"	62.86	73.04
"tcruzi-1916208"	231.57	221.6
"tcruzi-1917866"	78.13	71.97
"tcruzi-192016"	152.34	145.38
"tcruzi-1921473"	52.1	60.09
"tcruzi-1921826"	81.41	82.29
"tcruzi-1922058"	72.59	80.19
"tcruzi-1922247"	100.55	88.42
"tcruzi-192225"	135.81	139.28
"tcruzi-1922508"	52.37	63.28
"tcruzi-1925185"	61.54	92.42
"tcruzi-1925272"	143.28	201.31
"tcruzi-192572"	105.14	97.14
"tcruzi-1926122"	58.47	59.45
"tcruzi-1926210"	82.01	76.19
"tcruzi-1927367"	147.33	141.72
"tcruzi-1929107"	42.86	46.71
"tcruzi-1932117"	120.5	107.75
"tcruzi-1932287"	91.87	87.25
"tcruzi-1932381"	577.65	620.99
"tcruzi-1932516"	116.44	145.85
"tcruzi-1933179"	142.29	157.71
"tcruzi-1933379"	66.91	60.05
"tcruzi-1933462"	248.27	268.08
"tcruzi-1935209"	134.23	113.68
"tcruzi-1936027"	351.41	396.42
"tcruzi-1936456"	78.58	84.29
"tcruzi-1937452"	77.23	125.26
"tcruzi-1940278"	58	59.74
"tcruzi-194096"	235.97	167.51
"tcruzi-1941265"	229.71	166.24
"tcruzi-1941426"	78.25	72.65
"tcruzi-1941976"	52.78	63.02
"tcruzi-1943637"	56.01	51.34
"tcruzi-1944043"	369.62	367.33
"tcruzi-1944234"	1252.93	1344.02
"tcruzi-1945660"	149.83	131.39
"tcruzi-1946289"	171.38	157.83
"tcruzi-1946291"	151.63	144.45
"tcruzi-1946292"	236.48	227.47
"tcruzi-1946297"	133.73	118.87
"tcruzi-1946298"	164.27	150.67
"tcruzi-1947119"	594.74	551.5
"tcruzi-1951099"	177.58	156.94
"tcruzi-1951541"	1196.39	1093
"tcruzi-1954272"	79.92	77.66
"tcruzi-1957071"	99.31	97.31
"tcruzi-1957213"	100.34	95.79
"tcruzi-1957459"	81.21	66.17
"tcruzi-195952"	200.33	176.11
"tcruzi-1961045"	61.38	65.55
"tcruzi-196173"	178.19	164.08
"tcruzi-1962816"	215.79	277.58
"tcruzi-1963837"	5497.09	5662.65
"tcruzi-1963924"	77.18	88.75
"tcruzi-1964286"	475.7	442.72
"tcruzi-1964683"	236.15	211.85
"tcruzi-1965340"	80.03	71.07
"tcruzi-1965347"	97.98	109.83
"tcruzi-1965742"	84.25	83.97
"tcruzi-196594"	96.95	92.46
"tcruzi-1966604"	541.29	497.06
"tcruzi-1968348"	60.85	54.11
"tcruzi-1969"	290.19	338.28
"tcruzi-1972762"	43.95	44.2
"tcruzi-1973994"	74.21	79.87
"tcruzi-1974091"	1240.67	1265.15
"tcruzi-1975354"	76.69	88.35
"tcruzi-1978598"	141.44	144.6
"tcruzi-1979434"	11884.43	12759.28
"tcruzi-1981357"	193.31	214.63
"tcruzi-1982557"	83.56	96.15
"tcruzi-1984199"	88.35	75.4
"tcruzi-1985376"	245.24	213.1
"tcruzi-1987562"	85.3	80.14
"tcruzi-1989081"	68.57	83.62
"tcruzi-1989292"	516.47	546.19
"tcruzi-1989991"	59.23	57.05
"tcruzi-1990518"	131.32	173.97
"tcruzi-1991307"	92.42	96.73
"tcruzi-1991562"	73.12	84.66
"tcruzi-1991977"	67.85	76.04
"tcruzi-1992016"	1182.87	1073.91
"tcruzi-1992492"	62.26	63.71
"tcruzi-199262"	151.91	132.16
"tcruzi-1993115"	74.02	64.07
"tcruzi-1995390"	74.49	80.64
"tcruzi-1995483"	84.7	88.16
"tcruzi-1995799"	370.97	374.09
"tcruzi-1995800"	515.18	452.96
"tcruzi-1995801"	326.58	287.2
"tcruzi-1995804"	246.78	194.89
"tcruzi-1995806"	258.17	207.9
"tcruzi-1995807"	282.22	235.13
"tcruzi-1997210"	103.72	108.52
"tcruzi-1997296"	71.2	70.81
"tcruzi-1997572"	155	124.24
"tcruzi-19981"	112.74	119.16
"tcruzi-1998837"	75.82	72.82
"tcruzi-1999215"	133.2	108.85
"tcruzi-2000458"	73.43	61.66
"tcruzi-2000749"	142.45	133.59
"tcruzi-200121"	59.79	67.14
"tcruzi-2001364"	59.84	74.1
"tcruzi-2001502"	89.57	80.78
"tcruzi-2002834"	93.57	89.45
"tcruzi-2002851"	344	311.87
"tcruzi-2004218"	251.68	206.45
"tcruzi-2006243"	1011.85	1041.43
"tcruzi-2007518"	219.45	247.07
"tcruzi-2007535"	133.43	140.08
"tcruzi-20087"	113.93	123.34
"tcruzi-2008938"	65.19	64.41
"tcruzi-2009954"	265.03	179.51
"tcruzi-2010792"	766.73	594.74
"tcruzi-201174"	55.26	61.14
"tcruzi-2012115"	151.34	169.15
"tcruzi-2012117"	412.27	308.39
"tcruzi-2012118"	140.17	145.1
"tcruzi-2012691"	78.77	90.23
"tcruzi-2012959"	128.43	137.7
"tcruzi-2013473"	1204.38	1188.3
"tcruzi-2013866"	132.6	128.55
"tcruzi-2013980"	54.03	59.06
"tcruzi-2014352"	1271.5	1079.56
"tcruzi-201645"	75.16	71.88
"tcruzi-2016637"	80.62	63.31
"tcruzi-2017238"	115.03	94.71
"tcruzi-2017278"	90.36	94.6
"tcruzi-2017279"	161.02	151.48
"tcruzi-2019830"	290.81	314.51
"tcruzi-2020258"	62.32	66.11
"tcruzi-202167"	115.08	129.84
"tcruzi-2022214"	85.02	92.78
"tcruzi-202265"	836.98	538.82
"tcruzi-2024192"	75.2	75.53
"tcruzi-2025654"	81.27	111.65
"tcruzi-2026873"	168.1	135.39
"tcruzi-2027528"	242.41	168.69
"tcruzi-2028191"	192.23	233.38
"tcruzi-2028916"	68.13	62.86
"tcruzi-2029279"	817.79	836.98
"tcruzi-2029914"	57.1	74.94
"tcruzi-2030693"	769.84	958.85
"tcruzi-2030694"	645.59	585.55
"tcruzi-2030695"	383.34	319.16
"tcruzi-2030708"	342.79	344.28
"tcruzi-2030752"	146.55	252.54
"tcruzi-2030898"	229.85	232.11
"tcruzi-2030902"	105.25	114.69
"tcruzi-2030911"	190.55	182.5
"tcruzi-2030921"	135.23	138.24
"tcruzi-2030922"	303.98	310.21
"tcruzi-2032124"	148.89	129.1
"tcruzi-2032426"	480.45	459.26
"tcruzi-2034178"	323.88	352.54
"tcruzi-2034179"	529.46	474.8
"tcruzi-203422"	392.36	428.05
"tcruzi-2034631"	207.54	219.68
"tcruzi-2035432"	164.27	142.45
"tcruzi-2036226"	98.25	122.46
"tcruzi-2036792"	82.67	74.23
"tcruzi-2036872"	1502.65	1714.01
"tcruzi-2036975"	955.78	1245.88
"tcruzi-20377"	61.47	63.35
"tcruzi-203805"	1634.44	1322.65
"tcruzi-2038234"	103.14	105.72
"tcruzi-2041955"	44.93	40.68
"tcruzi-204202"	1714.01	1425.11
"tcruzi-2043204"	904.02	757.97
"tcruzi-2045447"	137.7	147.33
"tcruzi-2045584"	114.95	125.92
"tcruzi-2046558"	55.8	41.16
"tcruzi-2047008"	378.7	383.91
"tcruzi-2047009"	215.57	216.53
"tcruzi-2047627"	123.34	116.41
"tcruzi-2047661"	59.16	61.54
"tcruzi-2048720"	48.53	45.73
"tcruzi-2049499"	56.39	89.95
"tcruzi-2050739"	220.04	204.01
"tcruzi-2050867"	94.41	79.43
"tcruzi-2050984"	193.04	215.03
"tcruzi-205100"	152.05	134.3
"tcruzi-205101"	112.52	117.12
"tcruzi-205102"	113.97	142.7
"tcruzi-2052232"	83.03	85.34
"tcruzi-2052800"	132.01	197.76
"tcruzi-2052948"	38.22	47.66
"tcruzi-2053960"	89.36	82.24
"tcruzi-2056075"	95.82	102.44
"tcruzi-2056967"	57.93	54.9
"tcruzi-2057354"	107.09	97.72
"tcruzi-2057539"	159.01	221.04
"tcruzi-205814"	85.83	73.43
"tcruzi-2058812"	82.14	78.46
"tcruzi-2062195"	106.88	89.24
"tcruzi-2062472"	109.58	111.5
"tcruzi-206258"	93.25	103.8
"tcruzi-206259"	111.72	105.2
"tcruzi-2062701"	272.79	219.8
"tcruzi-2062702"	182.44	198.96
"tcruzi-2062973"	201.75	229.17
"tcruzi-2063020"	60.88	68.57
"tcruzi-2064383"	131.69	152.24
"tcruzi-2064689"	36.76	37.56
"tcruzi-206548"	91.1	66.28
"tcruzi-2065684"	89.89	76.51
"tcruzi-2066514"	271.45	238.25
"tcruzi-2067216"	262.86	271.98
"tcruzi-2067320"	87.47	96.27
"tcruzi-2069167"	92.08	85.22
"tcruzi-2071085"	63.28	57.47
"tcruzi-2072090"	84.49	64.59
"tcruzi-2072801"	3699.57	4050.14
"tcruzi-2073579"	66.27	62.75
"tcruzi-207494"	167.69	173.36
"tcruzi-2076458"	562.31	425.79
"tcruzi-2078224"	119.85	141.56
"tcruzi-2079000"	111.65	127.15
"tcruzi-2079005"	102.89	107.21
"tcruzi-2079457"	133.96	126.36
"tcruzi-2079732"	44.2	38.62
"tcruzi-2080693"	115.83	120.95
"tcruzi-208103"	71.93	57.93
"tcruzi-2081479"	48.27	47.45
"tcruzi-2082"	79.06	98.57
"tcruzi-2082767"	175.55	161.02
"tcruzi-2084234"	77.08	72.33
"tcruzi-2087348"	93.62	80.82
"tcruzi-2087903"	273.34	296.23
"tcruzi-2087904"	98.15	91.74
"tcruzi-2088011"	473.75	498.79
"tcruzi-2090164"	43.35	46.62
"tcruzi-2091125"	182.58	174.51
"tcruzi-2093267"	172.81	155.54
"tcruzi-2094606"	90.32	87.56
"tcruzi-2096582"	45.6	66.5
"tcruzi-2097963"	89.95	67.09
"tcruzi-2098184"	86.97	87.89
"tcruzi-2100367"	66.64	64.64
"tcruzi-2100588"	68.93	66.66
"tcruzi-2100810"	153.9	164.27
"tcruzi-2101751"	71.8	75.91
"tcruzi-2102681"	50.03	45.51
"tcruzi-21031"	92.55	102.17
"tcruzi-2103439"	69.04	86.66
"tcruzi-210420"	76.81	68.1
"tcruzi-2104766"	141.68	167.82
"tcruzi-2104796"	138.97	134.72
"tcruzi-2105159"	72.39	70.27
"tcruzi-2107135"	44.04	47.57
"tcruzi-210755"	101.82	107.54
"tcruzi-2108370"	143	156.6
"tcruzi-2108865"	73.04	61.11
"tcruzi-2108925"	57.74	53.73
"tcruzi-2110107"	141.68	145.05
"tcruzi-2110728"	102.02	111
"tcruzi-2111365"	70.56	58.05
"tcruzi-2113592"	459.26	1221.64
"tcruzi-2116871"	64.39	60.56
"tcruzi-2116891"	934.31	976.54
"tcruzi-2117979"	130.01	133.03
"tcruzi-2122439"	54.38	58.08
"tcruzi-2124577"	1575.89	1658.48
"tcruzi-2126107"	104.58	99.89
"tcruzi-2127130"	294.43	358.65
"tcruzi-2127327"	129.12	161.39
"tcruzi-2127764"	199.32	237.34
"tcruzi-2128434"	53.31	51.94
"tcruzi-2128759"	404.26	398.97
"tcruzi-2129008"	76.5	75.8
"tcruzi-2129358"	120.88	254.34
"tcruzi-2129395"	108.78	122.11
"tcruzi-2130902"	78.46	78.12
"tcruzi-2134057"	73.69	79.94
"tcruzi-2134771"	56.75	65.96
"tcruzi-2135571"	162.28	175.71
"tcruzi-2135592"	87.38	75.23
"tcruzi-2135718"	320.92	268.41
"tcruzi-2135719"	154.28	143.68
"tcruzi-2135720"	160.64	159.01
"tcruzi-2135721"	135.97	139.85
"tcruzi-2135727"	104.24	116.88
"tcruzi-2135842"	59.05	63.75
"tcruzi-2136080"	46.95	48.27
"tcruzi-2136315"	275.45	288.19
"tcruzi-2136687"	148.99	158.78
"tcruzi-2137578"	106.77	101.77
"tcruzi-2137686"	377.22	408.54
"tcruzi-2137746"	73.98	62.32
"tcruzi-2138124"	2277.28	1279.74
"tcruzi-2138774"	114.36	78.33
"tcruzi-2138904"	62.28	64.8
"tcruzi-2138932"	139.91	137.41
"tcruzi-2140691"	42.06	46.16
"tcruzi-2141424"	210.73	251.13
"tcruzi-2142430"	8808.65	11884.43
"tcruzi-2143640"	116.02	102.95
"tcruzi-2143808"	1450.59	966.31
"tcruzi-2144371"	84.53	103.42
"tcruzi-2144583"	243.21	209.93
"tcruzi-2144867"	98.55	103.67
"tcruzi-2145600"	156.11	171.68
"tcruzi-2145603"	661.16	830.3
"tcruzi-2145853"	207.28	191.51
"tcruzi-2147923"	173.21	159.72
"tcruzi-2150939"	169.96	181.31
"tcruzi-2152264"	227.84	238.76
"tcruzi-2153658"	67.33	74.07
"tcruzi-2154032"	102.12	140.17
"tcruzi-2154949"	68.4	62.55
"tcruzi-2155463"	128.82	105.25
"tcruzi-2157264"	148.33	140.27
"tcruzi-2157265"	149.55	157.02
"tcruzi-2157267"	153.39	143.74
"tcruzi-2160604"	173.36	137.86
