"Reporter Name"	"MX_PO_normalizedData_r1"	"MX_PO_normalizedData_r2"
"tcruzi-2116891"	1234.48	1757.24
"tcruzi-2117979"	1372.49	1956.1
"tcruzi-2122439"	57.93	75.01
"tcruzi-2124577"	41401.34	30089.3
"tcruzi-2126107"	1132.52	1497.45
"tcruzi-2127130"	273.76	517.51
"tcruzi-2127327"	164.46	198.88
"tcruzi-2127764"	322.49	199
"tcruzi-2128434"	68.94	71.47
"tcruzi-2128759"	2405.64	3240.82
"tcruzi-2129008"	458.73	389.66
"tcruzi-2129358"	1715.17	1107.18
"tcruzi-2129395"	166.71	136.27
"tcruzi-2130902"	268.91	255.47
"tcruzi-2134057"	114.62	139.46
"tcruzi-2134771"	64.99	57.28
"tcruzi-2135571"	31843.75	36133.79
"tcruzi-2135592"	155.6	159.26
"tcruzi-2135718"	21319.62	401.38
"tcruzi-2135719"	33342.12	1700.97
"tcruzi-2135720"	37182.5	1906.97
"tcruzi-2135721"	42676.54	2522.7
"tcruzi-2135727"	30338.55	286.63
"tcruzi-2135842"	124.95	142.4
"tcruzi-2136080"	156.96	142.95
"tcruzi-2136315"	189.38	246.41
"tcruzi-2136687"	165.81	216.79
"tcruzi-2137578"	178.52	137.21
"tcruzi-2137686"	9058.97	1825.7
"tcruzi-2137746"	104.92	121.72
"tcruzi-2138124"	172.41	226.91
"tcruzi-2138774"	284.2	199.57
"tcruzi-2138904"	154.6	150.29
"tcruzi-2138932"	3334.56	3794.62
"tcruzi-2140691"	52.44	49.92
"tcruzi-2141424"	459.98	754.86
"tcruzi-2142430"	123.26	172.17
"tcruzi-2143640"	172.8	114.77
"tcruzi-2143808"	165.5	209.33
"tcruzi-2144371"	82.19	75.36
"tcruzi-2144583"	334.53	446.07
"tcruzi-2144867"	143.92	137.65
"tcruzi-2145600"	39598.54	3001.85
"tcruzi-2145603"	819.92	735.69
"tcruzi-2145853"	419.89	348.61
"tcruzi-2147923"	260.89	241.73
"tcruzi-2150939"	208.71	111.94
"tcruzi-2152264"	319.26	400.55
"tcruzi-2153658"	73.76	197.11
"tcruzi-2154032"	15631.07	26500.95
"tcruzi-2154949"	111.31	86.21
"tcruzi-2155463"	82.21	115.54
"tcruzi-2157264"	36133.79	1478.04
"tcruzi-2157265"	48046.73	2174.18
"tcruzi-2157267"	23612.35	444.42
"tcruzi-2160604"	164.92	117.93
"tcruzi-2161980"	73.87	67.15
"tcruzi-21625"	37785.7	45448.85
"tcruzi-2170091"	57.85	66.9
"tcruzi-2170429"	2104.29	2234.29
"tcruzi-2172881"	53.23	57.63
"tcruzi-2174300"	78	84.8
"tcruzi-2175519"	758.64	454.83
"tcruzi-2176176"	171.82	152.39
"tcruzi-2176552"	26741.47	35385.97
"tcruzi-2176553"	31084.85	37785.7
"tcruzi-2176554"	23726.08	31454.93
"tcruzi-2176555"	35628.13	40883.76
"tcruzi-2176556"	39062.87	43774.71
"tcruzi-2176557"	14250.14	27038.42
"tcruzi-2177050"	134.3	176.22
"tcruzi-2177500"	900.44	809.16
"tcruzi-2177889"	123.86	166.98
"tcruzi-217891"	191.85	244.76
"tcruzi-2180310"	157.33	223.96
"tcruzi-2180657"	67.27	70.79
"tcruzi-2181754"	2165.1	709.97
"tcruzi-2182633"	485.78	407.82
"tcruzi-2183005"	120.53	87.95
"tcruzi-2184058"	46.17	54.46
"tcruzi-2185919"	92.57	168.15
"tcruzi-2187424"	149.54	131.26
"tcruzi-2187515"	394.19	193.69
"tcruzi-2187865"	817.93	218.32
"tcruzi-2188395"	239.66	115.31
"tcruzi-2190958"	229.12	190.11
"tcruzi-2191246"	217.95	192.71
"tcruzi-2191248"	71.65	64.53
"tcruzi-2192265"	67.15	107.58
"tcruzi-2192700"	1666.6	199.7
"tcruzi-2193493"	24082.53	28229.64
"tcruzi-2193862"	96.58	109.9
"tcruzi-2196549"	66.55	53.23
"tcruzi-2196936"	683.2	496.08
"tcruzi-2198166"	591.2	469.71
"tcruzi-2198200"	199.84	188.7
"tcruzi-2198779"	107.37	149.6
"tcruzi-2199079"	72.83	150.51
"tcruzi-2199635"	228.86	98.5
"tcruzi-2199754"	492.69	426.11
"tcruzi-2202233"	18279.45	23914.64
"tcruzi-2202501"	10895.7	12937.94
"tcruzi-2202502"	25015.65	26203.46
"tcruzi-2202503"	19222.06	10579.5
"tcruzi-220259"	760.84	864.64
"tcruzi-2203388"	250.84	60.65
"tcruzi-2205495"	185.04	96.53
"tcruzi-2205715"	494.76	890.95
"tcruzi-2206866"	3442.08	4104.82
"tcruzi-2213317"	7667.98	5200.54
"tcruzi-2214464"	1624.33	2827.8
"tcruzi-2215700"	1459.4	2091.6
"tcruzi-2217759"	125.41	142.56
"tcruzi-2217977"	215.83	211.32
"tcruzi-2218148"	88.09	136.62
"tcruzi-2219427"	1264.44	3136.52
"tcruzi-2219977"	35159.38	22793.06
"tcruzi-2219978"	31926.05	17904.68
"tcruzi-2220710"	181.34	184.74
"tcruzi-2221017"	2188.31	2904.82
"tcruzi-222222"	934.06	2553.66
"tcruzi-22236"	22172.61	7886.76
"tcruzi-2224251"	155.71	142.15
"tcruzi-2224378"	121.09	414.81
"tcruzi-2227134"	589.8	644.66
"tcruzi-2227544"	367.71	383.5
"tcruzi-2227572"	1689.55	2572.86
"tcruzi-2227945"	129.46	105.33
"tcruzi-2231789"	699.83	677.37
"tcruzi-2235193"	229.81	193.08
"tcruzi-2235464"	11058.63	12440.93
"tcruzi-2237433"	89.74	133.1
"tcruzi-2237698"	975.47	1234.48
"tcruzi-2238388"	68.77	261.96
"tcruzi-2238412"	1657.06	1311.54
"tcruzi-223855"	1284.95	1179.44
"tcruzi-223954"	165.6	197.23
"tcruzi-223973"	2091.6	4241.51
"tcruzi-2241375"	510.35	399.36
"tcruzi-2241485"	61.51	67.27
"tcruzi-22421"	602.08	675.24
"tcruzi-2243261"	765.36	636.84
"tcruzi-2244082"	45.77	53.49
"tcruzi-2244555"	101.97	84.74
"tcruzi-2244562"	169.44	114.42
"tcruzi-2245558"	588.55	650.49
"tcruzi-2247874"	259.2	178.05
"tcruzi-2248251"	9129.79	11673.01
"tcruzi-22486"	132.95	244.37
"tcruzi-2250233"	10802.25	13829.83
"tcruzi-2250349"	202.94	129.17
"tcruzi-2250450"	909.86	1245.23
"tcruzi-2252754"	390.63	312.09
"tcruzi-2254626"	15020.26	19969.46
"tcruzi-2255082"	53.85	68.68
"tcruzi-2256731"	77.46	102.19
"tcruzi-2257025"	134	127.56
"tcruzi-2257207"	93.3	99.52
"tcruzi-2258700"	77.18	92.11
"tcruzi-2258979"	131.9	137.27
"tcruzi-2259631"	62.7	65.94
"tcruzi-225974"	127.52	149.47
"tcruzi-2261926"	163.02	186.84
"tcruzi-2266201"	144.32	74.28
"tcruzi-2266689"	307.75	320.08
"tcruzi-2267139"	103.56	140.14
"tcruzi-2268884"	69.25	69.39
"tcruzi-2269312"	49.62	49.21
"tcruzi-2270124"	94.91	94
"tcruzi-2270394"	70.28	85.16
"tcruzi-2272111"	68.15	61.69
"tcruzi-22732"	662.11	732.34
"tcruzi-2273770"	707.85	173.88
"tcruzi-2273947"	234.11	243.53
"tcruzi-2275122"	104.74	119.6
"tcruzi-2275554"	157.17	169.21
"tcruzi-2275941"	179.97	151.15
"tcruzi-2276219"	195.21	151.86
"tcruzi-2279196"	550.04	484.97
"tcruzi-2279613"	227.24	190.58
"tcruzi-2280367"	83.85	64.67
"tcruzi-2281830"	200.75	159.71
"tcruzi-2282105"	156.86	176.75
"tcruzi-2283040"	208.3	168.82
"tcruzi-2283330"	74.54	77.92
"tcruzi-2284503"	7460.92	1651.61
"tcruzi-2285042"	146.46	139.7
"tcruzi-2285782"	154.79	110.94
"tcruzi-2287211"	142.7	125.41
"tcruzi-2287228"	252.77	144.09
"tcruzi-2288363"	6520.07	8964.75
"tcruzi-2288637"	44678.56	46510.8
"tcruzi-2288814"	246.41	253.87
"tcruzi-2289593"	447.61	835.7
"tcruzi-229055"	919.84	185.93
"tcruzi-229203"	48.74	64.8
"tcruzi-229248"	87.12	103.38
"tcruzi-2293232"	130.76	103.99
"tcruzi-2294678"	2222.42	656.64
"tcruzi-2294769"	9335.69	593.32
"tcruzi-2295311"	3910.85	302.58
"tcruzi-229623"	158.85	194.83
"tcruzi-2296961"	178.05	257.63
"tcruzi-2299286"	321.26	192.36
"tcruzi-2299312"	489.91	204.91
"tcruzi-2301315"	288.24	358.94
"tcruzi-2301738"	365.68	371.58
"tcruzi-2303514"	68.55	62.7
"tcruzi-2303665"	273.12	179.81
"tcruzi-2304527"	467.07	362.18
"tcruzi-230518"	74.5	103.83
"tcruzi-23056"	109.9	108.93
"tcruzi-2307815"	107.97	124.77
"tcruzi-2307816"	55.34	69.19
"tcruzi-2310127"	167.62	256.37
"tcruzi-231078"	257.63	267.3
"tcruzi-2311733"	56.12	54.38
"tcruzi-2311845"	115.02	133.8
"tcruzi-2312442"	55.44	64.32
"tcruzi-2313366"	159.38	87.27
"tcruzi-2313542"	209.64	208.55
"tcruzi-2315109"	138.14	125.76
"tcruzi-2316235"	729.81	455.62
"tcruzi-2316649"	88.15	75.44
"tcruzi-2316946"	239.32	217.37
"tcruzi-2317502"	130.27	82.28
"tcruzi-2318412"	101.83	108
"tcruzi-2319671"	650.49	840.3
"tcruzi-2320091"	144.82	133.46
"tcruzi-2322954"	320.48	348.21
"tcruzi-2323777"	253.87	307.46
"tcruzi-2324600"	539.13	187.77
"tcruzi-23252"	115.72	101.1
"tcruzi-2327177"	114.21	155.09
"tcruzi-2328847"	52.65	48.55
"tcruzi-2329047"	147.97	197.42
"tcruzi-2329132"	61.69	89.52
"tcruzi-2330316"	51.97	54.62
"tcruzi-233077"	76.24	52.89
"tcruzi-233136"	83.4	70.95
"tcruzi-2332183"	752.59	223.59
"tcruzi-2332354"	131.18	195.21
"tcruzi-233240"	165.68	73.39
"tcruzi-2335809"	103.26	99.11
"tcruzi-2336569"	5265.52	382.79
"tcruzi-2336645"	101.03	70.86
"tcruzi-2337081"	267.09	181.04
"tcruzi-2338604"	316.32	240.87
"tcruzi-234028"	69.39	109.43
"tcruzi-2340421"	137.27	119.75
"tcruzi-2341025"	378.36	172.71
"tcruzi-2341179"	84.25	90.94
"tcruzi-2341713"	72.07	80.57
"tcruzi-2342238"	204	276.24
"tcruzi-2346073"	146.54	140.68
"tcruzi-2346145"	178.93	96.76
"tcruzi-2346654"	5796.58	1339.72
"tcruzi-2347671"	3886.04	4565.9
"tcruzi-2347705"	251.77	117.79
"tcruzi-2349059"	120.32	144.16
"tcruzi-234997"	140.14	135.98
"tcruzi-235108"	128.44	103.04
"tcruzi-2351337"	119.22	217.56
"tcruzi-2351875"	176.9	127.94
"tcruzi-2352822"	87.47	120.46
"tcruzi-2352955"	336.82	310.48
"tcruzi-2354210"	2846.83	4542.92
"tcruzi-2356436"	347.51	377.15
"tcruzi-2358787"	92.83	80.82
"tcruzi-2361086"	64.8	96.33
"tcruzi-2361555"	56.34	61.34
"tcruzi-2361755"	185.29	216.29
"tcruzi-2364776"	98.08	96.92
"tcruzi-2365525"	85.79	95.6
"tcruzi-2365566"	2678.35	5679.07
"tcruzi-2366253"	234.92	206.03
"tcruzi-2369637"	375.38	480.72
"tcruzi-2369815"	81.16	90.05
"tcruzi-2370676"	96.99	98.71
"tcruzi-237241"	164.92	189.52
"tcruzi-2374197"	434.35	138.39
"tcruzi-2374199"	158.36	179.95
"tcruzi-2376403"	164	241.38
"tcruzi-2376504"	1055.51	203.43
"tcruzi-2377187"	141.56	91.28
"tcruzi-2378066"	632.73	1526.41
"tcruzi-2378352"	34941.64	7750.45
"tcruzi-2379397"	634.3	774.09
"tcruzi-237978"	94.13	184.61
"tcruzi-237979"	283.59	318.02
"tcruzi-2381715"	171.21	175.62
"tcruzi-2381730"	693.82	1006.68
"tcruzi-2382370"	151.86	153.16
"tcruzi-2383464"	89.81	104.45
"tcruzi-2383942"	79.68	103.47
"tcruzi-2385019"	368.3	234.11
"tcruzi-2385210"	78.63	89.84
"tcruzi-2385549"	311.61	428.7
"tcruzi-238736"	170.64	179.28
"tcruzi-2387607"	282.51	267.81
"tcruzi-2387631"	126.1	137.58
"tcruzi-2388454"	712.78	447.61
"tcruzi-2388787"	159.08	120.78
"tcruzi-2390828"	66.2	58.77
"tcruzi-2393148"	92.96	101.87
"tcruzi-2395876"	2553.66	3206.47
"tcruzi-2396913"	145.57	114.18
"tcruzi-2397550"	256.37	295.92
"tcruzi-2398360"	174.03	171.82
"tcruzi-2399274"	105.68	130.81
"tcruzi-2400607"	81.58	90.46
"tcruzi-2403447"	4589.64	6760.08
"tcruzi-2403959"	163.15	175.91
"tcruzi-2404039"	94.49	122.79
"tcruzi-2404537"	129.62	81.51
"tcruzi-2404848"	195.72	206.73
"tcruzi-2406171"	100.9	94.82
"tcruzi-2408119"	285.12	262.97
"tcruzi-2408462"	5200.54	6555.31
"tcruzi-2408529"	606.98	854.59
"tcruzi-2408978"	198.38	245.67
"tcruzi-2410122"	104.77	125.65
"tcruzi-2410199"	291.82	250.32
"tcruzi-2412108"	33000.83	34506.11
"tcruzi-2413044"	292.77	506.01
"tcruzi-2414595"	194.55	183.48
"tcruzi-2416708"	184.74	156.09
"tcruzi-2417325"	59.41	73.51
"tcruzi-2418530"	1298.28	1998.58
"tcruzi-2418873"	1039.58	826.41
"tcruzi-2421948"	113.88	199.84
"tcruzi-2422307"	268.68	227.12
"tcruzi-2422858"	631.26	522.9
"tcruzi-2423643"	1676.8	2289.36
"tcruzi-2424368"	78.86	124.13
"tcruzi-2425138"	104.65	100.25
"tcruzi-2425165"	185.15	49.52
"tcruzi-2426358"	65.81	55.19
"tcruzi-2427516"	98.82	75.92
"tcruzi-2428353"	742.04	143.88
"tcruzi-2428376"	132.44	127.83
"tcruzi-2429145"	98	87.01
"tcruzi-242988"	186.52	235.09
"tcruzi-2432344"	304.01	355.2
"tcruzi-2432477"	182.24	143.13
"tcruzi-2433061"	123.54	152.14
"tcruzi-2433116"	80.88	44.98
"tcruzi-2433789"	1245.23	1706.89
"tcruzi-243494"	351.22	1348.09
"tcruzi-2440169"	98.38	107.71
"tcruzi-244018"	6555.31	558.72
"tcruzi-2440193"	222.51	218.13
"tcruzi-244401"	218.26	325.53
"tcruzi-245971"	117.13	120.35
"tcruzi-246252"	156.05	159.08
"tcruzi-246949"	412.7	174.73
"tcruzi-247051"	186.24	204
"tcruzi-248074"	128.67	128.19
"tcruzi-249151"	121.33	217.95
"tcruzi-249335"	145.38	131.67
"tcruzi-249811"	49.92	62.26
"tcruzi-250856"	150.76	230.23
"tcruzi-251241"	139	182.24
"tcruzi-253006"	142.99	174.88
"tcruzi-255964"	48.04	55.06
"tcruzi-256007"	325.53	93.59
"tcruzi-256008"	180.63	179.08
"tcruzi-256869"	409.47	629.9
"tcruzi-258313"	87.96	134.68
"tcruzi-258318"	903.75	943.82
"tcruzi-258364"	69.64	62.43
"tcruzi-260308"	106.64	112.5
"tcruzi-261430"	201.84	275.83
"tcruzi-261828"	95.27	88.15
"tcruzi-263400"	230.58	297.47
"tcruzi-264052"	454.83	550.04
"tcruzi-264415"	310.64	314.8
"tcruzi-266346"	240.12	194.21
"tcruzi-267196"	290.41	596.04
"tcruzi-267611"	266.87	345.12
"tcruzi-267775"	102.91	75.52
"tcruzi-268376"	140.61	152.14
"tcruzi-268794"	267.81	140.52
"tcruzi-270200"	304.98	120.22
"tcruzi-270223"	675.24	665.55
"tcruzi-272138"	108.48	108.25
"tcruzi-2759"	366.36	1367.39
"tcruzi-277514"	92.45	106.18
"tcruzi-278362"	401.38	486.78
"tcruzi-279424"	158.75	91
"tcruzi-280704"	791.11	758.64
"tcruzi-281850"	175.12	137.78
"tcruzi-282436"	131.67	188.28
"tcruzi-282791"	73.2	129.48
"tcruzi-282971"	771.83	752.59
"tcruzi-283333"	249.54	266.87
"tcruzi-28344"	1120.44	1185.68
"tcruzi-283492"	15803.11	19019.67
"tcruzi-28355"	135.46	111.39
"tcruzi-286265"	46365.85	43982.79
"tcruzi-286748"	380.57	1167.4
"tcruzi-286950"	1045.82	1229.61
"tcruzi-287527"	78.59	90.68
"tcruzi-29043"	103.67	155.09
"tcruzi-290694"	110.85	80.4
"tcruzi-291224"	349	360.42
"tcruzi-291485"	225.9	247.68
"tcruzi-292975"	8649.07	11142.77
"tcruzi-293135"	436.4	389.23
"tcruzi-293366"	390.22	662.11
"tcruzi-295883"	102.36	114
"tcruzi-2980"	130.61	92.93
"tcruzi-300253"	54.84	65.3
"tcruzi-301742"	98.91	91.6
"tcruzi-306505"	80.03	99.79
"tcruzi-306822"	113.59	126.2
"tcruzi-307143"	75.33	93.02
"tcruzi-308135"	264.45	280.05
"tcruzi-309611"	94.69	96.99
"tcruzi-310796"	285.51	312.39
"tcruzi-311603"	32638.58	36413.21
"tcruzi-312532"	83.69	148.56
"tcruzi-313446"	182.05	119.34
"tcruzi-313673"	360.01	390.63
"tcruzi-313725"	86.39	83.96
"tcruzi-314250"	7974.96	8337.39
"tcruzi-314552"	129.89	110.64
"tcruzi-315654"	309.28	750.58
"tcruzi-316056"	45819.41	46611.34
"tcruzi-317099"	38464.93	39501.53
"tcruzi-317102"	49544.07	49544.07
"tcruzi-317103"	53976.76	52867.12
"tcruzi-317138"	52867.12	51495.86
"tcruzi-317139"	338.97	686.5
"tcruzi-317140"	45965.06	46300.86
"tcruzi-317142"	52661.73	52027.53
"tcruzi-317143"	50791.56	48840.48
"tcruzi-317144"	51495.86	52217.34
"tcruzi-317147"	41062.1	38697.11
"tcruzi-317148"	2130.73	3576.76
"tcruzi-317149"	41498.33	41802.61
"tcruzi-317150"	35953.05	35159.38
"tcruzi-317278"	40222.49	41062.1
"tcruzi-317279"	36544.92	46073.18
"tcruzi-317280"	52027.53	52661.73
"tcruzi-317281"	48645.58	50359.36
"tcruzi-317282"	49765.71	49937.81
"tcruzi-317283"	2415.33	4204.77
"tcruzi-317560"	158.64	182.92
"tcruzi-318517"	813.03	1222.74
"tcruzi-319786"	146.31	146.84
"tcruzi-320477"	12635.31	1882.65
"tcruzi-320998"	416.65	154.09
"tcruzi-322542"	143.66	68.38
"tcruzi-324278"	145.82	205.12
"tcruzi-324860"	1185.68	1817.81
"tcruzi-325766"	128.53	132.87
"tcruzi-327604"	67.75	101.87
"tcruzi-328667"	240.66	261.38
"tcruzi-3292"	40725.73	40515.42
"tcruzi-329893"	368.99	497.57
"tcruzi-331489"	283.84	208
"tcruzi-331891"	343.27	335.01
"tcruzi-332433"	239.89	205.8
"tcruzi-332766"	130.44	230.84
"tcruzi-333623"	272.18	272.89
"tcruzi-33515"	3808.91	2916.3
"tcruzi-336373"	70.59	77.26
"tcruzi-337005"	1825.7	5980.13
"tcruzi-338805"	251.19	312.64
"tcruzi-340219"	282.23	472.72
"tcruzi-340885"	82.41	86.48
"tcruzi-342660"	931.21	1059.58
"tcruzi-342847"	148.84	218.32
"tcruzi-342906"	300.58	464.7
"tcruzi-343249"	138.61	124.52
"tcruzi-344077"	146.31	104.65
"tcruzi-345179"	39232.53	40614.44
"tcruzi-345180"	13770.17	18178.6
"tcruzi-345181"	48958.61	51180.4
"tcruzi-345240"	147.85	239.89
"tcruzi-345297"	125.03	70.44
"tcruzi-345564"	237.94	266.31
"tcruzi-347883"	171.08	125.83
"tcruzi-348025"	97.81	97.35
"tcruzi-348287"	210.27	352.1
"tcruzi-349455"	32920.8	9905.38
"tcruzi-349467"	76.99	66.28
"tcruzi-349513"	120.22	82.9
"tcruzi-349669"	403.42	417.39
"tcruzi-351"	29488.82	27409.66
"tcruzi-351703"	302.08	166.01
"tcruzi-354442"	493.53	387.12
"tcruzi-354582"	47.53	77.18
"tcruzi-354604"	324.15	306.63
"tcruzi-356867"	555.55	533.84
"tcruzi-357781"	137.18	128.03
"tcruzi-358622"	115.14	176.11
"tcruzi-359000"	164.38	115.79
"tcruzi-361017"	242.49	179.48
"tcruzi-361879"	77.37	91.18
"tcruzi-362051"	168.25	191.3
"tcruzi-36290"	65.94	56.59
"tcruzi-363383"	52.78	38.77
"tcruzi-363530"	62.26	64.53
"tcruzi-363823"	147.76	123.64
"tcruzi-364501"	257.28	200.31
"tcruzi-365634"	414.11	409.47
"tcruzi-365933"	26863.44	34411.59
"tcruzi-367081"	3653.64	5641.73
"tcruzi-367638"	127.98	98.34
"tcruzi-369504"	519.92	760.84
"tcruzi-369828"	222.29	172.29
"tcruzi-369970"	150.29	103.7
"tcruzi-371459"	68.68	78.79
"tcruzi-371493"	108.65	71.91
"tcruzi-372224"	626.04	597.61
"tcruzi-373636"	111.83	117.52
"tcruzi-37373"	166.39	188.11
"tcruzi-375533"	1919.92	388.1
"tcruzi-376192"	377.7	395.24
"tcruzi-37894"	118.19	67.83
"tcruzi-379236"	110.26	118.78
"tcruzi-379764"	1068.94	1919.92
"tcruzi-380088"	336.41	249.54
"tcruzi-380091"	30944.24	27864.35
"tcruzi-380580"	540.13	477.37
"tcruzi-380760"	119.13	87.57
"tcruzi-381201"	93.09	85.24
"tcruzi-381260"	440.03	567.87
"tcruzi-381701"	123.12	116.37
"tcruzi-382653"	105.2	144.89
"tcruzi-382823"	5641.73	126.62
"tcruzi-383087"	116.67	150.2
"tcruzi-383189"	191.4	109.06
"tcruzi-384286"	2827.8	4901.57
"tcruzi-385381"	41343.14	41436.15
"tcruzi-385873"	3038.88	5228.85
"tcruzi-387261"	287.83	298.98
"tcruzi-388922"	352.45	341.94
"tcruzi-389018"	271.06	291.41
"tcruzi-391010"	196.14	438.59
"tcruzi-391288"	114	141.72
"tcruzi-391522"	56.95	73.87
"tcruzi-39216"	198.31	119.98
"tcruzi-392291"	64.88	89.07
"tcruzi-392976"	95.21	88.33
"tcruzi-395301"	251.36	271.43
"tcruzi-397038"	129.17	198.48
"tcruzi-398112"	212.28	268.91
"tcruzi-39860"	313.22	579.54
"tcruzi-400658"	621.81	620.17
"tcruzi-400816"	53.69	74.18
"tcruzi-40101"	255.77	250.61
"tcruzi-403085"	98.71	167.11
"tcruzi-40353"	435.36	495.45
"tcruzi-40405"	206.9	177.52
"tcruzi-404784"	97.62	95.42
"tcruzi-406904"	33661.87	36193.81
"tcruzi-4076"	52.99	43.1
"tcruzi-407754"	29304.28	34567.73
"tcruzi-408612"	97.68	105.96
"tcruzi-408933"	112.62	145.71
"tcruzi-412569"	98.98	66.09
"tcruzi-412945"	1075.79	2649.21
"tcruzi-415751"	230.84	209.13
"tcruzi-415885"	110.98	69.31
"tcruzi-418371"	835.7	1014.91
"tcruzi-419128"	25343.95	32174.38
"tcruzi-423599"	372.73	350.78
"tcruzi-423636"	2432.51	5589.67
"tcruzi-424132"	1381.46	1155.64
"tcruzi-42465"	219.38	154.35
"tcruzi-425456"	94.82	104.85
"tcruzi-425507"	180.42	158.36
"tcruzi-426565"	49.21	41.67
"tcruzi-426582"	254.13	135.46
"tcruzi-428450"	10079.49	16095.93
"tcruzi-431111"	120.66	98
"tcruzi-433165"	153.86	124.95
"tcruzi-434798"	76.03	102.64
"tcruzi-436760"	130.95	177.44
"tcruzi-43795"	697.8	504.12
"tcruzi-438343"	104.56	69.76
"tcruzi-43847"	230.3	130.61
"tcruzi-438589"	4809.72	6637.28
"tcruzi-438853"	176.64	187.92
"tcruzi-439416"	216.51	84.34
"tcruzi-440301"	248.01	161.71
"tcruzi-441154"	487.65	515.09
"tcruzi-442077"	269.52	291.82
"tcruzi-442775"	173.55	140.61
"tcruzi-443846"	688.26	971.08
"tcruzi-445326"	52.31	46.17
"tcruzi-447214"	450.3	928.01
"tcruzi-447346"	81.07	66.2
"tcruzi-448312"	77.26	78.3
"tcruzi-450272"	157.72	132.55
"tcruzi-45055"	100.16	136.53
"tcruzi-45274"	43774.71	43502.93
"tcruzi-453379"	184.45	191.79
"tcruzi-454281"	840.3	1518.87
"tcruzi-456082"	221.94	195.02
"tcruzi-459822"	4629.46	7358.72
"tcruzi-46089"	337.26	395.76
"tcruzi-462047"	14431.31	16705.8
"tcruzi-462951"	265.46	334.53
"tcruzi-464026"	127.98	123.5
"tcruzi-464774"	116.94	185.29
"tcruzi-465191"	118.11	116.98
"tcruzi-465647"	317.26	273.76
"tcruzi-467386"	261.77	201.84
"tcruzi-468191"	199.7	211.49
"tcruzi-468305"	734.24	767.53
"tcruzi-468986"	1080.22	788.36
"tcruzi-469164"	165.04	114.7
"tcruzi-469561"	471.69	814.88
"tcruzi-469996"	101.48	102.89
"tcruzi-470751"	77.92	65.03
"tcruzi-470944"	163.45	270.1
"tcruzi-471512"	193.3	193.59
"tcruzi-473384"	63.27	66.66
"tcruzi-473479"	183.86	172.41
"tcruzi-47363"	8198.34	5796.58
"tcruzi-47364"	8601.79	9335.69
"tcruzi-47365"	8337.39	6295.02
"tcruzi-47367"	4751.74	2788.69
"tcruzi-47368"	20694.42	18009.37
"tcruzi-47379"	20092.68	6226.58
"tcruzi-475171"	291.41	323.16
"tcruzi-480414"	147.55	206.54
"tcruzi-480672"	477.37	253.62
"tcruzi-481792"	62.14	51.56
"tcruzi-485109"	63.72	231.11
"tcruzi-48560"	385.53	274.44
"tcruzi-490325"	128.79	158.85
"tcruzi-490618"	72.95	75.86
"tcruzi-491185"	146.03	100.44
"tcruzi-491214"	144	121.58
"tcruzi-491452"	9541.6	14933.59
"tcruzi-491639"	6428.15	9541.6
"tcruzi-491641"	5908.73	9674.54
"tcruzi-491642"	5679.07	8886.05
"tcruzi-491647"	11261.19	16551.48
"tcruzi-491672"	4030.77	6260.49
"tcruzi-491710"	11332.39	16410.5
"tcruzi-491711"	16095.93	21319.62
"tcruzi-491724"	7130.1	9270.05
"tcruzi-492507"	152.39	157.58
"tcruzi-493359"	104.85	98.98
"tcruzi-493503"	136.42	156.35
"tcruzi-496904"	426.11	406.81
"tcruzi-49733"	96.12	166.83
"tcruzi-49734"	36798.01	23770.87
"tcruzi-498810"	54.62	47.53
"tcruzi-49967"	85.48	87.4
"tcruzi-50169"	943.82	931.21
"tcruzi-504094"	181.51	191.05
"tcruzi-505362"	246.56	215.59
"tcruzi-507007"	187.92	183.86
"tcruzi-507069"	235.6	782.21
"tcruzi-508286"	208.55	252.26
"tcruzi-508548"	223.11	174.5
"tcruzi-508913"	325.2	562.11
"tcruzi-510466"	103.2	60.14
"tcruzi-510708"	86.29	121.46
"tcruzi-515028"	197.99	195.46
"tcruzi-515064"	844.06	1093.91
"tcruzi-516497"	197.23	300.18
"tcruzi-517856"	147.47	147.09
"tcruzi-519979"	212.68	182.67
"tcruzi-520979"	33050.67	35717.03
"tcruzi-520981"	6971.96	5856.09
"tcruzi-520982"	27679.12	26054.09
"tcruzi-522243"	279.26	315.86
"tcruzi-523225"	486.78	560.85
"tcruzi-525159"	4565.9	5551.14
"tcruzi-52591"	370.96	430.93
"tcruzi-52708"	212.28	164.59
"tcruzi-528887"	24850.07	28856.22
"tcruzi-530566"	603.97	1294.94
"tcruzi-530783"	5075.74	6938.21
"tcruzi-530784"	23914.64	25078.7
"tcruzi-530932"	252.26	102.39
"tcruzi-531613"	82.97	54.51
"tcruzi-532688"	152.59	128.48
"tcruzi-532880"	259.74	228.13
"tcruzi-53523"	227.43	261.03
"tcruzi-537813"	93.75	82.74
"tcruzi-53827"	63.37	60.02
"tcruzi-539417"	127.34	155.6
"tcruzi-540384"	166.5	111.83
"tcruzi-54198"	3942.46	1128.12
"tcruzi-5424"	312.64	738.71
"tcruzi-542650"	214.05	327.74
"tcruzi-542992"	83.17	128.94
"tcruzi-543690"	462.15	576.82
"tcruzi-544038"	2963.96	5426.89
"tcruzi-544268"	172.07	259.47
"tcruzi-544602"	78.35	72.83
"tcruzi-544987"	134.73	157.25
"tcruzi-545560"	215.45	200.75
"tcruzi-547106"	68.15	85.68
